"","YEAR","STATE","STATEID","white","black","other","check","tot","other_alt","Pop"
"913",1994,"VA",51,8755,18026,187,0,26968,187,6536771
"914",1994,"VT",50,1260,30,11,0,1301,11,578900
"915",1994,"WA",53,7727,2451,655,0,10833,655,5334896
"916",1994,"WI",55,4969,4800,253,0,10022,253,5095504
"917",1994,"WV",54,1640,288,2,0,1930,2,1818490
"918",1994,"WY",56,950,60,207,0,1217,207,474982
"919",1995,"AK",2,1749,481,1292,0,3522,1292,601345
"920",1995,"AL",1,7131,13531,56,0,20718,56,4263125
"921",1995,"AR",5,4290,5096,25,0,9411,25,2480121
"922",1995,"AZ",4,16891,3388,1062,0,21341,1062,4306908
"923",1995,"CA",6,40203,42461,52982,0,135646,52982,31493525
"924",1995,"CO",8,7899,2744,420,0,11063,420,3738061
"925",1995,"CT",9,3845,6857,4099,0,14801,4099,3265293
"926",1995,"DC",11,127,9545,128,0,9800,128,551273
"927",1995,"DE",10,1555,3157,90,0,4802,90,718265
"928",1995,"FE",99,60261,37055,2934,0,100250,2934,NA
"929",1995,"FL",12,26217,36407,1255,0,63879,1255,14185403
"930",1995,"GA",13,11011,23151,104,0,34266,104,7188538
"931",1995,"HI",15,689,164,2707,0,3560,2707,1180490
"932",1995,"IA",19,4113,1481,312,0,5906,312,2840860
"933",1995,"ID",16,2695,55,578,0,3328,578,1165000
"934",1995,"IL",17,9196,24636,3826,0,37658,3826,11884935
"935",1995,"IN",18,9215,6846,64,0,16125,64,5791819
"936",1995,"KS",20,4111,2779,164,0,7054,164,2586942
"937",1995,"KY",21,7617,4416,27,0,12060,27,3855248
"938",1995,"LA",22,5694,19448,53,0,25195,53,4327978
"939",1995,"MA",25,4600,2835,4252,0,11687,4252,6062335
"940",1995,"MD",24,4776,16637,40,0,21453,40,5023650
"941",1995,"ME",23,1334,30,32,0,1396,32,1237438
"942",1995,"MI",26,16875,22940,1297,0,41112,1297,9659871
"943",1995,"MN",27,2471,1705,670,0,4846,670,4605445
"944",1995,"MO",29,9856,9197,81,0,19134,81,5324610
"945",1995,"MS",28,3206,9388,90,0,12684,90,2690788
"946",1995,"MT",30,1610,37,352,0,1999,352,868522
"947",1995,"NC",37,9197,19166,890,0,29253,890,7185403
"948",1995,"ND",38,473,18,117,0,608,117,641548
"949",1995,"NE",31,1973,979,122,0,3074,122,1635142
"950",1995,"NH",33,1872,129,13,0,2014,13,1145604
"951",1995,"NJ",34,7648,17545,1873,0,27066,1873,7965523
"952",1995,"NM",35,3259,490,329,0,4078,329,1682417
"953",1995,"NV",32,4364,2117,1232,0,7713,1232,1525777
"954",1995,"NY",36,29498,36911,2080,0,68489,2080,18150928
"955",1995,"OH",39,19756,24356,551,0,44663,551,11155493
"956",1995,"OK",40,9769,6546,1836,0,18151,1836,3265547
"957",1995,"OR",41,5974,999,913,0,7886,913,3141421
"958",1995,"PA",42,10820,18359,3231,0,32410,3231,12044780
"959",1995,"RI",44,1849,1009,44,0,2902,44,989203
"960",1995,"SC",45,5865,13641,105,0,19611,105,3699943
"961",1995,"SD",46,1355,69,417,0,1841,417,728251
"962",1995,"ST",60,394760,506950,124327,0,1026037,124327,NA
"963",1995,"TN",47,7342,7798,66,0,15206,66,5241168
"964",1995,"TX",48,34990,60006,32770,0,127766,32770,18679706
"965",1995,"US",70,455021,544005,127261,0,1126287,127261,262803670
"966",1995,"UT",49,2958,295,199,0,3452,199,1976774
"967",1995,"VA",51,8705,18516,194,0,27415,194,6601392
"968",1995,"VT",50,1264,15,0,0,1279,0,582827
"969",1995,"WA",53,8202,2703,703,0,11608,703,5431024
"970",1995,"WI",55,5498,5371,330,0,11199,330,5137004
"971",1995,"WV",54,2082,427,3,0,2512,3,1820560
"972",1995,"WY",56,1071,73,251,0,1395,251,478447
"973",1996,"AK",2,1790,529,1397,0,3716,1397,604918
"974",1996,"AL",1,7455,14236,69,0,21760,69,4290678
"975",1996,"AR",5,4165,5147,95,0,9407,95,2504858
"976",1996,"AZ",4,17831,3432,1230,0,22493,1230,4432308
"977",1996,"CA",6,43336,45753,56960,0,146049,56960,31780829
"978",1996,"CO",8,8685,3022,731,0,12438,731,3812716
"979",1996,"CT",9,4010,6882,4115,0,15007,4115,3267030
"980",1996,"DC",11,144,9054,178,0,9376,178,538273
"981",1996,"DE",10,1735,3280,95,0,5110,95,727090
"982",1996,"FE",99,61885,40323,3336,0,105544,3336,NA
"983",1996,"FL",12,27009,35461,1293,0,63763,1293,14426911
"984",1996,"GA",13,11382,23618,139,0,35139,139,7332225
"985",1996,"HI",15,866,205,2940,0,4011,2940,1184434
"986",1996,"IA",19,4387,1568,387,0,6342,387,2848473
"987",1996,"ID",16,3108,63,661,0,3832,661,1187706
"988",1996,"IL",17,9461,25321,4070,0,38852,4070,11953003
"989",1996,"IN",18,9730,7159,71,0,16960,71,5834908
"990",1996,"KS",20,4531,2974,251,0,7756,251,2598266
"991",1996,"KY",21,8090,4790,30,0,12910,30,3881051
"992",1996,"LA",22,6055,20667,57,0,26779,57,4338763
"993",1996,"MA",25,5578,3481,2737,0,11796,2737,6085393
"994",1996,"MD",24,4893,17114,43,0,22050,43,5057142
"995",1996,"ME",23,0,0,0,-1426,1426,1426,1241436
"996",1996,"MI",26,17362,23586,1401,0,42349,1401,9739184
"997",1996,"MN",27,2588,1841,729,0,5158,729,4647723
"998",1996,"MO",29,11577,10322,104,0,22003,104,5367888
"999",1996,"MS",28,3463,10327,69,0,13859,69,2709925
"1000",1996,"MT",30,1787,51,455,0,2293,455,876656
"1001",1996,"NC",37,9588,20011,1048,0,30647,1048,7307658
"1002",1996,"ND",38,530,23,169,0,722,169,642858
"1003",1996,"NE",31,2124,1017,146,0,3287,146,1647657
"1004",1996,"NH",33,1931,115,16,0,2062,16,1160768
"1005",1996,"NJ",34,7405,17857,2228,0,27490,2228,8009624
"1006",1996,"NM",35,3929,560,235,0,4724,235,1706151
"1007",1996,"NV",32,4701,2292,1446,0,8439,1446,1596476
"1008",1996,"NY",36,30009,37601,2099,0,69709,2099,18143805
"1009",1996,"OH",39,20762,25089,323,0,46174,323,11187032
"1010",1996,"OK",40,10588,6891,2114,0,19593,2114,3289634
"1011",1996,"OR",41,6438,1063,1160,0,8661,1160,3195087
"1012",1996,"PA",42,11482,19565,3490,0,34537,3490,12038008
"1013",1996,"RI",44,2056,1168,47,0,3271,47,987858
"1014",1996,"SC",45,6081,14259,106,0,20446,106,3738974
"1015",1996,"SD",46,1543,87,433,0,2063,433,730699
"1016",1996,"ST",60,416423,525226,131905,-1426,1074980,133331,NA
"1017",1996,"TN",47,7579,7973,74,0,15626,74,5313576
"1018",1996,"TX",48,36790,61132,34461,0,132383,34461,19006240
"1019",1996,"US",70,478308,565549,135241,-1426,1180524,136667,265228847
"1020",1996,"UT",49,3399,328,245,0,3972,245,2022253
"1021",1996,"VA",51,8900,18539,216,0,27655,216,6665491
"1022",1996,"VT",50,1032,14,73,0,1119,73,586352
"1023",1996,"WA",53,8837,2919,771,0,12527,771,5509963
"1024",1996,"WI",55,6236,6322,433,0,12991,433,5173828
"1025",1996,"WV",54,2306,440,3,0,2749,3,1818983
"1026",1996,"WY",56,1159,78,262,0,1499,262,480085
"1027",1997,"AK",2,1895,600,1670,0,4165,1670,608846
"1028",1997,"AL",1,7615,14594,81,0,22290,81,4320692
"1029",1997,"AR",5,4448,5543,30,0,10021,30,2524007
"1030",1997,"AZ",4,18686,3523,1275,0,23484,1275,4552207
"1031",1997,"CA",6,46957,48331,60502,0,155790,60502,32217708
"1032",1997,"CO",8,9562,3320,579,0,13461,579,3891293
"1033",1997,"CT",9,4630,8059,4552,0,17241,4552,3268514
"1034",1997,"DC",11,91,9096,166,0,9353,166,528752
"1035",1997,"DE",10,1942,3481,12,0,5435,12,735024
"1036",1997,"FE",99,65539,43786,3648,0,112973,3648,NA
"1037",1997,"FL",12,27445,35771,1410,0,64626,1410,14683350
"1038",1997,"GA",13,11983,24392,130,0,36505,130,7486094
"1039",1997,"HI",15,1034,232,3712,0,4978,3712,1189322
"1040",1997,"IA",19,4800,1696,442,0,6938,442,2854396
"1041",1997,"ID",16,3165,65,681,0,3911,681,1210638
"1042",1997,"IL",17,9995,26522,4271,0,40788,4271,12011509
"1043",1997,"IN",18,10132,7707,64,0,17903,64,5872370
"1044",1997,"KS",20,4608,3028,275,0,7911,275,2616339
"1045",1997,"KY",21,8976,5586,38,0,14600,38,3907816
"1046",1997,"LA",22,6852,22360,53,0,29265,53,4351390
"1047",1997,"MA",25,5590,3448,2909,0,11947,2909,6115476
"1048",1997,"MD",24,4998,17196,38,0,22232,38,5092914
"1049",1997,"ME",23,1469,58,93,0,1620,93,1245215
"1050",1997,"MI",26,18482,24936,1353,0,44771,1353,9785450
"1051",1997,"MN",27,2559,1964,803,0,5326,803,4687726
"1052",1997,"MO",29,12917,10968,113,0,23998,113,5407113
"1053",1997,"MS",28,3560,10663,73,0,14296,73,2731826
"1054",1997,"MT",30,2058,35,424,0,2517,424,878706
"1055",1997,"NC",37,10044,20418,1150,0,31612,1150,7428672
"1056",1997,"ND",38,611,20,166,0,797,166,640945
"1057",1997,"NE",31,2237,1008,157,0,3402,157,1656042
"1058",1997,"NH",33,2019,120,25,0,2164,25,1173239
"1059",1997,"NJ",34,7316,18572,2473,0,28361,2473,8054178
"1060",1997,"NM",35,3892,545,251,0,4688,251,1722939
"1061",1997,"NV",32,5049,2407,1568,0,9024,1568,1675581
"1062",1997,"NY",36,29655,37488,1965,0,69108,1965,18143184
"1063",1997,"OH",39,21846,25938,232,0,48016,232,11212498
"1064",1997,"OK",40,11188,7097,2257,0,20542,2257,3314259
"1065",1997,"OR",41,5839,1010,1150,0,7999,1150,3243254
"1066",1997,"PA",42,11632,19847,3485,0,34964,3485,12015888
"1067",1997,"RI",44,2157,1175,39,0,3371,39,986966
"1068",1997,"SC",45,6282,14762,129,0,21173,129,3790066
"1069",1997,"SD",46,1705,99,438,0,2242,438,730855
"1070",1997,"ST",60,439974,546668,141347,0,1127989,141347,NA
"1071",1997,"TN",47,8114,8437,108,0,16659,108,5378433
"1072",1997,"TX",48,38697,63883,37771,0,140351,37771,19355427
"1073",1997,"US",70,505513,590454,144995,0,1240962,144995,267784018
"1074",1997,"UT",49,3709,328,264,0,4301,264,2065397
"1075",1997,"VA",51,9221,18970,194,0,28385,194,6732878
"1076",1997,"VT",50,1193,36,41,0,1270,41,588665
"1077",1997,"WA",53,9376,2962,876,0,13214,876,5604105
"1078",1997,"WI",55,7910,7788,579,0,16277,579,5200235
"1079",1997,"WV",54,2643,502,3,0,3148,3,1815588
"1080",1997,"WY",56,1190,82,277,0,1549,277,480031
"1081",1998,"AK",2,1878,556,1663,0,4097,1663,615205
"1082",1998,"AL",1,7693,14905,78,0,22676,78,4350594
"1083",1998,"AR",5,4868,5699,71,0,10638,71,2538202
"1084",1998,"AZ",4,20141,3739,1431,0,25311,1431,4667277
"1085",1998,"CA",6,47595,50052,62480,0,160127,62480,32682794
"1086",1998,"CO",8,10492,3376,444,0,14312,444,3968967
"1087",1998,"CT",9,4691,8290,4624,0,17605,4624,3272563
"1088",1998,"DC",11,93,9574,162,0,9829,162,521426
"1089",1998,"DE",10,2028,3521,9,0,5558,9,744066
"1090",1998,"FE",99,71119,47847,4075,0,123041,4075,NA
"1091",1998,"FL",12,28632,37143,1449,0,67224,1449,14908230
"1092",1998,"GA",13,13055,26022,185,0,39262,185,7636522
"1093",1998,"HI",15,1039,220,3665,0,4924,3665,1190472
"1094",1998,"IA",19,5117,1770,507,0,7394,507,2861025
"1095",1998,"ID",16,3327,57,699,0,4083,699,1230923
"1096",1998,"IL",17,10371,28220,4460,0,43051,4460,12069774
"1097",1998,"IN",18,11016,8109,72,0,19197,72,5907617
"1098",1998,"KS",20,4853,3050,280,0,8183,280,2638667
"1099",1998,"KY",21,9373,5574,40,0,14987,40,3934310
"1100",1998,"LA",22,7559,24621,48,0,32228,48,4362758
"1101",1998,"MA",25,5325,3384,3090,0,11799,3090,6144407
"1102",1998,"MD",24,5039,17495,38,0,22572,38,5130072
"1103",1998,"ME",23,1525,57,199,0,1781,199,1247554
"1104",1998,"MI",26,19067,25336,1476,0,45879,1476,9820231
"1105",1998,"MN",27,2619,2088,865,0,5572,865,4726411
"1106",1998,"MO",29,13617,11243,114,0,24974,114,5437562
"1107",1998,"MS",28,4150,12442,86,0,16678,86,2751335
"1108",1998,"MT",30,2108,49,577,0,2734,577,879533
"1109",1998,"NC",37,10419,20355,1187,0,31961,1187,7545828
"1110",1998,"ND",38,703,31,181,0,915,181,637808
"1111",1998,"NE",31,2520,979,177,0,3676,177,1660772
"1112",1998,"NH",33,2031,115,23,0,2169,23,1185823
"1113",1998,"NJ",34,7880,20323,2918,0,31121,2918,8095542
"1114",1998,"NM",35,4140,560,285,0,4985,285,1733535
"1115",1998,"NV",32,5324,2657,1670,0,9651,1670,1743772
"1116",1998,"NY",36,30806,38284,911,0,70001,911,18159175
"1117",1998,"OH",39,22434,25798,218,0,48450,218,11237752
"1118",1998,"OK",40,11397,7119,2376,0,20892,2376,3339478
"1119",1998,"OR",41,6561,1136,1230,0,8927,1230,3282055
"1120",1998,"PA",42,12287,20413,3677,0,36377,3677,12002329
"1121",1998,"RI",44,1845,992,608,0,3445,608,987704
"1122",1998,"SC",45,6651,15339,125,0,22115,125,3839578
"1123",1998,"SD",46,1826,97,499,0,2422,499,730789
"1124",1998,"ST",60,462119,568259,145677,0,1176055,145677,NA
"1125",1998,"TN",47,8615,8993,130,0,17738,130,5432679
"1126",1998,"TX",48,41383,65133,37994,0,144510,37994,19712389
"1127",1998,"US",70,533238,616106,149752,0,1299096,149752,270247560
"1128",1998,"UT",49,3825,346,282,0,4453,282,2100562
"1129",1998,"VA",51,9958,20050,268,0,30276,268,6789225
"1130",1998,"VT",50,1216,46,211,0,1473,211,590579
"1131",1998,"WA",53,10006,3255,900,0,14161,900,5687832
"1132",1998,"WI",55,8902,9016,695,0,18613,695,5222124
"1133",1998,"WV",54,2923,552,3,0,3478,3,1811688
"1134",1998,"WY",56,1196,78,297,0,1571,297,480045
"1135",1999,"AK",2,1859,512,1706,0,4077,1706,619500
"1136",1999,"AL",1,8522,16140,71,0,24733,71,4369224
"1137",1999,"AR",5,5302,5884,115,0,11301,115,2551373
"1138",1999,"AZ",4,11885,3831,10270,0,25986,10270,4778332
"1139",1999,"CA",6,47279,50329,63079,0,160687,63079,33145121
"1140",1999,"CO",8,11543,3670,457,0,15670,457,4056133
"1141",1999,"CT",9,5054,8670,4915,0,18639,4915,3282031
"1142",1999,"DC",11,135,10008,261,0,10404,261,519000
"1143",1999,"DE",10,2548,4426,9,0,6983,9,753538
"1144",1999,"FE",99,77719,53048,4479,0,135246,4479,NA
"1145",1999,"FL",12,30019,37979,1598,0,69596,1598,15111244
"1146",1999,"GA",13,14107,27812,172,0,42091,172,7788240
"1147",1999,"HI",15,1039,213,3686,0,4938,3686,1185497
"1148",1999,"IA",19,5000,1749,483,0,7232,483,2869413
"1149",1999,"ID",16,4465,78,299,0,4842,299,1251700
"1150",1999,"IL",17,10880,29115,4665,0,44660,4665,12128370
"1151",1999,"IN",18,11019,8212,78,0,19309,78,5942901
"1152",1999,"KS",20,5182,3101,284,0,8567,284,2654052
"1153",1999,"KY",21,9393,5784,46,0,15223,46,3960825
"1154",1999,"LA",22,7899,24981,61,0,32941,61,4372035
"1155",1999,"MA",25,5169,3179,3008,0,11356,3008,6175169
"1156",1999,"MD",24,5090,17965,40,0,23095,40,5171634
"1157",1999,"ME",23,1570,62,78,0,1710,78,1253040
"1158",1999,"MI",26,19432,25602,1583,0,46617,1583,9863775
"1159",1999,"MN",27,2750,2223,996,0,5969,996,4775508
"1160",1999,"MO",29,14424,11752,174,0,26350,174,5468338
"1161",1999,"MS",28,4531,13622,94,0,18247,94,2768619
"1162",1999,"MT",30,2283,49,622,0,2954,622,882779
"1163",1999,"NC",37,10185,19658,1272,0,31115,1272,7650789
"1164",1999,"ND",38,717,39,187,0,943,187,633666
"1165",1999,"NE",31,2536,961,191,0,3688,191,1666028
"1166",1999,"NH",33,2090,123,44,0,2257,44,1201134
"1167",1999,"NJ",34,7864,20411,3218,0,31493,3218,8143412
"1168",1999,"NM",35,4122,582,470,0,5174,470,1739844
"1169",1999,"NV",32,5190,2681,1659,0,9530,1659,1809253
"1170",1999,"NY",36,18673,39211,13588,0,71472,13588,18196601
"1171",1999,"OH",39,21930,24607,305,0,46842,305,11256654
"1172",1999,"OK",40,12252,7416,2725,0,22393,2725,3358044
"1173",1999,"OR",41,7357,1138,1365,0,9860,1365,3316154
"1174",1999,"PA",42,12241,20425,3859,0,36525,3859,11994016
"1175",1999,"RI",44,1581,881,512,0,2974,512,990819
"1176",1999,"SC",45,6691,15171,146,0,22008,146,3885736
"1177",1999,"SD",46,1887,91,528,0,2506,528,733133
"1178",1999,"ST",60,504013,584942,136843,0,1225798,136843,NA
"1179",1999,"TN",47,10257,12042,203,0,22502,203,5483535
"1180",1999,"TX",48,91209,71178,803,0,163190,803,20044141
"1181",1999,"US",70,581732,637990,141322,0,1361044,141322,272690175
"1182",1999,"UT",49,4621,414,391,0,5426,391,2129836
"1183",1999,"VA",51,8489,17138,4308,0,29935,4308,6872912
"1184",1999,"VT",50,1299,68,169,0,1536,169,593740
"1185",1999,"WA",53,10360,3287,943,0,14590,943,5756361
"1186",1999,"WI",55,9809,9823,785,0,20417,785,5250446
"1187",1999,"WV",54,2962,564,6,0,3532,6,1806928
"1188",1999,"WY",56,1312,85,316,0,1713,316,479602
"1189",2000,"AK",2,1904,505,1764,0,4173,1764,622091
"1190",2000,"AL",1,8042,15597,73,0,23712,73,4385739
"1191",2000,"AR",5,5792,6068,55,0,11915,55,2576476
"1192",2000,"AZ",4,11963,3856,10691,0,26510,10691,4882966
"1193",2000,"CA",6,47256,49899,63500,0,160655,63500,33634154
"1194",2000,"CO",8,7574,3970,5289,0,16833,5289,4136998
"1195",2000,"CT",9,5048,8461,4846,0,18355,4846,3297615
"1196",2000,"DC",11,332,9642,378,0,10352,378,518342
"1197",2000,"DE",10,2590,4325,6,0,6921,6,762269
"1198",2000,"FE",99,77973,55743,46388,0,180104,46388,NA
"1199",2000,"FL",12,26196,38176,6947,0,71319,6947,15332382
"1200",2000,"GA",13,14949,28698,585,0,44232,585,7942706
"1201",2000,"HI",15,1188,228,3637,0,5053,3637,1178955
"1202",2000,"IA",19,5472,1842,641,0,7955,641,2877770
"1203",2000,"ID",16,4322,82,1131,0,5535,1131,1273338
"1204",2000,"IL",17,11393,29139,4749,0,45281,4749,12185213
"1205",2000,"IN",18,11167,8323,635,0,20125,635,5976510
"1206",2000,"KS",20,4467,2986,891,0,8344,891,2666127
"1207",2000,"KY",21,9536,5231,140,0,14907,140,3985794
"1208",2000,"LA",22,8271,26876,60,0,35207,60,4375055
"1209",2000,"MA",25,5004,3000,2718,0,10722,2718,6204260
"1210",2000,"MD",24,5131,18354,53,0,23538,53,5223866
"1211",2000,"ME",23,1451,48,193,0,1692,193,1258725
"1212",2000,"MI",26,19880,26215,1623,0,47718,1623,9918208
"1213",2000,"MN",27,3113,2265,860,0,6238,860,4828097
"1214",2000,"MO",29,14990,11850,545,0,27385,545,5502695
"1215",2000,"MS",28,5392,14729,120,0,20241,120,2787021
"1216",2000,"MT",30,2388,48,669,0,3105,669,887885
"1217",2000,"NC",37,10181,19917,1434,0,31532,1434,7747707
"1218",2000,"ND",38,773,45,258,0,1076,258,629316
"1219",2000,"NE",31,2249,988,658,0,3895,658,1670458
"1220",2000,"NH",33,2023,102,132,0,2257,132,1215986
"1221",2000,"NJ",34,5665,18716,5403,0,29784,5403,8204412
"1222",2000,"NM",35,1315,555,3472,0,5342,3472,1746843
"1223",2000,"NV",32,5524,2762,1777,0,10063,1777,1879800
"1224",2000,"NY",36,11888,35719,22546,0,70153,22546,18279410
"1225",2000,"OH",39,21129,23604,1100,0,45833,1100,11270877
"1226",2000,"OK",40,13045,7336,2800,0,23181,2800,3379999
"1227",2000,"OR",41,7946,1129,1505,0,10580,1505,3341584
"1228",2000,"PA",42,12496,20375,3976,0,36847,3976,11984572
"1229",2000,"RI",44,1741,936,611,0,3288,611,996110
"1230",2000,"SC",45,6226,15316,236,0,21778,236,3923807
"1231",2000,"SD",46,1932,107,577,0,2616,577,737333
"1232",2000,"ST",60,446744,581357,206872,2,1234971,206870,NA
"1233",2000,"TN",47,10249,11681,236,0,22166,236,5533756
"1234",2000,"TX",48,50056,67644,40297,0,157997,40297,20393784
"1235",2000,"US",70,524717,637100,253260,2,1415075,253258,275264999
"1236",2000,"UT",49,3868,450,1314,0,5632,1314,2164765
"1237",2000,"VA",51,9901,19971,298,2,30168,296,6970263
"1238",2000,"VT",50,1479,77,141,0,1697,141,597921
"1239",2000,"WA",53,8875,3301,2739,0,14915,2739,5811180
"1240",2000,"WI",55,8900,9479,2233,0,20612,2233,5280411
"1241",2000,"WV",54,3194,639,23,0,3856,23,1802555
"1242",2000,"WY",56,1278,95,307,0,1680,307,480893
"1243",2001,"AK",2,2097,523,1951,0,4571,1951,633538
"1244",2001,"AL",1,8990,16274,78,0,25342,78,4463343
"1245",2001,"AR",5,6321,6205,67,0,12593,67,2690743
"1246",2001,"AZ",4,12430,3999,11281,0,27710,11281,5303869
"1247",2001,"CA",6,45897,48033,63212,0,157142,63212,34481753
"1248",2001,"CO",8,7898,4006,5544,0,17448,5544,4432779
"1249",2001,"CT",9,5361,8728,5107,0,19196,5107,3428043
"1250",2001,"DC",11,0,0,0,0,0,0,578228
"1251",2001,"DE",10,2636,4361,6,0,7003,6,794954
"1252",2001,"FE",99,87873,64277,4843,0,156993,4843,NA
"1253",2001,"FL",12,26675,38444,7285,0,72404,7285,16350988
"1254",2001,"GA",13,15751,28865,667,0,45283,667,8418687
"1255",2001,"HI",15,1266,221,3944,0,5431,3944,1218790
"1256",2001,"IA",19,5582,1811,569,0,7962,569,2929240
"1257",2001,"ID",16,4304,92,1148,0,5544,1148,1320791
"1258",2001,"IL",17,11364,28301,4683,0,44348,4683,12506636
"1259",2001,"IN",18,11669,8607,690,0,20966,690,6124090
"1260",2001,"KS",20,4643,3019,915,0,8577,915,2701167
"1261",2001,"KY",21,10186,5074,164,0,15424,164,4068775
"1262",2001,"LA",22,8804,26942,64,0,35810,64,4460400
"1263",2001,"MA",25,4899,2845,2844,0,10588,2844,6411336
"1264",2001,"MD",24,5286,18389,77,0,23752,77,5374009
"1265",2001,"ME",23,1347,50,307,0,1704,307,1284295
"1266",2001,"MI",26,20379,26753,1717,0,48849,1717,10005334
"1267",2001,"MN",27,3604,2412,590,0,6606,590,4982180
"1268",2001,"MO",29,16130,12041,586,0,28757,586,5642852
"1269",2001,"MS",28,6047,15286,127,0,21460,127,2853090
"1270",2001,"MT",30,2534,63,731,0,3328,731,905782
"1271",2001,"NC",37,10513,20030,1614,-96,32253,1710,8202468
"1272",2001,"ND",38,771,50,299,0,1120,299,636225
"1273",2001,"NE",31,2315,989,633,0,3937,633,1717672
"1274",2001,"NH",33,2214,123,55,0,2392,55,1256685
"1275",2001,"NJ",34,5332,17841,4969,0,28142,4969,8488427
"1276",2001,"NM",35,1365,569,3734,0,5668,3734,1828437
"1277",2001,"NV",32,5633,2791,1809,0,10233,1809,2094338
"1278",2001,"NY",36,11772,34251,21371,0,67394,21371,19087486
"1279",2001,"OH",39,21024,23195,1062,0,45281,1062,11395572
"1280",2001,"OK",40,13010,6898,2872,0,22780,2872,3463996
"1281",2001,"OR",41,8552,1251,1607,0,11410,1607,3469878
"1282",2001,"PA",42,12893,20787,4382,0,38062,4382,12296977
"1283",2001,"RI",44,1035,1608,598,0,3241,598,1057707
"1284",2001,"SC",45,7018,15292,266,0,22576,266,4062301
"1285",2001,"SD",46,2027,115,648,0,2790,648,758803
"1286",2001,"ST",60,460070,572241,209744,-96,1242151,209840,NA
"1287",2001,"TN",47,11111,12263,297,0,23671,297,5754748
"1288",2001,"TX",48,51134,67483,43453,0,162070,43453,21330190
"1289",2001,"US",70,547943,636518,214587,-96,1399144,214683,285049647
"1290",2001,"UT",49,3621,428,1290,0,5339,1290,2290966
"1291",2001,"VA",51,10519,20775,368,0,31662,368,7191579
"1292",2001,"VT",50,1512,94,135,0,1741,135,611889
"1293",2001,"WA",53,9169,3250,2740,0,15159,2740,5988346
"1294",2001,"WI",55,10642,10056,835,0,21533,835,5408099
"1295",2001,"WV",54,3508,675,32,0,4215,32,1798190
"1296",2001,"WY",56,1280,83,321,0,1684,321,492976
"1297",2002,"AK",2,1996,490,1912,0,4398,1912,641974
"1298",2002,"AL",1,10276,17591,80,0,27947,80,4471462
"1299",2002,"AR",5,6636,6400,55,0,13091,55,2704471
"1300",2002,"AZ",4,13146,4040,12173,0,29359,12173,5451472
"1301",2002,"CA",6,46518,47834,65343,0,159695,65343,34867773
"1302",2002,"CO",8,8656,4150,6027,0,18833,6027,4502883
"1303",2002,"CT",9,5989,9209,5522,0,20720,5522,3448145
"1304",2002,"DC",11,0,0,0,0,0,0,579736
"1305",2002,"DE",10,2514,4301,10,0,6825,10,804636
"1306",2002,"FE",99,91851,66504,5173,0,163528,5173,NA
"1307",2002,"FL",12,28243,39308,7659,0,75210,7659,16675166
"1308",2002,"GA",13,16812,29453,1180,0,47445,1180,8582756
"1309",2002,"HI",15,1270,252,3901,0,5423,3901,1226410
"1310",2002,"IA",19,5917,1852,629,0,8398,629,2929379
"1311",2002,"ID",16,4764,107,1332,0,6203,1332,1341704
"1312",2002,"IL",17,11378,26580,4735,0,42693,4735,12557032
"1313",2002,"IN",18,12130,8737,744,0,21611,744,6148648
"1314",2002,"KS",20,4879,3126,930,0,8935,930,2711741
"1315",2002,"KY",21,10645,5093,185,0,15923,185,4090824
"1316",2002,"LA",22,8956,26997,79,0,36032,79,4465089
"1317",2002,"MA",25,4699,2822,2808,0,10329,2808,6440762
"1318",2002,"MD",24,5348,18736,78,0,24162,78,5437880
"1319",2002,"ME",23,1499,64,337,0,1900,337,1293181
"1320",2002,"MI",26,21384,27454,1753,0,50591,1753,10039223
"1321",2002,"MN",27,3976,2517,636,0,7129,636,5017355
"1322",2002,"MO",29,16947,12550,602,0,30099,602,5679158
"1323",2002,"MS",28,5748,14042,133,0,19923,133,2858076
"1324",2002,"MT",30,2466,73,784,0,3323,784,909722
"1325",2002,"NC",37,10513,20030,1614,-596,32753,2210,8311105
"1326",2002,"ND",38,789,53,270,0,1112,270,633210
"1327",2002,"NE",31,2396,1013,649,0,4058,649,1724577
"1328",2002,"NH",33,2254,135,62,0,2451,62,1270962
"1329",2002,"NJ",34,5334,17712,4845,0,27891,4845,8543281
"1330",2002,"NM",35,1360,589,4040,0,5989,4040,1849187
"1331",2002,"NV",32,5772,2770,1936,0,10478,1936,2165828
"1332",2002,"NY",36,11832,33566,21347,0,66745,21347,19161568
"1333",2002,"OH",39,21606,22886,1154,0,45646,1154,11420660
"1334",2002,"OK",40,13147,6643,2912,0,22702,2912,3483149
"1335",2002,"OR",41,9223,1266,1596,0,12085,1596,3516661
"1336",2002,"PA",42,13843,21557,4768,0,40168,4768,12324237
"1337",2002,"RI",44,1814,965,741,0,3520,741,1066919
"1338",2002,"SC",45,7389,16016,310,0,23715,310,4102227
"1339",2002,"SD",46,2101,128,689,0,2918,689,761633
"1340",2002,"ST",60,475292,571527,217639,-596,1265054,218235,NA
"1341",2002,"TN",47,12072,12575,342,0,24989,342,5802304
"1342",2002,"TX",48,50853,65890,45260,0,162003,45260,21705766
"1343",2002,"US",70,567143,638031,222812,-596,1428582,223408,287745630
"1344",2002,"UT",49,4055,410,1100,0,5565,1100,2334425
"1345",2002,"VA",51,10519,20775,368,0,31662,368,7277452
"1346",2002,"VT",50,1653,101,109,0,1863,109,614753
