"","YEAR","STATE","STATEID","white","black","other","check","tot","other_alt","Pop"
"460",1986,"MT",30,898,16,197,0,1111,197,805064
"461",1986,"NC",37,7604,9560,534,0,17698,534,6403696
"462",1986,"ND",38,340,6,75,0,421,75,661167
"463",1986,"NE",31,1298,570,85,0,1953,85,1566558
"464",1986,"NH",33,758,23,1,0,782,1,1054283
"465",1986,"NJ",34,4203,7809,8,0,12020,8,7670743
"466",1986,"NM",35,2107,215,94,0,2416,94,1478519
"467",1986,"NV",32,2584,1434,349,0,4367,349,1023418
"468",1986,"NY",36,18742,19544,163,0,38449,163,17868849
"469",1986,"OH",39,11067,11108,288,0,22463,288,10760081
"470",1986,"OK",40,5965,2857,774,0,9596,774,3210117
"471",1986,"OR",41,4044,572,154,0,4770,154,2700999
"472",1986,"PA",42,6588,8605,8,0,15201,8,11810864
"473",1986,"RI",44,957,397,4,0,1358,4,989603
"474",1986,"SC",45,4802,6851,23,0,11676,23,3380506
"475",1986,"SD",46,856,30,278,0,1164,278,696042
"476",1986,"ST",60,245306,232969,22450,0,500725,22450,NA
"477",1986,"TN",47,4292,3142,157,0,7591,157,4782930
"478",1986,"TX",48,14172,15957,8405,0,38534,8405,16621799
"479",1986,"US",70,274701,246833,23599,0,545133,23599,242289023
"480",1986,"UT",49,1651,148,46,0,1845,46,1678115
"481",1986,"VA",51,5297,7581,52,0,12930,52,5932267
"482",1986,"VT",50,693,0,4,0,697,4,540273
"483",1986,"WA",53,4621,1241,741,0,6603,741,4531891
"484",1986,"WI",55,3260,2273,164,0,5697,164,4777930
"485",1986,"WV",54,1259,223,0,0,1482,0,1857579
"486",1986,"WY",56,781,37,37,0,855,37,476967
"487",1987,"AK",2,1415,228,885,0,2528,885,541982
"488",1987,"AL",1,5086,7727,14,0,12827,14,4023848
"489",1987,"AR",5,2786,2646,9,0,5441,9,2342638
"490",1987,"AZ",4,8732,1787,429,0,10948,429,3535179
"491",1987,"CA",6,40544,23384,3047,0,66975,3047,28464253
"492",1987,"CO",8,3619,1035,154,0,4808,154,3262281
"493",1987,"CT",9,2461,3283,1767,0,7511,1767,3271958
"494",1987,"DC",11,199,7446,0,0,7645,0,630430
"495",1987,"DE",10,1238,1694,7,0,2939,7,647585
"496",1987,"FE",99,32488,14641,1171,0,48300,1171,NA
"497",1987,"FL",12,14618,16994,833,0,32445,833,12306396
"498",1987,"GA",13,7109,11466,0,0,18575,0,6316153
"499",1987,"HI",15,564,116,1588,0,2268,1588,1079823
"500",1987,"IA",19,2186,599,66,0,2851,66,2768392
"501",1987,"ID",16,1356,25,54,0,1435,54,985669
"502",1987,"IL",17,6368,11896,1586,0,19850,1586,11390176
"503",1987,"IN",18,7407,3408,12,0,10827,12,5491734
"504",1987,"KS",20,3489,1948,344,0,5781,344,2461987
"505",1987,"KY",21,3678,1792,1,0,5471,1,3680003
"506",1987,"LA",22,4271,11104,0,0,15375,0,4288835
"507",1987,"MA",25,3723,2092,453,0,6268,453,5979981
"508",1987,"MD",24,3727,9709,31,0,13467,31,4657908
"509",1987,"ME",23,1290,15,23,0,1328,23,1203830
"510",1987,"MI",26,9896,13476,507,0,23879,507,9218000
"511",1987,"MN",27,1640,614,292,0,2546,292,4296162
"512",1987,"MO",29,6687,4459,0,0,11146,0,5081730
"513",1987,"MS",28,2052,4762,66,0,6880,66,2580353
"514",1987,"MT",30,955,22,210,0,1187,210,800194
"515",1987,"NC",37,7234,9411,573,0,17218,573,6480598
"516",1987,"ND",38,365,4,61,0,430,61,655273
"517",1987,"NE",31,1422,581,83,0,2086,83,1571464
"518",1987,"NH",33,842,24,1,0,867,1,1082576
"519",1987,"NJ",34,4646,9016,0,0,13662,0,7712334
"520",1987,"NM",35,2346,272,92,0,2710,92,1490329
"521",1987,"NV",32,2689,1349,396,0,4434,396,1075027
"522",1987,"NY",36,20360,20311,171,0,40842,171,17941310
"523",1987,"OH",39,12064,11338,251,0,23653,251,10798562
"524",1987,"OK",40,5940,2939,760,0,9639,760,3167058
"525",1987,"OR",41,4594,728,160,0,5482,160,2741307
"526",1987,"PA",42,7041,9206,20,0,16267,20,11845753
"527",1987,"RI",44,1002,420,6,0,1428,6,996417
"528",1987,"SC",45,4996,7626,42,0,12664,42,3412091
"529",1987,"SD",46,842,26,265,0,1133,265,698148
"530",1987,"ST",60,259118,248317,25285,0,532720,25285,NA
"531",1987,"TN",47,4306,3156,162,0,7624,162,4822437
"532",1987,"TX",48,13779,16432,8610,0,38821,8610,16667025
"533",1987,"US",70,291606,262958,26456,0,581020,26456,244498836
"534",1987,"UT",49,1643,168,63,0,1874,63,1689366
"535",1987,"VA",51,5494,7774,53,0,13321,53,6036911
"536",1987,"VT",50,759,0,0,0,759,0,549766
"537",1987,"WA",53,4139,1178,814,0,6131,814,4639893
"538",1987,"WI",55,3540,2372,185,0,6097,185,4822402
"539",1987,"WV",54,1238,221,2,0,1461,2,1830211
"540",1987,"WY",56,741,38,137,0,916,137,465098
"541",1988,"AK",2,1448,291,849,0,2588,849,547153
"542",1988,"AL",1,4878,7722,10,0,12610,10,4030224
"543",1988,"AR",5,2699,2786,34,0,5519,34,2346387
"544",1988,"AZ",4,9744,1907,444,0,12095,444,3622176
"545",1988,"CA",6,44703,27958,3510,0,76171,3510,29218161
"546",1988,"CO",8,4314,1323,128,0,5765,128,3275821
"547",1988,"CT",9,2385,3794,1826,0,8005,1826,3283409
"548",1988,"DC",11,269,8562,0,0,8831,0,624165
"549",1988,"DE",10,1255,1937,5,0,3197,5,658233
"550",1988,"FE",99,33347,15316,1265,0,49928,1265,NA
"551",1988,"FL",12,15782,18379,571,0,34732,571,12637709
"552",1988,"GA",13,6801,11986,0,0,18787,0,6411085
"553",1988,"HI",15,702,144,1454,0,2300,1454,1094584
"554",1988,"IA",19,2293,671,70,0,3034,70,2770585
"555",1988,"ID",16,1496,24,61,0,1581,61,994426
"556",1988,"IL",17,6641,12516,1924,0,21081,1924,11409785
"557",1988,"IN",18,7805,3588,13,0,11406,13,5523684
"558",1988,"KS",20,3493,1977,347,0,5817,347,2472847
"559",1988,"KY",21,4939,2179,1,0,7119,1,3677312
"560",1988,"LA",22,4513,11729,0,0,16242,0,4252906
"561",1988,"MA",25,3870,2325,562,0,6757,562,6015479
"562",1988,"MD",24,3861,10383,32,0,14276,32,4727298
"563",1988,"ME",23,1256,16,5,0,1277,5,1219944
"564",1988,"MI",26,11218,15814,580,0,27612,580,9253290
"565",1988,"MN",27,1732,757,310,0,2799,310,4338045
"566",1988,"MO",29,6490,5661,25,0,12176,25,5095819
"567",1988,"MS",28,2207,5140,37,0,7384,37,2574273
"568",1988,"MT",30,1006,17,249,0,1272,249,799642
"569",1988,"NC",37,6820,9680,578,0,17078,578,6565467
"570",1988,"ND",38,382,7,77,0,466,77,646341
"571",1988,"NE",31,1448,631,77,0,2156,77,1574881
"572",1988,"NH",33,984,34,1,0,1019,1,1104523
"573",1988,"NJ",34,5811,9805,1320,0,16936,1320,7726086
"574",1988,"NM",35,2441,297,87,0,2825,87,1503892
"575",1988,"NV",32,2821,1539,521,0,4881,521,1137369
"576",1988,"NY",36,22044,22320,196,0,44560,196,17983088
"577",1988,"OH",39,13326,13136,0,0,26462,0,10829211
"578",1988,"OK",40,6176,3287,985,0,10448,985,3150299
"579",1988,"OR",41,4740,765,486,0,5991,486,2790568
"580",1988,"PA",42,7624,10244,32,0,17900,32,11866008
"581",1988,"RI",44,1214,681,11,0,1906,11,1000665
"582",1988,"SC",45,5225,8620,43,0,13888,43,3456770
"583",1988,"SD",46,733,31,256,0,1020,256,696691
"584",1988,"ST",60,275365,274146,28161,0,577672,28161,NA
"585",1988,"TN",47,4375,3128,229,0,7732,229,4854461
"586",1988,"TX",48,13882,17678,8877,0,40437,8877,16806734
"587",1988,"US",70,308712,289462,29426,0,627600,29426,246819119
"588",1988,"UT",49,1693,174,94,0,1961,94,1705867
"589",1988,"VA",51,5543,8580,61,0,14184,61,6120232
"590",1988,"VT",50,820,0,0,0,820,0,557699
"591",1988,"WA",53,3697,1282,837,0,5816,837,4746321
"592",1988,"WI",55,3785,2363,205,0,6353,205,4856575
"593",1988,"WV",54,1238,215,2,0,1455,2,1806552
"594",1988,"WY",56,743,63,139,0,945,139,458377
"595",1989,"AK",2,1508,329,907,0,2744,907,550043
"596",1989,"AL",1,5324,8575,8,0,13907,8,4040587
"597",1989,"AR",5,3060,3313,36,0,6409,36,2350725
"598",1989,"AZ",4,10616,2197,438,0,13251,438,3665228
"599",1989,"CA",6,50897,32241,4159,0,87297,4159,29760021
"600",1989,"CO",8,5028,1612,268,0,6908,268,3294394
"601",1989,"CT",9,2661,4458,2182,0,9301,2182,3287116
"602",1989,"DC",11,152,9872,15,0,10039,15,606900
"603",1989,"DE",10,1210,2198,50,0,3458,50,666168
"604",1989,"FE",99,39483,18092,1596,0,59171,1596,NA
"605",1989,"FL",12,16909,22270,820,0,39999,820,12937926
"606",1989,"GA",13,7110,13694,81,0,20885,81,6478216
"607",1989,"HI",15,665,147,1658,0,2470,1658,1108229
"608",1989,"IA",19,2722,777,85,0,3584,85,2776755
"609",1989,"ID",16,1659,26,165,0,1850,165,1006749
"610",1989,"IL",17,7529,14881,2302,0,24712,2302,11430602
"611",1989,"IN",18,7612,4704,25,0,12341,25,5544159
"612",1989,"KS",20,3396,1856,364,0,5616,364,2477574
"613",1989,"KY",21,5762,2526,1,0,8289,1,3685296
"614",1989,"LA",22,4797,12460,0,0,17257,0,4219973
"615",1989,"MA",25,4091,2770,663,0,7524,663,6016425
"616",1989,"MD",24,4276,12211,27,0,16514,27,4781468
"617",1989,"ME",23,1423,17,15,0,1455,15,1227928
"618",1989,"MI",26,12669,18319,651,0,31639,651,9295297
"619",1989,"MN",27,1909,854,340,0,3103,340,4375099
"620",1989,"MO",29,7433,6453,35,0,13921,35,5117073
"621",1989,"MS",28,2393,5481,37,0,7911,37,2573216
"622",1989,"MT",30,1059,25,244,0,1328,244,799065
"623",1989,"NC",37,6721,10129,604,0,17454,604,6628637
"624",1989,"ND",38,378,4,69,0,451,69,638800
"625",1989,"NE",31,1527,769,97,0,2393,97,1578385
"626",1989,"NH",33,1116,47,3,0,1166,3,1109252
"627",1989,"NJ",34,6535,11979,925,0,19439,925,7730188
"628",1989,"NM",35,2487,328,117,0,2932,117,1515069
"629",1989,"NV",32,2737,1510,865,0,5112,865,1201833
"630",1989,"NY",36,25368,25249,610,0,51227,610,17990455
"631",1989,"OH",39,14764,15774,0,0,30538,0,10847115
"632",1989,"OK",40,6742,3861,1005,0,11608,1005,3145585
"633",1989,"OR",41,5224,952,568,0,6744,568,2842321
"634",1989,"PA",42,8897,11525,47,0,20469,47,11881643
"635",1989,"RI",44,1623,843,13,0,2479,13,1003464
"636",1989,"SC",45,5689,9986,45,0,15720,45,3486703
"637",1989,"SD",46,898,34,320,0,1252,320,696004
"638",1989,"ST",60,304067,316860,32465,0,653392,32465,NA
"639",1989,"TN",47,5654,4519,457,0,10630,457,4877185
"640",1989,"TX",48,14220,20314,9488,0,44022,9488,16986510
"641",1989,"US",70,343550,334952,34061,0,712563,34061,248709873
"642",1989,"UT",49,2055,208,131,0,2394,131,1722850
"643",1989,"VA",51,6112,10262,103,0,16477,103,6187358
"644",1989,"VT",50,905,0,0,0,905,0,562758
"645",1989,"WA",53,4439,1377,1112,0,6928,1112,4866692
"646",1989,"WI",55,3989,2646,153,0,6788,153,4891769
"647",1989,"WV",54,1313,221,2,0,1536,2,1793477
"648",1989,"WY",56,804,57,155,0,1016,155,453588
"649",1990,"AK",2,1478,307,870,0,2655,870,553120
"650",1990,"AL",1,5747,9801,7,0,15555,7,4048526
"651",1990,"AR",5,3579,3135,40,0,6754,40,2354343
"652",1990,"AZ",4,11282,2447,477,0,14206,477,3679056
"653",1990,"CA",6,57810,34365,4632,0,96807,4632,29950111
"654",1990,"CO",8,5056,1645,280,0,6981,280,3303862
"655",1990,"CT",9,2800,5104,2560,0,10464,2560,3289056
"656",1990,"DC",11,142,9774,13,0,9929,13,603814
"657",1990,"DE",10,1148,2255,66,0,3469,66,669063
"658",1990,"FE",99,44120,20791,1699,0,66610,1699,NA
"659",1990,"FL",12,18132,25344,798,0,44274,798,13018365
"660",1990,"GA",13,7497,14718,20,0,22235,20,6506531
"661",1990,"HI",15,604,142,1799,0,2545,1799,1112703
"662",1990,"IA",19,2987,852,95,0,3934,95,2779769
"663",1990,"ID",16,1820,29,104,0,1953,104,1011882
"664",1990,"IL",17,7909,16825,2618,0,27352,2618,11446979
"665",1990,"IN",18,7877,4782,20,0,12679,20,5555097
"666",1990,"KS",20,3349,1975,413,0,5737,413,2480683
"667",1990,"KY",21,6256,2733,2,0,8991,2,3692584
"668",1990,"LA",22,5151,13368,3,0,18522,3,4219179
"669",1990,"MA",25,4289,3008,892,0,8189,892,6018664
"670",1990,"MD",24,3924,13672,103,0,17699,103,4797431
"671",1990,"ME",23,1485,30,10,0,1525,10,1231296
"672",1990,"MI",26,13769,19645,751,0,34165,751,9310462
"673",1990,"MN",27,1895,897,384,0,3176,384,4387283
"674",1990,"MO",29,8000,6855,29,0,14884,29,5126370
"675",1990,"MS",28,2358,5923,48,0,8329,48,2577426
"676",1990,"MT",30,1137,21,255,0,1413,255,799824
"677",1990,"NC",37,6719,10956,634,0,18309,634,6656987
"678",1990,"ND",38,393,5,86,0,484,86,637364
"679",1990,"NE",31,1509,785,107,0,2401,107,1580664
"680",1990,"NH",33,1276,57,3,0,1336,3,1111831
"681",1990,"NJ",34,6890,13387,696,0,20973,696,7757158
"682",1990,"NM",35,2697,311,150,0,3158,150,1519933
"683",1990,"NV",32,3068,1688,598,0,5354,598,1218629
"684",1990,"NY",36,26692,27163,814,0,54669,814,18002855
"685",1990,"OH",39,15118,16752,0,0,31870,0,10861837
"686",1990,"OK",40,6925,4197,1067,0,12189,1067,3147105
"687",1990,"OR",41,4922,891,747,0,6560,747,2858547
"688",1990,"PA",42,9924,12222,82,0,22228,82,11895604
"689",1990,"RI",44,1610,804,17,0,2431,17,1004649
"690",1990,"SC",45,5924,11223,48,0,17195,48,3499064
"691",1990,"SD",46,972,41,334,0,1347,334,696667
"692",1990,"ST",60,323710,344418,36049,0,704177,36049,NA
"693",1990,"TN",47,5508,4583,378,0,10469,378,4890626
"694",1990,"TX",48,15090,23582,11243,0,49915,11243,17044714
"695",1990,"US",70,367830,365209,37748,0,770787,37748,249464414
"696",1990,"UT",49,2112,220,148,0,2480,148,1729722
"697",1990,"VA",51,6218,11140,102,0,17460,102,6213526
"698",1990,"VT",50,1049,0,0,0,1049,0,564526
"699",1990,"WA",53,5187,1551,1153,0,7891,1153,4900780
"700",1990,"WI",55,4214,2928,178,0,7320,178,4902265
"701",1990,"WV",54,1335,225,2,0,1562,2,1792481
"702",1990,"WY",56,877,55,173,0,1105,173,453401
"703",1991,"AK",2,1488,339,879,0,2706,879,569273
"704",1991,"AL",1,5958,10793,9,0,16760,9,4091397
"705",1991,"AR",5,3302,4437,27,0,7766,27,2370666
"706",1991,"AZ",4,12271,2633,511,0,15415,511,3762394
"707",1991,"CA",6,61594,35205,5009,0,101808,5009,30414114
"708",1991,"CO",8,5990,1937,465,0,8392,465,3367567
"709",1991,"CT",9,3053,5144,2780,0,10977,2780,3288640
"710",1991,"DC",11,218,10237,0,0,10455,0,593239
"711",1991,"DE",10,1175,2449,93,0,3717,93,680495
"712",1991,"FE",99,46868,22727,2013,0,71608,2013,NA
"713",1991,"FL",12,18383,27185,965,0,46533,965,13289497
"714",1991,"GA",13,7613,15931,100,0,23644,100,6621279
"715",1991,"HI",15,642,155,1903,0,2700,1903,1131412
"716",1991,"IA",19,3089,940,116,0,4145,116,2791227
"717",1991,"ID",16,1997,32,114,0,2143,114,1038915
"718",1991,"IL",17,8055,18306,2754,0,29115,2754,11535973
"719",1991,"IN",18,8000,4971,37,0,13008,37,5602062
"720",1991,"KS",20,3329,2145,429,0,5903,429,2495209
"721",1991,"KY",21,6672,3123,4,0,9799,4,3714686
"722",1991,"LA",22,5168,14834,1,0,20003,1,4240950
"723",1991,"MA",25,4410,3036,1709,0,9155,1709,5998652
"724",1991,"MD",24,4581,14638,72,0,19291,72,4856176
"725",1991,"ME",23,1522,37,20,0,1579,20,1235439
"726",1991,"MI",26,14586,20985,852,0,36423,852,9395022
"727",1991,"MN",27,1960,1051,461,0,3472,461,4427429
"728",1991,"MO",29,8547,7317,33,0,15897,33,5157770
"729",1991,"MS",28,2437,6410,57,0,8904,57,2591230
"730",1991,"MT",30,1189,20,269,0,1478,269,807837
"731",1991,"NC",37,6747,11522,634,0,18903,634,6748135
"732",1991,"ND",38,397,4,91,0,492,91,634199
"733",1991,"NE",31,1564,830,101,0,2495,101,1590805
"734",1991,"NH",33,1443,80,10,0,1533,10,1107055
"735",1991,"NJ",34,6762,15005,1716,0,23483,1716,7784269
"736",1991,"NM",35,2680,316,123,0,3119,123,1547115
"737",1991,"NV",32,3141,1719,643,0,5503,643,1285046
"738",1991,"NY",36,28181,29151,530,0,57862,530,18029532
"739",1991,"OH",39,16433,19311,0,0,35744,0,10933683
"740",1991,"OK",40,7522,4652,1166,0,13340,1166,3166471
"741",1991,"OR",41,4994,923,815,0,6732,815,2918745
"742",1991,"PA",42,8470,13090,1828,0,23388,1828,11943160
"743",1991,"RI",44,1856,899,16,0,2771,16,1003990
"744",1991,"SC",45,6099,12120,50,0,18269,50,3559470
"745",1991,"SD",46,992,32,350,0,1374,350,701445
"746",1991,"ST",60,338479,372518,41528,0,752525,41528,NA
"747",1991,"TN",47,5857,5503,114,0,11474,114,4946886
"748",1991,"TX",48,15013,24520,12144,0,51677,12144,17339904
"749",1991,"US",70,385347,395245,43541,0,824133,43541,252153464
"750",1991,"UT",49,2264,222,139,0,2625,139,1771941
"751",1991,"VA",51,6942,12769,118,0,19829,118,6283853
"752",1991,"VT",50,1118,0,0,0,1118,0,567141
"753",1991,"WA",53,6345,1966,845,0,9156,845,5013443
"754",1991,"WI",55,4275,3325,249,0,7849,249,4952675
"755",1991,"WV",54,1282,218,2,0,1502,2,1798212
"756",1991,"WY",56,873,51,175,0,1099,175,457739
"757",1992,"AK",2,1459,355,1051,0,2865,1051,587073
"758",1992,"AL",1,6045,11371,37,0,17453,37,4139880
"759",1992,"AR",5,3525,4731,29,0,8285,29,2394098
"760",1992,"AZ",4,12872,2888,717,0,16477,717,3867333
"761",1992,"CA",6,66815,36650,6031,0,109496,6031,30875920
"762",1992,"CO",8,6340,2089,568,0,8997,568,3459995
"763",1992,"CT",9,3218,5202,2983,0,11403,2983,3274997
"764",1992,"DC",11,188,10687,0,0,10875,0,584183
"765",1992,"DE",10,1284,2665,102,0,4051,102,690158
"766",1992,"FE",99,51932,25763,2564,0,80259,2564,NA
"767",1992,"FL",12,19047,28424,831,0,48302,831,13504775
"768",1992,"GA",13,8094,17064,132,0,25290,132,6759474
"769",1992,"HI",15,605,168,2153,0,2926,2153,1149926
"770",1992,"IA",19,3329,1076,113,0,4518,113,2806923
"771",1992,"ID",16,2094,27,135,0,2256,135,1066490
"772",1992,"IL",17,8284,20394,2962,0,31640,2962,11635197
"773",1992,"IN",18,8330,5567,48,0,13945,48,5648649
"774",1992,"KS",20,3267,2264,497,0,6028,497,2526042
"775",1992,"KY",21,7008,3352,4,0,10364,4,3756358
"776",1992,"LA",22,4806,16090,0,0,20896,0,4270849
"777",1992,"MA",25,4981,3175,1897,0,10053,1897,5993474
"778",1992,"MD",24,4645,15260,72,0,19977,72,4902545
"779",1992,"ME",23,1467,33,19,0,1519,19,1235748
"780",1992,"MI",26,15790,22401,922,0,39113,922,9470323
"781",1992,"MN",27,2112,1190,520,0,3822,520,4471503
"782",1992,"MO",29,8418,7726,45,0,16189,45,5193686
"783",1992,"MS",28,2296,6422,62,0,8780,62,2610193
"784",1992,"MT",30,1208,25,265,0,1498,265,822436
"785",1992,"NC",37,6998,12744,712,0,20454,712,6831850
"786",1992,"ND",38,375,8,94,0,477,94,635427
"787",1992,"NE",31,1560,860,94,0,2514,94,1602406
"788",1992,"NH",33,1686,79,12,0,1777,12,1112766
"789",1992,"NJ",34,6628,14747,1278,0,22653,1278,7827770
"790",1992,"NM",35,2771,365,135,0,3271,135,1580750
"791",1992,"NV",32,3646,1766,637,0,6049,637,1330694
"792",1992,"NY",36,29699,31126,911,0,61736,911,18082032
"793",1992,"OH",39,17717,20661,0,0,38378,0,11007609
"794",1992,"OK",40,8147,5295,1379,0,14821,1379,3204174
"795",1992,"OR",41,4802,911,870,0,6583,870,2973934
"796",1992,"PA",42,8602,14156,2216,0,24974,2216,11980819
"797",1992,"RI",44,1861,891,23,0,2775,23,1000571
"798",1992,"SC",45,5980,12597,66,0,18643,66,3600576
"799",1992,"SD",46,1079,369,39,0,1487,39,708698
"800",1992,"ST",60,357333,398943,47141,20,803397,47121,NA
"801",1992,"TN",47,5981,5816,52,0,11849,52,5013999
"802",1992,"TX",48,17373,28905,14920,20,61178,14900,17650479
"803",1992,"US",70,409265,424706,49705,20,883656,49685,255030310
"804",1992,"UT",49,2287,252,160,0,2699,160,1821498
"805",1992,"VA",51,7436,13634,129,0,21199,129,6383315
"806",1992,"VT",50,1254,0,0,0,1254,0,570115
"807",1992,"WA",53,6941,2205,813,0,9959,813,5139011
"808",1992,"WI",55,4710,3961,241,0,8912,241,5004636
"809",1992,"WV",54,1426,247,1,0,1674,1,1805462
"810",1992,"WY",56,847,52,164,0,1063,164,463491
"811",1993,"AK",2,1385,336,982,0,2703,982,596993
"812",1993,"AL",1,6411,12179,34,0,18624,34,4193639
"813",1993,"AR",5,3653,4925,47,0,8625,47,2423743
"814",1993,"AZ",4,13936,3087,788,0,17811,788,3993390
"815",1993,"CA",6,75761,39104,5086,0,119951,5086,31147208
"816",1993,"CO",8,6802,2327,333,0,9462,333,3560884
"817",1993,"CT",9,3672,6310,3709,0,13691,3709,3272325
"818",1993,"DC",11,162,10683,0,0,10845,0,576358
"819",1993,"DE",10,1326,2800,84,0,4210,84,699475
"820",1993,"FE",99,56536,30169,2882,0,89587,2882,NA
"821",1993,"FL",12,21029,30997,1022,0,53048,1022,13713593
"822",1993,"GA",13,8761,18855,167,0,27783,167,6894092
"823",1993,"HI",15,637,163,2329,0,3129,2329,1161508
"824",1993,"IA",19,3458,1221,219,0,4898,219,2820525
"825",1993,"ID",16,2371,49,186,0,2606,186,1101204
"826",1993,"IL",17,8569,22535,3391,0,34495,3391,11725984
"827",1993,"IN",18,8506,5906,58,0,14470,58,5701965
"828",1993,"KS",20,3392,2223,112,0,5727,112,2547605
"829",1993,"KY",21,6923,3503,14,0,10440,14,3792288
"830",1993,"LA",22,5221,17201,46,0,22468,46,4284749
"831",1993,"MA",25,4808,3022,2204,0,10034,2204,6010884
"832",1993,"MD",24,4662,15539,63,0,20264,63,4942504
"833",1993,"ME",23,1414,37,18,0,1469,18,1238256
"834",1993,"MI",26,16243,22099,976,0,39318,976,9529240
"835",1993,"MN",27,2209,1404,587,0,4200,587,4521709
"836",1993,"MO",29,8403,7728,47,0,16178,47,5237757
"837",1993,"MS",28,2496,7341,70,0,9907,70,2635574
"838",1993,"MT",30,1256,27,258,0,1541,258,839876
"839",1993,"NC",37,7223,13977,692,0,21892,692,6947412
"840",1993,"ND",38,392,12,94,0,498,94,637229
"841",1993,"NE",31,1568,874,76,0,2518,76,1612149
"842",1993,"NH",33,1691,76,8,0,1775,8,1122191
"843",1993,"NJ",34,6639,15671,1521,0,23831,1521,7874891
"844",1993,"NM",35,2943,395,160,0,3498,160,1614937
"845",1993,"NV",32,3544,1823,771,0,6138,771,1380197
"846",1993,"NY",36,26954,35275,2340,0,64569,2340,18140894
"847",1993,"OH",39,18415,22226,0,0,40641,0,11070385
"848",1993,"OK",40,9042,5784,1583,0,16409,1583,3228829
"849",1993,"OR",41,4814,872,871,0,6557,871,3034490
"850",1993,"PA",42,8892,14706,2452,0,26050,2452,12022128
"851",1993,"RI",44,1882,874,27,0,2783,27,997852
"852",1993,"SC",45,5736,12890,78,0,18704,78,3634507
"853",1993,"SD",46,1148,47,358,0,1553,358,716258
"854",1993,"ST",60,375244,426401,55714,0,857359,55714,NA
"855",1993,"TN",47,6595,6182,47,0,12824,47,5085666
"856",1993,"TX",48,18359,31277,20491,0,70127,20491,17996764
"857",1993,"US",70,431780,456570,58596,0,946946,58596,257783133
"858",1993,"UT",49,2450,243,195,0,2888,195,1875993
"859",1993,"VA",51,7815,14886,149,0,22850,149,6464795
"860",1993,"VT",50,1223,0,0,0,1223,0,574004
"861",1993,"WA",53,7471,2271,677,0,10419,677,5247704
"862",1993,"WI",55,4442,4111,228,0,8781,228,5055318
"863",1993,"WV",54,1534,269,2,0,1805,2,1816179
"864",1993,"WY",56,1006,59,64,0,1129,64,469033
"865",1994,"AK",2,1594,455,1243,0,3292,1243,600624
"866",1994,"AL",1,6764,12767,42,0,19573,42,4233214
"867",1994,"AR",5,3691,4919,33,0,8643,33,2450605
"868",1994,"AZ",4,15466,3334,946,0,19746,946,4147561
"869",1994,"CA",6,79944,40288,5373,0,125605,5373,31317179
"870",1994,"CO",8,7485,2581,651,0,10717,651,3653910
"871",1994,"CT",9,3785,6633,3962,0,14380,3962,3268346
"872",1994,"DC",11,155,10794,0,0,10949,0,564982
"873",1994,"DE",10,1389,2996,81,0,4466,81,708416
"874",1994,"FE",99,58403,33448,3183,0,95034,3183,NA
"875",1994,"FL",12,22789,33123,1256,0,57168,1256,13961798
"876",1994,"GA",13,10867,22432,126,0,33425,126,7045900
"877",1994,"HI",15,674,174,2485,0,3333,2485,1173903
"878",1994,"IA",19,3780,1377,280,0,5437,280,2829422
"879",1994,"ID",16,2269,36,506,0,2811,506,1135459
"880",1994,"IL",17,8892,24008,3631,0,36531,3631,11804986
"881",1994,"IN",18,8705,6242,67,0,15014,67,5745626
"882",1994,"KS",20,3718,2509,144,0,6371,144,2569118
"883",1994,"KY",21,6997,4045,24,0,11066,24,3823215
"884",1994,"LA",22,5490,18528,45,0,24063,45,4306500
"885",1994,"MA",25,4744,2983,3669,0,11396,3669,6031352
"886",1994,"MD",24,4757,16193,48,0,20998,48,4985411
"887",1994,"ME",23,1426,29,19,0,1474,19,1237687
"888",1994,"MI",26,16698,22887,1046,0,40631,1046,9584481
"889",1994,"MN",27,2407,1551,617,0,4575,617,4566028
"890",1994,"MO",29,9200,8630,68,0,17898,68,5281206
"891",1994,"MS",28,2713,8147,70,0,10930,70,2663450
"892",1994,"MT",30,1421,33,310,0,1764,310,854923
"893",1994,"NC",37,7491,15397,760,0,23648,760,7060959
"894",1994,"ND",38,419,18,99,0,536,99,639762
"895",1994,"NE",31,1707,898,106,0,2711,106,1621551
"896",1994,"NH",33,1911,101,9,0,2021,9,1133054
"897",1994,"NJ",34,6962,16067,1603,0,24632,1603,7918796
"898",1994,"NM",35,3077,429,206,0,3712,206,1653329
"899",1994,"NV",32,3933,1989,1071,0,6993,1071,1456388
"900",1994,"NY",36,28406,36183,2161,0,66750,2161,18156652
"901",1994,"OH",39,18583,23135,1356,0,43074,1356,11111451
"902",1994,"OK",40,8904,6052,1675,0,16631,1675,3246119
"903",1994,"OR",41,5206,874,856,0,6936,856,3087142
"904",1994,"PA",42,9525,18642,135,0,28302,135,12042545
"905",1994,"RI",44,1901,989,29,0,2919,29,993412
"906",1994,"SC",45,5743,13174,82,0,18999,82,3666456
"907",1994,"SD",46,1246,60,402,0,1708,402,723038
"908",1994,"ST",60,405764,468224,85752,0,959740,85752,NA
"909",1994,"TN",47,7180,7169,52,0,14401,52,5163016
"910",1994,"TX",48,27858,43426,46911,0,118195,46911,18338319
"911",1994,"US",70,464167,501672,88935,0,1054774,88935,260327270
"912",1994,"UT",49,2591,272,182,0,3045,182,1930436
