"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITE","BLACK","HISP","AIAN","ASIAN","NHPI","API","TWORACE","ADDRACE","UNKRACE","TOTRACE","NOTHISP","UNKHISP","TOTHCAT","gender"
"594",1988,99,"FE",6,"Federal BOP",NA,31466,14006,12138,840,NA,NA,374,NA,NA,0,46686,34548,0,46686,"M"
"595",1989,1,"AL",3,"Alabama",4040587,4998,8056,1,4,NA,NA,3,NA,NA,1,13062,13061,0,13062,"M"
"596",1989,2,"AK",4,"Alaska",550043,1420,310,65,827,NA,NA,26,NA,NA,0,2583,2518,0,2583,"M"
"597",1989,4,"AZ",4,"Arizona",3665228,10036,2033,3207,387,NA,NA,12,NA,NA,3,12471,9264,0,12471,"M"
"598",1989,5,"AR",3,"Arkansas",2350725,2877,3126,33,0,NA,NA,0,NA,NA,33,6036,5923,80,6036,"M"
"599",1989,6,"CA",4,"California",29760021,47496,30066,23137,NA,NA,NA,NA,NA,NA,3735,81297,0,58160,81297,"M"
"600",1989,8,"CO",4,"Colorado",3294394,4779,1492,1687,66,NA,NA,18,NA,NA,158,6513,4703,123,6513,"M"
"601",1989,9,"CT",1,"Connecticut",3287116,2447,4172,2020,7,NA,NA,8,NA,NA,2020,8654,6634,0,8654,"M"
"602",1989,10,"DE",3,"Delaware",666168,1141,2045,116,2,NA,NA,3,NA,NA,43,3234,3041,77,3234,"M"
"603",1989,11,"DC",3,"District of Columbia",606900,120,9320,11,0,NA,NA,0,NA,NA,11,9451,0,9440,9451,"M"
"604",1989,12,"FL",3,"Florida",12937926,15883,20750,2842,11,NA,NA,11,NA,NA,793,37448,34606,0,37448,"M"
"605",1989,13,"GA",3,"Georgia",6478216,6696,13001,209,13,NA,NA,1,NA,NA,64,19775,0,19566,19775,"M"
"606",1989,15,"HI",4,"Hawaii",1108229,599,137,69,14,NA,NA,1232,NA,NA,305,2287,2190,28,2287,"M"
"607",1989,16,"ID",4,"Idaho",1006749,1559,24,168,87,NA,NA,10,NA,NA,58,1738,1481,89,1738,"M"
"608",1989,17,"IL",2,"Illinois",11430602,7176,14276,2131,18,NA,NA,13,NA,NA,2210,23693,21483,79,23693,"M"
"609",1989,18,"IN",2,"Indiana",5544159,7206,4488,188,23,NA,NA,0,NA,NA,0,11717,11529,0,11717,"M"
"610",1989,19,"IA",2,"Iowa",2776755,2589,735,65,40,NA,NA,6,NA,NA,35,3405,3131,209,3405,"M"
"611",1989,20,"KS",2,"Kansas",2477574,3258,1757,267,67,NA,NA,21,NA,NA,267,5370,5103,0,5370,"M"
"612",1989,21,"KY",3,"Kentucky",3685296,5485,2356,0,1,NA,NA,0,NA,NA,0,7842,0,7842,7842,"M"
"613",1989,22,"LA",3,"Louisiana",4219973,4637,11922,0,0,NA,NA,0,NA,NA,0,16559,0,16559,16559,"M"
"614",1989,23,"ME",1,"Maine",1227928,1378,16,6,15,NA,NA,0,NA,NA,0,1409,1403,0,1409,"M"
"615",1989,24,"MD",3,"Maryland",4781468,4087,11674,0,5,NA,NA,0,NA,NA,20,15786,0,15786,15786,"M"
"616",1989,25,"MA",1,"Massachusetts",6016425,3819,2657,1201,10,NA,NA,34,NA,NA,506,7026,5825,0,7026,"M"
"617",1989,26,"MI",2,"Michigan",9295297,12147,17290,378,107,NA,NA,16,NA,NA,493,30053,29675,0,30053,"M"
"618",1989,27,"MN",2,"Minnesota",4375099,1820,795,79,236,NA,NA,3,NA,NA,90,2944,2865,0,2944,"M"
"619",1989,28,"MS",3,"Mississippi",2573216,2252,5221,27,10,NA,NA,9,NA,NA,17,7509,7465,17,7509,"M"
"620",1989,29,"MO",2,"Missouri",5117073,7039,6129,121,26,NA,NA,7,NA,NA,2,13203,13075,7,13203,"M"
"621",1989,30,"MT",4,"Montana",799065,1011,24,38,228,NA,NA,1,NA,NA,0,1264,1226,0,1264,"M"
"622",1989,31,"NE",2,"Nebraska",1578385,1454,711,106,74,NA,NA,0,NA,NA,11,2250,2144,0,2250,"M"
"623",1989,32,"NV",4,"Nevada",1201833,2491,1351,678,47,NA,NA,37,NA,NA,748,4674,3961,35,4674,"M"
"624",1989,33,"NH",1,"New Hampshire",1109252,1079,46,41,0,NA,NA,3,NA,NA,0,1128,1087,0,1128,"M"
"625",1989,34,"NJ",1,"New Jersey",7730188,6274,11448,3021,6,NA,NA,13,NA,NA,812,18553,15301,231,18553,"M"
"626",1989,35,"NM",4,"New Mexico",1515069,2351,312,1490,100,NA,NA,5,NA,NA,0,2768,1278,0,2768,"M"
"627",1989,36,"NY",1,"New York",17990455,24102,24112,15618,125,NA,NA,118,NA,NA,305,48762,32839,305,48762,"M"
"628",1989,37,"NC",3,"North Carolina",6628637,6366,9673,0,390,NA,NA,11,NA,NA,171,16611,0,16611,16611,"M"
"629",1989,38,"ND",2,"North Dakota",638800,359,4,12,66,NA,NA,1,NA,NA,0,430,418,0,430,"M"
"630",1989,39,"OH",2,"Ohio",10847115,13986,14557,0,0,NA,NA,0,NA,NA,0,28543,0,28543,28543,"M"
"631",1989,40,"OK",3,"Oklahoma",3145585,6230,3457,254,645,NA,NA,0,NA,NA,301,10633,10332,47,10633,"M"
"632",1989,41,"OR",4,"Oregon",2842321,4903,872,369,133,NA,NA,17,NA,NA,389,6314,5945,0,6314,"M"
"633",1989,42,"PA",1,"Pennsylvania",11881643,8507,10975,379,13,NA,NA,15,NA,NA,15,19525,1253,17893,19525,"M"
"634",1989,44,"RI",1,"Rhode Island",1003464,1501,761,318,4,NA,NA,8,NA,NA,0,2274,1956,0,2274,"M"
"635",1989,45,"SC",3,"South Carolina",3486703,5386,9361,32,9,NA,NA,2,NA,NA,33,14791,13554,1205,14791,"M"
"636",1989,46,"SD",2,"South Dakota",696004,847,32,9,290,NA,NA,0,NA,NA,0,1169,1160,0,1169,"M"
"637",1989,47,"TN",3,"Tennessee",4877185,5365,4364,0,NA,NA,NA,NA,NA,NA,430,10159,0,10159,10159,"M"
"638",1989,48,"TX",3,"Texas",16986510,13383,19366,9088,1,NA,NA,115,NA,NA,9088,41953,32865,0,41953,"M"
"639",1989,49,"UT",4,"Utah",1722850,1964,196,374,50,NA,NA,25,NA,NA,50,2285,1861,50,2285,"M"
"640",1989,50,"VT",1,"Vermont",562758,869,NA,0,NA,NA,NA,NA,NA,NA,NA,869,0,869,869,"M"
"641",1989,51,"VA",3,"Virginia",6187358,5848,9739,57,6,NA,NA,18,NA,NA,72,15683,0,15626,15683,"M"
"642",1989,53,"WA",4,"Washington",4866692,4211,1315,708,232,NA,NA,61,NA,NA,778,6597,870,5019,6597,"M"
"643",1989,54,"WV",3,"West Virginia",1793477,1250,211,2,1,NA,NA,1,NA,NA,0,1463,1461,0,1463,"M"
"644",1989,55,"WI",2,"Wisconsin",4891769,3837,2501,384,145,NA,NA,2,NA,NA,0,6485,6101,0,6485,"M"
"645",1989,56,"WY",4,"Wyoming",453588,736,51,97,48,NA,NA,1,NA,NA,97,933,836,0,933,"M"
"646",1989,60,"ST",7,"State prison total",NA,287254,299287,71103,4589,NA,NA,1887,NA,0,24164,617181,321423,224655,617181,"M"
"647",1989,70,"US",5,"US prison total (state+federal)",NA,324124,315683,85798,5598,NA,NA,2316,NA,0,24196,671917,361432,224687,671917,"M"
"648",1989,99,"FE",6,"Federal BOP",NA,36870,16396,14695,1009,NA,NA,429,NA,NA,32,54736,40009,32,54736,"M"
"649",1990,1,"AL",3,"Alabama",4048526,5421,9282,1,4,NA,NA,2,NA,NA,1,14710,14709,0,14710,"M"
"650",1990,2,"AK",4,"Alaska",553120,1390,288,64,791,NA,NA,25,NA,NA,0,2494,2430,0,2494,"M"
"651",1990,4,"AZ",4,"Arizona",3679056,10702,2283,3656,430,NA,NA,10,NA,NA,1,13426,9770,0,13426,"M"
"652",1990,5,"AR",3,"Arkansas",2354343,3396,2948,36,0,NA,NA,1,NA,NA,36,6381,6345,0,6381,"M"
"653",1990,6,"CA",4,"California",29950111,54409,32190,27716,NA,NA,NA,NA,NA,NA,4208,90807,58883,4208,90807,"M"
"654",1990,8,"CO",4,"Colorado",3303862,4807,1525,1717,62,NA,NA,16,NA,NA,176,6586,4739,130,6586,"M"
"655",1990,9,"CT",1,"Connecticut",3289056,2586,4818,2385,7,NA,NA,20,NA,NA,2386,9817,7431,1,9817,"M"
"656",1990,10,"DE",3,"Delaware",669063,1079,2102,124,1,NA,NA,4,NA,NA,59,3245,3119,2,3245,"M"
"657",1990,11,"DC",3,"District of Columbia",603814,110,9222,9,0,NA,NA,0,NA,NA,9,9341,9332,0,9341,"M"
"658",1990,12,"FL",3,"Florida",13018365,17106,23824,3004,7,NA,NA,10,NA,NA,776,41723,38719,0,41723,"M"
"659",1990,13,"GA",3,"Georgia",6506531,7083,14025,181,12,NA,NA,5,NA,NA,0,21125,0,20944,21125,"M"
"660",1990,15,"HI",4,"Hawaii",1112703,538,132,83,33,NA,NA,1294,NA,NA,365,2362,2232,47,2362,"M"
"661",1990,16,"ID",4,"Idaho",1011882,1720,27,215,78,NA,NA,14,NA,NA,2,1841,1615,11,1841,"M"
"662",1990,17,"IL",2,"Illinois",11446979,7556,16220,2401,30,NA,NA,23,NA,NA,2504,26333,23829,103,26333,"M"
"663",1990,18,"IN",2,"Indiana",5555097,7471,4566,229,16,NA,NA,2,NA,NA,0,12055,11826,0,12055,"M"
"664",1990,19,"IA",2,"Iowa",2779769,2854,810,82,50,NA,NA,10,NA,NA,31,3755,3381,292,3755,"M"
"665",1990,20,"KS",2,"Kansas",2480683,3211,1876,301,79,NA,NA,24,NA,NA,301,5491,5190,0,5491,"M"
"666",1990,21,"KY",3,"Kentucky",3692584,5979,2563,0,2,NA,NA,0,NA,NA,0,8544,0,8544,8544,"M"
"667",1990,22,"LA",3,"Louisiana",4219179,4991,12830,0,0,NA,NA,0,NA,NA,3,17824,0,17824,17824,"M"
"668",1990,23,"ME",1,"Maine",1231296,1440,29,4,10,NA,NA,0,NA,NA,0,1479,1475,0,1479,"M"
"669",1990,24,"MD",3,"Maryland",4797431,3735,13135,0,4,NA,NA,0,NA,NA,97,16971,0,16971,16971,"M"
"670",1990,25,"MA",1,"Massachusetts",6018664,4017,2895,1479,11,NA,NA,43,NA,NA,725,7691,6200,12,7691,"M"
"671",1990,26,"MI",2,"Michigan",9310462,13247,18616,461,116,NA,NA,20,NA,NA,580,32579,32118,0,32579,"M"
"672",1990,27,"MN",2,"Minnesota",4387283,1806,838,105,244,NA,NA,2,NA,NA,127,3017,2912,0,3017,"M"
"673",1990,28,"MS",3,"Mississippi",2577426,2217,5663,26,6,NA,NA,6,NA,NA,35,7927,7892,9,7927,"M"
"674",1990,29,"MO",2,"Missouri",5126370,7606,6531,128,25,NA,NA,4,NA,NA,0,14166,14032,6,14166,"M"
"675",1990,30,"MT",4,"Montana",799824,1089,20,38,240,NA,NA,0,NA,NA,0,1349,1311,0,1349,"M"
"676",1990,31,"NE",2,"Nebraska",1580664,1436,727,107,86,NA,NA,0,NA,NA,9,2258,2151,0,2258,"M"
"677",1990,32,"NV",4,"Nevada",1218629,2822,1529,462,64,NA,NA,39,NA,NA,462,4916,4454,0,4916,"M"
"678",1990,33,"NH",1,"New Hampshire",1111831,1239,56,55,0,NA,NA,3,NA,NA,0,1298,1243,0,1298,"M"
"679",1990,34,"NJ",1,"New Jersey",7757158,6629,12856,3214,0,NA,NA,0,NA,NA,602,20087,16873,0,20087,"M"
"680",1990,35,"NM",4,"New Mexico",1519933,2561,295,1646,100,NA,NA,6,NA,NA,32,2994,1317,31,2994,"M"
"681",1990,36,"NY",1,"New York",18002855,25426,26026,16607,128,NA,NA,136,NA,NA,488,52204,35109,488,52204,"M"
"682",1990,37,"NC",3,"North Carolina",6656987,6364,10500,0,387,NA,NA,8,NA,NA,207,17466,0,17466,17466,"M"
"683",1990,38,"ND",2,"North Dakota",637364,374,5,8,82,NA,NA,1,NA,NA,1,463,455,0,463,"M"
"684",1990,39,"OH",2,"Ohio",10861837,14340,15535,0,0,NA,NA,0,NA,NA,0,29875,0,29875,29875,"M"
"685",1990,40,"OK",3,"Oklahoma",3147105,6413,3793,299,672,NA,NA,0,NA,NA,336,11214,10878,37,11214,"M"
"686",1990,41,"OR",4,"Oregon",2858547,4601,811,528,126,NA,NA,23,NA,NA,569,6130,5574,28,6130,"M"
"687",1990,42,"PA",1,"Pennsylvania",11895604,9534,11672,782,22,NA,NA,38,NA,NA,18,21284,1800,18702,21284,"M"
"688",1990,44,"RI",1,"Rhode Island",1004649,1488,722,283,5,NA,NA,11,NA,NA,0,2226,1943,0,2226,"M"
"689",1990,45,"SC",3,"South Carolina",3499064,5621,10598,31,11,NA,NA,3,NA,NA,33,16266,15917,318,16266,"M"
"690",1990,46,"SD",2,"South Dakota",696667,921,39,0,304,NA,NA,0,NA,NA,0,1264,0,1264,1264,"M"
"691",1990,47,"TN",3,"Tennessee",4890626,5219,4428,0,NA,NA,NA,NA,NA,NA,351,9998,0,9998,9998,"M"
"692",1990,48,"TX",3,"Texas",17044714,14253,22634,10789,2,NA,NA,168,NA,NA,10789,47846,37057,0,47846,"M"
"693",1990,49,"UT",4,"Utah",1729722,2021,208,383,55,NA,NA,37,NA,NA,50,2371,1938,50,2371,"M"
"694",1990,50,"VT",1,"Vermont",564526,1013,NA,0,NA,NA,NA,NA,NA,NA,NA,1013,0,1013,1013,"M"
"695",1990,51,"VA",3,"Virginia",6213526,5954,10617,58,4,NA,NA,20,NA,NA,71,16666,0,16608,16666,"M"
"696",1990,53,"WA",4,"Washington",4900780,4959,1489,1028,287,NA,NA,68,NA,NA,757,7560,3810,2722,7560,"M"
"697",1990,54,"WV",3,"West Virginia",1792481,1272,215,2,1,NA,NA,1,NA,NA,0,1489,1487,0,1489,"M"
"698",1990,55,"WI",2,"Wisconsin",4902265,4062,2783,389,158,NA,NA,11,NA,NA,3,7017,6615,13,7017,"M"
"699",1990,56,"WY",4,"Wyoming",453401,809,49,104,56,NA,NA,3,NA,NA,105,1022,918,0,1022,"M"
"700",1990,60,"ST",7,"State prison total",NA,306897,326845,81220,4808,NA,NA,2111,NA,0,27305,667966,419029,167717,667966,"M"
"701",1990,70,"US",5,"US prison total (state+federal)",NA,348404,345940,97927,5847,NA,NA,2645,NA,0,27305,730141,464497,167717,730141,"M"
"702",1990,99,"FE",6,"Federal BOP",NA,41507,19095,16707,1039,NA,NA,534,NA,NA,0,62175,45468,0,62175,"M"
"703",1991,1,"AL",3,"Alabama",4091397,5579,10119,2,4,NA,NA,2,NA,NA,1,15705,15703,0,15705,"M"
"704",1991,2,"AK",4,"Alaska",569273,1414,314,76,816,NA,NA,30,NA,NA,0,2574,2498,0,2574,"M"
"705",1991,4,"AZ",4,"Arizona",3762394,11569,2432,4140,463,NA,NA,12,NA,NA,0,14476,10336,0,14476,"M"
"706",1991,5,"AR",3,"Arkansas",2370666,3134,4171,22,1,NA,NA,1,NA,NA,22,7329,7307,0,7329,"M"
"707",1991,6,"CA",4,"California",30414114,57880,32981,30400,575,NA,NA,NA,NA,NA,4070,95506,60461,4645,95506,"M"
"708",1991,8,"CO",4,"Colorado",3367567,5699,1801,2028,104,NA,NA,26,NA,NA,309,7939,5709,202,7939,"M"
"709",1991,9,"CT",1,"Connecticut",3288640,2813,4856,2618,5,NA,NA,25,NA,NA,2618,10317,7699,0,10317,"M"
"710",1991,10,"DE",3,"Delaware",680495,1101,2287,143,2,NA,NA,2,NA,NA,85,3477,3320,14,3477,"M"
"711",1991,11,"DC",3,"District of Columbia",593239,188,9513,0,0,NA,NA,0,NA,NA,0,9701,9701,0,9701,"M"
"712",1991,12,"FL",3,"Florida",13289497,17323,25607,3083,0,NA,NA,105,NA,NA,860,43895,40812,0,43895,"M"
"713",1991,13,"GA",3,"Georgia",6621279,7130,15031,164,20,NA,NA,6,NA,NA,66,22253,0,22089,22253,"M"
"714",1991,15,"HI",4,"Hawaii",1131412,592,145,94,27,NA,NA,1399,NA,NA,370,2533,2430,9,2533,"M"
"715",1991,16,"ID",4,"Idaho",1038915,1888,29,249,85,NA,NA,15,NA,NA,5,2022,1758,15,2022,"M"
"716",1991,17,"IL",2,"Illinois",11535973,7685,17501,2605,40,NA,NA,25,NA,NA,2607,27858,25251,2,27858,"M"
"717",1991,18,"IN",2,"Indiana",5602062,7580,4687,254,29,NA,NA,6,NA,NA,0,12302,12048,0,12302,"M"
"718",1991,19,"IA",2,"Iowa",2791227,2956,885,98,62,NA,NA,15,NA,NA,31,3949,3752,99,3949,"M"
"719",1991,20,"KS",2,"Kansas",2495209,3178,2014,304,78,NA,NA,33,NA,NA,307,5610,5303,3,5610,"M"
"720",1991,21,"KY",3,"Kentucky",3714686,6354,2929,NA,2,NA,NA,0,NA,NA,1,9286,NA,9286,9286,"M"
"721",1991,22,"LA",3,"Louisiana",4240950,4956,14135,NA,NA,NA,NA,NA,NA,NA,1,19092,NA,19092,19092,"M"
"722",1991,23,"ME",1,"Maine",1235439,1463,34,16,16,NA,NA,4,NA,NA,0,1517,1501,0,1517,"M"
"723",1991,24,"MD",3,"Maryland",4856176,4346,13946,NA,5,NA,NA,0,NA,NA,63,18360,NA,18360,18360,"M"
"724",1991,25,"MA",1,"Massachusetts",5998652,4128,2899,1574,11,NA,NA,50,NA,NA,1437,8525,6682,269,8525,"M"
"725",1991,26,"MI",2,"Michigan",9395022,13951,19930,542,126,NA,NA,23,NA,NA,659,34689,34147,0,34689,"M"
"726",1991,27,"MN",2,"Minnesota",4427429,1865,991,142,272,NA,NA,1,NA,NA,170,3299,3129,28,3299,"M"
"727",1991,28,"MS",3,"Mississippi",2591230,2287,6055,34,7,NA,NA,9,NA,NA,38,8396,8358,4,8396,"M"
"728",1991,29,"MO",2,"Missouri",5157770,8103,6941,136,29,NA,NA,3,NA,NA,0,15076,14940,0,15076,"M"
"729",1991,30,"MT",4,"Montana",807837,1134,19,29,252,NA,NA,0,NA,NA,0,1405,1376,0,1405,"M"
"730",1991,31,"NE",2,"Nebraska",1590805,1490,773,137,89,NA,NA,0,NA,NA,5,2357,2220,0,2357,"M"
"731",1991,32,"NV",4,"Nevada",1285046,2895,1567,492,71,NA,NA,41,NA,NA,497,5071,4579,0,5071,"M"
"732",1991,33,"NH",1,"New Hampshire",1107055,1371,79,98,5,NA,NA,5,NA,NA,0,1460,1362,0,1460,"M"
"733",1991,34,"NJ",1,"New Jersey",7784269,6467,14226,3556,4,NA,NA,40,NA,NA,1639,22376,17999,821,22376,"M"
"734",1991,35,"NM",4,"New Mexico",1547115,2551,300,1711,91,NA,NA,4,NA,NA,13,2959,1235,13,2959,"M"
"735",1991,36,"NY",1,"New York",18029532,26541,27438,17491,131,NA,NA,151,NA,NA,233,54494,36770,233,54494,"M"
"736",1991,37,"NC",3,"North Carolina",6748135,6338,10939,NA,397,NA,NA,10,NA,NA,198,17882,NA,17882,17882,"M"
"737",1991,38,"ND",2,"North Dakota",634199,372,4,11,82,NA,NA,3,NA,NA,0,461,450,0,461,"M"
"738",1991,39,"OH",2,"Ohio",10933683,15555,17896,NA,0,NA,NA,0,NA,NA,0,33451,NA,33451,33451,"M"
"739",1991,40,"OK",3,"Oklahoma",3166471,6927,4090,332,703,NA,NA,0,NA,NA,384,12104,11720,52,12104,"M"
"740",1991,41,"OR",4,"Oregon",2918745,4698,849,531,123,NA,NA,49,NA,NA,604,6323,5722,70,6323,"M"
"741",1991,42,"PA",1,"Pennsylvania",11943160,8042,12510,1679,26,NA,NA,43,NA,NA,1679,22300,NA,20621,22300,"M"
"742",1991,44,"RI",1,"Rhode Island",1003990,1717,843,412,5,NA,NA,11,NA,NA,0,2576,2164,0,2576,"M"
"743",1991,45,"SC",3,"South Carolina",3559470,5767,11410,40,13,NA,NA,2,NA,NA,32,17224,16390,794,17224,"M"
"744",1991,46,"SD",2,"South Dakota",701445,943,31,NA,320,NA,NA,NA,NA,NA,0,1294,NA,1294,1294,"M"
"745",1991,47,"TN",3,"Tennessee",4946886,5618,5287,NA,NA,NA,NA,NA,NA,NA,110,11015,NA,11015,11015,"M"
"746",1991,48,"TX",3,"Texas",17339904,14168,23249,11578,2,NA,NA,189,NA,NA,11578,49186,37608,0,49186,"M"
"747",1991,49,"UT",4,"Utah",1771941,2167,207,414,60,NA,NA,36,NA,NA,35,2505,2056,35,2505,"M"
"748",1991,50,"VT",1,"Vermont",567141,1081,NA,NA,NA,NA,NA,NA,NA,NA,0,1081,NA,1081,1081,"M"
"749",1991,51,"VA",3,"Virginia",6283853,6562,12109,63,2,NA,NA,41,NA,NA,75,18789,0,18726,18789,"M"
"750",1991,53,"WA",4,"Washington",5013443,6032,1810,1293,345,NA,NA,86,NA,NA,344,8617,7152,172,8617,"M"
"751",1991,54,"WV",3,"West Virginia",1798212,1222,208,2,1,NA,NA,1,NA,NA,0,1432,1430,0,1432,"M"
"752",1991,55,"WI",2,"Wisconsin",4952675,4118,3148,469,171,NA,NA,15,NA,NA,54,7506,6971,66,7506,"M"
"753",1991,56,"WY",4,"Wyoming",457739,825,48,112,55,NA,NA,2,NA,NA,112,1042,930,0,1042,"M"
"754",1991,60,"ST",7,"State prison total",NA,319763,351273,89174,5727,NA,NA,2521,NA,0,31312,710596,440979,180443,710596,"M"
"755",1991,70,"US",5,"US prison total (state+federal)",NA,363274,371864,106979,6860,NA,NA,3240,NA,0,31312,776550,489128,180443,776550,"M"
"756",1991,99,"FE",6,"Federal BOP",NA,43511,20591,17805,1133,NA,NA,719,NA,NA,0,65954,48149,0,65954,"M"
"757",1992,1,"AL",3,"Alabama",4139880,5658,10660,1,4,NA,NA,2,NA,NA,28,16352,16351,0,16352,"M"
"758",1992,2,"AK",4,"Alaska",587073,1377,327,75,902,NA,NA,35,NA,NA,75,2716,2641,0,2716,"M"
"759",1992,4,"AZ",4,"Arizona",3867333,12144,2654,4757,535,NA,NA,15,NA,NA,128,15476,10719,0,15476,"M"
"760",1992,5,"AR",3,"Arkansas",2394098,3344,4449,25,1,NA,NA,2,NA,NA,25,7821,7796,0,7821,"M"
"761",1992,6,"CA",4,"California",30875920,63015,34279,33749,630,NA,NA,NA,NA,NA,4825,102749,63545,5455,102749,"M"
"762",1992,8,"CO",4,"Colorado",3459995,6012,1912,2138,140,NA,NA,31,NA,NA,375,8470,5957,375,8470,"M"
"763",1992,9,"CT",1,"Connecticut",3274997,2969,4897,2796,9,NA,NA,21,NA,NA,2797,10693,7896,1,10693,"M"
"764",1992,10,"DE",3,"Delaware",690158,1205,2476,161,1,NA,NA,2,NA,NA,93,3777,3562,54,3777,"M"
"765",1992,11,"DC",3,"District of Columbia",584183,159,9996,10,0,NA,NA,0,NA,NA,0,10155,10027,118,10155,"M"
"766",1992,12,"FL",3,"Florida",13504775,18057,26823,3003,18,NA,NA,161,NA,NA,644,45703,42700,0,45703,"M"
"767",1992,13,"GA",3,"Georgia",6759474,7586,16125,166,21,NA,NA,6,NA,NA,97,23835,0,23669,23835,"M"
"768",1992,15,"HI",4,"Hawaii",1149926,547,156,184,39,NA,NA,1547,NA,NA,440,2729,2445,100,2729,"M"
"769",1992,16,"ID",4,"Idaho",1066490,1983,26,301,92,NA,NA,20,NA,NA,10,2131,1793,37,2131,"M"
"770",1992,17,"IL",2,"Illinois",11635197,7865,19444,2798,29,NA,NA,38,NA,NA,2808,30184,27376,10,30184,"M"
"771",1992,18,"IN",2,"Indiana",5648649,7906,5255,300,35,NA,NA,11,NA,NA,0,13207,12907,0,13207,"M"
"772",1992,19,"IA",2,"Iowa",2806923,3169,1000,109,66,NA,NA,11,NA,NA,29,4275,4113,53,4275,"M"
"773",1992,20,"KS",2,"Kansas",2526042,3115,2112,340,96,NA,NA,43,NA,NA,340,5706,5366,0,5706,"M"
"774",1992,21,"KY",3,"Kentucky",3756358,6676,3140,7,0,NA,NA,0,NA,NA,3,9819,9812,0,9819,"M"
"775",1992,22,"LA",3,"Louisiana",4270849,4571,15303,NA,NA,NA,NA,NA,NA,NA,0,19874,NA,19874,19874,"M"
"776",1992,23,"ME",1,"Maine",1235748,1411,29,12,15,NA,NA,4,NA,NA,0,1459,1447,0,1459,"M"
"777",1992,24,"MD",3,"Maryland",4902545,4387,14570,0,2,NA,NA,0,NA,NA,64,19023,0,19023,19023,"M"
"778",1992,25,"MA",1,"Massachusetts",5993474,4702,3062,1780,11,NA,NA,63,NA,NA,1651,9489,7530,179,9489,"M"
"779",1992,26,"MI",2,"Michigan",9470323,15118,21272,597,144,NA,NA,20,NA,NA,717,37271,36674,0,37271,"M"
"780",1992,27,"MN",2,"Minnesota",4471503,2008,1126,168,288,NA,NA,2,NA,NA,210,3634,3462,4,3634,"M"
"781",1992,28,"MS",3,"Mississippi",2610193,2147,6069,36,7,NA,NA,10,NA,NA,42,8275,8233,6,8275,"M"
"782",1992,29,"MO",2,"Missouri",5193686,7946,7282,176,33,NA,NA,7,NA,NA,2,15270,15080,14,15270,"M"
"783",1992,30,"MT",4,"Montana",822436,1144,24,23,249,NA,NA,0,NA,NA,0,1417,1394,0,1417,"M"
"784",1992,31,"NE",2,"Nebraska",1602406,1472,787,138,80,NA,NA,0,NA,NA,2,2341,2203,0,2341,"M"
"785",1992,32,"NV",4,"Nevada",1330694,3379,1622,496,70,NA,NA,42,NA,NA,498,5611,5110,5,5611,"M"
"786",1992,33,"NH",1,"New Hampshire",1112766,1609,78,118,5,NA,NA,6,NA,NA,0,1698,1580,0,1698,"M"
"787",1992,34,"NJ",1,"New Jersey",7827770,6267,14038,3662,5,NA,NA,41,NA,NA,1207,21558,17878,18,21558,"M"
"788",1992,35,"NM",4,"New Mexico",1580750,2622,339,1761,112,NA,NA,4,NA,NA,10,3087,1316,10,3087,"M"
"789",1992,36,"NY",1,"New York",18082032,28039,29314,18686,120,NA,NA,197,NA,NA,567,58237,38984,567,58237,"M"
"790",1992,37,"NC",3,"North Carolina",6831850,6658,12167,NA,447,NA,NA,16,NA,NA,216,19504,NA,19504,19504,"M"
"791",1992,38,"ND",2,"North Dakota",635427,367,7,11,86,NA,NA,3,NA,NA,0,463,452,0,463,"M"
"792",1992,39,"OH",2,"Ohio",11007609,16793,19166,NA,0,NA,NA,0,NA,NA,0,35959,NA,35959,35959,"M"
"793",1992,40,"OK",3,"Oklahoma",3204174,7489,4644,444,832,NA,NA,0,NA,NA,456,13421,12965,12,13421,"M"
"794",1992,41,"OR",4,"Oregon",2973934,4546,855,629,114,NA,NA,63,NA,NA,666,6244,5579,36,6244,"M"
"795",1992,42,"PA",1,"Pennsylvania",11980819,8200,13542,2032,31,NA,NA,63,NA,NA,2032,23868,NA,21836,23868,"M"
"796",1992,44,"RI",1,"Rhode Island",1000571,1727,844,396,5,NA,NA,18,NA,NA,0,2594,2198,0,2594,"M"
"797",1992,45,"SC",3,"South Carolina",3600576,5601,11857,38,10,NA,NA,3,NA,NA,45,17516,16819,659,17516,"M"
"798",1992,46,"SD",2,"South Dakota",708698,1029,341,NA,38,NA,NA,NA,NA,NA,0,1408,NA,1408,1408,"M"
"799",1992,47,"TN",3,"Tennessee",5013999,5685,5586,NA,NA,NA,NA,NA,NA,NA,50,11321,NA,11321,11321,"M"
"800",1992,48,"TX",3,"Texas",17650479,16594,27588,14307,0,NA,NA,222,NA,NA,14307,58691,44384,0,58691,"M"
"801",1992,49,"UT",4,"Utah",1821498,2184,234,407,99,NA,NA,41,NA,NA,17,2575,2151,17,2575,"M"
"802",1992,50,"VT",1,"Vermont",570115,1208,NA,0,NA,NA,NA,NA,NA,NA,0,1208,0,1208,1208,"M"
"803",1992,51,"VA",3,"Virginia",6383315,7014,12896,60,4,NA,NA,52,NA,NA,70,20036,0,19976,20036,"M"
"804",1992,53,"WA",4,"Washington",5139011,6567,2036,1476,346,NA,NA,149,NA,NA,243,9341,7744,121,9341,"M"
