"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITE","BLACK","HISP","AIAN","ASIAN","NHPI","API","TWORACE","ADDRACE","UNKRACE","TOTRACE","NOTHISP","UNKHISP","TOTHCAT","gender"
"4791",1988,42,"PA",1,"Pennsylvania",11866008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4792",1988,44,"RI",1,"Rhode Island",1000665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4793",1988,45,"SC",3,"South Carolina",3456770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4794",1988,46,"SD",2,"South Dakota",696691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4795",1988,47,"TN",3,"Tennessee",4854461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4796",1988,48,"TX",3,"Texas",16806734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4797",1988,49,"UT",4,"Utah",1705867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4798",1988,50,"VT",1,"Vermont",557699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4799",1988,51,"VA",3,"Virginia",6120232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4800",1988,53,"WA",4,"Washington",4746321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4801",1988,54,"WV",3,"West Virginia",1806552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4802",1988,55,"WI",2,"Wisconsin",4856575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4803",1988,56,"WY",4,"Wyoming",458377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4804",1988,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4805",1988,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4806",1988,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4807",1989,1,"AL",3,"Alabama",4040587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4808",1989,2,"AK",4,"Alaska",550043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4809",1989,4,"AZ",4,"Arizona",3665228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4810",1989,5,"AR",3,"Arkansas",2350725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4811",1989,6,"CA",4,"California",29760021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4812",1989,8,"CO",4,"Colorado",3294394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4813",1989,9,"CT",1,"Connecticut",3287116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4814",1989,10,"DE",3,"Delaware",666168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4815",1989,11,"DC",3,"District of Columbia",606900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4816",1989,12,"FL",3,"Florida",12937926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4817",1989,13,"GA",3,"Georgia",6478216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4818",1989,15,"HI",4,"Hawaii",1108229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4819",1989,16,"ID",4,"Idaho",1006749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4820",1989,17,"IL",2,"Illinois",11430602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4821",1989,18,"IN",2,"Indiana",5544159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4822",1989,19,"IA",2,"Iowa",2776755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4823",1989,20,"KS",2,"Kansas",2477574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4824",1989,21,"KY",3,"Kentucky",3685296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4825",1989,22,"LA",3,"Louisiana",4219973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4826",1989,23,"ME",1,"Maine",1227928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4827",1989,24,"MD",3,"Maryland",4781468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4828",1989,25,"MA",1,"Massachusetts",6016425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4829",1989,26,"MI",2,"Michigan",9295297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4830",1989,27,"MN",2,"Minnesota",4375099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4831",1989,28,"MS",3,"Mississippi",2573216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4832",1989,29,"MO",2,"Missouri",5117073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4833",1989,30,"MT",4,"Montana",799065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4834",1989,31,"NE",2,"Nebraska",1578385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4835",1989,32,"NV",4,"Nevada",1201833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4836",1989,33,"NH",1,"New Hampshire",1109252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4837",1989,34,"NJ",1,"New Jersey",7730188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4838",1989,35,"NM",4,"New Mexico",1515069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4839",1989,36,"NY",1,"New York",17990455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4840",1989,37,"NC",3,"North Carolina",6628637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4841",1989,38,"ND",2,"North Dakota",638800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4842",1989,39,"OH",2,"Ohio",10847115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4843",1989,40,"OK",3,"Oklahoma",3145585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4844",1989,41,"OR",4,"Oregon",2842321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4845",1989,42,"PA",1,"Pennsylvania",11881643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4846",1989,44,"RI",1,"Rhode Island",1003464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4847",1989,45,"SC",3,"South Carolina",3486703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4848",1989,46,"SD",2,"South Dakota",696004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4849",1989,47,"TN",3,"Tennessee",4877185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4850",1989,48,"TX",3,"Texas",16986510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4851",1989,49,"UT",4,"Utah",1722850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4852",1989,50,"VT",1,"Vermont",562758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4853",1989,51,"VA",3,"Virginia",6187358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4854",1989,53,"WA",4,"Washington",4866692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4855",1989,54,"WV",3,"West Virginia",1793477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4856",1989,55,"WI",2,"Wisconsin",4891769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4857",1989,56,"WY",4,"Wyoming",453588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4858",1989,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4859",1989,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4860",1989,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4861",1990,1,"AL",3,"Alabama",4048526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4862",1990,2,"AK",4,"Alaska",553120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4863",1990,4,"AZ",4,"Arizona",3679056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4864",1990,5,"AR",3,"Arkansas",2354343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4865",1990,6,"CA",4,"California",29950111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4866",1990,8,"CO",4,"Colorado",3303862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4867",1990,9,"CT",1,"Connecticut",3289056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4868",1990,10,"DE",3,"Delaware",669063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4869",1990,11,"DC",3,"District of Columbia",603814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4870",1990,12,"FL",3,"Florida",13018365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4871",1990,13,"GA",3,"Georgia",6506531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4872",1990,15,"HI",4,"Hawaii",1112703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4873",1990,16,"ID",4,"Idaho",1011882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4874",1990,17,"IL",2,"Illinois",11446979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4875",1990,18,"IN",2,"Indiana",5555097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4876",1990,19,"IA",2,"Iowa",2779769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4877",1990,20,"KS",2,"Kansas",2480683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4878",1990,21,"KY",3,"Kentucky",3692584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4879",1990,22,"LA",3,"Louisiana",4219179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4880",1990,23,"ME",1,"Maine",1231296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4881",1990,24,"MD",3,"Maryland",4797431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4882",1990,25,"MA",1,"Massachusetts",6018664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4883",1990,26,"MI",2,"Michigan",9310462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4884",1990,27,"MN",2,"Minnesota",4387283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4885",1990,28,"MS",3,"Mississippi",2577426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4886",1990,29,"MO",2,"Missouri",5126370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4887",1990,30,"MT",4,"Montana",799824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4888",1990,31,"NE",2,"Nebraska",1580664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4889",1990,32,"NV",4,"Nevada",1218629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4890",1990,33,"NH",1,"New Hampshire",1111831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4891",1990,34,"NJ",1,"New Jersey",7757158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4892",1990,35,"NM",4,"New Mexico",1519933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4893",1990,36,"NY",1,"New York",18002855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4894",1990,37,"NC",3,"North Carolina",6656987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4895",1990,38,"ND",2,"North Dakota",637364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4896",1990,39,"OH",2,"Ohio",10861837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4897",1990,40,"OK",3,"Oklahoma",3147105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4898",1990,41,"OR",4,"Oregon",2858547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4899",1990,42,"PA",1,"Pennsylvania",11895604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4900",1990,44,"RI",1,"Rhode Island",1004649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4901",1990,45,"SC",3,"South Carolina",3499064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4902",1990,46,"SD",2,"South Dakota",696667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4903",1990,47,"TN",3,"Tennessee",4890626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4904",1990,48,"TX",3,"Texas",17044714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4905",1990,49,"UT",4,"Utah",1729722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4906",1990,50,"VT",1,"Vermont",564526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4907",1990,51,"VA",3,"Virginia",6213526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4908",1990,53,"WA",4,"Washington",4900780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4909",1990,54,"WV",3,"West Virginia",1792481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4910",1990,55,"WI",2,"Wisconsin",4902265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4911",1990,56,"WY",4,"Wyoming",453401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4912",1990,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4913",1990,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4914",1990,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4915",1991,1,"AL",3,"Alabama",4091397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4916",1991,2,"AK",4,"Alaska",569273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4917",1991,4,"AZ",4,"Arizona",3762394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4918",1991,5,"AR",3,"Arkansas",2370666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4919",1991,6,"CA",4,"California",30414114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4920",1991,8,"CO",4,"Colorado",3367567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4921",1991,9,"CT",1,"Connecticut",3288640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4922",1991,10,"DE",3,"Delaware",680495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4923",1991,11,"DC",3,"District of Columbia",593239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4924",1991,12,"FL",3,"Florida",13289497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4925",1991,13,"GA",3,"Georgia",6621279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4926",1991,15,"HI",4,"Hawaii",1131412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4927",1991,16,"ID",4,"Idaho",1038915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4928",1991,17,"IL",2,"Illinois",11535973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4929",1991,18,"IN",2,"Indiana",5602062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4930",1991,19,"IA",2,"Iowa",2791227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4931",1991,20,"KS",2,"Kansas",2495209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4932",1991,21,"KY",3,"Kentucky",3714686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4933",1991,22,"LA",3,"Louisiana",4240950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4934",1991,23,"ME",1,"Maine",1235439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4935",1991,24,"MD",3,"Maryland",4856176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4936",1991,25,"MA",1,"Massachusetts",5998652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4937",1991,26,"MI",2,"Michigan",9395022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4938",1991,27,"MN",2,"Minnesota",4427429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4939",1991,28,"MS",3,"Mississippi",2591230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4940",1991,29,"MO",2,"Missouri",5157770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4941",1991,30,"MT",4,"Montana",807837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4942",1991,31,"NE",2,"Nebraska",1590805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4943",1991,32,"NV",4,"Nevada",1285046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4944",1991,33,"NH",1,"New Hampshire",1107055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4945",1991,34,"NJ",1,"New Jersey",7784269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4946",1991,35,"NM",4,"New Mexico",1547115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4947",1991,36,"NY",1,"New York",18029532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4948",1991,37,"NC",3,"North Carolina",6748135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4949",1991,38,"ND",2,"North Dakota",634199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4950",1991,39,"OH",2,"Ohio",10933683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4951",1991,40,"OK",3,"Oklahoma",3166471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4952",1991,41,"OR",4,"Oregon",2918745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4953",1991,42,"PA",1,"Pennsylvania",11943160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4954",1991,44,"RI",1,"Rhode Island",1003990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4955",1991,45,"SC",3,"South Carolina",3559470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4956",1991,46,"SD",2,"South Dakota",701445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4957",1991,47,"TN",3,"Tennessee",4946886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4958",1991,48,"TX",3,"Texas",17339904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4959",1991,49,"UT",4,"Utah",1771941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4960",1991,50,"VT",1,"Vermont",567141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4961",1991,51,"VA",3,"Virginia",6283853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4962",1991,53,"WA",4,"Washington",5013443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4963",1991,54,"WV",3,"West Virginia",1798212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4964",1991,55,"WI",2,"Wisconsin",4952675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4965",1991,56,"WY",4,"Wyoming",457739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4966",1991,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4967",1991,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4968",1991,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4969",1992,1,"AL",3,"Alabama",4139880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4970",1992,2,"AK",4,"Alaska",587073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4971",1992,4,"AZ",4,"Arizona",3867333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4972",1992,5,"AR",3,"Arkansas",2394098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4973",1992,6,"CA",4,"California",30875920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4974",1992,8,"CO",4,"Colorado",3459995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4975",1992,9,"CT",1,"Connecticut",3274997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4976",1992,10,"DE",3,"Delaware",690158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4977",1992,11,"DC",3,"District of Columbia",584183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4978",1992,12,"FL",3,"Florida",13504775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4979",1992,13,"GA",3,"Georgia",6759474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4980",1992,15,"HI",4,"Hawaii",1149926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4981",1992,16,"ID",4,"Idaho",1066490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4982",1992,17,"IL",2,"Illinois",11635197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4983",1992,18,"IN",2,"Indiana",5648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
"4984",1992,19,"IA",2,"Iowa",2806923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T"
