"","YEAR","STATEID","STATE","REGION","state_name","Population","CAPRATE","CAPOP","CAPDES","gender"
"1260",2001,21,"KY",3,"Kentucky",4068775,10985,10757,NA,"M"
"1261",2001,22,"LA",3,"Louisiana",4460400,18622,18941,NA,"M"
"1262",2001,23,"ME",1,"Maine",1284295,1381,1573,1407,"M"
"1263",2001,24,"MD",3,"Maryland",5374009,NA,22658,NA,"M"
"1264",2001,25,"MA",1,"Massachusetts",6411336,NA,NA,8365,"M"
"1265",2001,26,"MI",2,"Michigan",10005334,NA,47147,NA,"M"
"1266",2001,27,"MN",2,"Minnesota",4982180,6216,6216,6216,"M"
"1267",2001,28,"MS",3,"Mississippi",2853090,NA,NA,NA,"M"
"1268",2001,29,"MO",2,"Missouri",5642852,NA,26889,NA,"M"
"1269",2001,30,"MT",4,"Montana",905782,NA,1300,850,"M"
"1270",2001,31,"NE",2,"Nebraska",1717672,NA,3750,3192,"M"
"1271",2001,32,"NV",4,"Nevada",2094338,9696,NA,7669,"M"
"1272",2001,33,"NH",1,"New Hampshire",1256685,2261,2066,2041,"M"
"1273",2001,34,"NJ",1,"New Jersey",8488427,NA,NA,16389,"M"
"1274",2001,35,"NM",4,"New Mexico",1828437,5519,5519,5384,"M"
"1275",2001,36,"NY",1,"New York",19087486,58593,61197,51797,"M"
"1276",2001,37,"NC",3,"North Carolina",8202468,27468,NA,27468,"M"
"1277",2001,38,"ND",2,"North Dakota",636225,910,857,910,"M"
"1278",2001,39,"OH",2,"Ohio",11395572,37403,NA,NA,"M"
"1279",2001,40,"OK",3,"Oklahoma",3463996,NA,20770,NA,"M"
"1280",2001,41,"OR",4,"Oregon",3469878,NA,10611,10321,"M"
"1281",2001,42,"PA",1,"Pennsylvania",12296977,31955,31955,24648,"M"
"1282",2001,44,"RI",1,"Rhode Island",1057707,3355,3355,3563,"M"
"1283",2001,45,"SC",3,"South Carolina",4062301,NA,21688,20463,"M"
"1284",2001,46,"SD",2,"South Dakota",758803,NA,2483,NA,"M"
"1285",2001,47,"TN",3,"Tennessee",5754748,17171,16766,NA,"M"
"1286",2001,48,"TX",3,"Texas",21330190,142578,139251,142578,"M"
"1287",2001,49,"UT",4,"Utah",2290966,NA,4006,4213,"M"
"1288",2001,50,"VT",1,"Vermont",611889,1266,1316,1175,"M"
"1289",2001,51,"VA",3,"Virginia",7191579,29952,NA,NA,"M"
"1290",2001,53,"WA",4,"Washington",5988346,9404,12139,12139,"M"
"1291",2001,54,"WV",3,"West Virginia",1798190,NA,3320,2970,"M"
"1292",2001,55,"WI",2,"Wisconsin",5408099,NA,12820,NA,"M"
"1293",2001,56,"WY",4,"Wyoming",492976,998,946,1029,"M"
"1294",2001,60,"ST",7,"State prison total",NA,514588,820092,556385,"M"
"1295",2001,70,"US",5,"US prison total (state+federal)",NA,606799,820092,556385,"M"
"1296",2001,99,"FE",6,"Federal BOP",NA,92211,NA,NA,"M"
"1297",2002,1,"AL",3,"Alabama",4471462,NA,NA,11688,"M"
"1298",2002,2,"AK",4,"Alaska",641974,2801,2895,NA,"M"
"1299",2002,4,"AZ",4,"Arizona",5451472,23786,26910,22988,"M"
"1300",2002,5,"AR",3,"Arkansas",2704471,11187,11404,10599,"M"
"1301",2002,6,"CA",4,"California",34867773,NA,145363,74357,"M"
"1302",2002,8,"CO",4,"Colorado",4502883,NA,12738,11494,"M"
"1303",2002,9,"CT",1,"Connecticut",3448145,NA,NA,NA,"M"
"1304",2002,10,"DE",3,"Delaware",804636,NA,3934,2920,"M"
"1305",2002,11,"DC",3,"District of Columbia",579736,NA,NA,NA,"M"
"1306",2002,12,"FL",3,"Florida",16675166,NA,73852,54414,"M"
"1307",2002,13,"GA",3,"Georgia",8582756,NA,44323,NA,"M"
"1308",2002,15,"HI",4,"Hawaii",1226410,NA,3406,NA,"M"
"1309",2002,16,"ID",4,"Idaho",1341704,5387,5073,4269,"M"
"1310",2002,17,"IL",2,"Illinois",12557032,29301,29301,25232,"M"
"1311",2002,18,"IN",2,"Indiana",6148648,14736,19378,NA,"M"
"1312",2002,19,"IA",2,"Iowa",2929379,6229,6229,6229,"M"
"1313",2002,20,"KS",2,"Kansas",2711741,8482,NA,NA,"M"
"1314",2002,21,"KY",3,"Kentucky",4090824,NA,11444,NA,"M"
"1315",2002,22,"LA",3,"Louisiana",4465089,18654,19040,NA,"M"
"1316",2002,23,"ME",1,"Maine",1293181,1697,1697,1697,"M"
"1317",2002,24,"MD",3,"Maryland",5437880,NA,22990,NA,"M"
"1318",2002,25,"MA",1,"Massachusetts",6440762,NA,NA,7129,"M"
"1319",2002,26,"MI",2,"Michigan",10039223,NA,49059,NA,"M"
"1320",2002,27,"MN",2,"Minnesota",5017355,6642,6642,6642,"M"
"1321",2002,28,"MS",3,"Mississippi",2858076,NA,21011,NA,"M"
"1322",2002,29,"MO",2,"Missouri",5679158,NA,28169,NA,"M"
"1323",2002,30,"MT",4,"Montana",909722,NA,1400,NA,"M"
"1324",2002,31,"NE",2,"Nebraska",1724577,NA,3750,3000,"M"
"1325",2002,32,"NV",4,"Nevada",2165828,9670,NA,7672,"M"
"1326",2002,33,"NH",1,"New Hampshire",1270962,2261,2066,2041,"M"
"1327",2002,34,"NJ",1,"New Jersey",8543281,NA,NA,16389,"M"
"1328",2002,35,"NM",4,"New Mexico",1849187,5628,5628,5374,"M"
"1329",2002,36,"NY",1,"New York",19161568,58056,60322,51542,"M"
"1330",2002,37,"NC",3,"North Carolina",8311105,NA,28284,NA,"M"
"1331",2002,38,"ND",2,"North Dakota",633210,910,857,910,"M"
"1332",2002,39,"OH",2,"Ohio",11420660,34023,NA,NA,"M"
"1333",2002,40,"OK",3,"Oklahoma",3483149,NA,21038,NA,"M"
"1334",2002,41,"OR",4,"Oregon",3516661,NA,10841,10841,"M"
"1335",2002,42,"PA",1,"Pennsylvania",12324237,32849,32849,25635,"M"
"1336",2002,44,"RI",1,"Rhode Island",1066919,3567,3567,3713,"M"
"1337",2002,45,"SC",3,"South Carolina",4102227,NA,21010,21231,"M"
"1338",2002,46,"SD",2,"South Dakota",761633,NA,2587,NA,"M"
"1339",2002,47,"TN",3,"Tennessee",5802304,17923,17511,NA,"M"
"1340",2002,48,"TX",3,"Texas",21705766,145285,141922,145285,"M"
"1341",2002,49,"UT",4,"Utah",2334425,NA,3916,4123,"M"
"1342",2002,50,"VT",1,"Vermont",614753,1286,1286,1226,"M"
"1343",2002,51,"VA",3,"Virginia",7277452,28658,NA,NA,"M"
"1344",2002,53,"WA",4,"Washington",6056348,9404,12139,12139,"M"
"1345",2002,54,"WV",3,"West Virginia",1799219,NA,3320,2970,"M"
"1346",2002,55,"WI",2,"Wisconsin",5446571,NA,14418,NA,"M"
"1347",2002,56,"WY",4,"Wyoming",496930,995,945,1029,"M"
"1348",2002,60,"ST",7,"State prison total",NA,479417,931108,554778,"M"
"1349",2002,70,"US",5,"US prison total (state+federal)",NA,575192,931108,554778,"M"
"1350",2002,99,"FE",6,"Federal BOP",NA,95775,NA,NA,"M"
"1351",2003,1,"AL",3,"Alabama",4489876,NA,23676,11693,"M"
"1352",2003,2,"AK",4,"Alaska",647671,NA,3098,3098,"M"
"1353",2003,4,"AZ",4,"Arizona",5590820,24480,27882,22988,"M"
"1354",2003,5,"AR",3,"Arkansas",2722804,12009,11792,11107,"M"
"1355",2003,6,"CA",4,"California",35236589,NA,147356,74657,"M"
"1356",2003,8,"CO",4,"Colorado",4545766,NA,12785,11513,"M"
"1357",2003,9,"CT",1,"Connecticut",3468319,NA,NA,NA,"M"
"1358",2003,10,"DE",3,"Delaware",815525,NA,5039,4023,"M"
"1359",2003,11,"DC",3,"District of Columbia",577844,NA,NA,NA,"M"
"1360",2003,12,"FL",3,"Florida",16974177,NA,75849,56130,"M"
"1361",2003,13,"GA",3,"Georgia",8727810,NA,44099,NA,"M"
"1362",2003,15,"HI",4,"Hawaii",1231632,NA,3487,2451,"M"
"1363",2003,16,"ID",4,"Idaho",1363672,5387,5073,4269,"M"
"1364",2003,17,"IL",2,"Illinois",12599246,29384,29384,25315,"M"
"1365",2003,18,"IN",2,"Indiana",6184552,15632,21054,NA,"M"
"1366",2003,19,"IA",2,"Iowa",2934585,6229,6229,6229,"M"
"1367",2003,20,"KS",2,"Kansas",2720361,8524,NA,NA,"M"
"1368",2003,21,"KY",3,"Kentucky",4117691,NA,11557,NA,"M"
"1369",2003,22,"LA",3,"Louisiana",4473198,18474,19060,NA,"M"
"1370",2003,23,"ME",1,"Maine",1302365,1697,1697,1697,"M"
"1371",2003,24,"MD",3,"Maryland",5491971,NA,22507,NA,"M"
"1372",2003,25,"MA",1,"Massachusetts",6455028,NA,NA,7129,"M"
"1373",2003,26,"MI",2,"Michigan",10072219,NA,47797,NA,"M"
"1374",2003,27,"MN",2,"Minnesota",5050393,NA,7173,NA,"M"
"1375",2003,28,"MS",3,"Mississippi",2866386,21737,21737,21737,"M"
"1376",2003,29,"MO",2,"Missouri",5713051,NA,29089,NA,"M"
"1377",2003,30,"MT",4,"Montana",916620,NA,1400,NA,"M"
"1378",2003,31,"NE",2,"Nebraska",1733099,NA,3625,2900,"M"
"1379",2003,32,"NV",4,"Nevada",2236378,10270,9908,7677,"M"
"1380",2003,33,"NH",1,"New Hampshire",1282146,2261,2066,2041,"M"
"1381",2003,34,"NJ",1,"New Jersey",8585567,NA,25165,NA,"M"
"1382",2003,35,"NM",4,"New Mexico",1868121,5774,5774,5374,"M"
"1383",2003,36,"NY",1,"New York",19235015,57218,59394,50954,"M"
"1384",2003,37,"NC",3,"North Carolina",8399815,28581,NA,NA,"M"
"1385",2003,38,"ND",2,"North Dakota",631680,910,857,910,"M"
"1386",2003,39,"OH",2,"Ohio",11450398,34279,NA,NA,"M"
"1387",2003,40,"OK",3,"Oklahoma",3495502,21161,NA,NA,"M"
"1388",2003,41,"OR",4,"Oregon",3551290,NA,11415,11415,"M"
"1389",2003,42,"PA",1,"Pennsylvania",12360988,32486,32486,24996,"M"
"1390",2003,44,"RI",1,"Rhode Island",1072453,3577,3577,3737,"M"
"1391",2003,45,"SC",3,"South Carolina",4141080,NA,22274,NA,"M"
"1392",2003,46,"SD",2,"South Dakota",765980,2894,NA,NA,"M"
"1393",2003,47,"TN",3,"Tennessee",5856712,18907,18490,NA,"M"
"1394",2003,48,"TX",3,"Texas",22048452,144394,140979,144394,"M"
"1395",2003,49,"UT",4,"Utah",2378255,NA,4258,4458,"M"
"1396",2003,50,"VT",1,"Vermont",616700,1491,1491,1358,"M"
"1397",2003,51,"VA",3,"Virginia",7352164,28799,NA,NA,"M"
"1398",2003,53,"WA",4,"Washington",6108738,11392,13623,13623,"M"
"1399",2003,54,"WV",3,"West Virginia",1802916,3061,3509,3061,"M"
"1400",2003,55,"WI",2,"Wisconsin",5479542,NA,14798,NA,"M"
"1401",2003,56,"WY",4,"Wyoming",498865,1074,1040,1049,"M"
"1402",2003,60,"ST",7,"State prison total",NA,552082,953549,541983,"M"
"1403",2003,70,"US",5,"US prison total (state+federal)",NA,649771,953549,541983,"M"
"1404",2003,99,"FE",6,"Federal BOP",NA,97689,NA,NA,"M"
"1405",2004,1,"AL",3,"Alabama",4510588,NA,24256,11838,"M"
"1406",2004,2,"AK",4,"Alaska",659305,NA,3098,3098,"M"
"1407",2004,4,"AZ",4,"Arizona",5758692,27948,31222,23788,"M"
"1408",2004,5,"AR",3,"Arkansas",2746215,12307,12090,11502,"M"
"1409",2004,6,"CA",4,"California",35538256,NA,149674,75060,"M"
"1410",2004,8,"CO",4,"Colorado",4595674,NA,12773,11545,"M"
"1411",2004,9,"CT",1,"Connecticut",3474379,NA,NA,NA,"M"
"1412",2004,10,"DE",3,"Delaware",827154,6087,5039,4023,"M"
"1413",2004,11,"DC",3,"District of Columbia",579890,NA,NA,NA,"M"
"1414",2004,12,"FL",3,"Florida",17366358,NA,79057,58835,"M"
"1415",2004,13,"GA",3,"Georgia",8907292,NA,46226,NA,"M"
"1416",2004,15,"HI",4,"Hawaii",1246872,NA,3487,2451,"M"
"1417",2004,16,"ID",4,"Idaho",1391127,5939,5902,5939,"M"
"1418",2004,17,"IL",2,"Illinois",12644218,30559,30559,25315,"M"
"1419",2004,18,"IN",2,"Indiana",6214844,15526,20789,NA,"M"
"1420",2004,19,"IA",2,"Iowa",2942311,6416,7285,6416,"M"
"1421",2004,20,"KS",2,"Kansas",2729378,8524,NA,NA,"M"
"1422",2004,21,"KY",3,"Kentucky",4145777,11575,11575,11575,"M"
"1423",2004,22,"LA",3,"Louisiana",4487246,18484,18694,NA,"M"
"1424",2004,23,"ME",1,"Maine",1307227,1697,1697,1697,"M"
"1425",2004,24,"MD",3,"Maryland",5537913,NA,22529,NA,"M"
"1426",2004,25,"MA",1,"Massachusetts",6452636,NA,NA,7186,"M"
"1427",2004,26,"MI",2,"Michigan",10091511,NA,47370,NA,"M"
"1428",2004,27,"MN",2,"Minnesota",5080031,7577,7577,NA,"M"
"1429",2004,28,"MS",3,"Mississippi",2884920,NA,22180,NA,"M"
"1430",2004,29,"MO",2,"Missouri",5755931,NA,29791,NA,"M"
"1431",2004,30,"MT",4,"Montana",925711,NA,1500,NA,"M"
"1432",2004,31,"NE",2,"Nebraska",1741417,NA,3625,2900,"M"
"1433",2004,32,"NV",4,"Nevada",2327547,9955,9888,7682,"M"
"1434",2004,33,"NH",1,"New Hampshire",1292566,2261,2066,2041,"M"
"1435",2004,34,"NJ",1,"New Jersey",8610474,NA,24656,NA,"M"
"1436",2004,35,"NM",4,"New Mexico",1890215,NA,6016,5596,"M"
"1437",2004,36,"NY",1,"New York",19297907,57063,58489,50964,"M"
"1438",2004,37,"NC",3,"North Carolina",8517909,29364,NA,NA,"M"
"1439",2004,38,"ND",2,"North Dakota",635480,910,857,910,"M"
"1440",2004,39,"OH",2,"Ohio",11465854,32813,NA,NA,"M"
"1441",2004,40,"OK",3,"Oklahoma",3511467,20971,21028,21028,"M"
"1442",2004,41,"OR",4,"Oregon",3573214,NA,11415,11415,"M"
"1443",2004,42,"PA",1,"Pennsylvania",12387357,35408,35408,35408,"M"
"1444",2004,44,"RI",1,"Rhode Island",1075835,3577,3577,3737,"M"
"1445",2004,45,"SC",3,"South Carolina",4196549,NA,21918,NA,"M"
"1446",2004,46,"SD",2,"South Dakota",773087,NA,2881,NA,"M"
"1447",2004,47,"TN",3,"Tennessee",5918897,18907,18490,NA,"M"
"1448",2004,48,"TX",3,"Texas",22408514,145892,142438,145892,"M"
"1449",2004,49,"UT",4,"Utah",2438195,NA,4419,4603,"M"
"1450",2004,50,"VT",1,"Vermont",618120,1560,1560,1227,"M"
"1451",2004,51,"VA",3,"Virginia",7453994,28999,NA,NA,"M"
"1452",2004,53,"WA",4,"Washington",6181646,11260,13718,13718,"M"
"1453",2004,54,"WV",3,"West Virginia",1803462,3253,3701,3253,"M"
"1454",2004,55,"WI",2,"Wisconsin",5512205,NA,16645,NA,"M"
"1455",2004,56,"WY",4,"Wyoming",502742,1097,1069,1049,"M"
"1456",2004,60,"ST",7,"State prison total",NA,578109,998234,593871,"M"
"1457",2004,70,"US",5,"US prison total (state+federal)",NA,687607,998234,593871,"M"
"1458",2004,99,"FE",6,"Federal BOP",NA,109498,NA,NA,"M"
"1459",2005,1,"AL",3,"Alabama",4542912,NA,25206,12444,"M"
"1460",2005,2,"AK",4,"Alaska",667114,2801,2895,NA,"M"
"1461",2005,4,"AZ",4,"Arizona",5973970,25449,30829,27218,"M"
"1462",2005,5,"AR",3,"Arkansas",2776257,12815,12598,12010,"M"
"1463",2005,6,"CA",4,"California",35770688,NA,154013,81360,"M"
"1464",2005,8,"CO",4,"Colorado",4655731,NA,12773,11545,"M"
"1465",2005,9,"CT",1,"Connecticut",3477185,NA,NA,NA,"M"
"1466",2005,10,"DE",3,"Delaware",840296,6162,6120,5050,"M"
"1467",2005,11,"DC",3,"District of Columbia",582049,NA,NA,NA,"M"
"1468",2005,12,"FL",3,"Florida",17773291,NA,82138,61751,"M"
"1469",2005,13,"GA",3,"Georgia",9090479,NA,45159,NA,"M"
"1470",2005,15,"HI",4,"Hawaii",1259147,NA,3487,2451,"M"
"1471",2005,16,"ID",4,"Idaho",1425226,5145,4888,5145,"M"
"1472",2005,17,"IL",2,"Illinois",12672835,31751,31751,27837,"M"
"1473",2005,18,"IN",2,"Indiana",6253142,16307,22013,NA,"M"
"1474",2005,19,"IA",2,"Iowa",2950517,NA,NA,6665,"M"
"1475",2005,20,"KS",2,"Kansas",2739997,8624,NA,NA,"M"
"1476",2005,21,"KY",3,"Kentucky",4179655,11340,11340,NA,"M"
"1477",2005,22,"LA",3,"Louisiana",4495113,18341,18960,NA,"M"
"1478",2005,23,"ME",1,"Maine",1310424,1815,1815,1815,"M"
"1479",2005,24,"MD",3,"Maryland",5576889,NA,21570,NA,"M"
"1480",2005,25,"MA",1,"Massachusetts",6453694,NA,NA,7186,"M"
"1481",2005,26,"MI",2,"Michigan",10092426,NA,47691,NA,"M"
"1482",2005,27,"MN",2,"Minnesota",5106992,NA,7630,NA,"M"
"1483",2005,28,"MS",3,"Mississippi",2899300,NA,22403,NA,"M"
"1484",2005,29,"MO",2,"Missouri",5803587,NA,28363,NA,"M"
"1485",2005,30,"MT",4,"Montana",934656,NA,1397,NA,"M"
"1486",2005,31,"NE",2,"Nebraska",1750772,NA,3625,2900,"M"
"1487",2005,32,"NV",4,"Nevada",2407073,10215,10084,7683,"M"
"1488",2005,33,"NH",1,"New Hampshire",1301050,2300,2500,2150,"M"
"1489",2005,34,"NJ",1,"New Jersey",8619564,NA,24611,NA,"M"
"1490",2005,35,"NM",4,"New Mexico",1914699,NA,6094,5616,"M"
"1491",2005,36,"NY",1,"New York",19329398,56758,58184,51148,"M"
"1492",2005,37,"NC",3,"North Carolina",8655414,NA,NA,29244,"M"
"1493",2005,38,"ND",2,"North Dakota",634528,910,857,910,"M"
"1494",2005,39,"OH",2,"Ohio",11475559,32915,NA,NA,"M"
"1495",2005,40,"OK",3,"Oklahoma",3530037,21489,21489,21489,"M"
"1496",2005,41,"OR",4,"Oregon",3617086,NA,11815,11815,"M"
"1497",2005,42,"PA",1,"Pennsylvania",12415908,36257,36257,36257,"M"
"1498",2005,44,"RI",1,"Rhode Island",1069226,3577,3577,3737,"M"
"1499",2005,45,"SC",3,"South Carolina",4250989,NA,21508,NA,"M"
"1500",2005,46,"SD",2,"South Dakota",778775,NA,3099,NA,"M"
"1501",2005,47,"TN",3,"Tennessee",5997481,18907,18490,NA,"M"
"1502",2005,48,"TX",3,"Texas",22790696,149258,145527,149258,"M"
"1503",2005,49,"UT",4,"Utah",2498863,NA,5674,5858,"M"
"1504",2005,50,"VT",1,"Vermont",618797,1560,1560,1227,"M"
"1505",2005,51,"VA",3,"Virginia",7547753,28999,NA,NA,"M"
"1506",2005,53,"WA",4,"Washington",6258988,11828,13730,13730,"M"
"1507",2005,54,"WV",3,"West Virginia",1804128,3318,3771,3318,"M"
"1508",2005,55,"WI",2,"Wisconsin",5542096,NA,16202,NA,"M"
"1509",2005,56,"WY",4,"Wyoming",506002,1148,1139,1119,"M"
"1510",2005,60,"ST",7,"State prison total",NA,542392,982429,609936,"M"
"1511",2005,70,"US",5,"US prison total (state+federal)",NA,661763,982429,609936,"M"
"1512",2005,99,"FE",6,"Federal BOP",NA,119371,NA,NA,"M"
"1513",2006,1,"AL",3,"Alabama",4594911,NA,25310,11949,"M"
"1514",2006,2,"AK",4,"Alaska",675322,2801,2895,NA,"M"
"1515",2006,4,"AZ",4,"Arizona",6190987,28540,32361,26801,"M"
"1516",2006,5,"AR",3,"Arkansas",2814910,11640,12228,11640,"M"
"1517",2006,6,"CA",4,"California",35947461,NA,156818,77741,"M"
"1518",2006,8,"CO",4,"Colorado",4747872,NA,12789,11515,"M"
"1519",2006,9,"CT",1,"Connecticut",3484531,NA,NA,NA,"M"
"1520",2006,10,"DE",3,"Delaware",853301,5401,5039,4223,"M"
"1521",2006,11,"DC",3,"District of Columbia",583841,NA,NA,NA,"M"
"1522",2006,12,"FL",3,"Florida",18076361,NA,85111,64034,"M"
"1523",2006,13,"GA",3,"Georgia",9323575,NA,52077,NA,"M"
"1524",2006,15,"HI",4,"Hawaii",1269228,NA,3487,2451,"M"
"1525",2006,16,"ID",4,"Idaho",1463631,5452,5179,5452,"M"
"1526",2006,17,"IL",2,"Illinois",12714588,31921,31921,28038,"M"
"1527",2006,18,"IN",2,"Indiana",6300341,NA,22691,NA,"M"
"1528",2006,19,"IA",2,"Iowa",2965203,NA,NA,6683,"M"
"1529",2006,20,"KS",2,"Kansas",2754018,8649,NA,NA,"M"
"1530",2006,21,"KY",3,"Kentucky",4216783,NA,12580,NA,"M"
"1531",2006,22,"LA",3,"Louisiana",4237693,19670,19190,NA,"M"
"1532",2006,23,"ME",1,"Maine",1313479,1815,1815,1815,"M"
"1533",2006,24,"MD",3,"Maryland",5605552,NA,22350,NA,"M"
"1534",2006,25,"MA",1,"Massachusetts",6466069,NA,NA,7210,"M"
"1535",2006,26,"MI",2,"Michigan",10082414,NA,49762,NA,"M"
"1536",2006,27,"MN",2,"Minnesota",5147857,NA,7382,NA,"M"
"1537",2006,28,"MS",3,"Mississippi",2896691,NA,22116,22116,"M"
"1538",2006,29,"MO",2,"Missouri",5857974,NA,28297,NA,"M"
"1539",2006,30,"MT",4,"Montana",946059,NA,1467,NA,"M"
"1540",2006,31,"NE",2,"Nebraska",1759327,NA,3625,2900,"M"
"1541",2006,32,"NV",4,"Nevada",2491122,10215,10084,7683,"M"
"1542",2006,33,"NH",1,"New Hampshire",1311184,2214,NA,2214,"M"
"1543",2006,34,"NJ",1,"New Jersey",8619354,NA,22245,16228,"M"
"1544",2006,35,"NM",4,"New Mexico",1940631,NA,6072,5616,"M"
"1545",2006,36,"NY",1,"New York",19353588,56816,58242,54908,"M"
"1546",2006,37,"NC",3,"North Carolina",8853849,NA,33366,NA,"M"
"1547",2006,38,"ND",2,"North Dakota",636019,910,857,910,"M"
"1548",2006,39,"OH",2,"Ohio",11490596,34875,NA,NA,"M"
"1549",2006,40,"OK",3,"Oklahoma",3571612,22267,22267,22267,"M"
"1550",2006,41,"OR",4,"Oregon",3675743,NA,12196,12196,"M"
"1551",2006,42,"PA",1,"Pennsylvania",12466485,36457,36457,36457,"M"
"1552",2006,44,"RI",1,"Rhode Island",1064193,3577,3577,3737,"M"
"1553",2006,45,"SC",3,"South Carolina",4334146,NA,21786,NA,"M"
"1554",2006,46,"SD",2,"South Dakota",786973,NA,3192,NA,"M"
"1555",2006,47,"TN",3,"Tennessee",6090290,18907,18490,NA,"M"
"1556",2006,48,"TX",3,"Texas",23356591,149719,146113,149719,"M"
"1557",2006,49,"UT",4,"Utah",2582234,NA,5900,6086,"M"
"1558",2006,50,"VT",1,"Vermont",619916,1560,1560,1227,"M"
"1559",2006,51,"VA",3,"Virginia",7633859,29382,NA,NA,"M"
"1560",2006,53,"WA",4,"Washington",6371097,12007,13830,13830,"M"
"1561",2006,54,"WV",3,"West Virginia",1808136,3318,3891,3438,"M"
"1562",2006,55,"WI",2,"Wisconsin",5571510,NA,16289,NA,"M"
"1563",2006,56,"WY",4,"Wyoming",512664,1213,1153,1150,"M"
"1564",2006,60,"ST",7,"State prison total",NA,499326,1054057,622234,"M"
"1565",2006,70,"US",5,"US prison total (state+federal)",NA,618569,1054057,622234,"M"
"1566",2006,99,"FE",6,"Federal BOP",NA,119243,NA,NA,"M"
"1567",2007,1,"AL",3,"Alabama",4634063,NA,25686,12571,"M"
"1568",2007,2,"AK",4,"Alaska",679893,2801,2895,NA,"M"
"1569",2007,4,"AZ",4,"Arizona",6360238,26347,35898,31514,"M"
"1570",2007,5,"AR",3,"Arkansas",2841595,12113,12677,12015,"M"
"1571",2007,6,"CA",4,"California",36185908,NA,154360,77627,"M"
"1572",2007,8,"CO",4,"Colorado",4837229,NA,13328,11515,"M"
"1573",2007,9,"CT",1,"Connecticut",3488084,NA,NA,NA,"M"
"1574",2007,10,"DE",3,"Delaware",865314,6699,6437,5119,"M"
"1575",2007,11,"DC",3,"District of Columbia",585916,NA,NA,NA,"M"
"1576",2007,12,"FL",3,"Florida",18262096,NA,88556,67057,"M"
"1577",2007,13,"GA",3,"Georgia",9526642,NA,53809,NA,"M"
"1578",2007,15,"HI",4,"Hawaii",1269796,NA,3487,2451,"M"
"1579",2007,16,"ID",4,"Idaho",1498390,5705,5420,5705,"M"
"1580",2007,17,"IL",2,"Illinois",12775864,32235,32235,28352,"M"
"1581",2007,18,"IN",2,"Indiana",6344771,NA,22860,NA,"M"
"1582",2007,19,"IA",2,"Iowa",2979867,NA,NA,6698,"M"
"1583",2007,20,"KS",2,"Kansas",2773740,8553,NA,NA,"M"
"1584",2007,21,"KY",3,"Kentucky",4254513,NA,12540,12853,"M"
"1585",2007,22,"LA",3,"Louisiana",4373448,19292,19509,NA,"M"
"1586",2007,23,"ME",1,"Maine",1315749,1815,1815,1815,"M"
"1587",2007,24,"MD",3,"Maryland",5627211,NA,21974,NA,"M"
"1588",2007,25,"MA",1,"Massachusetts",6499672,NA,NA,7283,"M"
"1589",2007,26,"MI",2,"Michigan",10051145,NA,49118,NA,"M"
"1590",2007,27,"MN",2,"Minnesota",5191267,NA,7234,NA,"M"
"1591",2007,28,"MS",3,"Mississippi",2920312,NA,22725,22725,"M"
"1592",2007,29,"MO",2,"Missouri",5905750,NA,28363,NA,"M"
"1593",2007,30,"MT",4,"Montana",957123,NA,1387,NA,"M"
"1594",2007,31,"NE",2,"Nebraska",1768745,NA,3625,2900,"M"
"1595",2007,32,"NV",4,"Nevada",2564816,11061,10811,8326,"M"
"1596",2007,33,"NH",1,"New Hampshire",1316496,2375,2850,2123,"M"
"1597",2007,34,"NJ",1,"New Jersey",8630810,NA,22235,16228,"M"
"1598",2007,35,"NM",4,"New Mexico",1966357,NA,6324,5850,"M"
"1599",2007,36,"NY",1,"New York",19419540,57128,58244,54914,"M"
"1600",2007,37,"NC",3,"North Carolina",9047856,31080,35745,NA,"M"
"1601",2007,38,"ND",2,"North Dakota",637534,910,857,910,"M"
"1602",2007,39,"OH",2,"Ohio",11518989,35585,NA,NA,"M"
"1603",2007,40,"OK",3,"Oklahoma",3608759,22161,22161,22161,"M"
"1604",2007,41,"OR",4,"Oregon",3730833,NA,12196,12196,"M"
"1605",2007,42,"PA",1,"Pennsylvania",12517701,39412,39412,39412,"M"
"1606",2007,44,"RI",1,"Rhode Island",1059706,3705,3705,3916,"M"
"1607",2007,45,"SC",3,"South Carolina",4417059,NA,22260,NA,"M"
"1608",2007,46,"SD",2,"South Dakota",795521,NA,3085,NA,"M"
"1609",2007,47,"TN",3,"Tennessee",6172788,19043,18624,NA,"M"
"1610",2007,48,"TX",3,"Texas",23824518,149943,146268,149943,"M"
"1611",2007,49,"UT",4,"Utah",2662908,NA,5993,6197,"M"
"1612",2007,50,"VT",1,"Vermont",620438,1560,1560,1227,"M"
"1613",2007,51,"VA",3,"Virginia",7705466,30306,NA,NA,"M"
"1614",2007,53,"WA",4,"Washington",6464167,12550,14218,14218,"M"
"1615",2007,54,"WV",3,"West Virginia",1812295,3642,4469,3642,"M"
"1616",2007,55,"WI",2,"Wisconsin",5601508,NA,16260,NA,"M"
"1617",2007,56,"WY",4,"Wyoming",523226,1213,1153,1150,"M"
"1618",2007,60,"ST",7,"State prison total",NA,537234,1074368,650613,"M"
"1619",2007,70,"US",5,"US prison total (state+federal)",NA,659695,1074368,650613,"M"
"1620",2007,99,"FE",6,"Federal BOP",NA,122461,NA,NA,"M"
"1621",2008,1,"AL",3,"Alabama",4673889,NA,NA,12511,"M"
"1622",2008,2,"AK",4,"Alaska",685532,2801,2895,NA,"M"
"1623",2008,4,"AZ",4,"Arizona",6499207,32226,35275,34205,"M"
