"","YEAR","STATEID","STATE","REGION","state_name","Population","CAPRATE","CAPOP","CAPDES","gender"
"2715",1989,18,"IN",2,"Indiana",5544159,NA,NA,NA,"F"
"2716",1989,19,"IA",2,"Iowa",2776755,NA,NA,NA,"F"
"2717",1989,20,"KS",2,"Kansas",2477574,NA,NA,NA,"F"
"2718",1989,21,"KY",3,"Kentucky",3685296,NA,NA,NA,"F"
"2719",1989,22,"LA",3,"Louisiana",4219973,NA,NA,NA,"F"
"2720",1989,23,"ME",1,"Maine",1227928,NA,NA,NA,"F"
"2721",1989,24,"MD",3,"Maryland",4781468,NA,NA,NA,"F"
"2722",1989,25,"MA",1,"Massachusetts",6016425,NA,NA,NA,"F"
"2723",1989,26,"MI",2,"Michigan",9295297,NA,NA,NA,"F"
"2724",1989,27,"MN",2,"Minnesota",4375099,NA,NA,NA,"F"
"2725",1989,28,"MS",3,"Mississippi",2573216,NA,NA,NA,"F"
"2726",1989,29,"MO",2,"Missouri",5117073,NA,NA,NA,"F"
"2727",1989,30,"MT",4,"Montana",799065,NA,NA,NA,"F"
"2728",1989,31,"NE",2,"Nebraska",1578385,NA,NA,NA,"F"
"2729",1989,32,"NV",4,"Nevada",1201833,NA,NA,NA,"F"
"2730",1989,33,"NH",1,"New Hampshire",1109252,NA,NA,NA,"F"
"2731",1989,34,"NJ",1,"New Jersey",7730188,NA,NA,NA,"F"
"2732",1989,35,"NM",4,"New Mexico",1515069,NA,NA,NA,"F"
"2733",1989,36,"NY",1,"New York",17990455,NA,NA,NA,"F"
"2734",1989,37,"NC",3,"North Carolina",6628637,NA,NA,NA,"F"
"2735",1989,38,"ND",2,"North Dakota",638800,NA,NA,NA,"F"
"2736",1989,39,"OH",2,"Ohio",10847115,NA,NA,NA,"F"
"2737",1989,40,"OK",3,"Oklahoma",3145585,NA,NA,NA,"F"
"2738",1989,41,"OR",4,"Oregon",2842321,NA,NA,NA,"F"
"2739",1989,42,"PA",1,"Pennsylvania",11881643,NA,NA,NA,"F"
"2740",1989,44,"RI",1,"Rhode Island",1003464,NA,NA,NA,"F"
"2741",1989,45,"SC",3,"South Carolina",3486703,NA,NA,NA,"F"
"2742",1989,46,"SD",2,"South Dakota",696004,NA,NA,NA,"F"
"2743",1989,47,"TN",3,"Tennessee",4877185,NA,NA,NA,"F"
"2744",1989,48,"TX",3,"Texas",16986510,NA,NA,NA,"F"
"2745",1989,49,"UT",4,"Utah",1722850,NA,NA,NA,"F"
"2746",1989,50,"VT",1,"Vermont",562758,NA,NA,NA,"F"
"2747",1989,51,"VA",3,"Virginia",6187358,NA,NA,NA,"F"
"2748",1989,53,"WA",4,"Washington",4866692,NA,NA,NA,"F"
"2749",1989,54,"WV",3,"West Virginia",1793477,NA,NA,NA,"F"
"2750",1989,55,"WI",2,"Wisconsin",4891769,NA,NA,NA,"F"
"2751",1989,56,"WY",4,"Wyoming",453588,NA,NA,NA,"F"
"2752",1989,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"2753",1989,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"2754",1989,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"2755",1990,1,"AL",3,"Alabama",4048526,NA,NA,NA,"F"
"2756",1990,2,"AK",4,"Alaska",553120,NA,NA,NA,"F"
"2757",1990,4,"AZ",4,"Arizona",3679056,NA,NA,NA,"F"
"2758",1990,5,"AR",3,"Arkansas",2354343,NA,NA,NA,"F"
"2759",1990,6,"CA",4,"California",29950111,NA,NA,NA,"F"
"2760",1990,8,"CO",4,"Colorado",3303862,NA,NA,NA,"F"
"2761",1990,9,"CT",1,"Connecticut",3289056,NA,NA,NA,"F"
"2762",1990,10,"DE",3,"Delaware",669063,NA,NA,NA,"F"
"2763",1990,11,"DC",3,"District of Columbia",603814,NA,NA,NA,"F"
"2764",1990,12,"FL",3,"Florida",13018365,NA,NA,NA,"F"
"2765",1990,13,"GA",3,"Georgia",6506531,NA,NA,NA,"F"
"2766",1990,15,"HI",4,"Hawaii",1112703,NA,NA,NA,"F"
"2767",1990,16,"ID",4,"Idaho",1011882,NA,NA,NA,"F"
"2768",1990,17,"IL",2,"Illinois",11446979,NA,NA,NA,"F"
"2769",1990,18,"IN",2,"Indiana",5555097,NA,NA,NA,"F"
"2770",1990,19,"IA",2,"Iowa",2779769,NA,NA,NA,"F"
"2771",1990,20,"KS",2,"Kansas",2480683,NA,NA,NA,"F"
"2772",1990,21,"KY",3,"Kentucky",3692584,NA,NA,NA,"F"
"2773",1990,22,"LA",3,"Louisiana",4219179,NA,NA,NA,"F"
"2774",1990,23,"ME",1,"Maine",1231296,NA,NA,NA,"F"
"2775",1990,24,"MD",3,"Maryland",4797431,NA,NA,NA,"F"
"2776",1990,25,"MA",1,"Massachusetts",6018664,NA,NA,NA,"F"
"2777",1990,26,"MI",2,"Michigan",9310462,NA,NA,NA,"F"
"2778",1990,27,"MN",2,"Minnesota",4387283,NA,NA,NA,"F"
"2779",1990,28,"MS",3,"Mississippi",2577426,NA,NA,NA,"F"
"2780",1990,29,"MO",2,"Missouri",5126370,NA,NA,NA,"F"
"2781",1990,30,"MT",4,"Montana",799824,NA,NA,NA,"F"
"2782",1990,31,"NE",2,"Nebraska",1580664,NA,NA,NA,"F"
"2783",1990,32,"NV",4,"Nevada",1218629,NA,NA,NA,"F"
"2784",1990,33,"NH",1,"New Hampshire",1111831,NA,NA,NA,"F"
"2785",1990,34,"NJ",1,"New Jersey",7757158,NA,NA,NA,"F"
"2786",1990,35,"NM",4,"New Mexico",1519933,NA,NA,NA,"F"
"2787",1990,36,"NY",1,"New York",18002855,NA,NA,NA,"F"
"2788",1990,37,"NC",3,"North Carolina",6656987,NA,NA,NA,"F"
"2789",1990,38,"ND",2,"North Dakota",637364,NA,NA,NA,"F"
"2790",1990,39,"OH",2,"Ohio",10861837,NA,NA,NA,"F"
"2791",1990,40,"OK",3,"Oklahoma",3147105,NA,NA,NA,"F"
"2792",1990,41,"OR",4,"Oregon",2858547,NA,NA,NA,"F"
"2793",1990,42,"PA",1,"Pennsylvania",11895604,NA,NA,NA,"F"
"2794",1990,44,"RI",1,"Rhode Island",1004649,NA,NA,NA,"F"
"2795",1990,45,"SC",3,"South Carolina",3499064,NA,NA,NA,"F"
"2796",1990,46,"SD",2,"South Dakota",696667,NA,NA,NA,"F"
"2797",1990,47,"TN",3,"Tennessee",4890626,NA,NA,NA,"F"
"2798",1990,48,"TX",3,"Texas",17044714,NA,NA,NA,"F"
"2799",1990,49,"UT",4,"Utah",1729722,NA,NA,NA,"F"
"2800",1990,50,"VT",1,"Vermont",564526,NA,NA,NA,"F"
"2801",1990,51,"VA",3,"Virginia",6213526,NA,NA,NA,"F"
"2802",1990,53,"WA",4,"Washington",4900780,NA,NA,NA,"F"
"2803",1990,54,"WV",3,"West Virginia",1792481,NA,NA,NA,"F"
"2804",1990,55,"WI",2,"Wisconsin",4902265,NA,NA,NA,"F"
"2805",1990,56,"WY",4,"Wyoming",453401,NA,NA,NA,"F"
"2806",1990,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"2807",1990,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"2808",1990,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"2809",1991,1,"AL",3,"Alabama",4091397,NA,NA,NA,"F"
"2810",1991,2,"AK",4,"Alaska",569273,NA,NA,NA,"F"
"2811",1991,4,"AZ",4,"Arizona",3762394,NA,NA,NA,"F"
"2812",1991,5,"AR",3,"Arkansas",2370666,NA,NA,NA,"F"
"2813",1991,6,"CA",4,"California",30414114,NA,NA,NA,"F"
"2814",1991,8,"CO",4,"Colorado",3367567,NA,NA,NA,"F"
"2815",1991,9,"CT",1,"Connecticut",3288640,NA,NA,NA,"F"
"2816",1991,10,"DE",3,"Delaware",680495,NA,NA,NA,"F"
"2817",1991,11,"DC",3,"District of Columbia",593239,NA,NA,NA,"F"
"2818",1991,12,"FL",3,"Florida",13289497,NA,NA,NA,"F"
"2819",1991,13,"GA",3,"Georgia",6621279,NA,NA,NA,"F"
"2820",1991,15,"HI",4,"Hawaii",1131412,NA,NA,NA,"F"
"2821",1991,16,"ID",4,"Idaho",1038915,NA,NA,NA,"F"
"2822",1991,17,"IL",2,"Illinois",11535973,NA,NA,NA,"F"
"2823",1991,18,"IN",2,"Indiana",5602062,NA,NA,NA,"F"
"2824",1991,19,"IA",2,"Iowa",2791227,NA,NA,NA,"F"
"2825",1991,20,"KS",2,"Kansas",2495209,NA,NA,NA,"F"
"2826",1991,21,"KY",3,"Kentucky",3714686,NA,NA,NA,"F"
"2827",1991,22,"LA",3,"Louisiana",4240950,NA,NA,NA,"F"
"2828",1991,23,"ME",1,"Maine",1235439,NA,NA,NA,"F"
"2829",1991,24,"MD",3,"Maryland",4856176,NA,NA,NA,"F"
"2830",1991,25,"MA",1,"Massachusetts",5998652,NA,NA,NA,"F"
"2831",1991,26,"MI",2,"Michigan",9395022,NA,NA,NA,"F"
"2832",1991,27,"MN",2,"Minnesota",4427429,NA,NA,NA,"F"
"2833",1991,28,"MS",3,"Mississippi",2591230,NA,NA,NA,"F"
"2834",1991,29,"MO",2,"Missouri",5157770,NA,NA,NA,"F"
"2835",1991,30,"MT",4,"Montana",807837,NA,NA,NA,"F"
"2836",1991,31,"NE",2,"Nebraska",1590805,NA,NA,NA,"F"
"2837",1991,32,"NV",4,"Nevada",1285046,NA,NA,NA,"F"
"2838",1991,33,"NH",1,"New Hampshire",1107055,NA,NA,NA,"F"
"2839",1991,34,"NJ",1,"New Jersey",7784269,NA,NA,NA,"F"
"2840",1991,35,"NM",4,"New Mexico",1547115,NA,NA,NA,"F"
"2841",1991,36,"NY",1,"New York",18029532,NA,NA,NA,"F"
"2842",1991,37,"NC",3,"North Carolina",6748135,NA,NA,NA,"F"
"2843",1991,38,"ND",2,"North Dakota",634199,NA,NA,NA,"F"
"2844",1991,39,"OH",2,"Ohio",10933683,NA,NA,NA,"F"
"2845",1991,40,"OK",3,"Oklahoma",3166471,NA,NA,NA,"F"
"2846",1991,41,"OR",4,"Oregon",2918745,NA,NA,NA,"F"
"2847",1991,42,"PA",1,"Pennsylvania",11943160,NA,NA,NA,"F"
"2848",1991,44,"RI",1,"Rhode Island",1003990,NA,NA,NA,"F"
"2849",1991,45,"SC",3,"South Carolina",3559470,NA,NA,NA,"F"
"2850",1991,46,"SD",2,"South Dakota",701445,NA,NA,NA,"F"
"2851",1991,47,"TN",3,"Tennessee",4946886,NA,NA,NA,"F"
"2852",1991,48,"TX",3,"Texas",17339904,NA,NA,NA,"F"
"2853",1991,49,"UT",4,"Utah",1771941,NA,NA,NA,"F"
"2854",1991,50,"VT",1,"Vermont",567141,NA,NA,NA,"F"
"2855",1991,51,"VA",3,"Virginia",6283853,NA,NA,NA,"F"
"2856",1991,53,"WA",4,"Washington",5013443,NA,NA,NA,"F"
"2857",1991,54,"WV",3,"West Virginia",1798212,NA,NA,NA,"F"
"2858",1991,55,"WI",2,"Wisconsin",4952675,NA,NA,NA,"F"
"2859",1991,56,"WY",4,"Wyoming",457739,NA,NA,NA,"F"
"2860",1991,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"2861",1991,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"2862",1991,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"2863",1992,1,"AL",3,"Alabama",4139880,NA,NA,NA,"F"
"2864",1992,2,"AK",4,"Alaska",587073,NA,NA,NA,"F"
"2865",1992,4,"AZ",4,"Arizona",3867333,NA,NA,NA,"F"
"2866",1992,5,"AR",3,"Arkansas",2394098,NA,NA,NA,"F"
"2867",1992,6,"CA",4,"California",30875920,NA,NA,NA,"F"
"2868",1992,8,"CO",4,"Colorado",3459995,NA,NA,NA,"F"
"2869",1992,9,"CT",1,"Connecticut",3274997,NA,NA,NA,"F"
"2870",1992,10,"DE",3,"Delaware",690158,NA,NA,NA,"F"
"2871",1992,11,"DC",3,"District of Columbia",584183,NA,NA,NA,"F"
"2872",1992,12,"FL",3,"Florida",13504775,NA,NA,NA,"F"
"2873",1992,13,"GA",3,"Georgia",6759474,NA,NA,NA,"F"
"2874",1992,15,"HI",4,"Hawaii",1149926,NA,NA,NA,"F"
"2875",1992,16,"ID",4,"Idaho",1066490,NA,NA,NA,"F"
"2876",1992,17,"IL",2,"Illinois",11635197,NA,NA,NA,"F"
"2877",1992,18,"IN",2,"Indiana",5648649,NA,NA,NA,"F"
"2878",1992,19,"IA",2,"Iowa",2806923,NA,NA,NA,"F"
"2879",1992,20,"KS",2,"Kansas",2526042,NA,NA,NA,"F"
"2880",1992,21,"KY",3,"Kentucky",3756358,NA,NA,NA,"F"
"2881",1992,22,"LA",3,"Louisiana",4270849,NA,NA,NA,"F"
"2882",1992,23,"ME",1,"Maine",1235748,NA,NA,NA,"F"
"2883",1992,24,"MD",3,"Maryland",4902545,NA,NA,NA,"F"
"2884",1992,25,"MA",1,"Massachusetts",5993474,NA,NA,NA,"F"
"2885",1992,26,"MI",2,"Michigan",9470323,NA,NA,NA,"F"
"2886",1992,27,"MN",2,"Minnesota",4471503,NA,NA,NA,"F"
"2887",1992,28,"MS",3,"Mississippi",2610193,NA,NA,NA,"F"
"2888",1992,29,"MO",2,"Missouri",5193686,NA,NA,NA,"F"
"2889",1992,30,"MT",4,"Montana",822436,NA,NA,NA,"F"
"2890",1992,31,"NE",2,"Nebraska",1602406,NA,NA,NA,"F"
"2891",1992,32,"NV",4,"Nevada",1330694,NA,NA,NA,"F"
"2892",1992,33,"NH",1,"New Hampshire",1112766,NA,NA,NA,"F"
"2893",1992,34,"NJ",1,"New Jersey",7827770,NA,NA,NA,"F"
"2894",1992,35,"NM",4,"New Mexico",1580750,NA,NA,NA,"F"
"2895",1992,36,"NY",1,"New York",18082032,NA,NA,NA,"F"
"2896",1992,37,"NC",3,"North Carolina",6831850,NA,NA,NA,"F"
"2897",1992,38,"ND",2,"North Dakota",635427,NA,NA,NA,"F"
"2898",1992,39,"OH",2,"Ohio",11007609,NA,NA,NA,"F"
"2899",1992,40,"OK",3,"Oklahoma",3204174,NA,NA,NA,"F"
"2900",1992,41,"OR",4,"Oregon",2973934,NA,NA,NA,"F"
"2901",1992,42,"PA",1,"Pennsylvania",11980819,NA,NA,NA,"F"
"2902",1992,44,"RI",1,"Rhode Island",1000571,NA,NA,NA,"F"
"2903",1992,45,"SC",3,"South Carolina",3600576,NA,NA,NA,"F"
"2904",1992,46,"SD",2,"South Dakota",708698,NA,NA,NA,"F"
"2905",1992,47,"TN",3,"Tennessee",5013999,NA,NA,NA,"F"
"2906",1992,48,"TX",3,"Texas",17650479,NA,NA,NA,"F"
"2907",1992,49,"UT",4,"Utah",1821498,NA,NA,NA,"F"
"2908",1992,50,"VT",1,"Vermont",570115,NA,NA,NA,"F"
"2909",1992,51,"VA",3,"Virginia",6383315,NA,NA,NA,"F"
"2910",1992,53,"WA",4,"Washington",5139011,NA,NA,NA,"F"
"2911",1992,54,"WV",3,"West Virginia",1805462,NA,NA,NA,"F"
"2912",1992,55,"WI",2,"Wisconsin",5004636,NA,NA,NA,"F"
"2913",1992,56,"WY",4,"Wyoming",463491,NA,NA,NA,"F"
"2914",1992,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"2915",1992,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"2916",1992,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"2917",1993,1,"AL",3,"Alabama",4193639,NA,NA,NA,"F"
"2918",1993,2,"AK",4,"Alaska",596993,NA,NA,NA,"F"
"2919",1993,4,"AZ",4,"Arizona",3993390,NA,NA,NA,"F"
"2920",1993,5,"AR",3,"Arkansas",2423743,NA,NA,NA,"F"
"2921",1993,6,"CA",4,"California",31147208,NA,NA,NA,"F"
"2922",1993,8,"CO",4,"Colorado",3560884,NA,NA,NA,"F"
"2923",1993,9,"CT",1,"Connecticut",3272325,NA,NA,NA,"F"
"2924",1993,10,"DE",3,"Delaware",699475,NA,NA,NA,"F"
"2925",1993,11,"DC",3,"District of Columbia",576358,NA,NA,NA,"F"
"2926",1993,12,"FL",3,"Florida",13713593,NA,NA,NA,"F"
"2927",1993,13,"GA",3,"Georgia",6894092,NA,NA,NA,"F"
"2928",1993,15,"HI",4,"Hawaii",1161508,NA,NA,NA,"F"
"2929",1993,16,"ID",4,"Idaho",1101204,NA,NA,NA,"F"
"2930",1993,17,"IL",2,"Illinois",11725984,NA,NA,NA,"F"
"2931",1993,18,"IN",2,"Indiana",5701965,NA,NA,NA,"F"
"2932",1993,19,"IA",2,"Iowa",2820525,NA,NA,NA,"F"
"2933",1993,20,"KS",2,"Kansas",2547605,NA,NA,NA,"F"
"2934",1993,21,"KY",3,"Kentucky",3792288,NA,NA,NA,"F"
"2935",1993,22,"LA",3,"Louisiana",4284749,NA,NA,NA,"F"
"2936",1993,23,"ME",1,"Maine",1238256,NA,NA,NA,"F"
"2937",1993,24,"MD",3,"Maryland",4942504,NA,NA,NA,"F"
"2938",1993,25,"MA",1,"Massachusetts",6010884,NA,NA,NA,"F"
"2939",1993,26,"MI",2,"Michigan",9529240,NA,NA,NA,"F"
"2940",1993,27,"MN",2,"Minnesota",4521709,NA,NA,NA,"F"
"2941",1993,28,"MS",3,"Mississippi",2635574,NA,NA,NA,"F"
"2942",1993,29,"MO",2,"Missouri",5237757,NA,NA,NA,"F"
"2943",1993,30,"MT",4,"Montana",839876,NA,NA,NA,"F"
"2944",1993,31,"NE",2,"Nebraska",1612149,NA,NA,NA,"F"
"2945",1993,32,"NV",4,"Nevada",1380197,NA,NA,NA,"F"
"2946",1993,33,"NH",1,"New Hampshire",1122191,NA,NA,NA,"F"
"2947",1993,34,"NJ",1,"New Jersey",7874891,NA,NA,NA,"F"
"2948",1993,35,"NM",4,"New Mexico",1614937,NA,NA,NA,"F"
"2949",1993,36,"NY",1,"New York",18140894,NA,NA,NA,"F"
"2950",1993,37,"NC",3,"North Carolina",6947412,NA,NA,NA,"F"
"2951",1993,38,"ND",2,"North Dakota",637229,NA,NA,NA,"F"
"2952",1993,39,"OH",2,"Ohio",11070385,NA,NA,NA,"F"
"2953",1993,40,"OK",3,"Oklahoma",3228829,NA,NA,NA,"F"
"2954",1993,41,"OR",4,"Oregon",3034490,NA,NA,NA,"F"
"2955",1993,42,"PA",1,"Pennsylvania",12022128,NA,NA,NA,"F"
"2956",1993,44,"RI",1,"Rhode Island",997852,NA,NA,NA,"F"
"2957",1993,45,"SC",3,"South Carolina",3634507,NA,NA,NA,"F"
"2958",1993,46,"SD",2,"South Dakota",716258,NA,NA,NA,"F"
"2959",1993,47,"TN",3,"Tennessee",5085666,NA,NA,NA,"F"
"2960",1993,48,"TX",3,"Texas",17996764,NA,NA,NA,"F"
"2961",1993,49,"UT",4,"Utah",1875993,NA,NA,NA,"F"
"2962",1993,50,"VT",1,"Vermont",574004,NA,NA,NA,"F"
"2963",1993,51,"VA",3,"Virginia",6464795,NA,NA,NA,"F"
"2964",1993,53,"WA",4,"Washington",5247704,NA,NA,NA,"F"
"2965",1993,54,"WV",3,"West Virginia",1816179,NA,NA,NA,"F"
"2966",1993,55,"WI",2,"Wisconsin",5055318,NA,NA,NA,"F"
"2967",1993,56,"WY",4,"Wyoming",469033,NA,NA,NA,"F"
"2968",1993,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"2969",1993,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"2970",1993,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"2971",1994,1,"AL",3,"Alabama",4233214,NA,NA,NA,"F"
"2972",1994,2,"AK",4,"Alaska",600624,NA,NA,NA,"F"
"2973",1994,4,"AZ",4,"Arizona",4147561,NA,NA,NA,"F"
"2974",1994,5,"AR",3,"Arkansas",2450605,NA,NA,NA,"F"
"2975",1994,6,"CA",4,"California",31317179,NA,NA,NA,"F"
"2976",1994,8,"CO",4,"Colorado",3653910,NA,NA,NA,"F"
"2977",1994,9,"CT",1,"Connecticut",3268346,NA,NA,NA,"F"
"2978",1994,10,"DE",3,"Delaware",708416,NA,NA,NA,"F"
"2979",1994,11,"DC",3,"District of Columbia",564982,NA,NA,NA,"F"
"2980",1994,12,"FL",3,"Florida",13961798,NA,NA,NA,"F"
"2981",1994,13,"GA",3,"Georgia",7045900,NA,NA,NA,"F"
"2982",1994,15,"HI",4,"Hawaii",1173903,NA,NA,NA,"F"
"2983",1994,16,"ID",4,"Idaho",1135459,NA,NA,NA,"F"
"2984",1994,17,"IL",2,"Illinois",11804986,NA,NA,NA,"F"
"2985",1994,18,"IN",2,"Indiana",5745626,NA,NA,NA,"F"
"2986",1994,19,"IA",2,"Iowa",2829422,NA,NA,NA,"F"
"2987",1994,20,"KS",2,"Kansas",2569118,NA,NA,NA,"F"
"2988",1994,21,"KY",3,"Kentucky",3823215,NA,NA,NA,"F"
"2989",1994,22,"LA",3,"Louisiana",4306500,NA,NA,NA,"F"
"2990",1994,23,"ME",1,"Maine",1237687,NA,NA,NA,"F"
"2991",1994,24,"MD",3,"Maryland",4985411,NA,NA,NA,"F"
"2992",1994,25,"MA",1,"Massachusetts",6031352,NA,NA,NA,"F"
"2993",1994,26,"MI",2,"Michigan",9584481,NA,NA,NA,"F"
"2994",1994,27,"MN",2,"Minnesota",4566028,NA,NA,NA,"F"
"2995",1994,28,"MS",3,"Mississippi",2663450,NA,NA,NA,"F"
"2996",1994,29,"MO",2,"Missouri",5281206,NA,NA,NA,"F"
"2997",1994,30,"MT",4,"Montana",854923,NA,NA,NA,"F"
"2998",1994,31,"NE",2,"Nebraska",1621551,NA,NA,NA,"F"
"2999",1994,32,"NV",4,"Nevada",1456388,NA,NA,NA,"F"
"3000",1994,33,"NH",1,"New Hampshire",1133054,NA,NA,NA,"F"
"3001",1994,34,"NJ",1,"New Jersey",7918796,NA,NA,NA,"F"
"3002",1994,35,"NM",4,"New Mexico",1653329,NA,NA,NA,"F"
"3003",1994,36,"NY",1,"New York",18156652,NA,NA,NA,"F"
"3004",1994,37,"NC",3,"North Carolina",7060959,NA,NA,NA,"F"
"3005",1994,38,"ND",2,"North Dakota",639762,NA,NA,NA,"F"
"3006",1994,39,"OH",2,"Ohio",11111451,NA,NA,NA,"F"
"3007",1994,40,"OK",3,"Oklahoma",3246119,NA,NA,NA,"F"
"3008",1994,41,"OR",4,"Oregon",3087142,NA,NA,NA,"F"
"3009",1994,42,"PA",1,"Pennsylvania",12042545,NA,NA,NA,"F"
"3010",1994,44,"RI",1,"Rhode Island",993412,NA,NA,NA,"F"
"3011",1994,45,"SC",3,"South Carolina",3666456,NA,NA,NA,"F"
"3012",1994,46,"SD",2,"South Dakota",723038,NA,NA,NA,"F"
"3013",1994,47,"TN",3,"Tennessee",5163016,NA,NA,NA,"F"
"3014",1994,48,"TX",3,"Texas",18338319,NA,NA,NA,"F"
"3015",1994,49,"UT",4,"Utah",1930436,NA,NA,NA,"F"
"3016",1994,50,"VT",1,"Vermont",578900,NA,NA,NA,"F"
"3017",1994,51,"VA",3,"Virginia",6536771,NA,NA,NA,"F"
"3018",1994,53,"WA",4,"Washington",5334896,NA,NA,NA,"F"
"3019",1994,54,"WV",3,"West Virginia",1818490,NA,NA,NA,"F"
"3020",1994,55,"WI",2,"Wisconsin",5095504,NA,NA,NA,"F"
"3021",1994,56,"WY",4,"Wyoming",474982,NA,NA,NA,"F"
"3022",1994,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"3023",1994,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
"3024",1994,99,"FE",6,"Federal BOP",NA,NA,NA,NA,"F"
"3025",1995,1,"AL",3,"Alabama",4263125,NA,NA,NA,"F"
"3026",1995,2,"AK",4,"Alaska",601345,NA,NA,NA,"F"
"3027",1995,4,"AZ",4,"Arizona",4306908,NA,NA,NA,"F"
"3028",1995,5,"AR",3,"Arkansas",2480121,NA,NA,NA,"F"
"3029",1995,6,"CA",4,"California",31493525,NA,NA,NA,"F"
"3030",1995,8,"CO",4,"Colorado",3738061,NA,NA,NA,"F"
"3031",1995,9,"CT",1,"Connecticut",3265293,NA,NA,NA,"F"
"3032",1995,10,"DE",3,"Delaware",718265,NA,NA,NA,"F"
"3033",1995,11,"DC",3,"District of Columbia",551273,NA,NA,NA,"F"
"3034",1995,12,"FL",3,"Florida",14185403,NA,NA,NA,"F"
"3035",1995,13,"GA",3,"Georgia",7188538,NA,NA,NA,"F"
"3036",1995,15,"HI",4,"Hawaii",1180490,NA,NA,NA,"F"
"3037",1995,16,"ID",4,"Idaho",1165000,NA,NA,NA,"F"
"3038",1995,17,"IL",2,"Illinois",11884935,NA,NA,NA,"F"
"3039",1995,18,"IN",2,"Indiana",5791819,NA,NA,NA,"F"
"3040",1995,19,"IA",2,"Iowa",2840860,NA,NA,NA,"F"
"3041",1995,20,"KS",2,"Kansas",2586942,NA,NA,NA,"F"
"3042",1995,21,"KY",3,"Kentucky",3855248,NA,NA,NA,"F"
"3043",1995,22,"LA",3,"Louisiana",4327978,NA,NA,NA,"F"
"3044",1995,23,"ME",1,"Maine",1237438,NA,NA,NA,"F"
"3045",1995,24,"MD",3,"Maryland",5023650,NA,NA,NA,"F"
"3046",1995,25,"MA",1,"Massachusetts",6062335,NA,NA,NA,"F"
"3047",1995,26,"MI",2,"Michigan",9659871,NA,NA,NA,"F"
"3048",1995,27,"MN",2,"Minnesota",4605445,NA,NA,NA,"F"
"3049",1995,28,"MS",3,"Mississippi",2690788,NA,NA,NA,"F"
"3050",1995,29,"MO",2,"Missouri",5324610,NA,NA,NA,"F"
"3051",1995,30,"MT",4,"Montana",868522,NA,NA,NA,"F"
"3052",1995,31,"NE",2,"Nebraska",1635142,NA,NA,NA,"F"
"3053",1995,32,"NV",4,"Nevada",1525777,NA,NA,NA,"F"
"3054",1995,33,"NH",1,"New Hampshire",1145604,NA,NA,NA,"F"
"3055",1995,34,"NJ",1,"New Jersey",7965523,NA,NA,NA,"F"
"3056",1995,35,"NM",4,"New Mexico",1682417,NA,NA,NA,"F"
"3057",1995,36,"NY",1,"New York",18150928,NA,NA,NA,"F"
"3058",1995,37,"NC",3,"North Carolina",7185403,NA,NA,NA,"F"
"3059",1995,38,"ND",2,"North Dakota",641548,NA,NA,NA,"F"
"3060",1995,39,"OH",2,"Ohio",11155493,NA,NA,NA,"F"
"3061",1995,40,"OK",3,"Oklahoma",3265547,NA,NA,NA,"F"
"3062",1995,41,"OR",4,"Oregon",3141421,NA,NA,NA,"F"
"3063",1995,42,"PA",1,"Pennsylvania",12044780,NA,NA,NA,"F"
"3064",1995,44,"RI",1,"Rhode Island",989203,NA,NA,NA,"F"
"3065",1995,45,"SC",3,"South Carolina",3699943,NA,NA,NA,"F"
"3066",1995,46,"SD",2,"South Dakota",728251,NA,NA,NA,"F"
"3067",1995,47,"TN",3,"Tennessee",5241168,NA,NA,NA,"F"
"3068",1995,48,"TX",3,"Texas",18679706,NA,NA,NA,"F"
"3069",1995,49,"UT",4,"Utah",1976774,NA,NA,NA,"F"
"3070",1995,50,"VT",1,"Vermont",582827,NA,NA,NA,"F"
"3071",1995,51,"VA",3,"Virginia",6601392,NA,NA,NA,"F"
"3072",1995,53,"WA",4,"Washington",5431024,NA,NA,NA,"F"
"3073",1995,54,"WV",3,"West Virginia",1820560,NA,NA,NA,"F"
"3074",1995,55,"WI",2,"Wisconsin",5137004,NA,NA,NA,"F"
"3075",1995,56,"WY",4,"Wyoming",478447,NA,NA,NA,"F"
"3076",1995,60,"ST",7,"State prison total",NA,NA,NA,NA,"F"
"3077",1995,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,"F"
