"","YEAR","STATEID","STATE","REGION","state_name","Population","CAPRATEM","CAPRATEF","CAPOPM","CAPOPF","CAPDESM","CAPDESF","CAPRATET","CAPOPT","CAPDEST"
"266",1982,55,"WI",2,"Wisconsin",4721445,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1982,56,"WY",4,"Wyoming",510329,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1982,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",1982,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",1982,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1983,1,"AL",3,"Alabama",3951826,NA,NA,NA,NA,NA,NA,7783,7783,7783
"272",1983,2,"AK",4,"Alaska",513703,NA,NA,NA,NA,NA,NA,1359,1429,1124
"273",1983,4,"AZ",4,"Arizona",3067142,NA,NA,NA,NA,NA,NA,NA,6021,NA
"274",1983,5,"AR",3,"Arkansas",2319774,NA,NA,NA,NA,NA,NA,NA,4184,NA
"275",1983,6,"CA",4,"California",25844389,NA,NA,NA,NA,NA,NA,25703,37986,25703
"276",1983,8,"CO",4,"Colorado",3169987,NA,NA,NA,NA,NA,NA,NA,3049,NA
"277",1983,9,"CT",1,"Connecticut",3180023,NA,NA,NA,NA,NA,NA,NA,5813,4209
"278",1983,10,"DE",3,"Delaware",611517,NA,NA,NA,NA,NA,NA,NA,2045,NA
"279",1983,11,"DC",3,"District of Columbia",633382,NA,NA,NA,NA,NA,NA,NA,NA,3355
"280",1983,12,"FL",3,"Florida",11039921,NA,NA,NA,NA,NA,NA,28729,28177,20575
"281",1983,13,"GA",3,"Georgia",5834957,NA,NA,NA,NA,NA,NA,NA,15534,NA
"282",1983,15,"HI",4,"Hawaii",1027935,NA,NA,NA,NA,NA,NA,NA,1388,940
"283",1983,16,"ID",4,"Idaho",990841,NA,NA,NA,NA,NA,NA,NA,NA,896
"284",1983,17,"IL",2,"Illinois",11412138,NA,NA,NA,NA,NA,NA,15318,15318,11987
"285",1983,18,"IN",2,"Indiana",5458328,NA,NA,NA,NA,NA,NA,6424,6424,NA
"286",1983,19,"IA",2,"Iowa",2858624,NA,NA,NA,NA,NA,NA,2816,2652,2572
"287",1983,20,"KS",2,"Kansas",2424076,NA,NA,NA,NA,NA,NA,NA,2597,3886
"288",1983,21,"KY",3,"Kentucky",3695451,NA,NA,NA,NA,NA,NA,4754,4687,NA
"289",1983,22,"LA",3,"Louisiana",4400474,NA,NA,NA,NA,NA,NA,10699,10699,10699
"290",1983,23,"ME",1,"Maine",1155630,NA,NA,NA,NA,NA,NA,854,854,854
"291",1983,24,"MD",3,"Maryland",4365238,NA,NA,NA,NA,NA,NA,8660,12416,NA
"292",1983,25,"MA",1,"Massachusetts",5840772,NA,NA,NA,NA,NA,NA,3112,3339,3339
"293",1983,26,"MI",2,"Michigan",9049446,NA,NA,NA,NA,NA,NA,NA,13048,NA
"294",1983,27,"MN",2,"Minnesota",4157698,NA,NA,NA,NA,NA,NA,2405,2405,NA
"295",1983,28,"MS",3,"Mississippi",2578058,NA,NA,NA,NA,NA,NA,4557,NA,NA
"296",1983,29,"MO",2,"Missouri",4975283,NA,NA,NA,NA,NA,NA,NA,8855,NA
"297",1983,30,"MT",4,"Montana",820893,NA,NA,NA,NA,NA,NA,575,767,575
"298",1983,31,"NE",2,"Nebraska",1588629,NA,NA,NA,NA,NA,NA,1271,1541,1239
"299",1983,32,"NV",4,"Nevada",924905,NA,NA,NA,NA,NA,NA,NA,3185,2541
"300",1983,33,"NH",1,"New Hampshire",976864,NA,NA,NA,NA,NA,NA,490,460,392
"301",1983,34,"NJ",1,"New Jersey",7515478,NA,NA,NA,NA,NA,NA,NA,8857,7864
"302",1983,35,"NM",4,"New Mexico",1416665,NA,NA,NA,NA,NA,NA,1950,1950,1950
"303",1983,36,"NY",1,"New York",17745690,NA,NA,NA,NA,NA,NA,26284,31182,26530
"304",1983,37,"NC",3,"North Carolina",6164014,NA,NA,NA,NA,NA,NA,NA,16261,NA
"305",1983,38,"ND",2,"North Dakota",680498,NA,NA,NA,NA,NA,NA,471,471,471
"306",1983,39,"OH",2,"Ohio",10737746,NA,NA,NA,NA,NA,NA,NA,NA,16417
"307",1983,40,"OK",3,"Oklahoma",3285528,NA,NA,NA,NA,NA,NA,7666,7666,5099
"308",1983,41,"OR",4,"Oregon",2666592,NA,NA,NA,NA,NA,NA,2333,3494,2699
"309",1983,42,"PA",1,"Pennsylvania",11815171,NA,NA,NA,NA,NA,NA,NA,NA,9517
"310",1983,44,"RI",1,"Rhode Island",961901,NA,NA,NA,NA,NA,NA,1248,1122,NA
"311",1983,45,"SC",3,"South Carolina",3271861,NA,NA,NA,NA,NA,NA,NA,7630,6581
"312",1983,46,"SD",2,"South Dakota",697239,NA,NA,NA,NA,NA,NA,996,894,636
"313",1983,47,"TN",3,"Tennessee",4686740,NA,NA,NA,NA,NA,NA,NA,7982,6544
"314",1983,48,"TX",3,"Texas",16007077,NA,NA,NA,NA,NA,NA,39785,37796,39785
"315",1983,49,"UT",4,"Utah",1622341,NA,NA,NA,NA,NA,NA,1031,1346,1170
"316",1983,50,"VT",1,"Vermont",526658,NA,NA,NA,NA,NA,NA,553,586,479
"317",1983,51,"VA",3,"Virginia",5643860,NA,NA,NA,NA,NA,NA,9544,9544,9175
"318",1983,53,"WA",4,"Washington",4343650,NA,NA,NA,NA,NA,NA,4491,6172,NA
"319",1983,54,"WV",3,"West Virginia",1927701,NA,NA,NA,NA,NA,NA,1446,1539,1466
"320",1983,55,"WI",2,"Wisconsin",4735576,NA,NA,NA,NA,NA,NA,3986,3986,3986
"321",1983,56,"WY",4,"Wyoming",504893,NA,NA,NA,NA,NA,NA,NA,701,566
"322",1983,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,227293,351835,243604
"323",1983,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,251692,382126,268003
"324",1983,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,24399,30291,24399
"325",1984,1,"AL",3,"Alabama",3972520,NA,NA,NA,NA,NA,NA,9166,9166,9166
"326",1984,2,"AK",4,"Alaska",532492,NA,NA,NA,NA,NA,NA,NA,1684,NA
"327",1984,4,"AZ",4,"Arizona",3183535,NA,NA,NA,NA,NA,NA,NA,6491,NA
"328",1984,5,"AR",3,"Arkansas",2327044,NA,NA,NA,NA,NA,NA,NA,4398,NA
"329",1984,6,"CA",4,"California",26441112,NA,NA,NA,NA,NA,NA,24483,40724,28483
"330",1984,8,"CO",4,"Colorado",3208717,NA,NA,NA,NA,NA,NA,NA,3182,NA
"331",1984,9,"CT",1,"Connecticut",3201128,NA,NA,NA,NA,NA,NA,4900,5383,3691
"332",1984,10,"DE",3,"Delaware",618284,NA,NA,NA,NA,NA,NA,NA,2041,NA
"333",1984,11,"DC",3,"District of Columbia",634543,NA,NA,NA,NA,NA,NA,NA,NA,3503
"334",1984,12,"FL",3,"Florida",11351122,NA,NA,NA,NA,NA,NA,29452,28827,20999
"335",1984,13,"GA",3,"Georgia",5962668,NA,NA,NA,NA,NA,NA,NA,15502,NA
"336",1984,15,"HI",4,"Hawaii",1039683,NA,NA,NA,NA,NA,NA,NA,1444,992
"337",1984,16,"ID",4,"Idaho",994046,NA,NA,NA,NA,NA,NA,NA,1175,971
"338",1984,17,"IL",2,"Illinois",11399804,NA,NA,NA,NA,NA,NA,17392,NA,NA
"339",1984,18,"IN",2,"Indiana",5459216,NA,NA,NA,NA,NA,NA,6259,6259,NA
"340",1984,19,"IA",2,"Iowa",2829685,NA,NA,NA,NA,NA,NA,2816,2652,2572
"341",1984,20,"KS",2,"Kansas",2427412,NA,NA,NA,NA,NA,NA,NA,2722,3841
"342",1984,21,"KY",3,"Kentucky",3694827,NA,NA,NA,NA,NA,NA,4834,4727,NA
"343",1984,22,"LA",3,"Louisiana",4408121,NA,NA,NA,NA,NA,NA,10967,10967,10967
"344",1984,23,"ME",1,"Maine",1162935,NA,NA,NA,NA,NA,NA,951,NA,NA
"345",1984,24,"MD",3,"Maryland",4413075,NA,NA,NA,NA,NA,NA,9421,13160,NA
"346",1984,25,"MA",1,"Massachusetts",5880743,NA,NA,NA,NA,NA,NA,3135,3362,3362
"347",1984,26,"MI",2,"Michigan",9076297,NA,NA,NA,NA,NA,NA,NA,12930,NA
"348",1984,27,"MN",2,"Minnesota",4184286,NA,NA,NA,NA,NA,NA,2410,2410,2500
"349",1984,28,"MS",3,"Mississippi",2588097,NA,NA,NA,NA,NA,NA,4868,NA,NA
"350",1984,29,"MO",2,"Missouri",5000254,NA,NA,NA,NA,NA,NA,NA,8833,NA
"351",1984,30,"MT",4,"Montana",822305,NA,NA,NA,NA,NA,NA,737,1011,737
"352",1984,31,"NE",2,"Nebraska",1584662,NA,NA,NA,NA,NA,NA,1562,1513,1542
"353",1984,32,"NV",4,"Nevada",951024,NA,NA,NA,NA,NA,NA,NA,NA,2952
"354",1984,33,"NH",1,"New Hampshire",996757,NA,NA,NA,NA,NA,NA,565,540,501
"355",1984,34,"NJ",1,"New Jersey",7565519,NA,NA,NA,NA,NA,NA,8424,9934,NA
"356",1984,35,"NM",4,"New Mexico",1438371,NA,NA,NA,NA,NA,NA,NA,2390,2390
"357",1984,36,"NY",1,"New York",17791670,NA,NA,NA,NA,NA,NA,NA,35035,34292
"358",1984,37,"NC",3,"North Carolina",6253989,NA,NA,NA,NA,NA,NA,NA,16695,NA
"359",1984,38,"ND",2,"North Dakota",676991,NA,NA,NA,NA,NA,NA,471,471,471
"360",1984,39,"OH",2,"Ohio",10734920,NA,NA,NA,NA,NA,NA,NA,NA,11600
"361",1984,40,"OK",3,"Oklahoma",3271332,NA,NA,NA,NA,NA,NA,7221,7221,5435
"362",1984,41,"OR",4,"Oregon",2672648,NA,NA,NA,NA,NA,NA,2333,3510,2699
"363",1984,42,"PA",1,"Pennsylvania",11770855,NA,NA,NA,NA,NA,NA,NA,NA,10025
"364",1984,44,"RI",1,"Rhode Island",968950,NA,NA,NA,NA,NA,NA,1347,1213,1347
"365",1984,45,"SC",3,"South Carolina",3303208,NA,NA,NA,NA,NA,NA,7976,7976,6927
"366",1984,46,"SD",2,"South Dakota",698400,NA,NA,NA,NA,NA,NA,996,894,636
"367",1984,47,"TN",3,"Tennessee",4715287,NA,NA,NA,NA,NA,NA,NA,NA,7686
"368",1984,48,"TX",3,"Texas",16272735,NA,NA,NA,NA,NA,NA,10674,38641,40674
"369",1984,49,"UT",4,"Utah",1642907,NA,NA,NA,NA,NA,NA,1383,1299,1286
"370",1984,50,"VT",1,"Vermont",530029,NA,NA,NA,NA,NA,NA,529,529,489
"371",1984,51,"VA",3,"Virginia",5715156,NA,NA,NA,NA,NA,NA,9557,9557,9351
"372",1984,53,"WA",4,"Washington",4400098,NA,NA,NA,NA,NA,NA,4484,6312,4484
"373",1984,54,"WV",3,"West Virginia",1906828,NA,NA,NA,NA,NA,NA,2063,2111,2038
"374",1984,55,"WI",2,"Wisconsin",4747753,NA,NA,NA,NA,NA,NA,4078,4078,NA
"375",1984,56,"WY",4,"Wyoming",499692,NA,NA,NA,NA,NA,NA,NA,682,606
"376",1984,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,195454,339651,239215
"377",1984,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,220376,370812,264137
"378",1984,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,24922,31161,24922
"379",1985,1,"AL",3,"Alabama",3991562,NA,NA,NA,NA,NA,NA,9787,9787,9787
"380",1985,2,"AK",4,"Alaska",544269,NA,NA,NA,NA,NA,NA,1968,1968,1968
"381",1985,4,"AZ",4,"Arizona",3308262,NA,NA,NA,NA,NA,NA,6595,8452,NA
"382",1985,5,"AR",3,"Arkansas",2331990,NA,NA,NA,NA,NA,NA,NA,4512,NA
"383",1985,6,"CA",4,"California",27102241,NA,NA,NA,NA,NA,NA,29702,45237,29702
"384",1985,8,"CO",4,"Colorado",3237447,NA,NA,NA,NA,NA,NA,3381,3381,NA
"385",1985,9,"CT",1,"Connecticut",3223737,NA,NA,NA,NA,NA,NA,6072,4968,3781
"386",1985,10,"DE",3,"Delaware",627557,NA,NA,NA,NA,NA,NA,NA,2207,2217
"387",1985,11,"DC",3,"District of Columbia",638278,NA,NA,NA,NA,NA,NA,5711,6193,NA
"388",1985,12,"FL",3,"Florida",11667504,NA,NA,NA,NA,NA,NA,29022,29022,33824
"389",1985,13,"GA",3,"Georgia",6084660,NA,NA,NA,NA,NA,NA,NA,16021,NA
"390",1985,15,"HI",4,"Hawaii",1051759,NA,NA,NA,NA,NA,NA,NA,1125,1162
"391",1985,16,"ID",4,"Idaho",990226,NA,NA,NA,NA,NA,NA,1315,1315,1022
"392",1985,17,"IL",2,"Illinois",11387258,NA,NA,NA,NA,NA,NA,19118,19118,15356
"393",1985,18,"IN",2,"Indiana",5454114,NA,NA,NA,NA,NA,NA,6628,NA,NA
"394",1985,19,"IA",2,"Iowa",2791966,NA,NA,NA,NA,NA,NA,2816,2652,2572
"395",1985,20,"KS",2,"Kansas",2432616,NA,NA,NA,NA,NA,NA,3410,4939,NA
"396",1985,21,"KY",3,"Kentucky",3687813,NA,NA,NA,NA,NA,NA,NA,5020,NA
"397",1985,22,"LA",3,"Louisiana",4406918,NA,NA,NA,NA,NA,NA,11017,11017,11017
"398",1985,23,"ME",1,"Maine",1170121,NA,NA,NA,NA,NA,NA,1033,1033,1033
"399",1985,24,"MD",3,"Maryland",4486957,NA,NA,NA,NA,NA,NA,NA,13328,9435
"400",1985,25,"MA",1,"Massachusetts",5902682,NA,NA,NA,NA,NA,NA,3257,NA,NA
"401",1985,26,"MI",2,"Michigan",9127776,NA,NA,NA,NA,NA,NA,NA,14387,NA
"402",1985,27,"MN",2,"Minnesota",4205208,NA,NA,NA,NA,NA,NA,2410,2410,2546
"403",1985,28,"MS",3,"Mississippi",2593596,NA,NA,NA,NA,NA,NA,5650,NA,NA
"404",1985,29,"MO",2,"Missouri",5023068,NA,NA,NA,NA,NA,NA,NA,10191,NA
"405",1985,30,"MT",4,"Montana",813748,NA,NA,NA,NA,NA,NA,749,1094,749
"406",1985,31,"NE",2,"Nebraska",1574336,NA,NA,NA,NA,NA,NA,1562,1513,1542
"407",1985,32,"NV",4,"Nevada",980653,NA,NA,NA,NA,NA,NA,3729,3729,3000
"408",1985,33,"NH",1,"New Hampshire",1025055,NA,NA,NA,NA,NA,NA,565,565,501
"409",1985,34,"NJ",1,"New Jersey",7622150,NA,NA,NA,NA,NA,NA,NA,11564,9287
"410",1985,35,"NM",4,"New Mexico",1462727,NA,NA,NA,NA,NA,NA,2390,NA,NA
"411",1985,36,"NY",1,"New York",17833419,NA,NA,NA,NA,NA,NA,35934,35934,32714
"412",1985,37,"NC",3,"North Carolina",6321582,NA,NA,NA,NA,NA,NA,NA,16633,NA
"413",1985,38,"ND",2,"North Dakota",669489,NA,NA,NA,NA,NA,NA,NA,471,471
"414",1985,39,"OH",2,"Ohio",10730268,NA,NA,NA,NA,NA,NA,NA,NA,13282
"415",1985,40,"OK",3,"Oklahoma",3252731,NA,NA,NA,NA,NA,NA,7492,7117,NA
"416",1985,41,"OR",4,"Oregon",2683531,NA,NA,NA,NA,NA,NA,2459,3688,2739
"417",1985,42,"PA",1,"Pennsylvania",11782745,NA,NA,NA,NA,NA,NA,NA,NA,10690
"418",1985,44,"RI",1,"Rhode Island",977343,NA,NA,NA,NA,NA,NA,1456,1407,1359
"419",1985,45,"SC",3,"South Carolina",3342769,NA,NA,NA,NA,NA,NA,7976,7976,6927
"420",1985,46,"SD",2,"South Dakota",695980,NA,NA,NA,NA,NA,NA,1189,1090,1189
"421",1985,47,"TN",3,"Tennessee",4738713,NA,NA,NA,NA,NA,NA,7664,7664,NA
"422",1985,48,"TX",3,"Texas",16561112,NA,NA,NA,NA,NA,NA,40134,38127,40134
"423",1985,49,"UT",4,"Utah",1662838,NA,NA,NA,NA,NA,NA,1457,1457,1372
"424",1985,50,"VT",1,"Vermont",534055,NA,NA,NA,NA,NA,NA,586,586,536
"425",1985,51,"VA",3,"Virginia",5811691,NA,NA,NA,NA,NA,NA,9617,9617,9351
"426",1985,53,"WA",4,"Washington",4452722,NA,NA,NA,NA,NA,NA,5291,7278,5291
"427",1985,54,"WV",3,"West Virginia",1882350,NA,NA,NA,NA,NA,NA,1547,1640,1567
"428",1985,55,"WI",2,"Wisconsin",4755625,NA,NA,NA,NA,NA,NA,4089,NA,NA
"429",1985,56,"WY",4,"Wyoming",495624,NA,NA,NA,NA,NA,NA,605,675,605
"430",1985,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,285383,378108,268728
"431",1985,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,311514,410693,294859
"432",1985,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,26131,32585,26131
"433",1986,1,"AL",3,"Alabama",4015257,NA,NA,NA,NA,NA,NA,10374,10374,10374
"434",1986,2,"AK",4,"Alaska",539310,NA,NA,NA,NA,NA,NA,2336,NA,NA
"435",1986,4,"AZ",4,"Arizona",3437102,NA,NA,NA,NA,NA,NA,NA,9911,NA
"436",1986,5,"AR",3,"Arkansas",2342359,NA,NA,NA,NA,NA,NA,NA,4620,NA
"437",1986,6,"CA",4,"California",27777153,NA,NA,NA,NA,NA,NA,32853,53887,32853
"438",1986,8,"CO",4,"Colorado",3260478,NA,NA,NA,NA,NA,NA,3760,3760,NA
"439",1986,9,"CT",1,"Connecticut",3247291,NA,NA,NA,NA,NA,NA,6072,4968,3781
"440",1986,10,"DE",3,"Delaware",636957,NA,NA,NA,NA,NA,NA,NA,2563,2404
"441",1986,11,"DC",3,"District of Columbia",636934,NA,NA,NA,NA,NA,NA,6769,6577,NA
"442",1986,12,"FL",3,"Florida",11997290,NA,NA,NA,NA,NA,NA,35982,32290,25561
"443",1986,13,"GA",3,"Georgia",6208470,NA,NA,NA,NA,NA,NA,NA,16323,NA
"444",1986,15,"HI",4,"Hawaii",1067911,NA,NA,NA,NA,NA,NA,1252,NA,1252
"445",1986,16,"ID",4,"Idaho",985004,NA,NA,NA,NA,NA,NA,1149,1470,1149
"446",1986,17,"IL",2,"Illinois",11391176,NA,NA,NA,NA,NA,NA,19705,19705,15943
"447",1986,18,"IN",2,"Indiana",5473009,NA,NA,NA,NA,NA,NA,8710,NA,NA
"448",1986,19,"IA",2,"Iowa",2767005,NA,NA,NA,NA,NA,NA,NA,2702,2918
"449",1986,20,"KS",2,"Kansas",2445387,NA,NA,NA,NA,NA,NA,3502,5015,NA
"450",1986,21,"KY",3,"Kentucky",3683325,NA,NA,NA,NA,NA,NA,4921,5327,NA
"451",1986,22,"LA",3,"Louisiana",4344129,NA,NA,NA,NA,NA,NA,11080,11080,11080
"452",1986,23,"ME",1,"Maine",1184570,NA,NA,NA,NA,NA,NA,1033,1033,1033
"453",1986,24,"MD",3,"Maryland",4565578,NA,NA,NA,NA,NA,NA,NA,13646,9544
"454",1986,25,"MA",1,"Massachusetts",5935209,NA,NA,NA,NA,NA,NA,3265,NA,NA
"455",1986,26,"MI",2,"Michigan",9187485,NA,NA,NA,NA,NA,NA,NA,16784,NA
"456",1986,27,"MN",2,"Minnesota",4235140,NA,NA,NA,NA,NA,NA,2495,2495,2633
"457",1986,28,"MS",3,"Mississippi",2588539,NA,NA,NA,NA,NA,NA,5878,NA,NA
"458",1986,29,"MO",2,"Missouri",5056695,NA,NA,NA,NA,NA,NA,NA,11588,NA
"459",1986,30,"MT",4,"Montana",805064,NA,NA,NA,NA,NA,NA,936,1190,936
"460",1986,31,"NE",2,"Nebraska",1566558,NA,NA,NA,NA,NA,NA,1562,1513,1542
"461",1986,32,"NV",4,"Nevada",1023418,NA,NA,NA,NA,NA,NA,NA,NA,3911
"462",1986,33,"NH",1,"New Hampshire",1054283,NA,NA,NA,NA,NA,NA,689,689,539
"463",1986,34,"NJ",1,"New Jersey",7670743,NA,NA,NA,NA,NA,NA,10401,11394,9777
"464",1986,35,"NM",4,"New Mexico",1478519,NA,NA,NA,NA,NA,NA,2363,2593,2363
"465",1986,36,"NY",1,"New York",17868849,NA,NA,NA,NA,NA,NA,37743,39502,35891
"466",1986,37,"NC",3,"North Carolina",6403696,NA,NA,NA,NA,NA,NA,NA,NA,16575
"467",1986,38,"ND",2,"North Dakota",661167,NA,NA,NA,NA,NA,NA,NA,471,471
"468",1986,39,"OH",2,"Ohio",10760081,NA,NA,NA,NA,NA,NA,NA,NA,13282
"469",1986,40,"OK",3,"Oklahoma",3210117,NA,NA,NA,NA,NA,NA,7642,7260,NA
"470",1986,41,"OR",4,"Oregon",2700999,NA,NA,NA,NA,NA,NA,NA,4057,2815
"471",1986,42,"PA",1,"Pennsylvania",11810864,NA,NA,NA,NA,NA,NA,NA,NA,11048
"472",1986,44,"RI",1,"Rhode Island",989603,NA,NA,NA,NA,NA,NA,1456,1440,1359
"473",1986,45,"SC",3,"South Carolina",3380506,NA,NA,NA,NA,NA,NA,9212,9212,8163
"474",1986,46,"SD",2,"South Dakota",696042,NA,NA,NA,NA,NA,NA,1189,1090,1189
"475",1986,47,"TN",3,"Tennessee",4782930,NA,NA,NA,NA,NA,NA,7801,NA,NA
"476",1986,48,"TX",3,"Texas",16621799,NA,NA,NA,NA,NA,NA,40392,38373,40392
"477",1986,49,"UT",4,"Utah",1678115,NA,NA,NA,NA,NA,NA,1805,1805,1537
"478",1986,50,"VT",1,"Vermont",540273,NA,NA,NA,NA,NA,NA,597,597,547
"479",1986,51,"VA",3,"Virginia",5932267,NA,NA,NA,NA,NA,NA,10159,10159,9753
"480",1986,53,"WA",4,"Washington",4531891,NA,NA,NA,NA,NA,NA,5324,6040,5324
"481",1986,54,"WV",3,"West Virginia",1857579,NA,NA,NA,NA,NA,NA,1547,1640,1547
"482",1986,55,"WI",2,"Wisconsin",4777930,NA,NA,NA,NA,NA,NA,NA,4591,NA
"483",1986,56,"WY",4,"Wyoming",476967,NA,NA,NA,NA,NA,NA,NA,950,NA
"484",1986,60,"ST",7,"State prison total",NA,NA,NA,NA,NA,NA,NA,301954,380684,289486
"485",1986,70,"US",5,"US prison total (state+federal)",NA,NA,NA,NA,NA,NA,NA,329892,415574,317424
"486",1986,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,27938,34890,27938
"487",1987,1,"AL",3,"Alabama",4023848,NA,NA,NA,NA,NA,NA,11107,11107,11107
"488",1987,2,"AK",4,"Alaska",541982,NA,NA,NA,NA,NA,NA,NA,2356,NA
"489",1987,4,"AZ",4,"Arizona",3535179,NA,NA,NA,NA,NA,NA,NA,10958,NA
"490",1987,5,"AR",3,"Arkansas",2342638,NA,NA,NA,NA,NA,NA,NA,5400,NA
"491",1987,6,"CA",4,"California",28464253,NA,NA,NA,NA,NA,NA,NA,67424,41094
"492",1987,8,"CO",4,"Colorado",3262281,NA,NA,NA,NA,NA,NA,4597,NA,3560
"493",1987,9,"CT",1,"Connecticut",3271958,NA,NA,NA,NA,NA,NA,6072,4968,3781
"494",1987,10,"DE",3,"Delaware",647585,NA,NA,NA,NA,NA,NA,NA,2763,2604
"495",1987,11,"DC",3,"District of Columbia",630430,NA,NA,NA,NA,NA,NA,7032,7341,NA
"496",1987,12,"FL",3,"Florida",12306396,NA,NA,NA,NA,NA,NA,36363,33140,25700
"497",1987,13,"GA",3,"Georgia",6316153,NA,NA,NA,NA,NA,NA,NA,17098,NA
"498",1987,15,"HI",4,"Hawaii",1079823,NA,NA,NA,NA,NA,NA,1670,NA,1670
"499",1987,16,"ID",4,"Idaho",985669,NA,NA,NA,NA,NA,NA,1149,1470,1149
"500",1987,17,"IL",2,"Illinois",11390176,NA,NA,NA,NA,NA,NA,19911,19911,16303
"501",1987,18,"IN",2,"Indiana",5491734,NA,NA,NA,NA,NA,NA,9802,NA,NA
"502",1987,19,"IA",2,"Iowa",2768392,NA,NA,NA,NA,NA,NA,2918,2858,2918
"503",1987,20,"KS",2,"Kansas",2461987,NA,NA,NA,NA,NA,NA,3786,3786,NA
"504",1987,21,"KY",3,"Kentucky",3680003,NA,NA,NA,NA,NA,NA,5170,5576,NA
"505",1987,22,"LA",3,"Louisiana",4288835,NA,NA,NA,NA,NA,NA,11738,11738,11738
"506",1987,23,"ME",1,"Maine",1203830,NA,NA,NA,NA,NA,NA,934,1237,934
"507",1987,24,"MD",3,"Maryland",4657908,NA,NA,NA,NA,NA,NA,NA,13874,10958
"508",1987,25,"MA",1,"Massachusetts",5979981,NA,NA,NA,NA,NA,NA,NA,NA,3790
"509",1987,26,"MI",2,"Michigan",9218000,NA,NA,NA,NA,NA,NA,NA,20076,NA
"510",1987,27,"MN",2,"Minnesota",4296162,NA,NA,NA,NA,NA,NA,2605,2605,2717
"511",1987,28,"MS",3,"Mississippi",2580353,NA,NA,NA,NA,NA,NA,6375,NA,NA
"512",1987,29,"MO",2,"Missouri",5081730,NA,NA,NA,NA,NA,NA,NA,11357,NA
"513",1987,30,"MT",4,"Montana",800194,NA,NA,NA,NA,NA,NA,956,1190,956
"514",1987,31,"NE",2,"Nebraska",1571464,NA,NA,NA,NA,NA,NA,1562,1513,1542
"515",1987,32,"NV",4,"Nevada",1075027,NA,NA,NA,NA,NA,NA,NA,4132,3283
"516",1987,33,"NH",1,"New Hampshire",1082576,NA,NA,NA,NA,NA,NA,689,689,539
"517",1987,34,"NJ",1,"New Jersey",7712334,NA,NA,NA,NA,NA,NA,11571,12693,10877
"518",1987,35,"NM",4,"New Mexico",1490329,NA,NA,NA,NA,NA,NA,2459,2689,2459
"519",1987,36,"NY",1,"New York",17941310,NA,NA,NA,NA,NA,NA,NA,41242,36462
"520",1987,37,"NC",3,"North Carolina",6480598,NA,NA,NA,NA,NA,NA,16694,18000,NA
"521",1987,38,"ND",2,"North Dakota",655273,NA,NA,NA,NA,NA,NA,NA,494,494
"522",1987,39,"OH",2,"Ohio",10798562,NA,NA,NA,NA,NA,NA,NA,NA,17782
"523",1987,40,"OK",3,"Oklahoma",3167058,NA,NA,NA,NA,NA,NA,7643,7261,NA
"524",1987,41,"OR",4,"Oregon",2741307,NA,NA,NA,NA,NA,NA,4201,4309,2815
"525",1987,42,"PA",1,"Pennsylvania",11845753,NA,NA,NA,NA,NA,NA,NA,NA,12447
"526",1987,44,"RI",1,"Rhode Island",996417,NA,NA,NA,NA,NA,NA,1456,1489,1359
"527",1987,45,"SC",3,"South Carolina",3412091,NA,NA,NA,NA,NA,NA,10202,10202,9035
"528",1987,46,"SD",2,"South Dakota",698148,NA,NA,NA,NA,NA,NA,1189,1090,1189
"529",1987,47,"TN",3,"Tennessee",4822437,NA,NA,NA,NA,NA,NA,NA,7744,NA
"530",1987,48,"TX",3,"Texas",16667025,NA,NA,NA,NA,NA,NA,40506,38481,40506
"531",1987,49,"UT",4,"Utah",1689366,NA,NA,NA,NA,NA,NA,NA,2182,1877
"532",1987,50,"VT",1,"Vermont",549766,NA,NA,NA,NA,NA,NA,597,597,547
"533",1987,51,"VA",3,"Virginia",6036911,NA,NA,NA,NA,NA,NA,10746,10746,9816
"534",1987,53,"WA",4,"Washington",4639893,NA,NA,NA,NA,NA,NA,5838,5870,5838
"535",1987,54,"WV",3,"West Virginia",1830211,NA,NA,NA,NA,NA,NA,1547,1640,1547
"536",1987,55,"WI",2,"Wisconsin",4822402,NA,NA,NA,NA,NA,NA,4680,4680,NA
"537",1987,56,"WY",4,"Wyoming",465098,NA,NA,NA,NA,NA,NA,NA,950,NA
