"","YEAR","STATEID","STATE","REGION","state_name","Population","DTHEXECM","DTHEXECF","DTHILLNM","DTHILLNF","DTHAIDSM","DTHAIDSF","DTHSUICM","DTHSUICF","DTHACCM","DTHACCF","DTHHOMIM","DTHHOMIF","DTHHOMOM","DTHHOMOF","DTHPERSM","DTHPERSF","DTHOTHM","DTHOTHF","DTHTOTM","DTHTOTF"
"503",1987,20,"KS",2,"Kansas",2461987,NA,NA,11,0,NA,NA,3,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"504",1987,21,"KY",3,"Kentucky",3680003,0,0,3,2,NA,NA,1,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"505",1987,22,"LA",3,"Louisiana",4288835,8,0,19,1,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,27,3,NA,NA
"506",1987,23,"ME",1,"Maine",1203830,NA,NA,4,1,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"507",1987,24,"MD",3,"Maryland",4657908,0,0,17,1,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,1,0,NA,NA
"508",1987,25,"MA",1,"Massachusetts",5979981,NA,NA,11,1,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"509",1987,26,"MI",2,"Michigan",9218000,NA,NA,23,2,NA,NA,1,0,0,0,NA,NA,NA,NA,4,0,19,0,NA,NA
"510",1987,27,"MN",2,"Minnesota",4296162,NA,NA,6,0,NA,NA,4,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"511",1987,28,"MS",3,"Mississippi",2580353,2,0,14,0,NA,NA,1,0,2,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"512",1987,29,"MO",2,"Missouri",5081730,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,21,0,NA,NA
"513",1987,30,"MT",4,"Montana",800194,0,0,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"514",1987,31,"NE",2,"Nebraska",1571464,0,0,6,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"515",1987,32,"NV",4,"Nevada",1075027,0,0,6,0,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"516",1987,33,"NH",1,"New Hampshire",1082576,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"517",1987,34,"NJ",1,"New Jersey",7712334,0,0,71,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"518",1987,35,"NM",4,"New Mexico",1490329,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,9,0,0,0,NA,NA
"519",1987,36,"NY",1,"New York",17941310,NA,NA,205,3,NA,NA,3,0,3,0,NA,NA,NA,NA,6,0,10,0,NA,NA
"520",1987,37,"NC",3,"North Carolina",6480598,0,0,21,0,NA,NA,3,0,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"521",1987,38,"ND",2,"North Dakota",655273,NA,NA,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"522",1987,39,"OH",2,"Ohio",10798562,0,0,35,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"523",1987,40,"OK",3,"Oklahoma",3167058,0,0,20,0,NA,NA,5,1,4,0,NA,NA,NA,NA,4,0,0,0,NA,NA
"524",1987,41,"OR",4,"Oregon",2741307,0,0,9,0,NA,NA,0,0,2,0,NA,NA,NA,NA,0,0,2,0,NA,NA
"525",1987,42,"PA",1,"Pennsylvania",11845753,0,0,43,1,NA,NA,3,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"526",1987,44,"RI",1,"Rhode Island",996417,NA,NA,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"527",1987,45,"SC",3,"South Carolina",3412091,0,0,14,2,NA,NA,3,0,1,0,NA,NA,NA,NA,3,0,1,0,NA,NA
"528",1987,46,"SD",2,"South Dakota",698148,0,0,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"529",1987,47,"TN",3,"Tennessee",4822437,0,0,11,0,NA,NA,4,0,0,0,NA,NA,NA,NA,3,0,6,0,NA,NA
"530",1987,48,"TX",3,"Texas",16667025,6,0,62,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"531",1987,49,"UT",4,"Utah",1689366,1,0,1,1,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"532",1987,50,"VT",1,"Vermont",549766,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"533",1987,51,"VA",3,"Virginia",6036911,1,0,18,1,NA,NA,1,0,2,0,NA,NA,NA,NA,3,0,56,3,NA,NA
"534",1987,53,"WA",4,"Washington",4639893,0,0,9,0,NA,NA,2,0,0,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"535",1987,54,"WV",3,"West Virginia",1830211,NA,NA,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,3,0,0,0,NA,NA
"536",1987,55,"WI",2,"Wisconsin",4822402,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,8,0,NA,NA
"537",1987,56,"WY",4,"Wyoming",465098,0,0,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"538",1987,60,"ST",7,"State prison total",NA,25,0,917,32,NA,NA,88,1,24,0,NA,NA,NA,NA,74,0,236,12,NA,NA
"539",1987,70,"US",5,"US prison total (state+federal)",NA,25,0,991,37,NA,NA,96,1,30,1,NA,NA,NA,NA,91,0,236,12,NA,NA
"540",1987,99,"FE",6,"Federal BOP",NA,0,0,74,5,NA,NA,8,0,6,1,NA,NA,NA,NA,17,0,0,0,NA,NA
"541",1988,1,"AL",3,"Alabama",4030224,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,26,1,NA,NA
"542",1988,2,"AK",4,"Alaska",547153,NA,NA,2,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"543",1988,4,"AZ",4,"Arizona",3622176,0,0,20,0,NA,NA,4,0,0,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"544",1988,5,"AR",3,"Arkansas",2346387,0,0,11,1,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"545",1988,6,"CA",4,"California",29218161,0,0,144,2,NA,NA,21,0,2,0,NA,NA,NA,NA,9,0,0,0,NA,NA
"546",1988,8,"CO",4,"Colorado",3275821,0,0,4,0,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,2,0,NA,NA
"547",1988,9,"CT",1,"Connecticut",3283409,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,14,1,NA,NA
"548",1988,10,"DE",3,"Delaware",658233,0,0,5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"549",1988,11,"DC",3,"District of Columbia",624165,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,17,0,NA,NA
"550",1988,12,"FL",3,"Florida",12637709,2,0,76,5,NA,NA,2,0,1,0,NA,NA,NA,NA,4,0,0,0,NA,NA
"551",1988,13,"GA",3,"Georgia",6411085,1,0,37,0,NA,NA,2,0,1,0,NA,NA,NA,NA,1,0,3,0,NA,NA
"552",1988,15,"HI",4,"Hawaii",1094584,NA,NA,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"553",1988,16,"ID",4,"Idaho",994426,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,5,0,NA,NA
"554",1988,17,"IL",2,"Illinois",11409785,0,0,30,0,NA,NA,4,0,3,0,NA,NA,NA,NA,5,0,0,0,NA,NA
"555",1988,18,"IN",2,"Indiana",5523684,0,0,7,0,NA,NA,1,0,1,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"556",1988,19,"IA",2,"Iowa",2770585,NA,NA,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"557",1988,20,"KS",2,"Kansas",2472847,NA,NA,15,1,NA,NA,0,0,1,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"558",1988,21,"KY",3,"Kentucky",3677312,0,0,13,0,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"559",1988,22,"LA",3,"Louisiana",4252906,3,0,24,1,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"560",1988,23,"ME",1,"Maine",1219944,NA,NA,5,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"561",1988,24,"MD",3,"Maryland",4727298,0,0,19,2,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"562",1988,25,"MA",1,"Massachusetts",6015479,NA,NA,20,1,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"563",1988,26,"MI",2,"Michigan",9253290,NA,NA,27,0,NA,NA,3,0,0,0,NA,NA,NA,NA,4,0,14,1,NA,NA
"564",1988,27,"MN",2,"Minnesota",4338045,NA,NA,5,0,NA,NA,3,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"565",1988,28,"MS",3,"Mississippi",2574273,0,0,20,1,NA,NA,3,0,1,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"566",1988,29,"MO",2,"Missouri",5095819,0,0,10,0,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"567",1988,30,"MT",4,"Montana",799642,0,0,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"568",1988,31,"NE",2,"Nebraska",1574881,0,0,4,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"569",1988,32,"NV",4,"Nevada",1137369,0,0,5,0,NA,NA,5,0,1,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"570",1988,33,"NH",1,"New Hampshire",1104523,NA,NA,3,0,NA,NA,1,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"571",1988,34,"NJ",1,"New Jersey",7726086,0,0,69,3,NA,NA,3,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"572",1988,35,"NM",4,"New Mexico",1503892,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,4,0,NA,NA
"573",1988,36,"NY",1,"New York",17983088,NA,NA,219,10,NA,NA,4,0,0,0,NA,NA,NA,NA,4,0,14,0,NA,NA
"574",1988,37,"NC",3,"North Carolina",6565467,0,0,31,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"575",1988,38,"ND",2,"North Dakota",646341,NA,NA,2,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"576",1988,39,"OH",2,"Ohio",10829211,0,0,22,1,NA,NA,11,0,2,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"577",1988,40,"OK",3,"Oklahoma",3150299,0,0,19,1,NA,NA,2,0,1,0,NA,NA,NA,NA,2,0,4,0,NA,NA
"578",1988,41,"OR",4,"Oregon",2790568,0,0,5,0,NA,NA,2,0,3,0,NA,NA,NA,NA,0,0,2,0,NA,NA
"579",1988,42,"PA",1,"Pennsylvania",11866008,0,0,38,2,NA,NA,7,0,0,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"580",1988,44,"RI",1,"Rhode Island",1000665,NA,NA,6,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"581",1988,45,"SC",3,"South Carolina",3456770,0,0,27,0,NA,NA,0,0,1,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"582",1988,46,"SD",2,"South Dakota",696691,0,0,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"583",1988,47,"TN",3,"Tennessee",4854461,0,0,15,0,NA,NA,1,0,0,0,NA,NA,NA,NA,4,0,0,0,NA,NA
"584",1988,48,"TX",3,"Texas",16806734,3,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,58,0,NA,NA
"585",1988,49,"UT",4,"Utah",1705867,1,0,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"586",1988,50,"VT",1,"Vermont",557699,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"587",1988,51,"VA",3,"Virginia",6120232,1,0,24,0,NA,NA,1,0,1,0,NA,NA,NA,NA,2,0,51,0,NA,NA
"588",1988,53,"WA",4,"Washington",4746321,0,0,4,0,NA,NA,4,0,3,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"589",1988,54,"WV",3,"West Virginia",1806552,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"590",1988,55,"WI",2,"Wisconsin",4856575,NA,NA,4,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"591",1988,56,"WY",4,"Wyoming",458377,0,0,4,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"592",1988,60,"ST",7,"State prison total",NA,11,0,1003,31,NA,NA,99,0,24,0,NA,NA,NA,NA,58,0,215,3,NA,NA
"593",1988,70,"US",5,"US prison total (state+federal)",NA,11,0,1100,36,NA,NA,109,0,30,0,NA,NA,NA,NA,67,0,215,3,NA,NA
"594",1988,99,"FE",6,"Federal BOP",NA,0,0,97,5,NA,NA,10,0,6,0,NA,NA,NA,NA,9,0,0,0,NA,NA
"595",1989,1,"AL",3,"Alabama",4040587,4,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,29,2,NA,NA
"596",1989,2,"AK",4,"Alaska",550043,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"597",1989,4,"AZ",4,"Arizona",3665228,0,0,17,1,NA,NA,2,0,2,0,NA,NA,NA,NA,1,0,3,0,NA,NA
"598",1989,5,"AR",3,"Arkansas",2350725,0,0,12,0,NA,NA,0,0,0,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"599",1989,6,"CA",4,"California",29760021,0,0,107,12,NA,NA,19,1,0,0,NA,NA,NA,NA,4,0,5,0,NA,NA
"600",1989,8,"CO",4,"Colorado",3294394,0,0,7,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,5,1,NA,NA
"601",1989,9,"CT",1,"Connecticut",3287116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA
"602",1989,10,"DE",3,"Delaware",666168,0,0,5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"603",1989,11,"DC",3,"District of Columbia",606900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA
"604",1989,12,"FL",3,"Florida",12937926,2,0,88,2,NA,NA,4,0,6,0,NA,NA,NA,NA,2,0,0,0,NA,NA
"605",1989,13,"GA",3,"Georgia",6478216,1,0,31,4,NA,NA,2,0,1,0,NA,NA,NA,NA,1,0,7,0,NA,NA
"606",1989,15,"HI",4,"Hawaii",1108229,NA,NA,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"607",1989,16,"ID",4,"Idaho",1006749,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,2,0,NA,NA
"608",1989,17,"IL",2,"Illinois",11430602,0,0,26,1,NA,NA,3,0,1,0,NA,NA,NA,NA,3,0,7,0,NA,NA
"609",1989,18,"IN",2,"Indiana",5544159,0,0,6,1,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"610",1989,19,"IA",2,"Iowa",2776755,NA,NA,6,0,NA,NA,1,0,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"611",1989,20,"KS",2,"Kansas",2477574,NA,NA,6,1,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"612",1989,21,"KY",3,"Kentucky",3685296,0,0,11,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"613",1989,22,"LA",3,"Louisiana",4219973,0,0,38,0,NA,NA,0,0,0,0,NA,NA,NA,NA,3,0,4,0,NA,NA
"614",1989,23,"ME",1,"Maine",1227928,NA,NA,6,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"615",1989,24,"MD",3,"Maryland",4781468,0,0,22,1,NA,NA,1,0,0,0,NA,NA,NA,NA,2,0,1,0,NA,NA
"616",1989,25,"MA",1,"Massachusetts",6016425,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,6,1,NA,NA
"617",1989,26,"MI",2,"Michigan",9295297,NA,NA,46,0,NA,NA,7,0,0,0,NA,NA,NA,NA,6,0,6,3,NA,NA
"618",1989,27,"MN",2,"Minnesota",4375099,NA,NA,4,0,NA,NA,1,0,2,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"619",1989,28,"MS",3,"Mississippi",2573216,1,0,15,1,NA,NA,1,1,0,0,NA,NA,NA,NA,3,0,0,0,NA,NA
"620",1989,29,"MO",2,"Missouri",5117073,1,0,14,0,NA,NA,3,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"621",1989,30,"MT",4,"Montana",799065,0,0,3,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"622",1989,31,"NE",2,"Nebraska",1578385,0,0,5,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"623",1989,32,"NV",4,"Nevada",1201833,2,0,13,0,NA,NA,0,0,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"624",1989,33,"NH",1,"New Hampshire",1109252,NA,NA,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"625",1989,34,"NJ",1,"New Jersey",7730188,0,0,87,2,NA,NA,3,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"626",1989,35,"NM",4,"New Mexico",1515069,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA
"627",1989,36,"NY",1,"New York",17990455,NA,NA,196,7,NA,NA,10,0,0,0,NA,NA,NA,NA,9,0,20,1,NA,NA
"628",1989,37,"NC",3,"North Carolina",6628637,0,0,25,1,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"629",1989,38,"ND",2,"North Dakota",638800,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"630",1989,39,"OH",2,"Ohio",10847115,0,0,37,0,NA,NA,7,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"631",1989,40,"OK",3,"Oklahoma",3145585,0,0,23,0,NA,NA,4,0,0,1,NA,NA,NA,NA,5,0,1,0,NA,NA
"632",1989,41,"OR",4,"Oregon",2842321,0,0,7,0,NA,NA,1,0,3,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"633",1989,42,"PA",1,"Pennsylvania",11881643,0,0,46,3,NA,NA,7,0,3,0,NA,NA,NA,NA,3,0,0,0,NA,NA
"634",1989,44,"RI",1,"Rhode Island",1003464,NA,NA,4,0,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"635",1989,45,"SC",3,"South Carolina",3486703,0,0,28,1,NA,NA,3,0,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"636",1989,46,"SD",2,"South Dakota",696004,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"637",1989,47,"TN",3,"Tennessee",4877185,0,0,22,2,NA,NA,1,0,0,0,NA,NA,NA,NA,4,0,0,0,NA,NA
"638",1989,48,"TX",3,"Texas",16986510,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0,NA,NA
"639",1989,49,"UT",4,"Utah",1722850,0,0,3,0,NA,NA,1,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"640",1989,50,"VT",1,"Vermont",562758,NA,NA,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"641",1989,51,"VA",3,"Virginia",6187358,1,0,39,9,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,27,0,NA,NA
"642",1989,53,"WA",4,"Washington",4866692,0,0,11,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"643",1989,54,"WV",3,"West Virginia",1793477,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,3,1,0,0,NA,NA
"644",1989,55,"WI",2,"Wisconsin",4891769,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,9,0,NA,NA
"645",1989,56,"WY",4,"Wyoming",453588,0,0,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"646",1989,60,"ST",7,"State prison total",NA,16,0,1023,50,NA,NA,101,2,22,1,NA,NA,NA,NA,61,1,234,9,NA,NA
"647",1989,70,"US",5,"US prison total (state+federal)",NA,16,0,1122,56,NA,NA,111,2,25,1,NA,NA,NA,NA,66,1,235,9,NA,NA
"648",1989,99,"FE",6,"Federal BOP",NA,0,0,99,6,NA,NA,10,0,3,0,NA,NA,NA,NA,5,0,1,0,NA,NA
"649",1990,1,"AL",3,"Alabama",4048526,1,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,49,0,NA,NA
"650",1990,2,"AK",4,"Alaska",553120,NA,NA,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,1,0,NA,NA
"651",1990,4,"AZ",4,"Arizona",3679056,0,0,19,0,NA,NA,2,0,6,0,NA,NA,NA,NA,1,0,3,0,NA,NA
"652",1990,5,"AR",3,"Arkansas",2354343,2,0,13,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"653",1990,6,"CA",4,"California",29950111,0,0,101,1,NA,NA,17,0,2,0,NA,NA,NA,NA,9,0,0,0,NA,NA
"654",1990,8,"CO",4,"Colorado",3303862,0,0,7,0,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"655",1990,9,"CT",1,"Connecticut",3289056,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA
"656",1990,10,"DE",3,"Delaware",669063,0,0,3,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"657",1990,11,"DC",3,"District of Columbia",603814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"658",1990,12,"FL",3,"Florida",13018365,4,0,85,4,NA,NA,2,0,2,0,NA,NA,NA,NA,3,0,0,0,NA,NA
"659",1990,13,"GA",3,"Georgia",6506531,0,0,46,0,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,2,0,NA,NA
"660",1990,15,"HI",4,"Hawaii",1112703,NA,NA,2,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"661",1990,16,"ID",4,"Idaho",1011882,0,0,7,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"662",1990,17,"IL",2,"Illinois",11446979,1,0,46,2,NA,NA,4,0,1,0,NA,NA,NA,NA,6,0,6,0,NA,NA
"663",1990,18,"IN",2,"Indiana",5555097,0,0,5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"664",1990,19,"IA",2,"Iowa",2779769,NA,NA,8,0,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"665",1990,20,"KS",2,"Kansas",2480683,NA,NA,8,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"666",1990,21,"KY",3,"Kentucky",3692584,0,0,19,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"667",1990,22,"LA",3,"Louisiana",4219179,1,0,34,1,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,3,1,NA,NA
"668",1990,23,"ME",1,"Maine",1231296,NA,NA,4,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"669",1990,24,"MD",3,"Maryland",4797431,0,0,22,2,NA,NA,2,0,1,0,NA,NA,NA,NA,1,0,2,0,NA,NA
"670",1990,25,"MA",1,"Massachusetts",6018664,NA,NA,18,2,NA,NA,1,0,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"671",1990,26,"MI",2,"Michigan",9310462,NA,NA,59,2,NA,NA,5,0,0,0,NA,NA,NA,NA,1,0,5,2,NA,NA
"672",1990,27,"MN",2,"Minnesota",4387283,NA,NA,8,1,NA,NA,3,0,1,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"673",1990,28,"MS",3,"Mississippi",2577426,0,0,23,1,NA,NA,1,0,3,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"674",1990,29,"MO",2,"Missouri",5126370,3,0,11,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"675",1990,30,"MT",4,"Montana",799824,0,0,1,0,NA,NA,4,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"676",1990,31,"NE",2,"Nebraska",1580664,0,0,7,0,NA,NA,2,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"677",1990,32,"NV",4,"Nevada",1218629,1,0,10,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,1,0,NA,NA
"678",1990,33,"NH",1,"New Hampshire",1111831,NA,NA,6,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"679",1990,34,"NJ",1,"New Jersey",7757158,0,0,57,0,NA,NA,2,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"680",1990,35,"NM",4,"New Mexico",1519933,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"681",1990,36,"NY",1,"New York",18002855,NA,NA,209,5,NA,NA,1,0,3,0,NA,NA,NA,NA,8,0,20,0,NA,NA
"682",1990,37,"NC",3,"North Carolina",6656987,0,0,38,2,NA,NA,2,1,1,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"683",1990,38,"ND",2,"North Dakota",637364,NA,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"684",1990,39,"OH",2,"Ohio",10861837,0,0,39,3,NA,NA,3,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA
"685",1990,40,"OK",3,"Oklahoma",3147105,1,0,24,0,NA,NA,4,0,3,1,NA,NA,NA,NA,2,1,0,0,NA,NA
"686",1990,41,"OR",4,"Oregon",2858547,0,0,8,2,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"687",1990,42,"PA",1,"Pennsylvania",11895604,0,0,49,3,NA,NA,7,0,4,1,NA,NA,NA,NA,1,0,0,0,NA,NA
"688",1990,44,"RI",1,"Rhode Island",1004649,NA,NA,4,0,NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
"689",1990,45,"SC",3,"South Carolina",3499064,1,0,38,3,NA,NA,2,0,1,1,NA,NA,NA,NA,1,0,0,0,NA,NA
"690",1990,46,"SD",2,"South Dakota",696667,0,0,3,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA
