"","YEAR","STATE","REGION","state_name","Population","JURTOT","PVIN","PVOTH","PVINCL","LF","LFINCL","LFCROWD","LFCRINC","FED","OTHST","FACINCL","FACROWD","gender"
"2871",1992,"DC",3,"District of Columbia",584183,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2872",1992,"FL",3,"Florida",13504775,2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2873",1992,"GA",3,"Georgia",6759474,1455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2874",1992,"HI",4,"Hawaii",1149926,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2875",1992,"ID",4,"Idaho",1066490,125,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,"F"
"2876",1992,"IL",2,"Illinois",11635197,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2877",1992,"IN",2,"Indiana",5648649,738,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"F"
"2878",1992,"IA",2,"Iowa",2806923,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2879",1992,"KS",2,"Kansas",2526042,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2880",1992,"KY",3,"Kentucky",3756358,545,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,"F"
"2881",1992,"LA",3,"Louisiana",4270849,1026,NA,NA,NA,NA,NA,483,NA,NA,NA,NA,NA,"F"
"2882",1992,"ME",1,"Maine",1235748,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2883",1992,"MD",3,"Maryland",4902545,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2884",1992,"MA",1,"Massachusetts",5993474,564,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"F"
"2885",1992,"MI",2,"Michigan",9470323,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2886",1992,"MN",2,"Minnesota",4471503,188,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2887",1992,"MS",3,"Mississippi",2610193,549,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,"F"
"2888",1992,"MO",2,"Missouri",5193686,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2889",1992,"MT",4,"Montana",822436,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2890",1992,"NE",2,"Nebraska",1602406,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2891",1992,"NV",4,"Nevada",1330694,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2892",1992,"NH",1,"New Hampshire",1112766,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2893",1992,"NJ",1,"New Jersey",7827770,1095,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,"F"
"2894",1992,"NM",4,"New Mexico",1580750,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2895",1992,"NY",1,"New York",18082032,3499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2896",1992,"NC",3,"North Carolina",6831850,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2897",1992,"ND",2,"North Dakota",635427,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2898",1992,"OH",2,"Ohio",11007609,2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2899",1992,"OK",3,"Oklahoma",3204174,1400,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,"F"
"2900",1992,"OR",4,"Oregon",2973934,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2901",1992,"PA",1,"Pennsylvania",11980819,1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2902",1992,"RI",1,"Rhode Island",1000571,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2903",1992,"SC",3,"South Carolina",3600576,1127,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"F"
"2904",1992,"SD",2,"South Dakota",708698,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2905",1992,"TN",3,"Tennessee",5013999,528,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"F"
"2906",1992,"TX",3,"Texas",17650479,2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2907",1992,"UT",4,"Utah",1821498,124,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,"F"
"2908",1992,"VT",1,"Vermont",570115,46,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2909",1992,"VA",3,"Virginia",6383315,1163,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,"F"
"2910",1992,"WA",4,"Washington",5139011,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2911",1992,"WV",3,"West Virginia",1805462,80,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,"F"
"2912",1992,"WI",2,"Wisconsin",5004636,336,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,"F"
"2913",1992,"WY",4,"Wyoming",463491,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2914",1992,"ST",7,"State prison total",NA,44008,NA,NA,NA,NA,NA,1419,NA,NA,NA,NA,0,"F"
"2915",1992,"US",5,"US prison total (state+federal)",NA,50407,NA,NA,NA,NA,NA,1419,NA,NA,NA,NA,0,"F"
"2916",1992,"FE",6,"Federal BOP",NA,6399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2917",1993,"AL",3,"Alabama",4193639,1131,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,"F"
"2918",1993,"AK",4,"Alaska",596993,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2919",1993,"AZ",4,"Arizona",3993390,1037,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2920",1993,"AR",3,"Arkansas",2423743,495,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2921",1993,"CA",4,"California",31147208,7581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2922",1993,"CO",4,"Colorado",3560884,542,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,"F"
"2923",1993,"CT",1,"Connecticut",3272325,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2924",1993,"DE",3,"Delaware",699475,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2925",1993,"DC",3,"District of Columbia",576358,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2926",1993,"FL",3,"Florida",13713593,2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2927",1993,"GA",3,"Georgia",6894092,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2928",1993,"HI",4,"Hawaii",1161508,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2929",1993,"ID",4,"Idaho",1101204,148,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,"F"
"2930",1993,"IL",2,"Illinois",11725984,1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2931",1993,"IN",2,"Indiana",5701965,778,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,"F"
"2932",1993,"IA",2,"Iowa",2820525,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2933",1993,"KS",2,"Kansas",2547605,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2934",1993,"KY",3,"Kentucky",3792288,545,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,"F"
"2935",1993,"LA",3,"Louisiana",4284749,1114,NA,NA,NA,NA,NA,573,NA,NA,NA,NA,NA,"F"
"2936",1993,"ME",1,"Maine",1238256,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2937",1993,"MD",3,"Maryland",4942504,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2938",1993,"MA",1,"Massachusetts",6010884,653,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2939",1993,"MI",2,"Michigan",9529240,1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2940",1993,"MN",2,"Minnesota",4521709,192,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2941",1993,"MS",3,"Mississippi",2635574,577,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,"F"
"2942",1993,"MO",2,"Missouri",5237757,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2943",1993,"MT",4,"Montana",839876,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2944",1993,"NE",2,"Nebraska",1612149,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2945",1993,"NV",4,"Nevada",1380197,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2946",1993,"NH",1,"New Hampshire",1122191,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2947",1993,"NJ",1,"New Jersey",7874891,1133,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,"F"
"2948",1993,"NM",4,"New Mexico",1614937,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2949",1993,"NY",1,"New York",18140894,3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2950",1993,"NC",3,"North Carolina",6947412,1120,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2951",1993,"ND",2,"North Dakota",637229,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2952",1993,"OH",2,"Ohio",11070385,2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2953",1993,"OK",3,"Oklahoma",3228829,1582,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,"F"
"2954",1993,"OR",4,"Oregon",3034490,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2955",1993,"PA",1,"Pennsylvania",12022128,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2956",1993,"RI",1,"Rhode Island",997852,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2957",1993,"SC",3,"South Carolina",3634507,1105,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"F"
"2958",1993,"SD",2,"South Dakota",716258,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2959",1993,"TN",3,"Tennessee",5085666,508,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,"F"
"2960",1993,"TX",3,"Texas",17996764,6949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2961",1993,"UT",4,"Utah",1875993,123,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,"F"
"2962",1993,"VT",1,"Vermont",574004,48,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2963",1993,"VA",3,"Virginia",6464795,1219,NA,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,"F"
"2964",1993,"WA",4,"Washington",5247704,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2965",1993,"WV",3,"West Virginia",1816179,79,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,"F"
"2966",1993,"WI",2,"Wisconsin",5055318,387,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,"F"
"2967",1993,"WY",4,"Wyoming",469033,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2968",1993,"ST",7,"State prison total",NA,51366,NA,NA,NA,NA,NA,1665,NA,NA,NA,NA,0,"F"
"2969",1993,"US",5,"US prison total (state+federal)",NA,58257,NA,NA,NA,NA,NA,1665,NA,NA,NA,NA,0,"F"
"2970",1993,"FE",6,"Federal BOP",NA,6891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2971",1994,"AL",3,"Alabama",4233214,1214,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,"F"
"2972",1994,"AK",4,"Alaska",600624,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2973",1994,"AZ",4,"Arizona",4147561,1273,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2974",1994,"AR",3,"Arkansas",2450605,569,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2975",1994,"CA",4,"California",31317179,8245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2976",1994,"CO",4,"Colorado",3653910,670,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,"F"
"2977",1994,"CT",1,"Connecticut",3268346,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2978",1994,"DE",3,"Delaware",708416,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2979",1994,"DC",3,"District of Columbia",564982,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2980",1994,"FL",3,"Florida",13961798,3064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2981",1994,"GA",3,"Georgia",7045900,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2982",1994,"HI",4,"Hawaii",1173903,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2983",1994,"ID",4,"Idaho",1135459,172,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,"F"
"2984",1994,"IL",2,"Illinois",11804986,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2985",1994,"IN",2,"Indiana",5745626,826,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,"F"
"2986",1994,"IA",2,"Iowa",2829422,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2987",1994,"KS",2,"Kansas",2569118,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2988",1994,"KY",3,"Kentucky",3823215,637,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,"F"
"2989",1994,"LA",3,"Louisiana",4306500,1295,NA,NA,NA,NA,NA,748,NA,NA,NA,NA,NA,"F"
"2990",1994,"ME",1,"Maine",1237687,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2991",1994,"MD",3,"Maryland",4985411,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2992",1994,"MA",1,"Massachusetts",6031352,706,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2993",1994,"MI",2,"Michigan",9584481,2021,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2994",1994,"MN",2,"Minnesota",4566028,237,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2995",1994,"MS",3,"Mississippi",2663450,648,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,"F"
"2996",1994,"MO",2,"Missouri",5281206,1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2997",1994,"MT",4,"Montana",854923,93,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"2998",1994,"NE",2,"Nebraska",1621551,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"2999",1994,"NV",4,"Nevada",1456388,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3000",1994,"NH",1,"New Hampshire",1133054,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3001",1994,"NJ",1,"New Jersey",7918796,1168,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,"F"
"3002",1994,"NM",4,"New Mexico",1653329,191,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3003",1994,"NY",1,"New York",18156652,3575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3004",1994,"NC",3,"North Carolina",7060959,1183,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3005",1994,"ND",2,"North Dakota",639762,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3006",1994,"OH",2,"Ohio",11111451,2595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3007",1994,"OK",3,"Oklahoma",3246119,1607,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,"F"
"3008",1994,"OR",4,"Oregon",3087142,379,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3009",1994,"PA",1,"Pennsylvania",12042545,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3010",1994,"RI",1,"Rhode Island",993412,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3011",1994,"SC",3,"South Carolina",3666456,1022,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,"F"
"3012",1994,"SD",2,"South Dakota",723038,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3013",1994,"TN",3,"Tennessee",5163016,587,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,"F"
"3014",1994,"TX",3,"Texas",18338319,8839,NA,NA,NA,NA,NA,3298,NA,NA,NA,NA,NA,"F"
"3015",1994,"UT",4,"Utah",1930436,131,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"F"
"3016",1994,"VT",1,"Vermont",578900,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3017",1994,"VA",3,"Virginia",6536771,1565,NA,NA,NA,NA,NA,201,NA,NA,NA,NA,NA,"F"
"3018",1994,"WA",4,"Washington",5334896,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3019",1994,"WV",3,"West Virginia",1818490,91,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,"F"
"3020",1994,"WI",2,"Wisconsin",5095504,412,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,"F"
"3021",1994,"WY",4,"Wyoming",474982,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3022",1994,"ST",7,"State prison total",NA,57256,NA,NA,NA,NA,NA,5098,NA,NA,NA,NA,0,"F"
"3023",1994,"US",5,"US prison total (state+federal)",NA,64396,NA,NA,NA,NA,NA,5098,NA,NA,NA,NA,0,"F"
"3024",1994,"FE",6,"Federal BOP",NA,7140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3025",1995,"AL",3,"Alabama",4263125,1295,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,"F"
"3026",1995,"AK",4,"Alaska",601345,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3027",1995,"AZ",4,"Arizona",4306908,1432,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3028",1995,"AR",3,"Arkansas",2480121,523,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3029",1995,"CA",4,"California",31493525,9082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3030",1995,"CO",4,"Colorado",3738061,713,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,"F"
"3031",1995,"CT",1,"Connecticut",3265293,975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3032",1995,"DE",3,"Delaware",718265,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3033",1995,"DC",3,"District of Columbia",551273,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3034",1995,"FL",3,"Florida",14185403,3660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3035",1995,"GA",3,"Georgia",7188538,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3036",1995,"HI",4,"Hawaii",1180490,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3037",1995,"ID",4,"Idaho",1165000,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3038",1995,"IL",2,"Illinois",11884935,2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3039",1995,"IN",2,"Indiana",5791819,892,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,"F"
"3040",1995,"IA",2,"Iowa",2840860,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3041",1995,"KS",2,"Kansas",2586942,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3042",1995,"KY",3,"Kentucky",3855248,734,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,"F"
"3043",1995,"LA",3,"Louisiana",4327978,1424,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,"F"
"3044",1995,"ME",1,"Maine",1237438,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3045",1995,"MD",3,"Maryland",5023650,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3046",1995,"MA",1,"Massachusetts",6062335,656,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3047",1995,"MI",2,"Michigan",9659871,1842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3048",1995,"MN",2,"Minnesota",4605445,217,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3049",1995,"MS",3,"Mississippi",2690788,791,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,"F"
"3050",1995,"MO",2,"Missouri",5324610,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3051",1995,"MT",4,"Montana",868522,112,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3052",1995,"NE",2,"Nebraska",1635142,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3053",1995,"NV",4,"Nevada",1525777,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3054",1995,"NH",1,"New Hampshire",1145604,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3055",1995,"NJ",1,"New Jersey",7965523,1307,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,"F"
"3056",1995,"NM",4,"New Mexico",1682417,278,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3057",1995,"NY",1,"New York",18150928,3615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3058",1995,"NC",3,"North Carolina",7185403,1752,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3059",1995,"ND",2,"North Dakota",641548,29,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3060",1995,"OH",2,"Ohio",11155493,2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3061",1995,"OK",3,"Oklahoma",3265547,1815,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,"F"
"3062",1995,"OR",4,"Oregon",3141421,465,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"F"
"3063",1995,"PA",1,"Pennsylvania",12044780,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3064",1995,"RI",1,"Rhode Island",989203,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3065",1995,"SC",3,"South Carolina",3699943,1045,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,"F"
"3066",1995,"SD",2,"South Dakota",728251,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3067",1995,"TN",3,"Tennessee",5241168,637,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,"F"
"3068",1995,"TX",3,"Texas",18679706,7935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3069",1995,"UT",4,"Utah",1976774,161,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"F"
"3070",1995,"VT",1,"Vermont",582827,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3071",1995,"VA",3,"Virginia",6601392,1659,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,"F"
"3072",1995,"WA",4,"Washington",5431024,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3073",1995,"WV",3,"West Virginia",1820560,129,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3074",1995,"WI",2,"Wisconsin",5137004,502,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,"F"
"3075",1995,"WY",4,"Wyoming",478447,106,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3076",1995,"ST",7,"State prison total",NA,61070,NA,NA,NA,NA,NA,2028,NA,NA,NA,NA,0,"F"
"3077",1995,"US",5,"US prison total (state+federal)",NA,68468,NA,NA,NA,NA,NA,2028,NA,NA,NA,NA,0,"F"
"3078",1995,"FE",6,"Federal BOP",NA,7398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3079",1996,"AL",3,"Alabama",4290678,1357,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,"F"
"3080",1996,"AK",4,"Alaska",604918,270,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3081",1996,"AZ",4,"Arizona",4432308,1515,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3082",1996,"AR",3,"Arkansas",2504858,548,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3083",1996,"CA",4,"California",31780829,10107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3084",1996,"CO",4,"Colorado",3812716,845,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,"F"
"3085",1996,"CT",1,"Connecticut",3267030,1380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3086",1996,"DE",3,"Delaware",727090,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3087",1996,"DC",3,"District of Columbia",538273,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3088",1996,"FL",3,"Florida",14426911,3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3089",1996,"GA",3,"Georgia",7332225,2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3090",1996,"HI",4,"Hawaii",1184434,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3091",1996,"ID",4,"Idaho",1187706,271,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"F"
"3092",1996,"IL",2,"Illinois",11953003,2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F"
"3093",1996,"IN",2,"Indiana",5834908,1008,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,"F"
