"","YEAR","STATE","REGION","state_name","Population","JURTOT","PVIN","PVOTH","PVINCL","LF","LFINCL","LFCROWD","LFCRINC","FED","OTHST","FACINCL","FACROWD","gender"
"1666",2008,"VT",1,"Vermont",620967,1998,0,726,NA,0,NA,NA,NA,0,0,NA,NA,"M"
"1667",2008,"VA",3,"Virginia",7780691,35249,1535,0,NA,5476,NA,NA,NA,0,60,NA,NA,"M"
"1668",2008,"WA",4,"Washington",6566085,16522,0,863,NA,381,NA,NA,NA,8,58,NA,NA,"M"
"1669",2008,"WV",3,"West Virginia",1816352,5411,0,0,NA,1029,NA,NA,NA,0,0,NA,NA,"M"
"1670",2008,"WI",2,"Wisconsin",5627257,22022,11,30,NA,936,NA,NA,NA,84,53,NA,NA,"M"
"1671",2008,"WY",4,"Wyoming",532626,1876,212,194,NA,46,NA,NA,NA,6,310,NA,NA,"M"
"1672",2008,"ST",7,"State prison total",NA,1305663,79323,9453,NA,73891,NA,NA,NA,1899,3659,NA,0,"M"
"1673",2008,"US",5,"US prison total (state+federal)",NA,1493670,79323,41319,NA,76304,NA,NA,NA,1899,3659,NA,0,"M"
"1674",2008,"FE",6,"Federal BOP",NA,188007,0,31866,NA,2413,NA,NA,NA,NA,NA,NA,NA,"M"
"1675",2009,"AL",3,"Alabama",4707496,29419,800,0,NA,2000,NA,NA,NA,149,237,NA,NA,"M"
"1676",2009,"AK",4,"Alaska",694690,4696,677,831,NA,0,NA,NA,NA,11,2,NA,NA,"M"
"1677",2009,"AZ",4,"Arizona",6587653,36768,4482,4489,NA,0,NA,NA,NA,0,82,NA,NA,"M"
"1678",2009,"AR",3,"Arkansas",2887331,14147,NA,NA,NA,1747,NA,NA,NA,0,27,NA,NA,"M"
"1679",2009,"CA",4,"California",36887615,160286,1866,0,NA,2610,NA,NA,NA,476,NA,NA,NA,"M"
"1680",2009,"CO",4,"Colorado",5015155,20694,4745,0,NA,61,NA,NA,NA,0,0,NA,NA,"M"
"1681",2009,"CT",1,"Connecticut",3514826,18381,770,0,NA,NA,NA,NA,NA,3,75,NA,NA,"M"
"1682",2009,"DE",3,"Delaware",884124,6284,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,"M"
"1683",2009,"DC",3,"District of Columbia",599975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"1684",2009,"FL",3,"Florida",18509936,96632,8023,NA,NA,1231,NA,NA,NA,NA,1066,NA,NA,"M"
"1685",2009,"GA",3,"Georgia",9813588,53063,5129,0,NA,3273,NA,NA,NA,NA,NA,NA,NA,"M"
"1686",2009,"HI",4,"Hawaii",1288285,5190,0,1618,NA,NA,NA,NA,NA,377,24,NA,NA,"M"
"1687",2009,"ID",4,"Idaho",1544465,6656,2066,0,NA,230,NA,NA,NA,13,94,NA,NA,"M"
"1688",2009,"IL",2,"Illinois",12893278,42571,NA,NA,NA,0,NA,NA,NA,3,12,NA,NA,"M"
"1689",2009,"IN",2,"Indiana",6417276,26302,2416,0,NA,1955,NA,NA,NA,43,99,NA,NA,"M"
"1690",2009,"IA",2,"Iowa",3008331,8090,NA,NA,NA,NA,NA,NA,NA,0,34,NA,NA,"M"
"1691",2009,"KS",2,"Kansas",2817430,8076,NA,NA,NA,0,NA,NA,NA,NA,77,NA,NA,"M"
"1692",2009,"KY",3,"Kentucky",4312268,19343,1865,0,NA,6649,NA,NA,NA,0,17,NA,NA,"M"
"1693",2009,"LA",3,"Louisiana",4489490,37164,2922,NA,NA,18376,NA,NA,NA,NA,NA,NA,NA,"M"
"1694",2009,"ME",1,"Maine",1315889,2048,0,0,NA,123,NA,NA,NA,14,52,NA,NA,"M"
"1695",2009,"MD",3,"Maryland",5688399,21206,104,NA,NA,111,NA,NA,NA,38,44,NA,NA,"M"
"1696",2009,"MA",1,"Massachusetts",6592205,10597,NA,NA,NA,123,NA,NA,NA,31,87,NA,NA,"M"
"1697",2009,"MI",2,"Michigan",9955260,43723,0,0,NA,52,NA,NA,NA,0,0,NA,NA,"M"
"1698",2009,"MN",2,"Minnesota",5262824,9312,191,0,NA,618,NA,NA,NA,38,93,NA,NA,"M"
"1699",2009,"MS",3,"Mississippi",2949943,19747,5286,0,NA,3979,NA,NA,NA,0,0,NA,NA,"M"
"1700",2009,"MO",2,"Missouri",5982234,28136,0,0,NA,0,NA,NA,NA,363,50,NA,NA,"M"
"1701",2009,"MT",4,"Montana",974163,3214,1210,0,NA,490,NA,NA,NA,0,26,NA,NA,"M"
"1702",2009,"NE",2,"Nebraska",1794852,4108,0,0,NA,0,NA,NA,NA,0,19,NA,NA,"M"
"1703",2009,"NV",4,"Nevada",2638588,11533,0,0,NA,70,NA,NA,NA,0,0,NA,NA,"M"
"1704",2009,"NH",1,"New Hampshire",1322181,2564,0,0,NA,21,NA,NA,NA,19,126,NA,NA,"M"
"1705",2009,"NJ",1,"New Jersey",8693723,24176,2680,0,NA,1219,NA,NA,NA,5,82,NA,NA,"M"
"1706",2009,"NM",4,"New Mexico",2007315,5775,2234,0,NA,0,NA,NA,NA,1,83,NA,NA,"M"
"1707",2009,"NY",1,"New York",19522612,56198,0,0,NA,36,NA,NA,NA,0,0,NA,NA,"M"
"1708",2009,"NC",3,"North Carolina",9357107,37052,98,0,NA,0,NA,NA,NA,0,0,NA,NA,"M"
"1709",2009,"ND",2,"North Dakota",645903,1312,0,0,NA,47,NA,NA,NA,7,13,NA,NA,"M"
"1710",2009,"OH",2,"Ohio",11531860,47617,2195,0,NA,0,NA,NA,NA,8,25,NA,NA,"M"
"1711",2009,"OK",3,"Oklahoma",3685640,22230,5824,NA,NA,2172,NA,NA,NA,1,114,NA,NA,"M"
"1712",2009,"OR",4,"Oregon",3823058,13278,0,0,NA,14,NA,NA,NA,78,58,NA,NA,"M"
"1713",2009,"PA",1,"Pennsylvania",12602112,48601,742,0,NA,525,NA,NA,NA,10,8,NA,NA,"M"
"1714",2009,"RI",1,"Rhode Island",1057451,3444,NA,NA,NA,NA,NA,NA,NA,2,51,NA,NA,"M"
"1715",2009,"SC",3,"South Carolina",4554258,22771,13,0,NA,376,NA,NA,NA,112,121,NA,NA,"M"
"1716",2009,"SD",2,"South Dakota",810814,3054,0,0,NA,35,NA,NA,NA,0,25,NA,NA,"M"
"1717",2009,"TN",3,"Tennessee",6291220,24956,5108,0,NA,6209,NA,NA,NA,0,0,NA,NA,"M"
"1718",2009,"TX",3,"Texas",24770651,157679,17019,NA,NA,10892,NA,NA,NA,0,0,NA,NA,"M"
"1719",2009,"UT",4,"Utah",2780871,5956,0,0,NA,1172,NA,NA,NA,44,52,NA,NA,"M"
"1720",2009,"VT",1,"Vermont",621436,2065,0,668,NA,0,NA,NA,NA,0,0,NA,NA,"M"
"1721",2009,"VA",3,"Virginia",7862480,35156,1575,0,NA,6818,NA,NA,NA,0,32,NA,NA,"M"
"1722",2009,"WA",4,"Washington",6671597,16836,0,124,NA,431,NA,NA,NA,8,62,NA,NA,"M"
"1723",2009,"WV",3,"West Virginia",1821290,5683,0,0,NA,1132,NA,NA,NA,0,0,NA,NA,"M"
"1724",2009,"WI",2,"Wisconsin",5650751,21859,5,9,NA,700,NA,NA,NA,89,44,NA,NA,"M"
"1725",2009,"WY",4,"Wyoming",544391,1861,204,0,NA,48,NA,NA,NA,4,291,NA,NA,"M"
"1726",2009,"ST",7,"State prison total",NA,1307509,80249,7739,NA,75545,NA,NA,NA,1947,3421,NA,0,"M"
"1727",2009,"US",5,"US prison total (state+federal)",NA,1502002,80249,40397,NA,78145,NA,NA,NA,1947,3421,NA,0,"M"
"1728",2009,"FE",6,"Federal BOP",NA,194493,0,32658,NA,2600,NA,NA,NA,NA,NA,NA,NA,"M"
"1729",2010,"AL",3,"Alabama",4729656,29261,877,0,1,1203,1,NA,NA,131,247,NA,NA,"M"
"1730",2010,"AK",4,"Alaska",708862,4782,556,967,1,0,NA,NA,NA,13,5,NA,NA,"M"
"1731",2010,"AZ",4,"Arizona",6676627,36521,5356,0,1,0,NA,NA,NA,0,77,NA,NA,"M"
"1732",2010,"AR",3,"Arkansas",2910236,15040,0,0,NA,1919,1,NA,NA,0,27,NA,NA,"M"
"1733",2010,"CA",4,"California",37266600,155104,1761,0,1,2200,1,NA,NA,426,0,NA,NA,"M"
"1734",2010,"CO",4,"Colorado",5095309,20763,4498,0,1,30,1,NA,NA,0,0,NA,NA,"M"
"1735",2010,"CT",1,"Connecticut",3526937,18075,753,0,NA,0,NA,NA,NA,4,74,NA,NA,"M"
"1736",2010,"DE",3,"Delaware",891464,6149,0,0,NA,0,NA,NA,NA,0,15,NA,NA,"M"
"1737",2010,"DC",3,"District of Columbia",610589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"1738",2010,"FL",3,"Florida",18678049,96956,9952,0,1,1208,1,NA,NA,0,910,NA,NA,"M"
"1739",2010,"GA",3,"Georgia",9908357,52598,5233,0,1,3558,1,NA,NA,0,0,NA,NA,"M"
"1740",2010,"HI",4,"Hawaii",1300086,5184,0,1906,1,0,NA,NA,NA,311,25,NA,NA,"M"
"1741",2010,"ID",4,"Idaho",1559796,6621,2236,0,1,126,1,NA,NA,21,96,NA,NA,"M"
"1742",2010,"IL",2,"Illinois",12944410,45496,0,0,NA,0,NA,NA,NA,4,16,NA,NA,"M"
"1743",2010,"IN",2,"Indiana",6445295,25522,2754,0,1,1492,1,NA,NA,49,96,NA,NA,"M"
"1744",2010,"IA",2,"Iowa",3023081,8675,0,0,NA,0,NA,NA,NA,0,34,NA,NA,"M"
"1745",2010,"KS",2,"Kansas",2841121,8428,0,0,NA,0,NA,NA,NA,0,75,NA,NA,"M"
"1746",2010,"KY",3,"Kentucky",4339435,18406,2088,0,1,5881,1,NA,NA,0,15,NA,NA,"M"
"1747",2010,"LA",3,"Louisiana",4529426,37037,2921,0,1,19106,1,NA,NA,0,0,NA,NA,"M"
"1748",2010,"ME",1,"Maine",1312939,1988,0,0,NA,147,1,NA,NA,19,25,NA,NA,"M"
"1749",2010,"MD",3,"Maryland",5737274,21686,70,0,1,163,1,NA,NA,6,20,NA,NA,"M"
"1750",2010,"MA",1,"Massachusetts",6631280,10547,NA,NA,NA,155,1,NA,NA,9,65,NA,NA,"M"
"1751",2010,"MI",2,"Michigan",9931235,42296,0,0,NA,52,2,NA,NA,0,0,NA,NA,"M"
"1752",2010,"MN",2,"Minnesota",5290447,9158,0,0,1,496,1,NA,NA,34,90,NA,NA,"M"
"1753",2010,"MS",3,"Mississippi",2960467,19542,5241,0,1,4380,1,NA,NA,0,0,NA,NA,"M"
"1754",2010,"MO",2,"Missouri",6011741,28163,0,0,NA,0,NA,NA,NA,350,45,NA,NA,"M"
"1755",2010,"MT",4,"Montana",980152,3291,1269,0,1,542,1,NA,NA,0,28,NA,NA,"M"
"1756",2010,"NE",2,"Nebraska",1811072,4176,0,0,NA,0,NA,NA,NA,0,20,NA,NA,"M"
"1757",2010,"NV",4,"Nevada",2654751,11689,0,0,NA,61,1,NA,NA,0,0,NA,NA,"M"
"1758",2010,"NH",1,"New Hampshire",1323531,2560,0,0,NA,19,1,NA,NA,0,113,NA,NA,"M"
"1759",2010,"NJ",1,"New Jersey",8732811,23871,2580,0,1,499,1,NA,NA,5,86,NA,NA,"M"
"1760",2010,"NM",4,"New Mexico",2033875,6161,2307,0,1,0,NA,NA,NA,171,85,NA,NA,"M"
"1761",2010,"NY",1,"New York",19577730,54438,0,0,NA,25,1,NA,NA,0,0,NA,NA,"M"
"1762",2010,"NC",3,"North Carolina",9458888,37563,100,0,1,266,2,NA,NA,0,0,NA,NA,"M"
"1763",2010,"ND",2,"North Dakota",653778,1308,0,0,NA,62,1,NA,NA,10,15,NA,NA,"M"
"1764",2010,"OH",2,"Ohio",11532111,47720,2934,0,1,0,NA,NA,NA,8,25,NA,NA,"M"
"1765",2010,"OK",3,"Oklahoma",3724447,23703,5833,0,1,1849,2,NA,NA,1,112,NA,NA,"M"
"1766",2010,"OR",4,"Oregon",3855536,13745,0,0,NA,9,1,NA,NA,83,57,NA,NA,"M"
"1767",2010,"PA",1,"Pennsylvania",12632780,48552,858,0,1,607,1,NA,NA,13,2188,NA,NA,"M"
"1768",2010,"RI",1,"Rhode Island",1056870,3139,0,0,NA,0,NA,NA,NA,6,87,NA,NA,"M"
"1769",2010,"SC",3,"South Carolina",4596958,22105,15,0,1,379,1,NA,NA,90,108,NA,NA,"M"
"1770",2010,"SD",2,"South Dakota",820077,3023,0,0,1,34,1,NA,NA,0,26,NA,NA,"M"
"1771",2010,"TN",3,"Tennessee",6338112,25345,5120,0,1,6504,1,NA,NA,0,0,NA,NA,"M"
"1772",2010,"TX",3,"Texas",25213445,159298,16748,0,1,11453,1,NA,NA,0,0,NA,NA,"M"
"1773",2010,"UT",4,"Utah",2830753,6199,0,0,NA,1243,1,NA,NA,36,53,NA,NA,"M"
"1774",2010,"VT",1,"Vermont",622433,1930,0,562,1,0,NA,NA,NA,0,0,NA,NA,"M"
"1775",2010,"VA",3,"Virginia",7952119,34790,1560,0,1,6070,1,NA,NA,80,140,NA,NA,"M"
"1776",2010,"WA",4,"Washington",6746199,16808,0,0,1,580,1,NA,NA,8,58,NA,NA,"M"
"1777",2010,"WV",3,"West Virginia",1825513,5956,0,0,NA,1380,1,NA,NA,0,0,NA,NA,"M"
"1778",2010,"WI",2,"Wisconsin",5668519,21465,20,28,1,540,1,NA,NA,50,48,NA,NA,"M"
"1779",2010,"WY",4,"Wyoming",547637,1881,192,0,1,6,1,NA,NA,7,17,NA,NA,"M"
"1780",2010,"ST",7,"State prison total",NA,1304714,83832,3463,NA,74244,NA,NA,NA,1945,5223,NA,0,"M"
"1781",2010,"US",5,"US prison total (state+federal)",NA,1500936,83832,35729,NA,76692,NA,NA,NA,1945,5223,NA,0,"M"
"1782",2010,"FE",6,"Federal BOP",NA,196222,0,32266,1,2448,1,NA,NA,0,0,NA,NA,"M"
"1783",2011,"AL",3,"Alabama",4798834,29696,418,0,1,1883,1,NA,NA,131,253,1,NA,"M"
"1784",2011,"AK",4,"Alaska",722038,4932,570,1044,1,NA,NA,NA,NA,14,7,1,NA,"M"
"1785",2011,"AZ",4,"Arizona",6473497,36470,6457,0,1,0,NA,NA,NA,0,69,2,NA,"M"
"1786",2011,"AR",3,"Arkansas",2940407,14995,0,0,NA,837,1,NA,NA,0,26,1,NA,"M"
"1787",2011,"CA",4,"California",37641823,141382,630,0,1,57,1,NA,NA,462,0,1,NA,"M"
"1788",2011,"CO",4,"Colorado",5121771,19957,4303,0,1,49,1,NA,NA,0,0,NA,NA,"M"
"1789",2011,"CT",1,"Connecticut",3588023,17090,749,0,1,0,NA,NA,NA,10,89,1,NA,"M"
"1790",2011,"DE",3,"Delaware",907316,6202,0,0,NA,0,NA,NA,NA,0,13,1,NA,"M"
"1791",2011,"DC",3,"District of Columbia",619602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"1792",2011,"FL",3,"Florida",19093352,95913,9989,0,1,1209,1,NA,NA,0,893,1,NA,"M"
"1793",2011,"GA",3,"Georgia",9801578,52027,5615,0,1,2836,1,NA,NA,0,0,1,NA,"M"
"1794",2011,"HI",4,"Hawaii",1379252,5304,0,1740,1,0,NA,NA,NA,280,26,1,NA,"M"
"1795",2011,"ID",4,"Idaho",1583828,6854,2332,0,1,469,1,NA,NA,23,0,1,NA,"M"
"1796",2011,"IL",2,"Illinois",12867291,45562,0,0,NA,0,NA,NA,NA,5,18,1,NA,"M"
"1797",2011,"IN",2,"Indiana",6516045,26406,2878,0,1,1435,1,NA,NA,53,106,1,NA,"M"
"1798",2011,"IA",2,"Iowa",3066054,8378,0,0,NA,0,NA,NA,NA,0,37,1,NA,"M"
"1799",2011,"KS",2,"Kansas",2869035,8647,3,68,1,1,1,NA,NA,0,68,1,NA,"M"
"1800",2011,"KY",3,"Kentucky",4369488,19091,2048,0,1,6093,1,NA,NA,0,14,1,NA,"M"
"1801",2011,"LA",3,"Louisiana",4575184,37326,2951,0,1,19566,1,NA,NA,0,0,1,NA,"M"
"1802",2011,"ME",1,"Maine",1328150,1981,0,0,NA,106,1,NA,NA,24,19,1,NA,"M"
"1803",2011,"MD",3,"Maryland",5838991,21576,78,0,1,143,1,NA,NA,21,53,1,NA,"M"
"1804",2011,"MA",1,"Massachusetts",6613149,10832,NA,NA,NA,147,1,NA,NA,8,69,1,NA,"M"
"1805",2011,"MI",2,"Michigan",9881521,41031,0,0,NA,36,2,NA,NA,0,0,2,NA,"M"
"1806",2011,"MN",2,"Minnesota",5345668,9156,0,0,NA,521,1,NA,NA,40,101,1,NA,"M"
"1807",2011,"MS",3,"Mississippi",2978470,19808,4669,0,1,5549,1,NA,NA,0,0,2,NA,"M"
"1808",2011,"MO",2,"Missouri",6009641,28258,0,0,NA,0,NA,NA,NA,352,45,1,NA,"M"
"1809",2011,"MT",4,"Montana",997221,3274,1222,0,1,512,1,NA,NA,14,35,1,NA,"M"
"1810",2011,"NE",2,"Nebraska",1840538,4247,0,0,NA,50,1,NA,NA,0,15,1,NA,"M"
"1811",2011,"NV",4,"Nevada",2712799,11811,0,0,NA,68,1,NA,NA,0,0,1,NA,"M"
"1812",2011,"NH",1,"New Hampshire",1319815,2444,0,0,NA,11,1,NA,NA,20,161,1,NA,"M"
"1813",2011,"NJ",1,"New Jersey",8827783,22762,2617,0,1,180,1,NA,NA,3,78,1,NA,"M"
"1814",2011,"NM",4,"New Mexico",2080395,6366,2271,0,1,0,NA,NA,NA,0,90,2,NA,"M"
"1815",2011,"NY",1,"New York",19498514,53124,0,0,NA,14,1,NA,NA,0,0,1,NA,"M"
"1816",2011,"NC",3,"North Carolina",9656754,36800,0,0,1,0,NA,NA,NA,0,0,NA,NA,"M"
"1817",2011,"ND",2,"North Dakota",685136,1276,0,0,NA,54,1,NA,NA,10,17,1,NA,"M"
"1818",2011,"OH",2,"Ohio",11543463,47061,2913,0,1,0,NA,NA,NA,8,25,1,NA,"M"
"1819",2011,"OK",3,"Oklahoma",3787821,23558,5825,0,1,2024,2,NA,NA,1,103,1,NA,"M"
"1820",2011,"OR",4,"Oregon",3871728,13387,0,0,NA,0,NA,NA,NA,76,64,1,NA,"M"
"1821",2011,"PA",1,"Pennsylvania",12744583,48795,989,0,1,609,1,NA,NA,11,922,1,NA,"M"
"1822",2011,"RI",1,"Rhode Island",1053536,3158,0,0,NA,0,NA,NA,NA,2,92,2,NA,"M"
"1823",2011,"SC",3,"South Carolina",4671422,21528,15,0,1,362,1,NA,NA,85,104,1,NA,"M"
"1824",2011,"SD",2,"South Dakota",823484,3094,0,0,1,34,1,NA,NA,0,27,1,NA,"M"
"1825",2011,"TN",3,"Tennessee",6397410,26070,5147,0,1,7428,1,NA,NA,0,0,1,NA,"M"
"1826",2011,"TX",3,"Texas",25646227,158036,16227,0,1,10519,1,NA,NA,0,0,NA,NA,"M"
"1827",2011,"UT",4,"Utah",2814216,6266,0,0,NA,1432,1,NA,NA,30,54,1,NA,"M"
"1828",2011,"VT",1,"Vermont",626979,1905,0,522,1,0,NA,NA,NA,0,0,1,NA,"M"
"1829",2011,"VA",3,"Virginia",8100469,35321,1569,0,1,6975,1,NA,NA,48,71,1,NA,"M"
"1830",2011,"WA",4,"Washington",6821655,16452,0,0,NA,353,1,NA,NA,9,50,1,NA,"M"
"1831",2011,"WV",3,"West Virginia",1856074,6074,0,0,NA,1421,1,NA,NA,0,0,1,NA,"M"
"1832",2011,"WI",2,"Wisconsin",5704755,21472,13,21,1,144,1,NA,NA,65,51,1,NA,"M"
"1833",2011,"WY",4,"Wyoming",567224,1944,236,0,1,9,1,NA,NA,1,18,1,NA,"M"
"1834",2011,"ST",7,"State prison total",NA,1285099,82734,3395,NA,73136,NA,NA,NA,1806,3883,NA,0,"M"
"1835",2011,"US",5,"US prison total (state+federal)",NA,1487561,82734,40375,NA,74391,NA,NA,NA,1806,3883,NA,0,"M"
"1836",2011,"FE",6,"Federal BOP",NA,202462,0,36980,NA,1255,NA,NA,NA,0,0,NA,NA,"M"
"1837",2012,"AL",3,"Alabama",4815564,29782,423,0,1,2046,1,NA,NA,119,230,1,NA,"M"
"1838",2012,"AK",4,"Alaska",730399,4934,609,1031,1,0,NA,NA,NA,16,7,NA,NA,"M"
"1839",2012,"AZ",4,"Arizona",6556629,36447,6435,0,1,0,NA,NA,NA,0,65,2,NA,"M"
"1840",2012,"AR",3,"Arkansas",2952109,13594,0,0,NA,527,1,NA,NA,0,26,1,NA,"M"
"1841",2012,"CA",4,"California",37960782,128436,593,0,1,0,NA,NA,NA,404,0,1,NA,"M"
"1842",2012,"CO",4,"Colorado",5193721,18739,3939,0,1,133,1,NA,NA,0,0,NA,NA,"M"
"1843",2012,"CT",1,"Connecticut",3594395,16312,711,0,1,0,NA,NA,NA,4,78,1,NA,"M"
"1844",2012,"DE",3,"Delaware",915188,6348,0,0,NA,0,NA,NA,NA,0,14,1,NA,"M"
"1845",2012,"DC",3,"District of Columbia",634725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"1846",2012,"FL",3,"Florida",19326230,94945,9858,0,1,1117,1,NA,NA,0,864,1,NA,"M"
"1847",2012,"GA",3,"Georgia",9901496,51868,7900,0,1,4896,1,NA,NA,0,0,NA,NA,"M"
"1848",2012,"HI",4,"Hawaii",1394905,5143,0,1606,1,0,NA,NA,NA,238,27,1,NA,"M"
"1849",2012,"ID",4,"Idaho",1595441,6977,2477,248,1,243,1,NA,NA,26,248,1,NA,"M"
"1850",2012,"IL",2,"Illinois",12884119,46599,0,0,NA,0,NA,NA,NA,0,0,2,NA,"M"
"1851",2012,"IN",2,"Indiana",6537640,26265,4124,0,1,733,1,NA,NA,43,109,1,NA,"M"
"1852",2012,"IA",2,"Iowa",3076097,7949,0,0,NA,0,NA,NA,NA,0,32,1,NA,"M"
"1853",2012,"KS",2,"Kansas",2885361,8952,1,77,1,0,NA,NA,NA,0,77,1,NA,"M"
"1854",2012,"KY",3,"Kentucky",4386381,19425,812,0,1,7172,1,NA,NA,0,15,1,NA,"M"
"1855",2012,"LA",3,"Louisiana",4600814,37783,2956,0,1,20258,1,NA,NA,0,0,1,NA,"M"
"1856",2012,"ME",1,"Maine",1327691,1944,0,0,NA,65,1,NA,NA,20,15,1,NA,"M"
"1857",2012,"MD",3,"Maryland",5887072,20646,27,0,1,169,1,NA,NA,6,49,1,NA,"M"
"1858",2012,"MA",1,"Massachusetts",6663158,10549,0,0,NA,183,1,NA,NA,8,71,1,NA,"M"
"1859",2012,"MI",2,"Michigan",9896930,41647,0,0,NA,42,2,NA,NA,0,0,2,NA,"M"
"1860",2012,"MN",2,"Minnesota",5376550,9228,0,0,NA,567,1,NA,NA,39,106,1,NA,"M"
"1861",2012,"MS",3,"Mississippi",2983767,20652,4334,0,1,6076,1,NA,NA,0,0,2,NA,"M"
"1862",2012,"MO",2,"Missouri",6024081,28544,0,0,NA,0,NA,NA,NA,325,46,1,NA,"M"
"1863",2012,"MT",4,"Montana",1003754,3210,1216,0,1,485,1,NA,NA,6,37,1,NA,"M"
"1864",2012,"NE",2,"Nebraska",1853323,4352,0,0,NA,28,1,NA,NA,3,17,1,NA,"M"
"1865",2012,"NV",4,"Nevada",2744566,11845,0,0,NA,68,1,NA,NA,0,0,1,NA,"M"
"1866",2012,"NH",1,"New Hampshire",1323962,2583,0,0,NA,14,1,NA,NA,21,174,1,NA,"M"
"1867",2012,"NJ",1,"New Jersey",8845483,22164,2451,0,1,101,1,NA,NA,3,85,1,NA,"M"
"1868",2012,"NM",4,"New Mexico",2087549,6096,2418,0,1,0,NA,NA,NA,0,86,2,NA,"M"
"1869",2012,"NY",1,"New York",19574549,51963,0,0,NA,0,NA,NA,NA,0,0,1,NA,"M"
"1870",2012,"NC",3,"North Carolina",9749123,34675,0,0,1,0,NA,NA,NA,0,0,NA,NA,"M"
"1871",2012,"ND",2,"North Dakota",701116,1341,0,0,NA,99,1,NA,NA,12,12,1,NA,"M"
"1872",2012,"OH",2,"Ohio",11548369,47008,5234,0,1,0,NA,NA,NA,8,19,1,NA,"M"
"1873",2012,"OK",3,"Oklahoma",3818600,22728,6121,0,1,2268,1,NA,NA,1,76,1,NA,"M"
"1874",2012,"OR",4,"Oregon",3899118,13609,0,0,NA,0,NA,NA,NA,0,65,1,NA,"M"
"1875",2012,"PA",1,"Pennsylvania",12766827,48380,1004,0,1,489,1,NA,NA,9,7,1,NA,"M"
"1876",2012,"RI",1,"Rhode Island",1054601,3128,0,0,NA,0,NA,NA,NA,2,83,2,NA,"M"
"1877",2012,"SC",3,"South Carolina",4717112,21051,14,0,1,371,1,NA,NA,65,93,1,NA,"M"
"1878",2012,"SD",2,"South Dakota",833496,3227,0,0,1,22,1,NA,NA,0,25,1,NA,"M"
"1879",2012,"TN",3,"Tennessee",6451281,26048,5165,0,1,7429,1,NA,NA,0,0,1,NA,"M"
"1880",2012,"TX",3,"Texas",26089620,152823,16241,0,1,9554,1,NA,NA,0,0,1,NA,"M"
"1881",2012,"UT",4,"Utah",2853467,6323,0,0,NA,1482,1,NA,NA,45,51,1,NA,"M"
"1882",2012,"VT",1,"Vermont",626063,1907,0,504,1,0,NA,NA,NA,0,0,1,NA,"M"
"1883",2012,"VA",3,"Virginia",8185229,34150,1559,0,1,6934,1,NA,NA,0,84,1,NA,"M"
"1884",2012,"WA",4,"Washington",6892876,15934,0,0,NA,229,1,NA,NA,7,52,1,NA,"M"
"1885",2012,"WV",3,"West Virginia",1856764,6265,0,0,NA,1434,1,NA,NA,0,0,1,NA,"M"
"1886",2012,"WI",2,"Wisconsin",5719855,21375,13,3,1,66,1,NA,NA,48,35,1,NA,"M"
"1887",2012,"WY",4,"Wyoming",576270,1966,223,0,1,3,1,NA,NA,5,21,1,NA,"M"
"1888",2012,"ST",7,"State prison total",NA,1257859,86858,3469,NA,75303,NA,NA,NA,1483,3101,NA,NA,"M"
"1889",2012,"US",5,"US prison total (state+federal)",NA,1461625,79060,50198,NA,75980,NA,NA,NA,1483,3101,NA,NA,"M"
"1890",2012,"FE",6,"Federal BOP",NA,203766,0,38931,1,677,1,NA,NA,0,0,NA,NA,"M"
"1891",2013,"AL",3,"Alabama",4830460,29660,424,0,1,1811,1,NA,NA,113,215,1,NA,"M"
"1892",2013,"AK",4,"Alaska",737045,4450,0,27,1,0,NA,NA,NA,0,0,NA,NA,"M"
"1893",2013,"AZ",4,"Arizona",6634999,37402,6405,0,1,0,NA,NA,NA,0,70,2,NA,"M"
"1894",2013,"AR",3,"Arkansas",2959549,15904,0,0,NA,2700,1,NA,NA,0,23,1,NA,"M"
"1895",2013,"CA",4,"California",38280824,129684,1975,0,1,0,NA,NA,NA,383,0,1,NA,"M"
"1896",2013,"CO",4,"Colorado",5270482,18556,3898,0,1,127,1,NA,NA,0,0,NA,NA,"M"
"1897",2013,"CT",1,"Connecticut",3594915,16328,677,0,1,0,NA,NA,NA,2,75,1,NA,"M"
"1898",2013,"DE",3,"Delaware",923638,6405,0,0,NA,0,NA,NA,NA,0,15,NA,NA,"M"
"1899",2013,"DC",3,"District of Columbia",650431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M"
"1900",2013,"FL",3,"Florida",19563166,95757,9950,0,1,1084,1,NA,NA,0,868,1,NA,"M"
"1901",2013,"GA",3,"Georgia",9973326,50445,7900,0,1,4887,1,NA,NA,0,0,NA,NA,"M"
"1902",2013,"HI",4,"Hawaii",1408453,4972,0,1394,1,0,NA,NA,NA,182,44,1,NA,"M"
"1903",2013,"ID",4,"Idaho",1611530,7176,2506,239,1,363,1,NA,NA,65,239,1,NA,"M"
"1904",2013,"IL",2,"Illinois",12898269,45737,0,0,NA,0,NA,NA,NA,4,25,1,NA,"M"
