"","YEAR","STATE","REGION","state_name","Population","ADDRACE","AIAN","API","ASIAN","BLACK","HISP","NHPI","NOTHISP","TOTHCAT","TOTRACE","TWORACE","UNKHISP","UNKRACE","WHITE"
"507",1987,"MD",3,"Maryland",4657908,0,8,0,0,9709,0,0,0,13467,13467,0,13467,23,3727
"508",1987,"MA",1,"Massachusetts",5979981,0,12,19,0,2092,877,0,5389,6268,6268,0,2,422,3723
"509",1987,"MI",2,"Michigan",9218000,0,105,0,0,13476,297,0,23582,23879,23879,0,0,402,9896
"510",1987,"MN",2,"Minnesota",4296162,0,208,3,0,614,66,0,2477,2546,2546,0,3,81,1640
"511",1987,"MS",3,"Mississippi",2580353,0,10,4,0,4762,14,0,6814,6880,6880,0,52,52,2052
"512",1987,"MO",2,"Missouri",5081730,0,0,0,0,4459,0,0,0,11146,11146,0,11146,0,6687
"513",1987,"MT",4,"Montana",800194,0,206,2,0,22,41,0,1146,1187,1187,0,0,2,955
"514",1987,"NE",2,"Nebraska",1571464,0,72,11,0,581,62,0,2024,2086,2086,0,0,0,1422
"515",1987,"NV",4,"Nevada",1075027,0,42,39,0,1349,219,0,4215,4434,4434,0,0,315,2689
"516",1987,"NH",1,"New Hampshire",1082576,0,1,0,0,24,20,0,847,867,867,0,0,0,842
"517",1987,"NJ",1,"New Jersey",7712334,0,0,0,0,9016,2021,0,11641,13662,13662,0,0,0,4646
"518",1987,"NM",4,"New Mexico",1490329,0,86,5,0,272,1504,0,1205,2710,2710,0,1,1,2346
"519",1987,"NY",1,"New York",17941310,0,62,108,0,20311,11861,0,28981,40842,40842,0,0,1,20360
"520",1987,"NC",3,"North Carolina",6480598,0,435,14,0,9411,0,0,0,17218,17218,0,17218,124,7234
"521",1987,"ND",2,"North Dakota",655273,0,60,1,0,4,4,0,426,430,430,0,0,0,365
"522",1987,"OH",2,"Ohio",10798562,0,0,1,0,11338,0,0,0,23653,23653,0,23653,250,12064
"523",1987,"OK",3,"Oklahoma",3167058,0,550,8,0,2939,154,0,9437,9639,9639,0,48,202,5940
"524",1987,"OR",4,"Oregon",2741307,0,134,7,0,728,227,0,5255,5482,5482,0,0,19,4594
"525",1987,"PA",1,"Pennsylvania",11845753,0,10,10,0,9206,0,0,0,16267,16267,0,16267,0,7041
"526",1987,"RI",1,"Rhode Island",996417,0,3,3,0,420,140,0,1288,1428,1428,0,0,0,1002
"527",1987,"SC",3,"South Carolina",3412091,0,8,3,0,7626,35,0,11041,12664,12664,0,1588,31,4996
"528",1987,"SD",2,"South Dakota",698148,0,265,0,0,26,10,0,1123,1133,1133,0,0,0,842
"529",1987,"TN",3,"Tennessee",4822437,0,0,0,0,3156,0,0,0,7624,7624,0,7624,162,4306
"530",1987,"TX",3,"Texas",16667025,0,0,0,0,16432,8610,0,30211,38821,38821,0,0,8610,13779
"531",1987,"UT",4,"Utah",1689366,0,38,11,0,168,311,0,1549,1874,1874,0,14,14,1643
"532",1987,"VT",1,"Vermont",549766,0,0,0,0,0,0,0,0,759,759,0,759,0,759
"533",1987,"VA",3,"Virginia",6036911,0,0,0,0,7774,0,0,0,13321,13321,0,13321,53,5494
"534",1987,"WA",4,"Washington",4639893,0,250,68,0,1178,432,0,5699,6131,6131,0,0,496,4139
"535",1987,"WV",3,"West Virginia",1830211,0,0,2,0,221,1,0,1460,1461,1461,0,0,0,1238
"536",1987,"WI",2,"Wisconsin",4822402,0,144,6,0,2372,346,0,5716,6097,6097,0,35,35,3540
"537",1987,"WY",4,"Wyoming",465098,0,39,2,0,38,96,0,820,916,916,0,0,96,741
"538",1987,"ST",7,"State prison total",NA,0,4619,1668,0,248317,56893,0,269795,532720,532720,0,206032,18998,259118
"539",1987,"US",5,"US prison total (state+federal)",NA,0,5461,1997,0,262958,69810,0,305178,581020,581020,0,206032,18998,291606
"540",1987,"FE",6,"Federal BOP",NA,0,842,329,0,14641,12917,0,35383,48300,48300,0,0,0,32488
"541",1988,"AL",3,"Alabama",4030224,0,6,4,0,7722,5,0,12605,12610,12610,0,0,0,4878
"542",1988,"AK",4,"Alaska",547153,0,823,26,0,291,51,0,2537,2588,2588,0,0,0,1448
"543",1988,"AZ",4,"Arizona",3622176,0,425,15,0,1907,3216,0,8874,12095,12095,0,5,4,9744
"544",1988,"AR",3,"Arkansas",2346387,0,1,2,0,2786,31,0,293,5519,5519,0,5195,31,2699
"545",1988,"CA",4,"California",29218161,0,0,0,0,27958,21000,0,0,76171,76171,0,55171,3510,44703
"546",1988,"CO",4,"Colorado",3275821,0,62,12,0,1323,1487,0,4224,5765,5765,0,54,54,4314
"547",1988,"CT",1,"Connecticut",3283409,0,9,6,0,3794,1811,0,6194,8005,8005,0,0,1811,2385
"548",1988,"DE",3,"Delaware",658233,0,2,3,0,1937,98,0,3099,3197,3197,0,0,0,1255
"549",1988,"DC",3,"District of Columbia",624165,0,0,0,0,8562,0,0,0,8831,8831,0,8831,0,269
"550",1988,"FL",3,"Florida",12637709,0,15,13,0,18379,2569,0,32163,34732,34732,0,0,543,15782
"551",1988,"GA",3,"Georgia",6411085,0,0,0,0,11986,0,0,0,18787,18787,0,18787,0,6801
"552",1988,"HI",4,"Hawaii",1094584,0,14,1287,0,144,86,0,2214,2300,2300,0,0,153,702
"553",1988,"ID",4,"Idaho",994426,0,46,11,0,24,174,0,1397,1581,1581,0,10,4,1496
"554",1988,"IL",2,"Illinois",11409785,0,29,6,0,12516,1820,0,19192,21081,21081,0,69,1889,6641
"555",1988,"IN",2,"Indiana",5523684,0,13,0,0,3588,129,0,11277,11406,11406,0,0,0,7805
"556",1988,"IA",2,"Iowa",2770585,0,47,4,0,671,49,0,2646,3034,3034,0,339,19,2293
"557",1988,"KS",2,"Kansas",2472847,0,73,22,0,1977,252,0,5565,5817,5817,0,0,252,3493
"558",1988,"KY",3,"Kentucky",3677312,0,1,0,0,2179,0,0,0,7119,7119,0,7119,0,4939
"559",1988,"LA",3,"Louisiana",4252906,0,0,0,0,11729,0,0,0,16242,16242,0,16242,0,4513
"560",1988,"ME",1,"Maine",1219944,0,5,0,0,16,0,0,1277,1277,1277,0,0,0,1256
"561",1988,"MD",3,"Maryland",4727298,0,9,0,0,10383,0,0,0,14276,14276,0,14276,23,3861
"562",1988,"MA",1,"Massachusetts",6015479,0,10,22,0,2325,1058,0,5699,6757,6757,0,0,530,3870
"563",1988,"MI",2,"Michigan",9253290,0,104,12,0,15814,356,0,27256,27612,27612,0,0,464,11218
"564",1988,"MN",2,"Minnesota",4338045,0,216,3,0,757,75,0,2721,2799,2799,0,3,91,1732
"565",1988,"MS",3,"Mississippi",2574273,0,10,7,0,5140,16,0,7348,7384,7384,0,20,20,2207
"566",1988,"MO",2,"Missouri",5095819,0,17,7,0,5661,90,0,12086,12176,12176,0,0,1,6490
"567",1988,"MT",4,"Montana",799642,0,246,1,0,17,49,0,1221,1272,1272,0,2,2,1006
"568",1988,"NE",2,"Nebraska",1574881,0,69,0,0,631,69,0,2087,2156,2156,0,0,8,1448
"569",1988,"NV",4,"Nevada",1137369,0,62,41,0,1539,390,0,4491,4881,4881,0,0,418,2821
"570",1988,"NH",1,"New Hampshire",1104523,0,0,1,0,34,34,0,985,1019,1019,0,0,0,984
"571",1988,"NJ",1,"New Jersey",7726086,0,4,8,0,9805,2528,0,13725,16936,16936,0,683,1308,5811
"572",1988,"NM",4,"New Mexico",1503892,0,83,4,0,297,1555,0,1270,2825,2825,0,0,0,2441
"573",1988,"NY",1,"New York",17983088,0,85,111,0,22320,13586,0,30974,44560,44560,0,0,0,22044
"574",1988,"NC",3,"North Carolina",6565467,0,429,10,0,9680,0,0,0,17078,17078,0,17078,139,6820
"575",1988,"ND",2,"North Dakota",646341,0,75,2,0,7,5,0,461,466,466,0,0,0,382
"576",1988,"OH",2,"Ohio",10829211,0,0,0,0,13136,0,0,0,26462,26462,0,26462,0,13326
"577",1988,"OK",3,"Oklahoma",3150299,0,626,1,0,3287,295,0,10090,10448,10448,0,63,358,6176
"578",1988,"OR",4,"Oregon",2790568,0,139,13,0,765,312,0,5679,5991,5991,0,0,334,4740
"579",1988,"PA",1,"Pennsylvania",11866008,0,11,15,0,10244,0,0,0,17900,17900,0,17900,6,7624
"580",1988,"RI",1,"Rhode Island",1000665,0,5,6,0,681,227,0,1679,1906,1906,0,0,0,1214
"581",1988,"SC",3,"South Carolina",3456770,0,8,2,0,8620,30,0,12478,13888,13888,0,1380,33,5225
"582",1988,"SD",2,"South Dakota",696691,0,256,0,0,31,11,0,1009,1020,1020,0,0,0,733
"583",1988,"TN",3,"Tennessee",4854461,0,0,0,0,3128,0,0,0,7732,7732,0,7732,229,4375
"584",1988,"TX",3,"Texas",16806734,0,3,0,0,17678,8782,0,31655,40437,40437,0,0,8874,13882
"585",1988,"UT",4,"Utah",1705867,0,38,22,0,174,295,0,1632,1961,1961,0,34,34,1693
"586",1988,"VT",1,"Vermont",557699,0,0,0,0,0,0,0,0,820,820,0,820,0,820
"587",1988,"VA",3,"Virginia",6120232,0,0,0,0,8580,0,0,0,14184,14184,0,14184,61,5543
"588",1988,"WA",4,"Washington",4746321,0,211,73,0,1282,499,0,5317,5816,5816,0,0,553,3697
"589",1988,"WV",3,"West Virginia",1806552,0,1,1,0,215,1,0,1454,1455,1455,0,0,0,1238
"590",1988,"WI",2,"Wisconsin",4856575,0,140,9,0,2363,366,0,5916,6353,6353,0,71,56,3785
"591",1988,"WY",4,"Wyoming",458377,0,50,2,0,63,87,0,858,945,945,0,0,87,743
"592",1988,"ST",7,"State prison total",NA,0,4478,1784,0,274146,63494,0,301648,577672,577672,0,212530,21899,275365
"593",1988,"US",5,"US prison total (state+federal)",NA,0,5350,2177,0,289462,76400,0,338670,627600,627600,0,212530,21899,308712
"594",1988,"FE",6,"Federal BOP",NA,0,872,393,0,15316,12906,0,37022,49928,49928,0,0,0,33347
"595",1989,"AL",3,"Alabama",4040587,0,4,3,0,8575,1,0,13906,13907,13907,0,0,1,5324
"596",1989,"AK",4,"Alaska",550043,0,878,29,0,329,69,0,2675,2744,2744,0,0,0,1508
"597",1989,"AZ",4,"Arizona",3665228,0,421,13,0,2197,3348,0,9903,13251,13251,0,0,4,10616
"598",1989,"AR",3,"Arkansas",2350725,0,1,0,0,3313,34,0,6293,6409,6409,0,82,35,3060
"599",1989,"CA",4,"California",29760021,0,0,0,0,32241,24493,0,0,87297,87297,0,62804,4159,50897
"600",1989,"CO",4,"Colorado",3294394,0,69,22,0,1612,1750,0,5020,6908,6908,0,138,177,5028
"601",1989,"CT",1,"Connecticut",3287116,0,8,9,0,4458,2165,0,7136,9301,9301,0,0,2165,2661
"602",1989,"DE",3,"Delaware",666168,0,2,4,0,2198,123,0,3256,3458,3458,0,79,44,1210
"603",1989,"DC",3,"District of Columbia",606900,0,0,0,0,9872,12,0,0,10039,10039,0,10027,15,152
"604",1989,"FL",3,"Florida",12937926,0,11,16,0,22270,2898,0,37101,39999,39999,0,0,793,16909
"605",1989,"GA",3,"Georgia",6478216,0,14,1,0,13694,215,0,0,20885,20885,0,20670,66,7110
"606",1989,"HI",4,"Hawaii",1108229,0,18,1308,0,147,75,0,2363,2470,2470,0,32,332,665
"607",1989,"ID",4,"Idaho",1006749,0,93,10,0,26,179,0,1576,1850,1850,0,95,62,1659
"608",1989,"IL",2,"Illinois",11430602,0,27,16,0,14881,2178,0,22453,24712,24712,0,81,2259,7529
"609",1989,"IN",2,"Indiana",5544159,0,24,1,0,4704,198,0,12143,12341,12341,0,0,0,7612
"610",1989,"IA",2,"Iowa",2776755,0,42,6,0,777,66,0,3279,3584,3584,0,239,37,2722
"611",1989,"KS",2,"Kansas",2477574,0,69,21,0,1856,274,0,5342,5616,5616,0,0,274,3396
"612",1989,"KY",3,"Kentucky",3685296,0,1,0,0,2526,0,0,0,8289,8289,0,8289,0,5762
"613",1989,"LA",3,"Louisiana",4219973,0,0,0,0,12460,0,0,0,17257,17257,0,17257,0,4797
"614",1989,"ME",1,"Maine",1227928,0,15,0,0,17,6,0,1449,1455,1455,0,0,0,1423
"615",1989,"MD",3,"Maryland",4781468,0,7,0,0,12211,0,0,0,16514,16514,0,16514,20,4276
"616",1989,"MA",1,"Massachusetts",6016425,0,12,34,0,2770,1322,0,6202,7524,7524,0,0,617,4091
"617",1989,"MI",2,"Michigan",9295297,0,112,16,0,18319,405,0,31234,31639,31639,0,0,523,12669
"618",1989,"MN",2,"Minnesota",4375099,0,246,3,0,854,80,0,3023,3103,3103,0,0,91,1909
"619",1989,"MS",3,"Mississippi",2573216,0,10,10,0,5481,28,0,7866,7911,7911,0,17,17,2393
"620",1989,"MO",2,"Missouri",5117073,0,26,7,0,6453,130,0,13784,13921,13921,0,7,2,7433
"621",1989,"MT",4,"Montana",799065,0,242,2,0,25,41,0,1287,1328,1328,0,0,0,1059
"622",1989,"NE",2,"Nebraska",1578385,0,83,0,0,769,108,0,2284,2393,2393,0,1,14,1527
"623",1989,"NV",4,"Nevada",1201833,0,52,45,0,1510,696,0,4379,5112,5112,0,37,768,2737
"624",1989,"NH",1,"New Hampshire",1109252,0,0,3,0,47,44,0,1122,1166,1166,0,0,0,1116
"625",1989,"NJ",1,"New Jersey",7730188,0,6,13,0,11979,3173,0,15997,19439,19439,0,269,906,6535
"626",1989,"NM",4,"New Mexico",1515069,0,106,5,0,328,1561,0,1365,2932,2932,0,6,6,2487
"627",1989,"NY",1,"New York",17990455,0,137,124,0,25249,16540,0,34338,51227,51227,0,349,349,25368
"628",1989,"NC",3,"North Carolina",6628637,0,416,13,0,10129,0,0,0,17454,17454,0,17454,175,6721
"629",1989,"ND",2,"North Dakota",638800,0,68,1,0,4,12,0,439,451,451,0,0,0,378
"630",1989,"OH",2,"Ohio",10847115,0,0,0,0,15774,0,0,0,30538,30538,0,30538,0,14764
"631",1989,"OK",3,"Oklahoma",3145585,0,691,0,0,3861,265,0,11294,11608,11608,0,49,314,6742
"632",1989,"OR",4,"Oregon",2842321,0,155,18,0,952,374,0,6370,6744,6744,0,0,395,5224
"633",1989,"PA",1,"Pennsylvania",11881643,0,14,15,0,11525,399,0,1256,20469,20469,0,18814,18,8897
"634",1989,"RI",1,"Rhode Island",1003464,0,5,8,0,843,346,0,2133,2479,2479,0,0,0,1623
"635",1989,"SC",3,"South Carolina",3486703,0,9,2,0,9986,33,0,14457,15720,15720,0,1230,34,5689
"636",1989,"SD",2,"South Dakota",696004,0,320,0,0,34,10,0,1242,1252,1252,0,0,0,898
"637",1989,"TN",3,"Tennessee",4877185,0,0,0,0,4519,0,0,0,10630,10630,0,10630,457,5654
"638",1989,"TX",3,"Texas",16986510,0,4,117,0,20314,9367,0,34655,44022,44022,0,0,9367,14220
"639",1989,"UT",4,"Utah",1722850,0,54,26,0,208,398,0,1945,2394,2394,0,51,51,2055
"640",1989,"VT",1,"Vermont",562758,0,0,0,0,0,0,0,0,905,905,0,905,0,905
"641",1989,"VA",3,"Virginia",6187358,0,6,22,0,10262,59,0,0,16477,16477,0,16418,75,6112
"642",1989,"WA",4,"Washington",4866692,0,250,66,0,1377,721,0,897,6928,6928,0,5310,796,4439
"643",1989,"WV",3,"West Virginia",1793477,0,1,1,0,221,2,0,1534,1536,1536,0,0,0,1313
"644",1989,"WI",2,"Wisconsin",4891769,0,148,5,0,2646,391,0,6397,6788,6788,0,0,0,3989
"645",1989,"WY",4,"Wyoming",453588,0,52,1,0,57,102,0,914,1016,1016,0,0,102,804
"646",1989,"ST",7,"State prison total",NA,0,4929,2016,0,316860,74691,0,340309,653392,653392,0,238392,25520,304067
"647",1989,"US",5,"US prison total (state+federal)",NA,0,5994,2480,0,334952,90383,0,383721,712563,712563,0,238459,25587,343550
"648",1989,"FE",6,"Federal BOP",NA,0,1065,464,0,18092,15692,0,43412,59171,59171,0,67,67,39483
"649",1990,"AL",3,"Alabama",4048526,0,4,2,0,9801,1,0,15664,15665,15555,0,0,1,5747
"650",1990,"AK",4,"Alaska",553120,0,842,28,0,307,67,0,2555,2622,2655,0,0,0,1478
"651",1990,"AZ",4,"Arizona",3679056,0,464,11,0,2447,3819,0,10442,14261,14206,0,0,2,11282
"652",1990,"AR",3,"Arkansas",2354343,0,1,1,0,3135,38,0,6728,6766,6754,0,0,38,3579
"653",1990,"CA",4,"California",29950111,0,0,0,0,34365,29212,0,63476,97309,96807,0,4621,4632,57810
"654",1990,"CO",4,"Colorado",3303862,0,65,20,0,1645,1791,0,5085,7018,6981,0,142,195,5056
"655",1990,"CT",1,"Connecticut",3289056,0,8,21,0,5104,2542,0,7957,10500,10464,0,1,2531,2800
"656",1990,"DE",3,"Delaware",669063,0,1,5,0,2255,128,0,3341,3471,3469,0,2,60,1148
"657",1990,"DC",3,"District of Columbia",603814,0,0,0,0,9774,9,0,9938,9947,9929,0,0,13,142
"658",1990,"FL",3,"Florida",13018365,0,7,15,0,25344,3060,0,41327,44387,44274,0,0,776,18132
"659",1990,"GA",3,"Georgia",6506531,0,13,5,0,14718,189,0,0,22345,22235,0,22156,2,7497
"660",1990,"HI",4,"Hawaii",1112703,0,37,1370,0,142,87,0,2391,2533,2545,0,55,392,604
"661",1990,"ID",4,"Idaho",1011882,0,84,14,0,29,230,0,1719,1961,1953,0,12,6,1820
"662",1990,"IL",2,"Illinois",11446979,0,39,26,0,16825,2449,0,24963,27516,27352,0,104,2553,7909
"663",1990,"IN",2,"Indiana",5555097,0,17,3,0,4782,233,0,12503,12736,12679,0,0,0,7877
"664",1990,"IA",2,"Iowa",2779769,0,52,10,0,852,82,0,3590,3967,3934,0,295,33,2987
"665",1990,"KS",2,"Kansas",2480683,0,81,24,0,1975,306,0,5469,5775,5737,0,0,308,3349
"666",1990,"KY",3,"Kentucky",3692584,0,2,0,0,2733,0,0,0,9023,8991,0,9023,0,6256
"667",1990,"LA",3,"Louisiana",4219179,0,0,0,0,13368,0,0,0,18599,18522,0,18599,3,5151
"668",1990,"ME",1,"Maine",1231296,0,10,0,0,30,4,0,1519,1523,1525,0,0,0,1485
"669",1990,"MD",3,"Maryland",4797431,0,6,0,0,13672,0,0,0,17848,17699,0,17848,97,3924
"670",1990,"MA",1,"Massachusetts",6018664,0,13,43,0,3008,1588,0,6605,8273,8189,0,80,836,4289
"671",1990,"MI",2,"Michigan",9310462,0,121,20,0,19645,491,0,33776,34267,34165,0,0,610,13769
"672",1990,"MN",2,"Minnesota",4387283,0,254,2,0,897,109,0,3067,3176,3176,0,0,128,1895
"673",1990,"MS",3,"Mississippi",2577426,0,6,7,0,5923,28,0,8337,8375,8329,0,10,35,2358
"674",1990,"MO",2,"Missouri",5126370,0,25,4,0,6855,136,0,14801,14943,14884,0,6,0,8000
"675",1990,"MT",4,"Montana",799824,0,254,1,0,21,40,0,1385,1425,1413,0,0,0,1137
"676",1990,"NE",2,"Nebraska",1580664,0,95,0,0,785,111,0,2289,2403,2401,0,3,12,1509
"677",1990,"NV",4,"Nevada",1218629,0,69,47,0,1688,476,0,4846,5322,5354,0,0,482,3068
"678",1990,"NH",1,"New Hampshire",1111831,0,0,3,0,57,58,0,1284,1342,1336,0,0,0,1276
"679",1990,"NJ",1,"New Jersey",7757158,0,0,0,0,13387,3370,0,17758,21128,20973,0,0,696,6890
"680",1990,"NM",4,"New Mexico",1519933,0,106,6,0,311,1747,0,1403,3187,3158,0,37,38,2697
"681",1990,"NY",1,"New York",18002855,0,140,142,0,27163,17587,0,36787,54895,54669,0,521,532,26692
"682",1990,"NC",3,"North Carolina",6656987,0,413,10,0,10956,0,0,0,18411,18309,0,18411,211,6719
"683",1990,"ND",2,"North Dakota",637364,0,84,1,0,5,8,0,475,483,484,0,0,1,393
"684",1990,"OH",2,"Ohio",10861837,0,0,0,0,16752,0,0,0,31822,31870,0,31822,0,15118
"685",1990,"OK",3,"Oklahoma",3147105,0,718,0,0,4197,313,0,11931,12285,12189,0,41,349,6925
"686",1990,"OR",4,"Oregon",2858547,0,148,24,0,891,533,0,5925,6492,6560,0,34,575,4922
"687",1990,"PA",1,"Pennsylvania",11895604,0,23,38,0,12222,854,0,1806,22290,22228,0,19630,21,9924
"688",1990,"RI",1,"Rhode Island",1004649,0,6,11,0,804,301,0,2091,2392,2431,0,0,0,1610
"689",1990,"SC",3,"South Carolina",3499064,0,11,3,0,11223,32,0,16960,17319,17195,0,327,34,5924
"690",1990,"SD",2,"South Dakota",696667,0,334,0,0,41,0,0,0,1341,1347,0,1341,0,972
"691",1990,"TN",3,"Tennessee",4890626,0,0,0,0,4583,0,0,0,10388,10469,0,10388,378,5508
"692",1990,"TX",3,"Texas",17044714,0,5,170,0,23582,11127,0,38915,50042,49915,0,0,11068,15090
"693",1990,"UT",4,"Utah",1729722,0,59,38,0,220,407,0,2038,2496,2480,0,51,51,2112
"694",1990,"VT",1,"Vermont",564526,0,0,0,0,0,0,0,0,1049,1049,0,1049,0,1049
"695",1990,"VA",3,"Virginia",6213526,0,4,24,0,11140,58,0,0,17593,17460,0,17535,74,6218
"696",1990,"WA",4,"Washington",4900780,0,305,73,0,1551,1069,0,4169,7995,7891,0,2757,775,5187
"697",1990,"WV",3,"West Virginia",1792481,0,1,1,0,225,2,0,1563,1565,1562,0,0,0,1335
"698",1990,"WI",2,"Wisconsin",4902265,0,161,14,0,2928,400,0,6948,7362,7320,0,14,3,4214
"699",1990,"WY",4,"Wyoming",453401,0,60,3,0,55,112,0,998,1110,1105,0,0,110,877
"700",1990,"ST",7,"State prison total",NA,0,5148,2240,0,344418,85204,0,444824,706943,704177,0,176915,28661,323710
"701",1990,"US",5,"US prison total (state+federal)",NA,0,6243,2809,0,365209,103065,0,494395,774375,770787,0,176915,28696,367830
"702",1990,"FE",6,"Federal BOP",NA,0,1095,569,0,20791,17861,0,49571,67432,66610,0,0,35,44120
"703",1991,"AL",3,"Alabama",4091397,0,6,2,0,10793,2,0,16758,16760,16760,0,0,1,5958
"704",1991,"AK",4,"Alaska",569273,0,847,32,0,339,77,0,2629,2706,2706,0,0,0,1488
"705",1991,"AZ",4,"Arizona",3762394,0,498,12,0,2633,4351,0,11064,15415,15415,0,0,1,12271
"706",1991,"AR",3,"Arkansas",2370666,0,3,1,0,4437,23,0,7743,7766,7766,0,0,23,3302
"707",1991,"CA",4,"California",30414114,0,662,0,0,35205,31824,0,64975,101808,101808,0,5009,4347,61594
"708",1991,"CO",4,"Colorado",3367567,0,108,27,0,1937,2122,0,6052,8392,8392,0,218,330,5990
"709",1991,"CT",1,"Connecticut",3288640,0,7,26,0,5144,2747,0,8230,10977,10977,0,0,2747,3053
"710",1991,"DE",3,"Delaware",680495,0,2,3,0,2449,148,0,3554,3717,3717,0,15,88,1175
"711",1991,"DC",3,"District of Columbia",593239,0,0,0,0,10237,0,0,10455,10455,10455,0,0,0,218
"712",1991,"FL",3,"Florida",13289497,0,0,105,0,27185,3138,0,43395,46533,46533,0,0,860,18383
"713",1991,"GA",3,"Georgia",6621279,0,20,6,0,15931,172,0,0,23644,23644,0,23472,74,7613
"714",1991,"HI",4,"Hawaii",1131412,0,34,1470,0,155,100,0,2586,2700,2700,0,14,399,642
"715",1991,"ID",4,"Idaho",1038915,0,94,15,0,32,263,0,1863,2143,2143,0,17,5,1997
"716",1991,"IL",2,"Illinois",11535973,0,49,28,0,18306,2675,0,26438,29115,29115,0,2,2677,8055
"717",1991,"IN",2,"Indiana",5602062,0,30,7,0,4971,260,0,12748,13008,13008,0,0,0,8000
"718",1991,"IA",2,"Iowa",2791227,0,69,15,0,940,100,0,3935,4145,4145,0,110,32,3089
"719",1991,"KS",2,"Kansas",2495209,0,81,33,0,2145,311,0,5588,5903,5903,0,4,315,3329
"720",1991,"KY",3,"Kentucky",3714686,0,2,0,0,3123,0,0,0,9799,9799,0,9799,2,6672
"721",1991,"LA",3,"Louisiana",4240950,0,0,0,0,14834,0,0,0,20003,20003,0,20003,1,5168
"722",1991,"ME",1,"Maine",1235439,0,16,4,0,37,16,0,1563,1579,1579,0,0,0,1522
"723",1991,"MD",3,"Maryland",4856176,0,6,0,0,14638,0,0,0,19291,19291,0,19291,66,4581
"724",1991,"MA",1,"Massachusetts",5998652,0,14,51,0,3036,1702,0,7102,9155,9155,0,351,1644,4410
"725",1991,"MI",2,"Michigan",9395022,0,137,25,0,20985,569,0,35854,36423,36423,0,0,690,14586
"726",1991,"MN",2,"Minnesota",4427429,0,287,1,0,1051,143,0,3299,3472,3472,0,30,173,1960
"727",1991,"MS",3,"Mississippi",2591230,0,7,9,0,6410,37,0,8863,8904,8904,0,4,41,2437
"728",1991,"MO",2,"Missouri",5157770,0,30,3,0,7317,143,0,15754,15897,15897,0,0,0,8547
"729",1991,"MT",4,"Montana",807837,0,269,0,0,20,30,0,1448,1478,1478,0,0,0,1189
"730",1991,"NE",2,"Nebraska",1590805,0,95,0,0,830,141,0,2354,2495,2495,0,0,6,1564
"731",1991,"NV",4,"Nevada",1285046,0,77,50,0,1719,511,0,4992,5503,5503,0,0,516,3141
"732",1991,"NH",1,"New Hampshire",1107055,0,5,5,0,80,103,0,1430,1533,1533,0,0,0,1443
"733",1991,"NJ",1,"New Jersey",7784269,0,4,41,0,15005,3699,0,18963,23483,23483,0,821,1671,6762
"734",1991,"NM",4,"New Mexico",1547115,0,97,4,0,316,1794,0,1303,3119,3119,0,22,22,2680
"735",1991,"NY",1,"New York",18029532,0,135,155,0,29151,18723,0,38899,57862,57862,0,240,240,28181
"736",1991,"NC",3,"North Carolina",6748135,0,421,11,0,11522,0,0,0,18903,18903,0,18903,202,6747
"737",1991,"ND",2,"North Dakota",634199,0,88,3,0,4,11,0,481,492,492,0,0,0,397
"738",1991,"OH",2,"Ohio",10933683,0,0,0,0,19311,0,0,0,35744,35744,0,35744,0,16433
"739",1991,"OK",3,"Oklahoma",3166471,0,760,0,0,4652,351,0,12935,13340,13340,0,54,406,7522
"740",1991,"OR",4,"Oregon",2918745,0,147,51,0,923,540,0,6118,6732,6732,0,74,617,4994
"741",1991,"PA",1,"Pennsylvania",11943160,0,28,45,0,13090,1755,0,0,23388,23388,0,21633,1755,8470
"742",1991,"RI",1,"Rhode Island",1003990,0,5,11,0,899,429,0,2342,2771,2771,0,0,0,1856
"743",1991,"SC",3,"South Carolina",3559470,0,13,2,0,12120,43,0,17419,18269,18269,0,807,35,6099
"744",1991,"SD",2,"South Dakota",701445,0,350,0,0,32,0,0,0,1374,1374,0,1374,0,992
"745",1991,"TN",3,"Tennessee",4946886,0,0,0,0,5503,0,0,0,11474,11474,0,11474,114,5857
"746",1991,"TX",3,"Texas",17339904,0,6,193,0,24520,11945,0,39732,51677,51677,0,0,11945,15013
"747",1991,"UT",4,"Utah",1771941,0,67,36,0,222,435,0,2154,2625,2625,0,36,36,2264
"748",1991,"VT",1,"Vermont",567141,0,0,0,0,0,0,0,0,1118,1118,0,1118,0,1118
"749",1991,"VA",3,"Virginia",6283853,0,2,41,0,12769,63,0,0,19829,19829,0,19766,75,6942
"750",1991,"WA",4,"Washington",5013443,0,372,91,0,1966,1342,0,7626,9156,9156,0,188,382,6345
"751",1991,"WV",3,"West Virginia",1798212,0,1,1,0,218,2,0,1500,1502,1502,0,0,0,1282
"752",1991,"WI",2,"Wisconsin",4952675,0,178,15,0,3325,477,0,7304,7849,7849,0,68,56,4275
"753",1991,"WY",4,"Wyoming",457739,0,56,2,0,51,117,0,982,1099,1099,0,0,117,873
"754",1991,"ST",7,"State prison total",NA,0,6185,2632,0,372518,93434,0,468430,752525,752525,0,190661,32711,338479
"755",1991,"US",5,"US prison total (state+federal)",NA,0,7407,3423,0,395245,112520,0,520952,824133,824133,0,190661,32711,385347
"756",1991,"FE",6,"Federal BOP",NA,0,1222,791,0,22727,19086,0,52522,71608,71608,0,0,0,46868
"757",1992,"AL",3,"Alabama",4139880,0,5,2,0,11371,1,0,17452,17453,17453,0,0,30,6045
