"","YEAR","STATE","REGION","state_name","Population","ADDRACE","AIAN","API","ASIAN","BLACK","HISP","NHPI","NOTHISP","TOTHCAT","TOTRACE","TWORACE","UNKHISP","UNKRACE","WHITE"
"253",1982,"OK",3,"Oklahoma",3290404,0,375,3,0,1707,83,0,6251,0,6350,0,16,42,4223
"254",1982,"OR",4,"Oregon",2653058,0,133,0,0,454,88,0,3779,0,3867,0,0,34,3246
"255",1982,"PA",1,"Pennsylvania",11837728,0,6,3,0,5801,0,0,0,0,10522,0,10522,0,4712
"256",1982,"RI",1,"Rhode Island",956376,0,1,2,0,291,37,0,1000,0,1037,0,0,0,743
"257",1982,"SC",3,"South Carolina",3234074,0,8,0,0,5358,0,0,0,0,9137,0,9137,9,3762
"258",1982,"SD",2,"South Dakota",692985,0,174,0,0,16,5,0,786,0,791,0,0,0,601
"259",1982,"TN",3,"Tennessee",4659755,0,0,0,0,3515,0,0,0,0,7869,0,7869,0,4354
"260",1982,"TX",3,"Texas",15751678,0,1,0,0,15917,6724,0,29425,0,36149,0,0,0,20231
"261",1982,"UT",4,"Utah",1594939,0,24,7,0,105,246,0,970,0,1216,0,0,0,1080
"262",1982,"VT",1,"Vermont",523308,0,0,0,0,0,0,0,0,0,599,0,599,599,0
"263",1982,"VA",3,"Virginia",5564658,0,0,0,0,5777,0,0,0,0,10079,0,10079,72,4230
"264",1982,"WA",4,"Washington",4300270,0,237,38,0,1228,281,0,6041,0,6322,0,0,361,4458
"265",1982,"WV",3,"West Virginia",1945065,0,0,0,0,233,0,0,1729,0,1729,0,0,0,1496
"266",1982,"WI",2,"Wisconsin",4721445,0,140,2,0,1789,226,0,4409,0,4670,0,35,35,2704
"267",1982,"WY",4,"Wyoming",510329,0,27,1,0,21,46,0,655,0,702,0,1,1,652
"268",1982,"ST",7,"State prison total",NA,0,3261,1351,0,179616,30398,0,247025,0,384689,0,107266,4749,195712
"269",1982,"US",5,"US prison total (state+federal)",NA,0,3758,1504,0,189610,37226,0,269870,0,414362,0,107266,4749,214741
"270",1982,"FE",6,"Federal BOP",NA,0,497,153,0,9994,6828,0,22845,0,29673,0,0,0,19029
"271",1983,"AL",3,"Alabama",3951826,0,4,3,0,6012,1,0,9854,0,9856,0,1,1,3836
"272",1983,"AK",4,"Alaska",513703,0,523,17,0,147,32,0,1602,0,1634,0,0,0,947
"273",1983,"AZ",4,"Arizona",3067142,0,214,8,0,1333,1639,0,5612,0,7251,0,0,55,5641
"274",1983,"AR",3,"Arkansas",2319774,0,2,8,0,2179,13,0,4231,0,4244,0,0,1,2054
"275",1983,"CA",4,"California",25844389,0,173,77,0,13786,10369,0,0,0,39373,0,29004,1065,24272
"276",1983,"CO",4,"Colorado",3169987,0,22,6,0,685,781,0,2463,0,3244,0,0,0,2531
"277",1983,"CT",1,"Connecticut",3180023,0,8,5,0,2486,907,0,4567,0,5474,0,0,907,2068
"278",1983,"DE",3,"Delaware",611517,0,3,0,0,1266,35,0,2163,0,2198,0,0,0,929
"279",1983,"DC",3,"District of Columbia",633382,0,0,0,0,4202,0,0,0,0,4344,0,4344,0,142
"280",1983,"FL",3,"Florida",11039921,0,3,30,0,12861,790,0,25544,0,26334,0,0,0,13440
"281",1983,"GA",3,"Georgia",5834957,0,0,0,0,9115,3,0,0,0,15358,0,15355,1,6242
"282",1983,"HI",4,"Hawaii",1027935,0,18,1002,0,89,0,0,0,0,1700,0,1700,133,458
"283",1983,"ID",4,"Idaho",990841,0,37,6,0,30,101,0,1091,0,1192,0,0,0,1119
"284",1983,"IL",2,"Illinois",11412138,0,31,9,0,9325,1043,0,14545,0,15595,0,7,1050,5180
"285",1983,"IN",2,"Indiana",5458328,0,6,1,0,3247,80,0,9216,0,9296,0,0,0,6042
"286",1983,"IA",2,"Iowa",2858624,0,47,4,0,518,39,0,2775,0,2814,0,0,39,2206
"287",1983,"KS",2,"Kansas",2424076,0,52,10,0,1336,145,0,3560,0,3705,0,0,0,2307
"288",1983,"KY",3,"Kentucky",3695451,0,1,0,0,1486,0,0,4752,0,4752,0,0,0,3265
"289",1983,"LA",3,"Louisiana",4400474,0,0,0,0,9225,0,0,0,0,12812,0,12812,0,3587
"290",1983,"ME",1,"Maine",1155630,0,16,1,0,14,2,0,1080,0,1082,0,0,0,1051
"291",1983,"MD",3,"Maryland",4365238,0,8,0,0,9196,0,0,0,0,12617,0,12617,12,3401
"292",1983,"MA",1,"Massachusetts",5840772,0,6,2,0,1496,325,0,4157,0,4482,0,0,0,2978
"293",1983,"MI",2,"Michigan",9049446,0,75,0,0,8264,170,0,14178,0,14382,0,34,204,5839
"294",1983,"MN",2,"Minnesota",4157698,0,168,2,0,462,50,0,2042,0,2113,0,21,77,1404
"295",1983,"MS",3,"Mississippi",2578058,0,6,0,0,3732,10,0,5310,0,5586,0,266,266,1582
"296",1983,"MO",2,"Missouri",4975283,0,0,0,0,2921,0,0,0,0,8275,0,8275,0,5354
"297",1983,"MT",4,"Montana",820893,0,185,2,0,14,19,0,884,0,903,0,0,3,699
"298",1983,"NE",2,"Nebraska",1588629,0,64,9,0,538,42,0,1587,0,1629,0,0,0,1018
"299",1983,"NV",4,"Nevada",924905,0,13,23,0,1016,145,0,3043,0,3188,0,0,232,1904
"300",1983,"NH",1,"New Hampshire",976864,0,0,0,0,12,11,0,468,0,479,0,0,0,467
"301",1983,"NJ",1,"New Jersey",7515478,0,0,14,0,5887,923,0,8269,0,9192,0,0,0,3291
"302",1983,"NM",4,"New Mexico",1416665,0,51,2,0,256,943,0,1034,0,1977,0,0,0,1668
"303",1983,"NY",1,"New York",17745690,0,60,70,0,16000,6963,0,23578,0,30541,0,0,0,14411
"304",1983,"NC",3,"North Carolina",6164014,0,389,3,0,8320,0,0,0,0,15395,0,15395,58,6625
"305",1983,"ND",2,"North Dakota",680498,0,72,0,0,8,4,0,406,0,410,0,0,0,330
"306",1983,"OH",2,"Ohio",10737746,0,0,0,0,8988,90,0,17676,0,18007,0,241,0,9019
"307",1983,"OK",3,"Oklahoma",3285528,0,402,1,0,2057,89,0,7302,0,7428,0,37,126,4842
"308",1983,"OR",4,"Oregon",2666592,0,105,8,0,447,136,0,3805,0,3941,0,0,27,3354
"309",1983,"PA",1,"Pennsylvania",11815171,0,7,3,0,6521,0,0,0,0,11767,0,11767,0,5236
"310",1983,"RI",1,"Rhode Island",961901,0,1,1,0,351,52,0,1105,0,1157,0,0,0,804
"311",1983,"SC",3,"South Carolina",3271861,0,9,2,0,5661,0,0,0,0,9576,0,9576,13,3891
"312",1983,"SD",2,"South Dakota",697239,0,207,0,0,20,6,0,820,0,826,0,0,0,599
"313",1983,"TN",3,"Tennessee",4686740,0,0,0,0,3626,0,0,0,0,8201,0,8201,20,4555
"314",1983,"TX",3,"Texas",16007077,0,0,0,0,15325,6738,0,28521,0,35259,0,0,0,19934
"315",1983,"UT",4,"Utah",1622341,0,31,6,0,125,257,0,1017,0,1274,0,0,0,1112
"316",1983,"VT",1,"Vermont",526658,0,0,0,0,0,0,0,0,0,497,0,497,497,0
"317",1983,"VA",3,"Virginia",5643860,0,0,0,0,5765,0,0,0,0,10093,0,10093,199,4129
"318",1983,"WA",4,"Washington",4343650,0,262,43,0,1290,336,0,6313,0,6649,0,0,470,4584
"319",1983,"WV",3,"West Virginia",1927701,0,2,0,0,245,1,0,1623,0,1624,0,0,0,1377
"320",1983,"WI",2,"Wisconsin",4735576,0,124,1,0,1858,271,0,4585,0,4865,0,9,1,2881
"321",1983,"WY",4,"Wyoming",504893,0,24,1,0,27,55,0,666,0,721,0,0,0,669
"322",1983,"ST",7,"State prison total",NA,0,3431,1380,0,189770,33616,0,231444,0,405312,0,140252,5457,205274
"323",1983,"US",5,"US prison total (state+federal)",NA,0,4086,1577,0,200216,41088,0,255898,0,437238,0,140252,5457,225902
"324",1983,"FE",6,"Federal BOP",NA,0,655,197,0,10446,7472,0,24454,0,31926,0,0,0,20628
"325",1984,"AL",3,"Alabama",3972520,0,7,2,0,6295,0,0,10482,10482,10482,0,0,0,4178
"326",1984,"AK",4,"Alaska",532492,0,688,20,0,157,20,0,1947,1967,1967,0,0,0,1102
"327",1984,"AZ",4,"Arizona",3183535,0,277,7,0,1318,1927,0,5918,7845,7845,0,0,90,6153
"328",1984,"AR",3,"Arkansas",2327044,0,1,1,0,2288,30,0,4442,4472,4472,0,0,1,2181
"329",1984,"CA",4,"California",26441112,0,201,73,0,14654,11720,0,0,43328,43328,0,31608,1434,26966
"330",1984,"CO",4,"Colorado",3208717,0,31,9,0,680,809,0,2422,3231,3231,0,0,15,2496
"331",1984,"CT",1,"Connecticut",3201128,0,8,9,0,2596,1047,0,4671,5718,5718,0,0,1047,2058
"332",1984,"DE",3,"Delaware",618284,0,5,0,0,1276,47,0,2155,2202,2202,0,0,0,921
"333",1984,"DC",3,"District of Columbia",634543,0,0,0,0,4382,0,0,0,4521,4521,0,4521,0,139
"334",1984,"FL",3,"Florida",11351122,0,0,403,0,13161,1911,0,25003,26914,26914,0,0,0,13350
"335",1984,"GA",3,"Georgia",5962668,0,0,0,0,9354,4,0,0,15808,15808,0,15804,2,6452
"336",1984,"HI",4,"Hawaii",1039683,0,0,1185,0,80,0,0,0,1965,1965,0,1965,250,450
"337",1984,"ID",4,"Idaho",994046,0,34,5,0,27,112,0,1141,1253,1253,0,0,0,1187
"338",1984,"IL",2,"Illinois",11399804,0,32,5,0,10214,1175,0,15875,17114,17114,0,64,1239,5624
"339",1984,"IN",2,"Indiana",5459216,0,4,1,0,3260,82,0,9246,9328,9328,0,0,0,6063
"340",1984,"IA",2,"Iowa",2829685,0,48,3,0,522,43,0,2793,2836,2836,0,0,43,2220
"341",1984,"KS",2,"Kansas",2427412,0,57,15,0,1497,163,0,4081,4244,4244,0,0,0,2675
"342",1984,"KY",3,"Kentucky",3694827,0,1,0,0,1597,5,0,4815,4820,4820,0,0,5,3217
"343",1984,"LA",3,"Louisiana",4408121,0,0,0,0,9835,0,0,0,13659,13659,0,13659,0,3824
"344",1984,"ME",1,"Maine",1162935,0,20,0,0,16,3,0,1029,1032,1032,0,0,0,996
"345",1984,"MD",3,"Maryland",4413075,0,12,0,0,9460,0,0,0,13124,13124,0,13124,14,3638
"346",1984,"MA",1,"Massachusetts",5880743,0,7,4,0,1637,391,0,4492,4883,4883,0,0,0,3235
"347",1984,"MI",2,"Michigan",9076297,0,68,3,0,8334,182,0,14376,14604,14604,0,46,228,5971
"348",1984,"MN",2,"Minnesota",4184286,0,178,2,0,480,50,0,2115,2167,2167,0,2,60,1447
"349",1984,"MS",3,"Mississippi",2588097,0,8,5,0,4002,7,0,5758,6115,6115,0,350,350,1750
"350",1984,"MO",2,"Missouri",5000254,0,0,0,0,3091,0,0,0,8780,8780,0,8780,0,5689
"351",1984,"MT",4,"Montana",822305,0,178,5,0,14,29,0,936,965,965,0,0,5,763
"352",1984,"NE",2,"Nebraska",1584662,0,79,10,0,532,52,0,1602,1654,1654,0,0,0,1033
"353",1984,"NV",4,"Nevada",951024,0,51,32,0,1207,157,0,3331,3488,3488,0,0,160,2038
"354",1984,"NH",1,"New Hampshire",996757,0,0,0,0,11,7,0,574,581,581,0,0,0,570
"355",1984,"NJ",1,"New Jersey",7565519,0,0,0,0,6873,1217,0,9146,10363,10363,0,0,37,3453
"356",1984,"NM",4,"New Mexico",1438371,0,65,4,0,255,1050,0,1079,2129,2129,0,0,0,1805
"357",1984,"NY",1,"New York",17791670,0,55,95,0,16916,8575,0,24534,33109,33109,0,0,64,15979
"358",1984,"NC",3,"North Carolina",6253989,0,333,2,0,8882,0,0,0,16371,16371,0,16371,83,7071
"359",1984,"ND",2,"North Dakota",676991,0,79,0,0,8,7,0,425,432,432,0,0,0,345
"360",1984,"OH",2,"Ohio",10734920,0,8,7,0,8833,144,0,18113,18619,18619,0,362,268,9503
"361",1984,"OK",3,"Oklahoma",3271332,0,433,1,0,2266,107,0,7718,7872,7872,0,47,154,5018
"362",1984,"OR",4,"Oregon",2672648,0,100,2,0,434,168,0,4024,4224,4224,0,32,56,3632
"363",1984,"PA",1,"Pennsylvania",11770855,0,6,2,0,7352,3,0,0,13090,13090,0,13087,3,5727
"364",1984,"RI",1,"Rhode Island",968950,0,0,0,0,377,81,0,1140,1221,1221,0,0,0,844
"365",1984,"SC",3,"South Carolina",3303208,0,5,2,0,5876,17,0,0,9858,9858,0,9841,17,3958
"366",1984,"SD",2,"South Dakota",698400,0,225,0,0,22,8,0,913,921,921,0,0,0,674
"367",1984,"TN",3,"Tennessee",4715287,0,0,0,0,3237,0,0,0,7302,7302,0,7302,20,4045
"368",1984,"TX",3,"Texas",16272735,0,0,0,0,15627,7321,0,29361,36682,36682,0,0,0,21055
"369",1984,"UT",4,"Utah",1642907,0,24,10,0,138,261,0,1239,1500,1500,0,0,0,1328
"370",1984,"VT",1,"Vermont",530029,0,0,0,0,0,0,0,0,515,515,0,515,515,0
"371",1984,"VA",3,"Virginia",5715156,0,0,0,0,6408,0,0,0,10839,10839,0,10839,42,4389
"372",1984,"WA",4,"Washington",4400098,0,282,38,0,1293,372,0,6442,6821,6821,0,7,473,4735
"373",1984,"WV",3,"West Virginia",1906828,0,1,0,0,227,1,0,1584,1585,1585,0,0,0,1357
"374",1984,"WI",2,"Wisconsin",4747753,0,140,0,0,1853,285,0,4603,4902,4902,0,14,12,2897
"375",1984,"WY",4,"Wyoming",499692,0,23,1,0,33,52,0,672,724,724,0,0,0,667
"376",1984,"ST",7,"State prison total",NA,0,3774,1963,0,198887,39642,0,240197,428179,428179,0,148340,6687,216868
"377",1984,"US",5,"US prison total (state+federal)",NA,0,4474,2180,0,209673,47906,0,266196,462442,462442,0,148340,6687,239428
"378",1984,"FE",6,"Federal BOP",NA,0,700,217,0,10786,8264,0,25999,34263,34263,0,0,0,22560
"379",1985,"AL",3,"Alabama",3991562,0,8,11,0,6560,1,0,11014,11015,11015,0,0,0,4436
"380",1985,"AK",4,"Alaska",544269,0,780,22,0,218,5,0,2324,2329,2329,0,0,0,1309
"381",1985,"AZ",4,"Arizona",3308262,0,315,8,0,1362,2164,0,6367,8531,8531,0,0,33,6813
"382",1985,"AR",3,"Arkansas",2331990,0,0,0,0,2264,23,0,4588,4611,4611,0,0,0,2347
"383",1985,"CA",4,"California",27102241,0,245,66,0,16954,13793,0,0,50111,50111,0,36318,1819,31027
"384",1985,"CO",4,"Colorado",3237447,0,28,12,0,705,833,0,2536,3369,3369,0,0,0,2624
"385",1985,"CT",1,"Connecticut",3223737,0,5,7,0,2765,1162,0,4987,6149,6149,0,0,1162,2210
"386",1985,"DE",3,"Delaware",627557,0,2,1,0,1443,74,0,2479,2553,2553,0,0,0,1107
"387",1985,"DC",3,"District of Columbia",638278,0,0,0,0,6232,0,0,0,6404,6404,0,6404,0,172
"388",1985,"FL",3,"Florida",11667504,0,0,128,0,14142,2088,0,26512,28600,28600,0,0,0,14330
"389",1985,"GA",3,"Georgia",6084660,0,0,0,0,9531,0,0,0,16014,16014,0,16014,0,6483
"390",1985,"HI",4,"Hawaii",1051759,0,12,1045,0,102,73,0,1697,2111,2111,0,341,448,504
"391",1985,"ID",4,"Idaho",990226,0,48,6,0,32,128,0,1216,1344,1344,0,0,0,1258
"392",1985,"IL",2,"Illinois",11387258,0,25,5,0,11132,1345,0,17214,18634,18634,0,75,1420,6052
"393",1985,"IN",2,"Indiana",5454114,0,7,0,0,3464,88,0,9816,9904,9904,0,0,0,6433
"394",1985,"IA",2,"Iowa",2791966,0,37,4,0,568,46,0,2786,2832,2832,0,0,46,2177
"395",1985,"KS",2,"Kansas",2432616,0,65,14,0,1678,181,0,4551,4732,4732,0,0,0,2975
"396",1985,"KY",3,"Kentucky",3687813,0,1,0,0,1592,0,0,0,4975,4975,0,4975,0,3382
"397",1985,"LA",3,"Louisiana",4406918,0,0,0,0,10032,0,0,0,13890,13890,0,13890,0,3858
"398",1985,"ME",1,"Maine",1170121,0,18,0,0,15,2,0,1224,1226,1226,0,0,0,1193
"399",1985,"MD",3,"Maryland",4486957,0,6,0,0,9370,0,0,0,13005,13005,0,13005,20,3609
"400",1985,"MA",1,"Massachusetts",5902682,0,9,5,0,1849,542,0,4848,5390,5390,0,0,0,3527
"401",1985,"MI",2,"Michigan",9127776,0,82,0,0,10076,206,0,17549,17755,17755,0,0,265,7332
"402",1985,"MN",2,"Minnesota",4205208,0,181,4,0,502,86,0,2255,2343,2343,0,2,93,1563
"403",1985,"MS",3,"Mississippi",2593596,0,7,7,0,4324,13,0,6265,6392,6392,0,114,114,1940
"404",1985,"MO",2,"Missouri",5023068,0,0,0,0,3918,0,0,0,9796,9796,0,9796,0,5878
"405",1985,"MT",4,"Montana",813748,0,212,6,0,16,34,0,1095,1129,1129,0,0,6,889
"406",1985,"NE",2,"Nebraska",1574336,0,80,8,0,553,59,0,1754,1814,1814,0,1,0,1173
"407",1985,"NV",4,"Nevada",980653,0,40,40,0,1240,215,0,3556,3771,3771,0,0,215,2236
"408",1985,"NH",1,"New Hampshire",1025055,0,0,0,0,14,7,0,676,683,683,0,0,0,669
"409",1985,"NJ",1,"New Jersey",7622150,0,0,0,0,7483,1565,0,9759,11335,11335,0,11,11,3841
"410",1985,"NM",4,"New Mexico",1462727,0,71,4,0,239,1161,0,1088,2313,2313,0,64,64,1935
"411",1985,"NY",1,"New York",17833419,0,58,93,0,17497,9273,0,25407,34712,34712,0,32,32,17032
"412",1985,"NC",3,"North Carolina",6321582,0,352,0,0,9341,0,0,0,17344,17344,0,17344,60,7591
"413",1985,"ND",2,"North Dakota",669489,0,71,2,0,5,2,0,420,422,422,0,0,0,344
"414",1985,"OH",2,"Ohio",10730268,0,12,2,0,9553,165,0,20388,20864,20864,0,311,311,10986
"415",1985,"OK",3,"Oklahoma",3252731,0,472,2,0,2434,112,0,8167,8330,8330,0,51,163,5259
"416",1985,"OR",4,"Oregon",2683531,0,112,4,0,503,158,0,4200,4454,4454,0,96,117,3718
"417",1985,"PA",1,"Pennsylvania",11782745,0,6,2,0,8035,0,0,0,14227,14227,0,14227,0,6184
"418",1985,"RI",1,"Rhode Island",977343,0,0,3,0,378,103,0,1204,1307,1307,0,0,0,926
"419",1985,"SC",3,"South Carolina",3342769,0,4,3,0,6326,34,0,8123,10510,10510,0,2353,18,4159
"420",1985,"SD",2,"South Dakota",695980,0,240,0,0,22,9,0,1038,1047,1047,0,0,0,785
"421",1985,"TN",3,"Tennessee",4738713,0,0,0,0,3153,0,0,0,7127,7127,0,7127,70,3904
"422",1985,"TX",3,"Texas",16561112,0,0,0,0,15548,7821,0,29711,37532,37532,0,0,23,21961
"423",1985,"UT",4,"Utah",1662838,0,35,12,0,149,292,0,1341,1633,1633,0,0,0,1437
"424",1985,"VT",1,"Vermont",534055,0,0,0,0,0,0,0,0,677,677,0,677,677,0
"425",1985,"VA",3,"Virginia",5811691,0,0,0,0,7111,0,0,0,12073,12073,0,12073,48,4914
"426",1985,"WA",4,"Washington",4452722,0,267,51,0,1273,384,0,6524,6909,6909,0,1,455,4863
"427",1985,"WV",3,"West Virginia",1882350,0,0,0,0,260,1,0,1724,1725,1725,0,0,0,1465
"428",1985,"WI",2,"Wisconsin",4755625,0,136,2,0,2072,307,0,5127,5442,5442,0,8,8,3224
"429",1985,"WY",4,"Wyoming",495624,0,31,1,0,36,64,0,694,758,758,0,0,0,690
"430",1985,"ST",7,"State prison total",NA,0,4080,1580,0,214071,44619,0,262224,462153,462153,0,155310,7698,234724
"431",1985,"US",5,"US prison total (state+federal)",NA,0,4790,1904,0,227137,54672,0,292394,502376,502376,0,155310,7698,260847
"432",1985,"FE",6,"Federal BOP",NA,0,710,324,0,13066,10053,0,30170,40223,40223,0,0,0,26123
"433",1986,"AL",3,"Alabama",4015257,0,8,9,0,7044,5,0,11705,11710,11710,0,0,0,4649
"434",1986,"AK",4,"Alaska",539310,0,837,24,0,221,49,0,2411,2460,2460,0,0,0,1378
"435",1986,"AZ",4,"Arizona",3437102,0,335,14,0,1547,2431,0,7003,9434,9434,0,0,12,7526
"436",1986,"AR",3,"Arkansas",2342359,0,2,0,0,2334,20,0,224,4701,4701,0,4457,0,2365
"437",1986,"CA",4,"California",27777153,0,295,64,0,20531,16819,0,0,59484,59484,0,42665,2276,36318
"438",1986,"CO",4,"Colorado",3260478,0,37,9,0,843,954,0,2850,3804,3804,0,0,0,2915
"439",1986,"CT",1,"Connecticut",3247291,0,5,8,0,3084,1421,0,5484,6905,6905,0,0,1421,2387
"440",1986,"DE",3,"Delaware",636957,0,4,0,0,1649,89,0,2734,2823,2823,0,0,0,1170
"441",1986,"DC",3,"District of Columbia",636934,0,0,0,0,6480,0,0,0,6618,6618,0,6618,0,138
"442",1986,"FL",3,"Florida",11997290,0,0,0,0,16435,2386,0,29851,32237,32237,0,0,0,15802
"443",1986,"GA",3,"Georgia",6208470,0,0,0,0,10429,0,0,0,17363,17363,0,17363,0,6934
"444",1986,"HI",4,"Hawaii",1067911,0,11,1092,0,112,60,0,1905,2180,2180,0,215,401,564
"445",1986,"ID",4,"Idaho",985004,0,47,9,0,32,157,0,1289,1448,1448,0,2,0,1360
"446",1986,"IL",2,"Illinois",11391176,0,27,2,0,11577,1490,0,17966,19456,19456,0,0,1490,6360
"447",1986,"IN",2,"Indiana",5473009,0,9,0,0,3409,94,0,10081,10175,10175,0,0,0,6757
"448",1986,"IA",2,"Iowa",2767005,0,42,5,0,550,39,0,2694,2777,2777,0,44,26,2154
"449",1986,"KS",2,"Kansas",2445387,0,65,15,0,1819,219,0,5126,5345,5345,0,0,0,3446
"450",1986,"KY",3,"Kentucky",3683325,0,1,0,0,1733,0,0,0,5288,5288,0,5288,0,3554
"451",1986,"LA",3,"Louisiana",4344129,0,0,0,0,10328,0,0,0,14300,14300,0,14300,0,3972
"452",1986,"ME",1,"Maine",1184570,0,8,0,0,11,2,0,1314,1316,1316,0,0,0,1297
"453",1986,"MD",3,"Maryland",4565578,0,7,0,0,9637,0,0,0,13326,13326,0,13326,17,3665
"454",1986,"MA",1,"Massachusetts",5935209,0,12,9,0,1811,657,0,4979,5636,5636,0,0,348,3456
"455",1986,"MI",2,"Michigan",9187485,0,88,0,0,11870,253,0,20489,20742,20742,0,0,254,8530
"456",1986,"MN",2,"Minnesota",4235140,0,187,3,0,538,124,0,2337,2462,2462,0,1,133,1601
"457",1986,"MS",3,"Mississippi",2588539,0,11,6,0,4623,7,0,6616,6747,6747,0,124,124,1983
"458",1986,"MO",2,"Missouri",5056695,0,0,0,0,4123,0,0,0,10309,10309,0,10309,0,6186
"459",1986,"MT",4,"Montana",805064,0,193,3,0,16,43,0,1068,1111,1111,0,0,1,898
"460",1986,"NE",2,"Nebraska",1566558,0,73,12,0,570,58,0,1895,1953,1953,0,0,0,1298
"461",1986,"NV",4,"Nevada",1023418,0,48,47,0,1434,254,0,4113,4367,4367,0,0,254,2584
"462",1986,"NH",1,"New Hampshire",1054283,0,0,1,0,23,17,0,765,782,782,0,0,0,758
"463",1986,"NJ",1,"New Jersey",7670743,0,0,0,0,7809,1662,0,10350,12020,12020,0,8,8,4203
"464",1986,"NM",4,"New Mexico",1478519,0,84,6,0,215,1357,0,1055,2416,2416,0,4,4,2107
"465",1986,"NY",1,"New York",17868849,0,58,105,0,19544,10369,0,28080,38449,38449,0,0,0,18742
"466",1986,"NC",3,"North Carolina",6403696,0,438,6,0,9560,0,0,0,17698,17698,0,17698,90,7604
"467",1986,"ND",2,"North Dakota",661167,0,74,1,0,6,2,0,419,421,421,0,0,0,340
"468",1986,"OH",2,"Ohio",10760081,0,10,4,0,11108,220,0,21969,22463,22463,0,274,274,11067
"469",1986,"OK",3,"Oklahoma",3210117,0,559,8,0,2857,149,0,9389,9596,9596,0,58,207,5965
"470",1986,"OR",4,"Oregon",2700999,0,127,5,0,572,208,0,4562,4770,4770,0,0,22,4044
"471",1986,"PA",1,"Pennsylvania",11810864,0,6,2,0,8605,0,0,0,15201,15201,0,15201,0,6588
"472",1986,"RI",1,"Rhode Island",989603,0,4,0,0,397,116,0,1242,1358,1358,0,0,0,957
"473",1986,"SC",3,"South Carolina",3380506,0,2,5,0,6851,26,0,9698,11676,11676,0,1952,16,4802
"474",1986,"SD",2,"South Dakota",696042,0,278,0,0,30,10,0,1154,1164,1164,0,0,0,856
"475",1986,"TN",3,"Tennessee",4782930,0,0,0,0,3142,0,0,0,7591,7591,0,7591,157,4292
"476",1986,"TX",3,"Texas",16621799,0,0,0,0,15957,8405,0,30129,38534,38534,0,0,8405,14172
"477",1986,"UT",4,"Utah",1678115,0,37,9,0,148,295,0,1550,1845,1845,0,0,0,1651
"478",1986,"VT",1,"Vermont",540273,0,0,0,0,0,0,0,0,697,697,0,697,4,693
"479",1986,"VA",3,"Virginia",5932267,0,0,0,0,7581,0,0,0,12930,12930,0,12930,52,5297
"480",1986,"WA",4,"Washington",4531891,0,258,47,0,1241,366,0,6237,6603,6603,0,0,436,4621
"481",1986,"WV",3,"West Virginia",1857579,0,0,0,0,223,1,0,1481,1482,1482,0,0,0,1259
"482",1986,"WI",2,"Wisconsin",4777930,0,135,3,0,2273,346,0,5315,5697,5697,0,36,26,3260
"483",1986,"WY",4,"Wyoming",476967,0,34,3,0,37,74,0,781,855,855,0,0,0,781
"484",1986,"ST",7,"State prison total",NA,0,4456,1536,0,232969,51254,0,278310,500725,500725,0,171161,16458,245306
"485",1986,"US",5,"US prison total (state+federal)",NA,0,5291,1850,0,246833,62610,0,311362,545133,545133,0,171161,16458,274701
"486",1986,"FE",6,"Federal BOP",NA,0,835,314,0,13864,11356,0,33052,44408,44408,0,0,0,29395
"487",1987,"AL",3,"Alabama",4023848,0,10,4,0,7727,5,0,12822,12827,12827,0,0,0,5086
"488",1987,"AK",4,"Alaska",541982,0,860,25,0,228,50,0,2478,2528,2528,0,0,0,1415
"489",1987,"AZ",4,"Arizona",3535179,0,404,16,0,1787,2949,0,7990,10948,10948,0,9,9,8732
"490",1987,"AR",3,"Arkansas",2342638,0,0,4,0,2646,21,0,262,5441,5441,0,5158,5,2786
"491",1987,"CA",4,"California",28464253,0,362,68,0,23384,18797,0,0,66975,66975,0,48178,2617,40544
"492",1987,"CO",4,"Colorado",3262281,0,38,9,0,1035,1201,0,3500,4808,4808,0,107,107,3619
"493",1987,"CT",1,"Connecticut",3271958,0,8,7,0,3283,1751,0,5759,7511,7511,0,1,1752,2461
"494",1987,"DE",3,"Delaware",647585,0,4,3,0,1694,105,0,2834,2939,2939,0,0,0,1238
"495",1987,"DC",3,"District of Columbia",630430,0,0,0,0,7446,0,0,0,7645,7645,0,7645,0,199
"496",1987,"FL",3,"Florida",12306396,0,15,19,0,16994,2471,0,29974,32445,32445,0,0,799,14618
"497",1987,"GA",3,"Georgia",6316153,0,0,0,0,11466,0,0,0,18575,18575,0,18575,0,7109
"498",1987,"HI",4,"Hawaii",1079823,0,0,1099,0,116,64,0,1927,2268,2268,0,277,489,564
"499",1987,"ID",4,"Idaho",985669,0,42,11,0,25,149,0,1285,1435,1435,0,1,1,1356
"500",1987,"IL",2,"Illinois",11390176,0,25,4,0,11896,1557,0,18293,19850,19850,0,0,1557,6368
"501",1987,"IN",2,"Indiana",5491734,0,12,0,0,3408,123,0,10704,10827,10827,0,0,0,7407
"502",1987,"IA",2,"Iowa",2768392,0,3,44,0,599,47,0,2767,2851,2851,0,37,19,2186
"503",1987,"KS",2,"Kansas",2461987,0,67,25,0,1948,252,0,5529,5781,5781,0,0,252,3489
"504",1987,"KY",3,"Kentucky",3680003,0,1,0,0,1792,0,0,0,5471,5471,0,5471,0,3678
"505",1987,"LA",3,"Louisiana",4288835,0,0,0,0,11104,0,0,0,15375,15375,0,15375,0,4271
"506",1987,"ME",1,"Maine",1203830,0,20,3,0,15,3,0,1325,1328,1328,0,0,0,1290
