"","YEAR","STATEID","STATE","REGION","state_name","Population","CUSGT1M","CUSGT1F","CUSLT1M","CUSLT1F","CUSUNSM","CUSUNSF","CUSTOTM","CUSTOTF","CUSGT1T","CUSLT1T","CUSUNST","CUSTOTT","CNOPRIVM","CNOPRIVF","CWPRIVM","CWPRIVF","JURGT1M","JURGT1F","JURLT1M","JURLT1F","JURUNSM","JURUNSF","JURTOTM","JURTOTF","PVINM","PVINF","PVOTHM","PVOTHF","PVINCLM","PVINCLF","LFM","LFF","LFINCLM","LFINCLF","LFCROWDM","LFCROWDF","LFCRSTM","LFCRSTF","LFCRINCM","LFCRINCF","FEDM","FEDF","OTHSTM","OTHSTF","FACINCLM","FACINCLF","FACROWDM","FACROWDF","CUSLT18M","CUSLT18F","CUSCTZNM","CUSCTZNF"
"1256",2001,17,"IL",2,"Illinois",12506636,41601,2747,NA,NA,0,0,41601,2747,NA,NA,NA,NA,41601,2747,41601,2747,41601,2747,NA,NA,0,0,41601,2747,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,28,1,1,1,NA,NA,108,2,349,28
"1257",2001,18,"IN",2,"Indiana",6124090,17237,1411,4,0,71,8,17312,1419,NA,NA,NA,NA,17312,1419,18227,1419,19349,1534,4,0,71,8,19424,1542,317,0,598,0,1,1,1197,123,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,65,1,198,1
"1258",2001,19,"IA",2,"Iowa",2929240,7327,635,NA,NA,NA,NA,7327,635,NA,NA,NA,NA,7327,635,7327,635,7327,635,NA,NA,NA,NA,7327,635,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,18,1,NA,NA
"1259",2001,20,"KS",2,"Kansas",2701167,8074,500,NA,NA,NA,NA,8074,500,NA,NA,NA,NA,7976,500,8074,500,8080,497,NA,NA,NA,NA,8080,497,NA,NA,98,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,88,1,1,1,NA,NA,12,1,184,10
"1260",2001,21,"KY",3,"Kentucky",4068775,8971,623,64,29,4,1,9039,653,NA,NA,NA,NA,9039,653,10067,653,14022,1082,264,56,NA,NA,14286,1138,1028,0,0,0,1,2,4221,485,1,2,NA,NA,NA,NA,NA,NA,0,0,17,1,NA,NA,NA,NA,0,0,NA,NA
"1261",2001,22,"LA",3,"Louisiana",4460400,18622,1038,0,0,0,0,18622,1038,NA,NA,NA,NA,15694,1038,18622,1038,33448,2362,NA,NA,NA,NA,33448,2362,2928,0,0,0,1,1,14826,1224,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,33,1,133,11
"1262",2001,23,"ME",1,"Maine",1284295,1549,52,59,4,0,0,1608,56,NA,NA,NA,NA,1608,56,1617,58,1586,55,59,4,0,0,1645,59,9,2,0,0,1,1,3,0,1,1,NA,NA,NA,NA,NA,NA,25,0,23,2,1,1,NA,NA,0,0,9,1
"1263",2001,24,"MD",3,"Maryland",5374009,21548,1058,763,138,103,1,22414,1197,NA,NA,NA,NA,22414,1197,22542,1197,21774,1068,771,139,NA,NA,22545,1207,128,0,0,0,1,1,140,NA,1,1,NA,NA,NA,NA,NA,NA,27,0,17,1,2,2,NA,NA,55,2,445,23
"1264",2001,25,"MA",1,"Massachusetts",6411336,8549,424,184,120,763,163,9496,707,NA,NA,NA,NA,9496,707,9496,707,8925,430,185,120,765,163,9875,713,NA,NA,NA,NA,1,1,406,14,1,1,NA,NA,NA,NA,NA,NA,5,0,83,3,1,1,NA,NA,11,6,NA,NA
"1265",2001,26,"MI",2,"Michigan",10005334,46251,2149,NA,NA,NA,NA,46251,2149,NA,NA,NA,NA,46251,2149,46700,2149,46700,2149,NA,NA,NA,NA,46700,2149,449,0,0,0,1,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,48,5,497,10
"1266",2001,27,"MN",2,"Minnesota",4982180,6050,347,NA,NA,9,0,6059,347,NA,NA,NA,NA,6059,347,6059,347,6223,383,NA,NA,0,0,6223,383,0,0,0,0,1,1,154,30,1,1,NA,NA,NA,NA,NA,NA,20,0,115,9,1,1,NA,NA,13,1,NA,NA
"1267",2001,28,"MS",3,"Mississippi",2853090,9856,1264,305,72,NA,NA,10161,1336,NA,NA,NA,NA,10161,1336,13795,1336,18812,1664,825,159,NA,NA,19637,1823,3634,0,0,0,1,1,3618,118,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,86,4,NA,NA
"1268",2001,29,"MO",2,"Missouri",5642852,26442,2112,18,2,0,0,26460,2115,NA,NA,NA,NA,26460,2115,26460,2115,26615,2121,18,3,0,0,26633,2124,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,181,9,55,2,NA,NA,NA,NA,49,1,341,14
"1269",2001,30,"MT",4,"Montana",905782,1572,136,NA,NA,NA,NA,1572,136,NA,NA,NA,NA,1572,136,2464,331,2965,363,NA,NA,NA,NA,2965,363,892,195,0,0,1,1,469,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,32,5,1,1,NA,NA,0,0,11,0
"1270",2001,31,"NE",2,"Nebraska",1717672,3459,318,52,11,58,17,3569,346,NA,NA,NA,NA,3569,346,3569,346,3536,329,59,13,NA,NA,3595,342,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,0,24,1,1,1,NA,NA,24,0,158,2
"1271",2001,32,"NV",4,"Nevada",2094338,9022,282,75,0,4,1,9101,283,NA,NA,NA,NA,9101,283,9101,761,9392,841,NA,NA,0,0,9392,841,0,478,0,0,1,1,104,63,1,1,NA,NA,NA,NA,NA,NA,43,3,145,14,1,1,NA,NA,66,1,969,27
"1272",2001,33,"NH",1,"New Hampshire",1256685,2251,129,6,7,4,22,2261,158,NA,NA,NA,NA,2261,158,2261,158,2263,129,NA,NA,NA,NA,2263,129,0,0,0,0,1,1,9,3,1,1,NA,NA,NA,NA,NA,NA,2,0,65,4,1,1,NA,NA,2,2,31,2
"1273",2001,34,"NJ",1,"New Jersey",8488427,22145,1287,NA,NA,NA,NA,22145,1287,NA,NA,NA,NA,22145,1287,24604,1448,26514,1628,NA,NA,NA,NA,26514,1628,2459,161,0,0,1,1,1841,178,1,1,NA,NA,NA,NA,NA,NA,7,0,62,2,1,1,NA,NA,28,0,NA,NA
"1274",2001,35,"NM",4,"New Mexico",1828437,3031,0,130,0,23,0,3184,0,NA,NA,NA,NA,3184,0,5151,517,4935,473,192,44,24,0,5151,517,1967,517,0,0,2,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,18,0,1,1,NA,NA,8,1,202,11
"1275",2001,36,"NY",1,"New York",19087486,64262,3133,129,30,0,0,64391,3163,NA,NA,NA,NA,64391,3163,64391,3163,64400,3133,0,0,0,0,64400,3133,0,0,0,0,1,1,139,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,246,8,8385,270
"1276",2001,37,"NC",3,"North Carolina",8202468,26081,1365,3898,564,267,28,30246,1957,NA,NA,NA,NA,30172,1840,30246,1957,26181,1447,3898,565,NA,NA,30211,2042,74,117,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,203,9,323,10
"1277",2001,38,"ND",2,"North Dakota",636225,836,98,96,14,NA,NA,932,112,NA,NA,NA,NA,932,112,976,112,931,96,79,14,NA,NA,1010,101,0,0,44,0,1,1,18,3,1,1,NA,NA,NA,NA,NA,NA,8,0,12,3,1,1,NA,NA,2,0,10,0
"1278",2001,39,"OH",2,"Ohio",11395572,40192,2752,NA,NA,NA,NA,40192,2752,NA,NA,NA,NA,40192,2752,42116,2752,42452,2829,NA,NA,NA,NA,42452,2829,1924,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,16,0,16,3,1,1,NA,NA,80,1,352,22
"1279",2001,40,"OK",3,"Oklahoma",3463996,13656,1405,NA,NA,NA,NA,13656,1405,NA,NA,NA,NA,13656,1405,19533,2186,20490,2290,NA,NA,NA,NA,20490,2290,5877,781,0,0,1,1,819,84,NA,NA,NA,NA,NA,NA,NA,NA,0,0,66,4,NA,NA,NA,NA,9,0,139,5
"1280",2001,41,"OR",4,"Oregon",3469878,10292,617,39,2,0,0,10331,619,NA,NA,NA,NA,10331,619,10331,619,10709,659,40,2,0,0,10749,661,0,0,0,0,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,41,1,118,7,1,1,NA,NA,11,0,420,1
"1281",2001,42,"PA",1,"Pennsylvania",12296977,35498,1638,5,0,0,0,35503,1638,NA,NA,NA,NA,35503,1638,35961,1680,36346,1711,5,0,0,0,36351,1711,458,42,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,15,0,23,7,1,1,NA,NA,54,1,450,8
"1282",2001,44,"RI",1,"Rhode Island",1057707,1837,53,649,93,680,52,3166,198,NA,NA,NA,NA,3166,198,3166,198,1870,56,649,93,529,44,3048,193,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,38,2,1,1,NA,NA,3,0,NA,NA
"1283",2001,45,"SC",3,"South Carolina",4062301,19417,1317,798,155,25,1,20240,1473,NA,NA,NA,NA,20240,1473,20244,1475,20256,1350,811,159,0,0,21067,1509,4,2,0,0,1,1,438,8,1,1,NA,NA,NA,NA,NA,NA,118,8,154,10,1,1,NA,NA,130,3,130,4
"1284",2001,46,"SD",2,"South Dakota",758803,2500,239,8,1,16,4,2524,240,NA,NA,NA,NA,2524,240,2555,244,2562,219,8,1,NA,NA,2570,220,31,4,0,0,1,1,14,1,1,1,NA,NA,NA,NA,NA,NA,6,1,30,2,1,1,NA,NA,4,0,29,2
"1285",2001,47,"TN",3,"Tennessee",5754748,12878,885,NA,NA,25,0,12903,885,NA,NA,NA,NA,12903,885,16581,885,22203,1468,NA,NA,NA,NA,22203,1468,3678,0,0,0,1,1,5647,583,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,35,6,86,0
"1286",2001,48,"TX",3,"Texas",21330190,118155,7716,4961,1317,NA,NA,123116,9033,NA,NA,NA,NA,123116,9033,137480,11000,142672,10384,7029,1985,NA,NA,149701,12369,14364,1967,0,0,1,1,13860,1298,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,203,5,7178,154
"1287",2001,49,"UT",4,"Utah",2290966,3837,233,8,0,59,8,3904,241,NA,NA,NA,NA,3904,241,3904,241,4951,303,7,1,66,11,5024,315,0,0,0,0,1,1,951,69,1,1,NA,NA,NA,NA,NA,NA,43,1,104,2,1,1,NA,NA,7,1,197,2
"1288",2001,50,"VT",1,"Vermont",611889,915,57,92,9,298,29,1305,95,NA,NA,NA,NA,1305,95,1305,95,1256,57,92,9,298,29,1646,95,NA,NA,NA,NA,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,383,5,1,1,NA,NA,8,0,6,0
"1289",2001,51,"VA",3,"Virginia",7191579,27794,2112,0,0,NA,NA,27794,2112,NA,NA,NA,NA,27794,2112,29360,2112,29422,2240,0,0,NA,NA,29422,2240,1566,0,0,0,1,1,3093,347,1,1,NA,NA,NA,NA,NA,NA,0,0,82,4,1,1,NA,NA,28,3,NA,NA
"1290",2001,53,"WA",4,"Washington",5988346,13961,1048,111,28,66,12,14138,1088,NA,NA,NA,NA,13695,1055,14138,1088,13969,1051,111,28,NA,NA,14080,1079,0,0,443,33,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,5,1,68,7,1,1,NA,NA,66,0,1347,23
"1291",2001,54,"WV",3,"West Virginia",1798190,3176,204,NA,NA,20,3,3196,207,NA,NA,NA,NA,1725,141,3196,207,3831,333,NA,NA,38,13,3869,346,693,66,778,0,1,1,673,66,1,1,NA,NA,NA,NA,NA,NA,0,73,0,0,1,1,NA,NA,NA,NA,10,0
"1292",2001,55,"WI",2,"Wisconsin",5408099,15618,1255,10,5,434,15,16062,1275,NA,NA,NA,NA,16062,1275,19491,1275,19750,1283,13,5,429,15,20192,1303,2,0,3427,0,1,1,398,12,1,1,NA,NA,NA,NA,NA,NA,170,2,66,4,1,1,NA,NA,85,7,NA,NA
"1293",2001,56,"WY",4,"Wyoming",492976,929,92,0,0,0,0,929,92,NA,NA,NA,NA,929,92,1362,125,1549,135,0,0,0,0,1549,135,0,0,433,33,1,1,27,0,1,1,NA,NA,NA,NA,NA,NA,0,0,90,1,1,1,NA,NA,2,0,47,0
"1294",2001,60,"ST",7,"State prison total",NA,1025402,66454,18103,3475,11117,1409,1054622,71335,NA,NA,NA,NA,1036475,69794,1104190,75764,1132514,76194,21659,4437,10728,1354,1165033,82006,59926,5723,7789,247,NA,NA,64572,4966,NA,NA,NA,NA,NA,NA,NA,NA,1565,140,3086,128,NA,NA,0,0,2992,137,52566,1465
"1295",2001,70,"US",5,"US prison total (state+federal)",NA,1131510,74105,20172,4035,24333,2406,1182530,80543,NA,NA,NA,NA,1164383,79002,1244834,84972,1260033,85184,25726,5400,25162,2374,1311053,92979,59926,5723,20525,247,NA,NA,67358,5101,NA,NA,NA,NA,NA,NA,NA,NA,1565,140,4064,344,NA,NA,0,0,2992,137,84196,3721
"1296",2001,99,"FE",6,"Federal BOP",NA,106108,7651,2069,560,13216,997,127908,9208,NA,NA,NA,NA,127908,9208,140644,9208,127519,8990,4067,963,14434,1020,146020,10973,0,0,12736,0,1,2,2786,135,1,1,NA,NA,NA,NA,NA,NA,NA,NA,978,216,1,1,NA,NA,0,0,31630,2256
"1297",2002,1,"AL",3,"Alabama",4471462,23113,1596,340,51,0,0,23453,1647,NA,NA,NA,NA,23453,1647,23453,1647,25888,1644,362,53,0,0,26250,1697,0,0,0,0,1,1,2449,0,1,1,NA,NA,NA,NA,NA,NA,148,NA,338,0,1,1,NA,NA,56,1,72,0
"1298",2002,2,"AK",4,"Alaska",641974,1472,120,173,18,1081,127,2726,265,NA,NA,NA,NA,2726,265,4008,343,2428,149,423,59,1198,141,4049,349,656,78,626,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,3,2,0,NA,NA,NA,NA,8,0,13,1
"1299",2002,4,"AZ",4,"Arizona",5451472,25803,2205,1128,223,0,0,26931,2428,NA,NA,NA,NA,24966,2428,26931,2428,25803,2205,1128,223,0,0,26931,2428,1701,0,264,0,1,1,213,19,1,1,NA,NA,NA,NA,NA,NA,0,0,95,10,1,1,NA,NA,146,1,3347,65
"1300",2002,5,"AR",3,"Arkansas",2704471,11008,786,44,5,4,2,11056,793,NA,NA,NA,NA,11056,793,11056,793,12154,845,72,7,11,2,12237,854,0,0,0,0,1,1,1114,58,1,1,NA,NA,NA,NA,NA,NA,0,1,32,1,1,1,NA,NA,30,1,NA,NA
"1301",2002,6,"CA",4,"California",34867773,148328,9426,NA,NA,1571,370,149899,9796,NA,NA,NA,NA,145639,9407,149899,9796,150374,9610,NA,NA,1611,377,151374,9987,4260,389,0,0,1,1,2591,0,2,2,NA,NA,NA,NA,NA,NA,570,30,0,0,2,2,NA,NA,111,1,18984,434
"1302",2002,8,"CO",4,"Colorado",4502883,14646,1538,NA,NA,NA,NA,14646,1538,NA,NA,NA,NA,14646,1538,17098,1538,17267,1566,NA,NA,NA,NA,17267,1566,2452,0,0,0,1,1,132,28,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,62,1,1052,14
"1303",2002,9,"CT",1,"Connecticut",3448145,11874,778,2107,329,3305,323,17286,1430,NA,NA,NA,NA,17286,1430,17286,1430,13157,925,2553,446,3316,323,19026,1694,0,0,0,0,2,2,0,0,2,2,NA,NA,NA,NA,NA,NA,4,1,500,0,1,1,NA,NA,353,13,833,92
"1304",2002,10,"DE",3,"Delaware",804636,3368,212,1731,198,1015,113,6114,523,NA,NA,NA,NA,6114,523,6114,523,3435,224,1783,204,1018,114,6236,542,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,21,3,2,2,NA,NA,24,1,92,8
"1305",2002,11,"DC",3,"District of Columbia",579736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306",2002,12,"FL",3,"Florida",16675166,70610,4594,5,1,NA,NA,70615,4595,NA,NA,NA,NA,67382,3655,70615,4595,70610,4594,5,1,NA,NA,70615,4595,3233,940,0,0,NA,NA,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,286,20,4357,169
"1307",2002,13,"GA",3,"Georgia",8582756,44297,3127,19,2,NA,NA,44316,3129,NA,NA,NA,NA,39743,3129,44316,3129,44297,3127,19,2,NA,NA,44316,3129,4573,0,0,0,1,1,4975,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,37,2,736,35
"1308",2002,15,"HI",4,"Hawaii",1226410,2084,280,436,75,716,131,3236,486,NA,NA,NA,NA,3236,486,4477,592,3413,427,575,108,766,134,4754,669,0,42,1241,64,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,82,6,11,3,1,1,NA,NA,3,0,70,6
"1309",2002,16,"ID",4,"Idaho",1341704,3718,467,NA,NA,NA,NA,3718,467,NA,NA,NA,NA,3718,467,4984,467,5154,592,NA,NA,NA,NA,5154,592,1266,0,0,0,1,1,170,125,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,5,0,250,0
"1310",2002,17,"IL",2,"Illinois",12557032,40173,2520,NA,NA,0,0,40173,2520,NA,NA,NA,NA,40173,2520,40173,2520,40173,2520,NA,NA,0,0,40173,2520,0,0,0,0,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,3,0,24,1,1,1,NA,NA,109,2,294,30
"1311",2002,18,"IN",2,"Indiana",6148648,17937,1500,2,0,62,5,18001,1505,NA,NA,NA,NA,18001,1505,18844,1505,19964,1578,2,0,62,5,20028,1583,189,0,654,0,1,1,1184,78,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,41,1,246,4
"1312",2002,19,"IA",2,"Iowa",2929379,7695,703,NA,NA,NA,NA,7695,703,NA,NA,NA,NA,7695,703,7695,703,7695,703,NA,NA,NA,NA,7695,703,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,12,1,NA,NA
"1313",2002,20,"KS",2,"Kansas",2711741,8406,561,NA,NA,NA,NA,8406,561,NA,NA,NA,NA,8406,561,8406,561,8398,537,NA,NA,NA,NA,8398,537,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,82,2,1,1,NA,NA,12,0,198,6
"1314",2002,21,"KY",3,"Kentucky",4090824,9196,683,50,19,0,0,9246,702,NA,NA,NA,NA,9246,702,10742,841,14346,1226,205,43,0,0,14551,1269,1496,139,0,0,1,2,3229,428,1,1,NA,NA,NA,NA,NA,NA,0,0,17,2,2,2,NA,NA,0,0,NA,NA
"1315",2002,22,"LA",3,"Louisiana",4465089,18976,1034,0,0,0,0,18976,1034,NA,NA,NA,NA,16047,1034,18976,1034,33634,2398,NA,NA,NA,NA,33634,2398,2929,0,0,0,1,1,14658,1364,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,55,1,106,7
"1316",2002,23,"ME",1,"Maine",1293181,1690,74,73,10,0,0,1763,84,NA,NA,NA,NA,1763,84,1771,84,1737,80,73,10,0,0,1810,90,8,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,20,2,22,4,1,1,NA,NA,1,0,6,1
"1317",2002,24,"MD",3,"Maryland",5437880,21906,1109,737,142,92,1,22735,1252,NA,NA,NA,NA,22735,1252,22862,1252,22153,1121,745,143,NA,NA,22898,1264,127,0,0,0,1,1,168,0,1,1,NA,NA,NA,NA,NA,NA,11,0,23,0,2,2,NA,NA,80,0,449,21
"1318",2002,25,"MA",1,"Massachusetts",6440762,8176,373,23,170,984,153,9183,696,NA,NA,NA,NA,9183,696,9183,696,8564,383,23,168,1038,153,9625,704,NA,NA,NA,NA,1,1,365,10,1,1,NA,NA,NA,NA,NA,NA,7,0,94,6,1,1,NA,NA,9,2,NA,NA
"1319",2002,26,"MI",2,"Michigan",10039223,47864,2267,NA,NA,NA,NA,47864,2267,NA,NA,NA,NA,47864,2267,48324,2267,48324,2267,NA,NA,NA,NA,48324,2267,460,0,0,0,1,1,30,0,1,2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,103,3,537,9
"1320",2002,27,"MN",2,"Minnesota",5017355,6430,416,NA,NA,8,1,6438,417,NA,NA,NA,NA,6438,417,6438,417,6674,455,NA,NA,0,0,6674,455,0,0,0,0,2,2,189,32,1,1,NA,NA,NA,NA,NA,NA,23,0,115,7,1,1,NA,NA,13,1,143,7
"1321",2002,28,"MS",3,"Mississippi",2858076,10108,1414,324,74,NA,NA,10432,1488,NA,NA,NA,NA,10432,1488,13867,1488,19522,1875,1101,207,NA,NA,20623,2082,3435,0,0,0,1,1,4377,173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,104,3,NA,NA
"1322",2002,29,"MO",2,"Missouri",5679158,27530,2246,14,5,0,0,27544,2251,NA,NA,NA,NA,27544,2251,27544,2251,27811,2269,14,5,0,0,27825,2274,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,280,22,51,2,1,1,NA,NA,53,3,372,21
"1323",2002,30,"MT",4,"Montana",909722,1701,206,NA,NA,NA,NA,1701,206,NA,NA,NA,NA,1701,206,2542,328,2978,345,NA,NA,NA,NA,2978,345,841,122,0,0,1,1,403,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,33,1,1,1,NA,NA,0,0,9,0
"1324",2002,31,"NE",2,"Nebraska",1724577,3521,332,57,14,104,20,3682,366,NA,NA,NA,NA,3682,366,3682,366,3634,338,72,14,NA,NA,3706,352,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,0,23,1,1,1,NA,NA,15,2,172,1
"1325",2002,32,"NV",4,"Nevada",2165828,9222,356,84,0,5,0,9311,356,NA,NA,NA,NA,9311,356,9311,790,9627,851,NA,NA,0,0,9627,851,0,434,0,0,1,1,124,53,1,1,NA,NA,NA,NA,NA,NA,40,1,152,7,2,2,NA,NA,51,3,1021,26
"1326",2002,33,"NH",1,"New Hampshire",1270962,2303,147,4,5,8,8,2315,160,NA,NA,NA,NA,2315,160,2315,160,2307,144,NA,NA,NA,NA,2307,144,0,0,0,0,1,1,10,1,1,1,NA,NA,NA,NA,NA,NA,2,0,74,6,1,1,NA,NA,2,0,28,4
"1327",2002,34,"NJ",1,"New Jersey",8543281,22428,1272,NA,NA,NA,NA,22428,1272,NA,NA,NA,NA,22428,1272,24856,1445,26305,1586,NA,NA,NA,NA,26305,1586,2428,173,0,0,1,1,1389,139,1,1,NA,NA,NA,NA,NA,NA,4,0,56,2,1,1,NA,NA,18,0,NA,NA
"1328",2002,35,"NM",4,"New Mexico",1849187,3086,2,168,0,45,0,3299,2,NA,NA,NA,NA,3299,2,5473,518,5160,471,268,29,45,18,5473,518,2174,516,0,0,2,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,18,0,1,1,NA,NA,6,1,96,2
"1329",2002,36,"NY",1,"New York",19161568,63749,2996,153,27,0,0,63902,3023,NA,NA,NA,NA,63902,3023,63902,3023,64069,2996,0,0,0,0,64069,2996,0,0,0,0,1,1,320,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,202,8,8064,242
"1330",2002,37,"NC",3,"North Carolina",8311105,26995,1446,3591,614,247,25,30833,2085,NA,NA,NA,NA,30760,1972,30833,2085,27066,1547,3593,626,NA,NA,30659,2173,73,113,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,NA,NA,191,9,555,20
"1331",2002,38,"ND",2,"North Dakota",633210,911,96,83,4,NA,NA,994,100,NA,NA,NA,NA,994,100,1017,100,926,99,83,4,NA,NA,1009,103,0,0,23,0,1,1,9,0,1,1,NA,NA,NA,NA,NA,NA,5,0,14,3,1,1,NA,NA,1,0,10,2
"1332",2002,39,"OH",2,"Ohio",11420660,40474,2883,NA,NA,NA,NA,40474,2883,NA,NA,NA,NA,40474,2883,42401,2883,42717,2929,NA,NA,NA,NA,42717,2929,1927,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,15,0,15,1,1,1,NA,NA,82,1,344,27
"1333",2002,40,"OK",3,"Oklahoma",3483149,13960,1566,NA,NA,NA,NA,13960,1566,NA,NA,NA,NA,13960,1566,19785,2211,20464,2238,NA,NA,NA,NA,20464,2338,5825,645,0,0,NA,NA,1367,130,NA,NA,NA,NA,NA,NA,NA,NA,0,0,67,4,NA,NA,NA,NA,9,1,127,6
"1334",2002,41,"OR",4,"Oregon",3516661,10870,777,3,1,0,0,10873,777,NA,NA,NA,NA,10873,777,10873,777,11268,812,5,0,0,0,11273,812,0,0,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,40,0,118,5,1,1,NA,NA,23,1,478,6
"1335",2002,42,"PA",1,"Pennsylvania",12324237,37430,1753,2,2,0,0,37432,1755,NA,NA,NA,NA,37432,1755,37929,1795,38345,1819,2,2,0,0,38347,1821,497,40,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,14,0,23,8,1,1,NA,NA,42,1,488,12
"1336",2002,44,"RI",1,"Rhode Island",1066919,2013,55,696,88,570,51,3279,194,NA,NA,NA,NA,3279,194,3279,194,1984,61,744,102,578,51,3306,214,0,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,6,0,36,2,1,1,NA,NA,5,0,NA,NA
"1337",2002,45,"SC",3,"South Carolina",4102227,20507,1471,698,164,35,0,21240,1635,NA,NA,NA,NA,21240,1635,21257,1639,21331,1506,713,165,0,0,22044,1671,17,4,0,0,1,1,410,5,2,2,NA,NA,NA,NA,NA,NA,116,4,161,7,1,1,NA,NA,133,7,114,5
"1338",2002,46,"SD",2,"South Dakota",761633,2634,254,6,1,14,2,2654,257,NA,NA,NA,NA,2654,257,2682,261,2685,226,6,1,NA,NA,2691,227,28,4,0,0,1,1,11,1,1,1,NA,NA,NA,NA,NA,NA,7,2,36,1,1,1,NA,NA,3,0,49,1
"1339",2002,47,"TN",3,"Tennessee",5802304,12929,1143,NA,NA,24,1,12953,1144,NA,NA,NA,NA,12953,1144,17153,1144,23254,1735,NA,NA,NA,NA,23254,1735,4200,0,0,0,1,1,6125,592,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,15,1,93,4
"1340",2002,48,"TX",3,"Texas",21705766,120277,7994,5635,1767,NA,NA,125912,9761,NA,NA,NA,NA,125912,9761,140498,11948,141189,10593,7763,2458,NA,NA,148952,13051,14586,2187,0,0,1,1,10862,1513,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,220,10,7822,180
"1341",2002,49,"UT",4,"Utah",2334425,3919,277,13,0,62,14,3994,291,NA,NA,NA,NA,3994,291,3994,291,5118,357,11,0,62,14,5191,371,0,0,0,0,1,1,1093,77,1,1,NA,NA,NA,NA,NA,NA,54,1,80,3,1,1,NA,NA,7,0,170,1
