"","YEAR","STATEID","STATE","REGION","state_name","Population","CUSGT1M","CUSGT1F","CUSLT1M","CUSLT1F","CUSUNSM","CUSUNSF","CUSTOTM","CUSTOTF","CUSGT1T","CUSLT1T","CUSUNST","CUSTOTT","CNOPRIVM","CNOPRIVF","CWPRIVM","CWPRIVF","JURGT1M","JURGT1F","JURLT1M","JURLT1F","JURUNSM","JURUNSF","JURTOTM","JURTOTF","PVINM","PVINF","PVOTHM","PVOTHF","PVINCLM","PVINCLF","LFM","LFF","LFINCLM","LFINCLF","LFCROWDM","LFCROWDF","LFCRSTM","LFCRSTF","LFCRINCM","LFCRINCF","FEDM","FEDF","OTHSTM","OTHSTF","FACINCLM","FACINCLF","FACROWDM","FACROWDF","CUSLT18M","CUSLT18F","CUSCTZNM","CUSCTZNF"
"513",1987,30,"MT",4,"Montana",800194,1139,48,0,0,0,0,1139,48,NA,NA,NA,NA,NA,NA,NA,NA,1160,47,0,0,NA,NA,1160,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",1987,31,"NE",2,"Nebraska",1571464,1948,77,111,17,70,1,2129,95,NA,NA,NA,NA,NA,NA,NA,NA,1885,78,106,17,NA,NA,1991,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",1987,32,"NV",4,"Nevada",1075027,4041,262,0,0,65,3,4106,265,NA,NA,NA,NA,NA,NA,NA,NA,4153,281,NA,NA,NA,NA,4153,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",1987,33,"NH",1,"New Hampshire",1082576,827,1,0,0,17,0,844,1,NA,NA,NA,NA,NA,NA,NA,NA,849,18,NA,NA,NA,NA,849,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",1987,34,"NJ",1,"New Jersey",7712334,13166,484,0,0,0,0,13166,484,NA,NA,NA,NA,NA,NA,NA,NA,15382,587,0,0,NA,NA,15382,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",1987,35,"NM",4,"New Mexico",1490329,2456,130,77,7,2,0,2535,137,NA,NA,NA,NA,NA,NA,NA,NA,2456,130,77,7,NA,NA,2533,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",1987,36,"NY",1,"New York",17941310,39355,1487,0,0,0,0,39355,1487,NA,NA,NA,NA,NA,NA,NA,NA,39355,1487,NA,NA,NA,NA,39355,1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",1987,37,"NC",3,"North Carolina",6480598,15415,703,995,105,174,12,16584,820,NA,NA,NA,NA,NA,NA,NA,NA,15415,703,995,105,NA,NA,16410,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",1987,38,"ND",2,"North Dakota",655273,400,32,47,3,0,0,447,35,NA,NA,NA,NA,NA,NA,NA,NA,376,4,47,3,NA,NA,423,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",1987,39,"OH",2,"Ohio",10798562,22668,1275,NA,NA,0,0,22668,1275,NA,NA,NA,NA,NA,NA,NA,NA,22945,1295,NA,NA,NA,NA,22945,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1987,40,"OK",3,"Oklahoma",3167058,7778,603,NA,NA,0,0,7778,603,NA,NA,NA,NA,NA,NA,NA,NA,8945,694,NA,NA,NA,NA,8945,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",1987,41,"OR",4,"Oregon",2741307,4131,178,0,0,0,0,4131,178,NA,NA,NA,NA,NA,NA,NA,NA,5152,305,NA,NA,NA,NA,5152,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",1987,42,"PA",1,"Pennsylvania",11845753,15590,668,8,13,23,0,15621,681,NA,NA,NA,NA,NA,NA,NA,NA,15580,666,8,13,NA,NA,15588,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1987,44,"RI",1,"Rhode Island",996417,975,24,114,39,270,18,1359,81,NA,NA,NA,NA,NA,NA,NA,NA,967,24,115,39,266,17,1348,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",1987,45,"SC",3,"South Carolina",3412091,9827,495,634,92,21,1,10482,588,NA,NA,NA,NA,NA,NA,NA,NA,11301,561,702,100,NA,NA,12003,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",1987,46,"SD",2,"South Dakota",698148,1075,53,0,0,0,0,1075,53,NA,NA,NA,NA,NA,NA,NA,NA,1080,53,0,0,NA,NA,1080,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",1987,47,"TN",3,"Tennessee",4822437,6887,362,0,0,0,0,6887,362,NA,NA,NA,NA,NA,NA,NA,NA,7249,390,0,0,NA,NA,7249,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",1987,48,"TX",3,"Texas",16667025,37279,1542,0,0,0,0,37279,1542,NA,NA,NA,NA,NA,NA,NA,NA,37279,1542,NA,NA,NA,NA,37279,1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",1987,49,"UT",4,"Utah",1689366,1644,67,14,2,82,9,1740,78,NA,NA,NA,NA,NA,NA,NA,NA,1764,73,14,2,NA,NA,1778,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",1987,50,"VT",1,"Vermont",549766,482,8,122,4,126,2,730,14,NA,NA,NA,NA,NA,NA,NA,NA,497,8,122,4,126,2,745,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",1987,51,"VA",3,"Virginia",6036911,11125,397,0,0,0,0,11125,397,NA,NA,NA,NA,NA,NA,NA,NA,12453,478,369,21,NA,NA,12822,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",1987,53,"WA",4,"Washington",4639893,6171,240,0,0,19,0,6190,240,NA,NA,NA,NA,NA,NA,NA,NA,5911,220,NA,NA,NA,NA,5911,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",1987,54,"WV",3,"West Virginia",1830211,1380,69,0,0,28,0,1408,69,NA,NA,NA,NA,NA,NA,NA,NA,1380,69,NA,NA,NA,NA,1380,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",1987,55,"WI",2,"Wisconsin",4822402,5538,292,15,2,0,0,5553,294,NA,NA,NA,NA,NA,NA,NA,NA,5829,297,15,2,NA,NA,5844,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",1987,56,"WY",4,"Wyoming",465098,870,46,0,0,0,0,870,46,NA,NA,NA,NA,NA,NA,NA,NA,870,46,NA,NA,NA,NA,870,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",1987,60,"ST",7,"State prison total",NA,481752,23239,6435,1007,7008,895,495195,25141,NA,NA,NA,NA,NA,NA,NA,NA,497100,24189,7304,1090,6284,817,510688,26096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11778,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"539",1987,70,"US",5,"US prison total (state+federal)",NA,514507,25594,8572,1151,11934,1056,535013,27801,NA,NA,NA,NA,NA,NA,NA,NA,533990,26822,10761,1323,11210,978,555961,29123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11778,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"540",1987,99,"FE",6,"Federal BOP",NA,32755,2355,2137,144,4926,161,39818,2660,NA,NA,NA,NA,NA,NA,NA,NA,36890,2633,3457,233,4926,161,45273,3027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",1988,1,"AL",3,"Alabama",4030224,11408,704,211,42,0,0,11619,746,NA,NA,NA,NA,NA,NA,NA,NA,11647,710,211,42,NA,NA,11858,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",1988,2,"AK",4,"Alaska",547153,1604,57,87,10,509,40,2200,107,NA,NA,NA,NA,NA,NA,NA,NA,1796,66,160,17,509,40,2465,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",1988,4,"AZ",4,"Arizona",3622176,10892,686,489,28,0,0,11381,714,NA,NA,NA,NA,NA,NA,NA,NA,10892,686,489,28,NA,NA,11381,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",1988,5,"AR",3,"Arkansas",2346387,5167,288,NA,NA,0,0,5167,288,NA,NA,NA,NA,NA,NA,NA,NA,5224,295,NA,NA,NA,NA,5224,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",1988,6,"CA",4,"California",29218161,69379,4401,0,0,1899,492,71278,4893,NA,NA,NA,NA,NA,NA,NA,NA,69379,4401,NA,NA,1899,492,71278,4893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",1988,8,"CO",4,"Colorado",3275821,5402,244,NA,NA,0,0,5402,244,NA,NA,NA,NA,NA,NA,NA,NA,5488,277,NA,NA,NA,NA,5488,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547",1988,9,"CT",1,"Connecticut",3283409,4174,206,737,128,2102,169,7013,503,NA,NA,NA,NA,NA,NA,NA,NA,4505,218,834,143,2116,189,7455,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",1988,10,"DE",3,"Delaware",658233,2040,89,339,34,505,38,2884,161,NA,NA,NA,NA,NA,NA,NA,NA,2112,95,403,44,505,38,3020,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",1988,11,"DC",3,"District of Columbia",624165,6049,129,476,80,1484,163,8009,372,NA,NA,NA,NA,NA,NA,NA,NA,6499,129,476,80,1484,163,8459,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",1988,12,"FL",3,"Florida",12637709,32328,1948,47,4,0,0,32375,1952,NA,NA,NA,NA,NA,NA,NA,NA,32674,2007,47,4,NA,NA,32721,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",1988,13,"GA",3,"Georgia",6411085,17145,873,713,56,0,0,17858,929,NA,NA,NA,NA,NA,NA,NA,NA,17145,873,713,56,NA,NA,17858,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",1988,15,"HI",4,"Hawaii",1094584,1333,65,144,16,539,58,2016,139,NA,NA,NA,NA,NA,NA,NA,NA,1432,78,195,22,501,72,2128,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",1988,16,"ID",4,"Idaho",994426,1414,79,0,0,0,0,1414,79,NA,NA,NA,NA,NA,NA,NA,NA,1497,84,NA,NA,NA,NA,1497,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",1988,17,"IL",2,"Illinois",11409785,20182,899,NA,NA,0,0,20182,899,NA,NA,NA,NA,NA,NA,NA,NA,20182,899,NA,NA,NA,NA,20182,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",1988,18,"IN",2,"Indiana",5523684,10773,498,131,4,38,0,10942,502,NA,NA,NA,NA,NA,NA,NA,NA,10773,498,131,4,NA,NA,10904,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",1988,19,"IA",2,"Iowa",2770585,2894,140,NA,NA,NA,NA,2894,140,NA,NA,NA,NA,NA,NA,NA,NA,2894,140,NA,NA,NA,NA,2894,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",1988,20,"KS",2,"Kansas",2472847,5658,272,0,0,2,0,5660,272,NA,NA,NA,NA,NA,NA,NA,NA,5540,277,NA,NA,NA,NA,5540,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",1988,21,"KY",3,"Kentucky",3677312,5947,240,0,0,0,0,5947,240,NA,NA,NA,NA,NA,NA,NA,NA,6771,348,NA,NA,NA,NA,6771,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",1988,22,"LA",3,"Louisiana",4252906,11611,499,0,0,0,0,11611,499,NA,NA,NA,NA,NA,NA,NA,NA,15573,669,NA,NA,NA,NA,15573,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3962,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",1988,23,"ME",1,"Maine",1219944,1176,26,56,7,20,0,1252,33,NA,NA,NA,NA,NA,NA,NA,NA,1185,29,56,7,NA,NA,1241,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",1988,24,"MD",3,"Maryland",4727298,12929,460,642,53,0,0,13571,513,NA,NA,NA,NA,NA,NA,NA,NA,13109,463,651,53,NA,NA,13760,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",1988,25,"MA",1,"Massachusetts",6015479,6195,260,115,187,5,100,6315,547,NA,NA,NA,NA,NA,NA,NA,NA,6195,260,115,187,NA,NA,6310,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",1988,26,"MI",2,"Michigan",9253290,26279,1333,0,0,0,0,26279,1333,NA,NA,NA,NA,NA,NA,NA,NA,26279,1333,NA,NA,NA,NA,26279,1333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",1988,27,"MN",2,"Minnesota",4338045,2677,130,0,0,135,0,2812,130,NA,NA,NA,NA,NA,NA,NA,NA,2671,128,NA,NA,NA,NA,2671,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",1988,28,"MS",3,"Mississippi",2574273,5968,309,55,16,0,0,6023,325,NA,NA,NA,NA,NA,NA,NA,NA,6915,336,115,18,NA,NA,7030,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",1988,29,"MO",2,"Missouri",5095819,11546,630,0,0,0,0,11546,630,NA,NA,NA,NA,NA,NA,NA,NA,11546,630,NA,NA,NA,NA,11546,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",1988,30,"MT",4,"Montana",799642,1192,57,0,0,0,0,1192,57,NA,NA,NA,NA,NA,NA,NA,NA,1214,58,0,0,NA,NA,1214,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",1988,31,"NE",2,"Nebraska",1574881,1961,87,71,12,29,1,2061,100,NA,NA,NA,NA,NA,NA,NA,NA,1981,85,78,12,NA,NA,2059,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",1988,32,"NV",4,"Nevada",1137369,4470,331,0,0,97,4,4567,335,NA,NA,NA,NA,NA,NA,NA,NA,4539,342,NA,NA,NA,NA,4539,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",1988,33,"NH",1,"New Hampshire",1104523,954,5,0,0,24,0,978,5,NA,NA,NA,NA,NA,NA,NA,NA,995,24,NA,NA,NA,NA,995,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",1988,34,"NJ",1,"New Jersey",7726086,14079,573,0,0,0,0,14079,573,NA,NA,NA,NA,NA,NA,NA,NA,16232,704,0,0,NA,NA,16232,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2136,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",1988,35,"NM",4,"New Mexico",1503892,2513,130,91,11,0,0,2604,141,NA,NA,NA,NA,NA,NA,NA,NA,2584,139,91,11,NA,NA,2675,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",1988,36,"NY",1,"New York",17983088,42800,1760,0,0,0,0,42800,1760,NA,NA,NA,NA,NA,NA,NA,NA,42800,1760,NA,NA,NA,NA,42800,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",1988,37,"NC",3,"North Carolina",6565467,15555,696,740,87,190,24,16485,807,NA,NA,NA,NA,NA,NA,NA,NA,15555,696,740,87,NA,NA,16295,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",1988,38,"ND",2,"North Dakota",646341,449,24,50,2,0,0,499,26,NA,NA,NA,NA,NA,NA,NA,NA,408,6,50,2,NA,NA,458,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",1988,39,"OH",2,"Ohio",10829211,24589,1524,NA,NA,0,0,24589,1524,NA,NA,NA,NA,NA,NA,NA,NA,24885,1577,NA,NA,NA,NA,24885,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",1988,40,"OK",3,"Oklahoma",3150299,8297,624,NA,NA,0,0,8297,624,NA,NA,NA,NA,NA,NA,NA,NA,9717,731,NA,NA,NA,NA,9717,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",1988,41,"OR",4,"Oregon",2790568,4489,214,0,0,0,0,4489,214,NA,NA,NA,NA,NA,NA,NA,NA,5644,347,NA,NA,NA,NA,5644,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",1988,42,"PA",1,"Pennsylvania",11866008,17130,760,6,11,21,1,17157,772,NA,NA,NA,NA,NA,NA,NA,NA,17127,756,6,11,NA,NA,17133,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",1988,44,"RI",1,"Rhode Island",1000665,1147,40,231,52,413,35,1791,127,NA,NA,NA,NA,NA,NA,NA,NA,1138,41,231,50,413,33,1782,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",1988,45,"SC",3,"South Carolina",3456770,11505,559,839,91,8,0,12352,650,NA,NA,NA,NA,NA,NA,NA,NA,12207,695,882,104,NA,NA,13089,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",1988,46,"SD",2,"South Dakota",696691,976,54,0,0,0,0,976,54,NA,NA,NA,NA,NA,NA,NA,NA,974,46,0,0,NA,NA,974,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",1988,47,"TN",3,"Tennessee",4854461,6957,397,0,0,0,0,6957,397,NA,NA,NA,NA,NA,NA,NA,NA,7330,402,0,0,NA,NA,7330,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",1988,48,"TX",3,"Texas",16806734,38789,1648,0,0,0,0,38789,1648,NA,NA,NA,NA,NA,NA,NA,NA,38789,1648,NA,NA,NA,NA,38789,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",1988,49,"UT",4,"Utah",1705867,1851,92,15,2,80,17,1946,111,NA,NA,NA,NA,NA,NA,NA,NA,1857,87,15,2,NA,NA,1872,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",1988,50,"VT",1,"Vermont",557699,484,19,134,5,124,4,742,28,NA,NA,NA,NA,NA,NA,NA,NA,534,19,134,5,124,4,792,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1988,51,"VA",3,"Virginia",6120232,12361,426,0,0,0,0,12361,426,NA,NA,NA,NA,NA,NA,NA,NA,13355,573,241,15,NA,NA,13596,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",1988,53,"WA",4,"Washington",4746321,6726,302,15,0,45,1,6786,303,NA,NA,NA,NA,NA,NA,NA,NA,5567,249,NA,NA,NA,NA,5567,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",1988,54,"WV",3,"West Virginia",1806552,1389,66,0,NA,27,0,1416,66,NA,NA,NA,NA,NA,NA,NA,NA,1389,66,NA,NA,NA,NA,1389,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",1988,55,"WI",2,"Wisconsin",4856575,5869,266,23,1,0,0,5892,267,NA,NA,NA,NA,NA,NA,NA,NA,6046,279,25,3,NA,NA,6071,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",1988,56,"WY",4,"Wyoming",458377,880,65,0,0,0,0,880,65,NA,NA,NA,NA,NA,NA,NA,NA,880,65,NA,NA,NA,NA,880,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
