"","YEAR","STATEID","STATE","REGION","state_name","Population","RLUNEXPM","RLUNEXPF","RLUNCOMM","RLUNCOMF","RLUNOTHM","RLUNOTHF","RLCOPROM","RLCOPROF","RLCOSUPM","RLCOSUPF","RLCODPM","RLCODPF","RLCOOTHM","RLCOOTHF","RLDEATHM","RLDEATHF","RLAWOLM","RLAWOLF","RLESCAPM","RLESCAPF","RLAWESM","RLAWESF","RLTRANM","RLTRANF","RLBONDM","RLBONDF","RLOTHM","RLOTHF","RLTOTM","RLTOTF"
"476",1986,48,"TX",3,"Texas",16621799,295,14,0,0,14,0,1702,1,11979,898,15155,1086,29,1,NA,NA,NA,NA,NA,NA,73,0,0,0,NA,NA,27,338,29348,2340
"477",1986,49,"UT",4,"Utah",1678115,0,0,0,0,97,11,NA,NA,NA,NA,592,54,0,0,NA,NA,NA,NA,NA,NA,64,4,0,0,0,0,0,0,758,69
"478",1986,50,"VT",1,"Vermont",540273,164,1,0,0,0,0,54,2,NA,NA,155,5,0,0,NA,NA,NA,NA,NA,NA,49,0,NA,0,0,0,0,0,422,8
"479",1986,51,"VA",3,"Virginia",5932267,133,14,24,6,247,16,NA,NA,1576,85,2541,314,0,0,NA,NA,NA,NA,NA,NA,32,1,48,3,8,0,8,1,4671,445
"480",1986,53,"WA",4,"Washington",4531891,590,22,20,0,0,0,NA,NA,NA,NA,1944,114,0,0,NA,NA,NA,NA,NA,NA,281,16,0,0,11,1,0,0,2864,154
"481",1986,54,"WV",3,"West Virginia",1857579,92,5,8,0,0,0,156,4,NA,NA,511,23,0,1,NA,NA,NA,NA,NA,NA,49,0,0,2,NA,4,44,0,868,39
"482",1986,55,"WI",2,"Wisconsin",4777930,108,3,0,0,0,0,0,0,1223,32,450,28,540,73,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,41,2,2370,138
"483",1986,56,"WY",4,"Wyoming",476967,56,5,14,2,5,0,21,4,NA,NA,120,13,0,0,NA,NA,NA,NA,NA,NA,4,0,NA,NA,3,0,0,0,231,24
"484",1986,60,"ST",7,"State prison total",NA,32191,2045,695,51,3036,242,9624,802,67019,4690,93327,6338,9765,847,NA,NA,0,0,0,0,8358,598,4393,192,565,53,767,447,230907,16340
"485",1986,70,"US",5,"US prison total (state+federal)",NA,36166,2350,697,51,3291,277,9624,802,70416,4945,99178,6953,9765,847,NA,NA,0,0,0,0,8916,614,4540,202,608,61,1134,454,245587,17594
"486",1986,99,"FE",6,"Federal BOP",NA,3975,305,2,0,255,35,NA,NA,3397,255,5851,615,0,0,NA,NA,NA,NA,NA,NA,558,16,147,10,43,8,367,7,14680,1254
"487",1987,1,"AL",3,"Alabama",4023848,1252,85,0,0,0,0,487,18,NA,NA,1406,106,46,5,NA,NA,NA,NA,NA,NA,203,18,41,3,38,1,0,0,3506,239
"488",1987,2,"AK",4,"Alaska",541982,204,9,0,0,2,0,280,12,291,12,74,3,0,0,NA,NA,NA,NA,NA,NA,9,0,57,2,5,0,0,0,922,38
"489",1987,4,"AZ",4,"Arizona",3535179,595,29,0,0,43,5,8,1,766,29,764,69,1299,130,NA,NA,NA,NA,NA,NA,182,2,34,1,2,0,28,0,3748,266
"490",1987,5,"AR",3,"Arkansas",2342638,349,28,0,0,16,0,NA,NA,NA,NA,1440,89,426,49,NA,NA,NA,NA,NA,NA,16,0,1,0,NA,NA,0,0,2261,167
"491",1987,6,"CA",4,"California",28464253,806,45,0,0,NA,NA,NA,NA,46610,3875,NA,NA,0,0,NA,NA,NA,NA,NA,NA,706,54,114,28,32,0,208,0,48603,4008
"492",1987,8,"CO",4,"Colorado",3262281,144,8,0,0,55,7,74,8,NA,NA,1701,92,0,0,NA,NA,NA,NA,NA,NA,202,36,4,0,11,2,0,0,2198,153
"493",1987,9,"CT",1,"Connecticut",3271958,1347,50,1,0,81,5,NA,NA,NA,NA,72,4,982,40,NA,NA,NA,NA,NA,NA,107,11,48,3,105,5,0,0,2754,118
"494",1987,10,"DE",3,"Delaware",647585,98,6,1,0,50,6,NA,NA,278,17,201,23,0,0,NA,NA,NA,NA,NA,NA,127,16,0,0,0,0,43,5,801,73
"495",1987,11,"DC",3,"District of Columbia",630430,721,48,0,0,0,0,NA,NA,235,10,703,60,0,0,NA,NA,NA,NA,NA,NA,596,15,765,79,NA,NA,0,0,3054,215
"496",1987,12,"FL",3,"Florida",12306396,14146,1140,3,0,274,17,1556,223,NA,NA,676,30,7275,501,NA,NA,NA,NA,NA,NA,1302,54,70,3,NA,NA,85,25,25462,1996
"497",1987,13,"GA",3,"Georgia",6316153,1635,101,1485,165,4,1,18,2,NA,NA,6197,526,40,3,NA,NA,NA,NA,NA,NA,165,26,302,27,NA,NA,128,8,10030,861
"498",1987,15,"HI",4,"Hawaii",1079823,27,2,0,0,0,0,13,1,NA,NA,345,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,2,2,0,0,0,404,45
"499",1987,16,"ID",4,"Idaho",985669,135,11,3,0,1,0,422,32,NA,NA,295,23,0,0,NA,NA,NA,NA,NA,NA,8,1,0,0,4,0,6,0,877,67
"500",1987,17,"IL",2,"Illinois",11390176,1282,44,0,0,4,1,NA,NA,8797,568,84,5,12,1,NA,NA,NA,NA,NA,NA,77,48,NA,NA,35,5,100,7,10426,682
"501",1987,18,"IN",2,"Indiana",5491734,6,0,0,0,29,5,873,83,1541,86,86,3,1222,87,NA,NA,NA,NA,NA,NA,111,8,0,0,NA,NA,0,0,3881,273
"502",1987,19,"IA",2,"Iowa",2768392,159,10,NA,NA,6,1,145,19,NA,NA,1292,103,554,30,NA,NA,NA,NA,NA,NA,5,NA,94,8,14,0,0,0,2271,171
"503",1987,20,"KS",2,"Kansas",2461987,35,1,0,0,0,0,492,64,NA,NA,1125,130,146,6,NA,NA,NA,NA,NA,NA,32,2,49,10,14,1,0,0,1907,214
"504",1987,21,"KY",3,"Kentucky",3680003,695,26,0,0,NA,NA,121,12,NA,NA,1623,102,NA,NA,NA,NA,NA,NA,NA,NA,69,4,8,0,NA,NA,50,0,2571,146
"505",1987,22,"LA",3,"Louisiana",4288835,339,30,2,2,657,30,NA,NA,1943,165,1548,133,0,0,NA,NA,NA,NA,NA,NA,25,2,8,2,6,3,3,1,4585,372
"506",1987,23,"ME",1,"Maine",1203830,213,10,0,0,1,0,379,18,0,0,9,0,11,1,NA,NA,NA,NA,NA,NA,9,NA,10,0,11,0,0,0,649,30
"507",1987,24,"MD",3,"Maryland",4657908,82,1,0,0,310,52,NA,NA,1878,136,1842,74,45,0,NA,NA,NA,NA,NA,NA,105,NA,30,1,NA,NA,0,0,4311,265
"508",1987,25,"MA",1,"Massachusetts",5979981,864,129,0,0,71,12,NA,NA,NA,NA,1509,61,0,0,NA,NA,NA,NA,NA,NA,209,6,557,4,NA,NA,0,0,3224,213
"509",1987,26,"MI",2,"Michigan",9218000,351,37,0,0,0,0,NA,NA,NA,NA,4165,306,0,0,NA,NA,NA,NA,NA,NA,1019,58,81,7,NA,NA,0,0,5663,410
"510",1987,27,"MN",2,"Minnesota",4296162,77,4,NA,NA,22,1,NA,NA,1248,73,62,0,175,22,NA,NA,NA,NA,NA,NA,32,2,0,0,0,0,0,0,1626,102
"511",1987,28,"MS",3,"Mississippi",2580353,680,13,0,0,14,3,429,33,NA,NA,1385,112,28,10,NA,NA,NA,NA,NA,NA,75,2,38,2,NA,NA,14,1,2683,176
"512",1987,29,"MO",2,"Missouri",5081730,400,11,0,0,43,1,452,53,NA,NA,3681,242,0,0,NA,NA,NA,NA,NA,NA,315,31,7,0,18,0,0,0,4937,338
"513",1987,30,"MT",4,"Montana",800194,81,4,5,1,0,0,119,3,NA,NA,272,26,0,0,NA,NA,NA,NA,NA,NA,25,2,5,0,0,0,0,0,508,36
"514",1987,31,"NE",2,"Nebraska",1571464,254,10,0,0,0,0,NA,NA,NA,NA,469,30,0,0,NA,NA,NA,NA,NA,NA,11,0,1,31,7,1,4,2,752,74
"515",1987,32,"NV",4,"Nevada",1075027,826,61,0,0,0,0,NA,NA,NA,NA,1064,97,0,0,NA,NA,NA,NA,NA,NA,37,6,0,0,10,1,0,0,1948,165
"516",1987,33,"NH",1,"New Hampshire",1082576,74,1,0,0,60,4,NA,NA,NA,NA,181,11,0,0,NA,NA,NA,NA,NA,NA,9,0,0,0,9,0,0,0,334,16
"517",1987,34,"NJ",1,"New Jersey",7712334,608,49,0,0,0,0,NA,NA,NA,NA,4025,256,356,44,NA,NA,NA,NA,NA,NA,65,3,0,0,64,4,0,0,5189,356
"518",1987,35,"NM",4,"New Mexico",1490329,217,8,0,0,0,0,NA,NA,NA,NA,992,86,0,0,NA,NA,NA,NA,NA,NA,36,2,2,2,5,0,0,0,1261,98
"519",1987,36,"NY",1,"New York",17941310,617,31,0,0,0,0,NA,NA,2131,71,12728,633,0,0,NA,NA,NA,NA,NA,NA,347,6,863,34,131,11,24,5,17068,794
"520",1987,37,"NC",3,"North Carolina",6480598,1172,35,125,7,63,4,38,1,NA,NA,8389,634,0,0,NA,NA,NA,NA,NA,NA,446,5,3,0,0,0,0,0,10261,686
"521",1987,38,"ND",2,"North Dakota",655273,81,1,0,0,0,0,66,6,NA,NA,125,5,6,1,NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,0,0,281,13
"522",1987,39,"OH",2,"Ohio",10798562,4198,448,0,0,15,0,1431,335,NA,NA,3450,234,495,46,NA,NA,NA,NA,NA,NA,15,2,197,0,20,6,0,0,9859,1071
"523",1987,40,"OK",3,"Oklahoma",3167058,2603,200,663,86,NA,NA,1043,64,NA,NA,486,52,0,0,NA,NA,NA,NA,NA,NA,353,27,15,0,1,0,11,0,5208,430
"524",1987,41,"OR",4,"Oregon",2741307,52,2,0,0,2,1,NA,NA,0,0,2678,227,0,0,NA,NA,NA,NA,NA,NA,1084,180,5,0,0,0,0,0,3834,410
"525",1987,42,"PA",1,"Pennsylvania",11845753,474,16,0,0,97,3,NA,NA,NA,NA,3922,222,0,0,NA,NA,NA,NA,NA,NA,71,6,342,9,35,3,44,9,5031,269
"526",1987,44,"RI",1,"Rhode Island",996417,18,0,1,0,0,0,90,6,NA,NA,281,10,0,0,NA,NA,NA,NA,NA,NA,41,3,17,0,14,0,0,0,464,19
"527",1987,45,"SC",3,"South Carolina",3412091,966,71,1,0,31,6,661,52,0,0,1828,124,861,83,NA,NA,NA,NA,NA,NA,166,6,0,0,19,3,0,0,4555,347
"528",1987,46,"SD",2,"South Dakota",698148,164,13,0,0,0,0,34,8,NA,NA,330,28,0,0,NA,NA,NA,NA,NA,NA,14,0,0,1,0,0,0,0,544,50
"529",1987,47,"TN",3,"Tennessee",4822437,176,12,0,0,0,0,0,0,NA,NA,2101,330,0,0,NA,NA,NA,NA,NA,NA,111,NA,0,0,25,0,21,0,2458,342
"530",1987,48,"TX",3,"Texas",16667025,170,6,0,0,1,0,1251,2,9513,988,19498,1961,0,0,NA,NA,NA,NA,NA,NA,154,NA,0,0,NA,NA,603,0,31258,2957
"531",1987,49,"UT",4,"Utah",1689366,30,1,0,0,67,1,NA,NA,NA,NA,619,41,0,0,NA,NA,NA,NA,NA,NA,47,0,0,0,1,0,0,0,768,44
"532",1987,50,"VT",1,"Vermont",549766,95,0,0,0,0,0,184,1,NA,NA,70,0,0,0,NA,NA,NA,NA,NA,NA,39,0,NA,0,0,0,0,0,388,1
"533",1987,51,"VA",3,"Virginia",6036911,86,7,37,4,300,22,NA,NA,1513,78,3500,355,0,0,NA,NA,NA,NA,NA,NA,41,0,50,3,7,0,19,2,5634,475
"534",1987,53,"WA",4,"Washington",4639893,1016,70,9,3,0,0,NA,NA,NA,NA,1781,66,0,0,NA,NA,NA,NA,NA,NA,382,22,0,0,11,2,0,0,3212,163
"535",1987,54,"WV",3,"West Virginia",1830211,125,12,1,0,0,0,171,4,NA,NA,351,23,0,0,NA,NA,NA,NA,NA,NA,67,0,0,2,NA,2,48,0,767,43
"536",1987,55,"WI",2,"Wisconsin",4822402,117,3,0,1,0,0,0,0,1507,45,452,47,237,56,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,28,4,2349,156
"537",1987,56,"WY",4,"Wyoming",465098,72,5,2,0,0,0,21,5,0,0,124,17,0,2,NA,NA,NA,NA,NA,NA,10,NA,10,0,1,0,18,0,260,29
"538",1987,60,"ST",7,"State prison total",NA,40934,2944,2339,269,2319,188,10858,1066,78251,6153,102001,7851,14216,1117,NA,NA,0,0,0,0,9277,666,3842,264,659,50,1485,69,267545,20682
"539",1987,70,"US",5,"US prison total (state+federal)",NA,44676,3236,2339,269,2517,216,10858,1066,82363,6548,108218,8485,14216,1117,NA,NA,0,0,0,0,9842,707,3978,270,714,58,1811,74,283001,22097
"540",1987,99,"FE",6,"Federal BOP",NA,3742,292,0,0,198,28,NA,NA,4112,395,6217,634,0,0,NA,NA,NA,NA,NA,NA,565,41,136,6,55,8,326,5,15456,1415
"541",1988,1,"AL",3,"Alabama",4030224,1504,136,0,0,0,0,739,31,NA,NA,2549,230,44,3,NA,NA,NA,NA,NA,NA,213,28,54,3,47,7,0,0,5176,439
"542",1988,2,"AK",4,"Alaska",547153,348,33,0,0,2,0,245,10,191,8,78,3,1,0,NA,NA,NA,NA,NA,NA,3,0,18,1,4,0,10,0,903,55
"543",1988,4,"AZ",4,"Arizona",3622176,710,48,0,0,36,3,1,0,704,33,805,98,1589,144,NA,NA,NA,NA,NA,NA,168,3,50,3,0,0,22,0,4111,332
"544",1988,5,"AR",3,"Arkansas",2346387,382,27,0,0,8,13,NA,NA,NA,NA,1620,137,500,53,NA,NA,NA,NA,NA,NA,22,0,0,0,NA,NA,0,0,2546,231
"545",1988,6,"CA",4,"California",29218161,1119,61,0,0,NA,NA,NA,NA,57449,4568,NA,NA,0,0,NA,NA,NA,NA,NA,NA,823,115,90,1,NA,NA,0,26,59657,4773
"546",1988,8,"CO",4,"Colorado",3275821,210,7,0,0,0,0,71,8,NA,NA,1544,100,0,0,NA,NA,NA,NA,NA,NA,235,28,3,0,12,0,59,10,2144,153
"547",1988,9,"CT",1,"Connecticut",3283409,965,70,1,0,46,3,NA,NA,NA,NA,62,4,2873,209,NA,NA,NA,NA,NA,NA,172,13,26,2,158,11,0,0,4317,313
"548",1988,10,"DE",3,"Delaware",658233,100,11,0,0,62,7,NA,NA,337,17,228,22,0,0,NA,NA,NA,NA,NA,NA,128,2,0,0,0,0,55,19,915,78
"549",1988,11,"DC",3,"District of Columbia",624165,832,55,0,0,0,0,NA,NA,262,0,814,77,0,0,NA,NA,NA,NA,NA,NA,926,19,1371,91,NA,NA,0,0,4222,242
"550",1988,12,"FL",3,"Florida",12637709,19535,1643,0,1,364,16,2077,208,NA,NA,426,18,7476,752,NA,NA,NA,NA,NA,NA,1563,106,51,3,NA,NA,5,1,31582,2753
"551",1988,13,"GA",3,"Georgia",6411085,1345,77,1530,184,2,0,28,3,NA,NA,6213,443,16,3,NA,NA,NA,NA,NA,NA,188,28,224,12,NA,NA,0,0,9591,750
"552",1988,15,"HI",4,"Hawaii",1094584,28,2,0,0,9,2,67,6,NA,NA,330,34,5,2,NA,NA,NA,NA,NA,NA,5,1,7,1,9,1,0,0,461,49
"553",1988,16,"ID",4,"Idaho",994426,177,10,4,0,1,0,397,22,NA,NA,263,15,0,0,NA,NA,NA,NA,NA,NA,4,NA,0,0,1,0,12,1,865,48
"554",1988,17,"IL",2,"Illinois",11409785,588,21,0,0,21,0,NA,NA,8232,553,39,0,0,0,NA,NA,NA,NA,NA,NA,49,9,NA,NA,29,3,127,8,9127,594
"555",1988,18,"IN",2,"Indiana",5523684,3,0,0,0,147,43,977,62,1622,92,27,1,1350,119,NA,NA,NA,NA,NA,NA,90,6,0,0,NA,NA,0,0,4227,323
"556",1988,19,"IA",2,"Iowa",2770585,193,15,NA,NA,7,0,120,15,NA,NA,1348,111,593,42,NA,NA,NA,NA,NA,NA,10,NA,92,11,13,1,0,0,2378,195
"557",1988,20,"KS",2,"Kansas",2472847,59,2,0,0,0,0,560,87,NA,NA,1645,131,272,12,NA,NA,NA,NA,NA,NA,64,1,53,6,19,0,0,0,2690,240
"558",1988,21,"KY",3,"Kentucky",3677312,742,45,0,0,NA,NA,298,53,NA,NA,1834,174,NA,NA,NA,NA,NA,NA,NA,NA,78,9,8,1,NA,NA,51,2,3027,284
"559",1988,22,"LA",3,"Louisiana",4252906,273,17,0,0,570,24,1,0,2433,188,1117,103,0,0,NA,NA,NA,NA,NA,NA,17,NA,3,1,13,2,4,1,4458,337
"560",1988,23,"ME",1,"Maine",1219944,205,10,0,0,1,0,375,10,0,0,8,0,16,1,NA,NA,NA,NA,NA,NA,9,NA,9,0,5,0,0,0,634,21
"561",1988,24,"MD",3,"Maryland",4727298,81,1,6,0,395,43,NA,NA,1875,78,2184,154,40,0,NA,NA,NA,NA,NA,NA,78,5,13,0,NA,NA,0,0,4692,283
"562",1988,25,"MA",1,"Massachusetts",6015479,966,143,0,0,47,7,NA,NA,NA,NA,1612,62,0,0,NA,NA,NA,NA,NA,NA,138,6,862,19,NA,NA,0,0,3646,238
"563",1988,26,"MI",2,"Michigan",9253290,489,26,0,0,0,0,NA,NA,NA,NA,5226,387,0,0,NA,NA,NA,NA,NA,NA,1159,66,116,7,NA,NA,0,0,7038,487
"564",1988,27,"MN",2,"Minnesota",4338045,88,7,NA,NA,16,1,NA,NA,1306,96,68,0,285,44,NA,NA,NA,NA,NA,NA,20,5,0,0,0,0,0,0,1791,153
"565",1988,28,"MS",3,"Mississippi",2574273,621,26,9,1,19,2,480,62,NA,NA,1129,104,34,11,NA,NA,NA,NA,NA,NA,67,NA,18,1,NA,NA,33,0,2436,208
"566",1988,29,"MO",2,"Missouri",5095819,446,12,NA,NA,NA,NA,591,48,NA,NA,4031,235,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0,23,0,265,213,5378,508
"567",1988,30,"MT",4,"Montana",799642,63,3,4,1,0,0,123,1,NA,NA,240,29,0,0,NA,NA,NA,NA,NA,NA,27,6,3,0,0,1,0,0,462,41
"568",1988,31,"NE",2,"Nebraska",1574881,229,8,0,0,3,2,NA,NA,NA,NA,615,31,0,0,NA,NA,NA,NA,NA,NA,29,NA,0,52,NA,2,0,0,880,95
"569",1988,32,"NV",4,"Nevada",1137369,873,91,0,0,0,0,NA,NA,NA,NA,978,96,0,0,NA,NA,NA,NA,NA,NA,22,7,0,0,12,2,0,0,1898,196
"570",1988,33,"NH",1,"New Hampshire",1104523,67,1,0,0,43,3,NA,NA,NA,NA,225,7,0,0,NA,NA,NA,NA,NA,NA,6,0,0,0,3,0,0,0,349,11
"571",1988,34,"NJ",1,"New Jersey",7726086,961,50,0,0,0,0,NA,NA,NA,NA,4845,279,274,43,NA,NA,NA,NA,NA,NA,125,10,0,0,61,15,0,0,6340,400
"572",1988,35,"NM",4,"New Mexico",1503892,637,52,0,0,0,0,NA,NA,NA,NA,1029,89,19,0,NA,NA,NA,NA,NA,NA,19,1,72,0,1,0,0,0,1781,142
"573",1988,36,"NY",1,"New York",17983088,689,20,0,0,0,0,NA,NA,2066,73,14397,733,0,0,NA,NA,NA,NA,NA,NA,422,13,971,35,125,13,94,7,19005,904
"574",1988,37,"NC",3,"North Carolina",6565467,744,11,73,11,54,4,38,5,NA,NA,10203,758,0,0,NA,NA,NA,NA,NA,NA,431,9,0,0,0,0,60,35,11635,833
"575",1988,38,"ND",2,"North Dakota",646341,70,1,0,0,0,0,66,2,NA,NA,107,2,15,3,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,263,8
"576",1988,39,"OH",2,"Ohio",10829211,5079,557,0,0,6,7,1617,269,NA,NA,3655,285,0,0,NA,NA,NA,NA,NA,NA,23,2,197,0,18,3,0,0,10632,1124
"577",1988,40,"OK",3,"Oklahoma",3150299,1378,74,1091,145,826,87,409,30,NA,NA,426,64,262,42,NA,NA,NA,NA,NA,NA,299,42,9,0,2,0,5,1,4735,486
"578",1988,41,"OR",4,"Oregon",2790568,26,3,0,0,0,0,NA,NA,0,0,3194,306,0,0,NA,NA,NA,NA,NA,NA,1165,234,NA,NA,0,0,0,0,4397,543
"579",1988,42,"PA",1,"Pennsylvania",11866008,513,18,0,0,66,8,NA,NA,NA,NA,4087,295,0,0,NA,NA,NA,NA,NA,NA,65,1,301,5,36,3,13,2,5128,334
"580",1988,44,"RI",1,"Rhode Island",1000665,14,1,0,0,0,0,102,3,NA,NA,296,11,0,0,NA,NA,NA,NA,NA,NA,21,5,20,1,5,0,0,0,464,21
"581",1988,45,"SC",3,"South Carolina",3456770,950,68,0,0,45,2,826,69,0,0,1878,146,551,48,NA,NA,NA,NA,NA,NA,150,5,0,0,21,1,0,0,4451,339
"582",1988,46,"SD",2,"South Dakota",696691,233,13,0,0,0,0,51,9,NA,NA,413,36,0,0,NA,NA,NA,NA,NA,NA,8,0,0,0,2,0,0,0,708,58
"583",1988,47,"TN",3,"Tennessee",4854461,256,17,0,0,0,0,0,0,NA,NA,1515,237,0,0,NA,NA,NA,NA,NA,NA,157,3,0,0,23,1,0,0,1971,258
"584",1988,48,"TX",3,"Texas",16806734,125,1,0,0,2,0,752,4,6272,405,22918,2005,0,0,NA,NA,NA,NA,NA,NA,345,2,0,0,NA,NA,163,68,30638,2485
"585",1988,49,"UT",4,"Utah",1705867,25,1,0,0,69,1,0,0,0,0,771,68,0,0,NA,NA,NA,NA,NA,NA,25,2,0,0,17,2,2,0,912,74
"586",1988,50,"VT",1,"Vermont",557699,112,1,0,0,0,0,210,0,NA,NA,80,0,0,0,NA,NA,NA,NA,NA,NA,46,0,0,0,NA,NA,0,0,448,1
"587",1988,51,"VA",3,"Virginia",6120232,67,3,38,5,349,38,NA,NA,1660,73,3304,375,3,0,NA,NA,NA,NA,NA,NA,34,3,57,3,2,0,0,0,5594,500
"588",1988,53,"WA",4,"Washington",4746321,1557,100,7,0,0,0,NA,NA,NA,NA,1521,64,0,0,NA,NA,NA,NA,NA,NA,240,26,0,0,19,3,0,0,3355,193
"589",1988,54,"WV",3,"West Virginia",1806552,55,12,0,0,0,0,146,0,NA,NA,348,28,0,0,NA,NA,NA,NA,NA,NA,78,2,0,0,NA,0,29,0,658,42
"590",1988,55,"WI",2,"Wisconsin",4856575,129,2,0,0,0,0,0,0,1642,56,435,55,140,78,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,35,0,2385,191
"591",1988,56,"WY",4,"Wyoming",458377,106,7,8,0,0,0,25,2,NA,0,142,7,0,0,NA,NA,NA,NA,NA,NA,10,NA,6,0,2,0,18,0,322,16
"592",1988,60,"ST",7,"State prison total",NA,46967,3620,2771,348,3216,316,11392,1019,86051,6240,112822,8649,16358,1609,NA,NA,0,0,0,0,9978,823,4714,259,682,71,1062,394,297423,23382
"593",1988,70,"US",5,"US prison total (state+federal)",NA,51613,4155,2771,348,3425,363,11392,1019,88927,6523,118602,9221,16358,1609,NA,NA,0,0,0,0,10414,863,4819,266,729,73,1360,401,311942,24880
"594",1988,99,"FE",6,"Federal BOP",NA,4646,535,0,0,209,47,0,0,2876,283,5780,572,0,0,NA,NA,NA,NA,NA,NA,436,40,105,7,47,2,298,7,14519,1498
"595",1989,1,"AL",3,"Alabama",4040587,1221,164,0,0,0,0,1088,128,NA,NA,2369,233,50,4,NA,NA,NA,NA,NA,NA,162,29,42,6,41,8,3,0,5009,574
"596",1989,2,"AK",4,"Alaska",550043,375,20,0,0,1,0,288,15,178,9,96,5,0,0,NA,NA,NA,NA,NA,NA,3,0,13,1,13,1,1,0,968,51
"597",1989,4,"AZ",4,"Arizona",3665228,995,68,0,0,56,5,6,0,578,29,1339,197,1346,139,NA,NA,NA,NA,NA,NA,140,1,3,0,2,0,78,5,4568,445
"598",1989,5,"AR",3,"Arkansas",2350725,578,30,0,0,11,0,NA,NA,NA,NA,1999,155,306,65,NA,NA,NA,NA,NA,NA,19,1,4,0,7,9,0,0,2938,260
"599",1989,6,"CA",4,"California",29760021,1308,86,0,0,NA,NA,NA,NA,67795,5779,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1133,138,86,4,NA,NA,0,20,70457,6040
"600",1989,8,"CO",4,"Colorado",3294394,291,9,0,0,0,0,55,4,NA,NA,1459,122,0,0,NA,NA,NA,NA,NA,NA,301,17,4,0,11,0,61,5,2197,158
"601",1989,9,"CT",1,"Connecticut",3287116,894,67,2,0,51,4,NA,NA,NA,NA,72,5,5896,444,NA,NA,NA,NA,NA,NA,247,18,41,3,333,25,0,0,7549,567
"602",1989,10,"DE",3,"Delaware",666168,126,10,1,0,64,8,NA,NA,419,29,148,17,0,0,NA,NA,NA,NA,NA,NA,50,10,7,0,0,0,113,19,933,93
"603",1989,11,"DC",3,"District of Columbia",606900,820,54,0,0,0,0,NA,NA,257,0,798,72,0,0,NA,NA,NA,NA,NA,NA,1084,22,1889,101,NA,NA,0,0,4868,249
"604",1989,12,"FL",3,"Florida",12937926,17162,1871,3,1,326,15,3654,324,NA,NA,336,12,13758,1379,NA,NA,NA,NA,NA,NA,1251,78,30,1,NA,NA,9,12,36631,3695
"605",1989,13,"GA",3,"Georgia",6478216,1286,75,19,1,2,0,32,1,NA,NA,5950,435,4690,411,NA,NA,NA,NA,NA,NA,116,22,357,24,NA,NA,1,0,12496,973
"606",1989,15,"HI",4,"Hawaii",1108229,10,0,0,0,0,0,12,1,NA,NA,293,30,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,10,0,328,31
"607",1989,16,"ID",4,"Idaho",1006749,165,9,0,0,26,1,409,55,NA,NA,237,15,0,0,NA,NA,NA,NA,NA,NA,13,1,0,0,0,0,4,0,856,81
"608",1989,17,"IL",2,"Illinois",11430602,765,42,7,2,23,2,NA,NA,9161,599,42,0,0,0,NA,NA,NA,NA,NA,NA,65,32,NA,NA,42,5,84,24,10229,707
"609",1989,18,"IN",2,"Indiana",5544159,1,0,0,1,115,44,1049,65,2146,114,8,0,652,87,NA,NA,NA,NA,NA,NA,59,6,0,0,NA,NA,0,0,4037,318
"610",1989,19,"IA",2,"Iowa",2776755,257,10,NA,NA,4,0,135,28,NA,NA,1203,124,603,35,NA,NA,NA,NA,NA,NA,12,1,65,0,27,5,0,0,2314,203
"611",1989,20,"KS",2,"Kansas",2477574,82,3,0,0,0,0,615,117,NA,NA,2168,187,388,15,NA,NA,NA,NA,NA,NA,68,5,0,0,7,0,0,0,3337,328
"612",1989,21,"KY",3,"Kentucky",3685296,920,69,0,0,NA,NA,356,75,NA,NA,1526,174,NA,NA,NA,NA,NA,NA,NA,NA,105,5,14,2,NA,NA,61,9,2996,334
"613",1989,22,"LA",3,"Louisiana",4219973,391,31,2,1,306,14,2,0,3665,283,851,64,0,0,NA,NA,NA,NA,NA,NA,21,1,0,0,20,1,5,1,5308,396
"614",1989,23,"ME",1,"Maine",1227928,268,15,0,0,0,0,420,17,0,0,2,0,7,1,NA,NA,NA,NA,NA,NA,8,0,5,0,4,0,0,0,720,33
"615",1989,24,"MD",3,"Maryland",4781468,140,0,0,0,477,66,NA,NA,1892,73,2628,197,3,0,NA,NA,NA,NA,NA,NA,77,4,9,2,NA,NA,0,0,5252,343
"616",1989,25,"MA",1,"Massachusetts",6016425,1013,170,0,0,45,7,NA,NA,NA,NA,1629,77,0,0,NA,NA,NA,NA,NA,NA,109,6,1104,22,NA,NA,0,0,3906,283
"617",1989,26,"MI",2,"Michigan",9295297,555,24,0,0,0,0,NA,NA,NA,NA,6865,498,0,0,NA,NA,NA,NA,NA,NA,1216,55,92,4,0,1,0,0,8793,585
"618",1989,27,"MN",2,"Minnesota",4375099,131,6,NA,NA,7,0,NA,NA,1346,87,35,2,376,66,NA,NA,NA,NA,NA,NA,24,2,0,0,0,0,0,0,1926,163
