"","YEAR","STATEID","STATE","REGION","state_name","Population","RLUNEXPM","RLUNEXPF","RLUNCOMM","RLUNCOMF","RLUNOTHM","RLUNOTHF","RLCOPROM","RLCOPROF","RLCOSUPM","RLCOSUPF","RLCODPM","RLCODPF","RLCOOTHM","RLCOOTHF","RLDEATHM","RLDEATHF","RLAWOLM","RLAWOLF","RLESCAPM","RLESCAPF","RLAWESM","RLAWESF","RLTRANM","RLTRANF","RLBONDM","RLBONDF","RLOTHM","RLOTHF","RLTOTM","RLTOTF"
"1059",1997,36,"NY",1,"New York",18143184,1523,93,0,0,0,0,0,0,5084,214,19087,1877,0,0,NA,NA,NA,NA,NA,NA,1481,124,579,55,98,7,18,8,28081,2388
"1060",1997,37,"NC",3,"North Carolina",7428672,3566,307,0,0,27,8,0,0,NA,NA,7542,859,0,0,NA,NA,NA,NA,NA,NA,129,6,0,0,0,0,0,0,11314,1186
"1061",1997,38,"ND",2,"North Dakota",640945,154,10,0,0,0,0,147,11,NA,NA,169,18,8,1,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,486,40
"1062",1997,39,"OH",2,"Ohio",11212498,9780,1349,0,0,13,3,1754,412,1195,98,3225,213,10,82,NA,NA,NA,NA,NA,NA,8,0,16,0,28,6,0,0,16143,2166
"1063",1997,40,"OK",3,"Oklahoma",3314259,1690,230,0,0,722,127,2430,495,0,0,351,91,238,33,NA,NA,NA,NA,NA,NA,159,21,0,0,0,0,0,0,5655,1000
"1064",1997,41,"OR",4,"Oregon",3243254,0,0,0,0,7,1,NA,NA,NA,NA,2444,210,194,15,NA,NA,NA,NA,NA,NA,52,2,NA,NA,30,0,15,2,2761,230
"1065",1997,42,"PA",1,"Pennsylvania",12015888,1488,64,0,0,121,10,NA,NA,NA,NA,6650,545,0,0,NA,NA,NA,NA,NA,NA,76,3,65,5,22,3,0,0,8526,635
"1066",1997,44,"RI",1,"Rhode Island",986966,9,0,3,0,0,0,395,13,NA,NA,411,38,6,0,NA,NA,NA,NA,NA,NA,6,2,11,1,11,0,3,0,861,54
"1067",1997,45,"SC",3,"South Carolina",3790066,2685,288,0,0,102,17,1224,124,0,0,2795,183,0,0,NA,NA,NA,NA,NA,NA,35,4,0,0,11,4,171,6,7076,628
"1068",1997,46,"SD",2,"South Dakota",730855,323,40,0,0,NA,NA,19,2,60,10,459,60,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,0,871,112
"1069",1997,47,"TN",3,"Tennessee",5378433,1630,104,0,0,0,0,1617,187,NA,NA,3154,279,861,170,NA,NA,NA,NA,NA,NA,75,3,119,10,NA,NA,0,0,7523,756
"1070",1997,48,"TX",3,"Texas",19355427,1776,120,NA,NA,NA,NA,264,39,15423,1718,8092,1706,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5483,1487,31360,5089
"1071",1997,49,"UT",4,"Utah",2065397,57,0,0,0,122,13,0,0,0,0,2063,247,0,0,NA,NA,NA,NA,NA,NA,3,0,0,0,21,2,0,0,2269,262
"1072",1997,50,"VT",1,"Vermont",588665,80,10,0,0,0,0,40,2,NA,NA,284,1,569,40,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,0,0,977,53
"1073",1997,51,"VA",3,"Virginia",6732878,3186,444,NA,NA,273,51,NA,NA,3085,268,2678,387,0,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,0,9314,1152
"1074",1997,53,"WA",4,"Washington",5604105,1651,185,0,0,13,1,NA,NA,3398,559,58,2,0,0,NA,NA,NA,NA,NA,NA,141,17,0,0,24,2,0,0,5307,767
"1075",1997,54,"WV",3,"West Virginia",1815588,221,28,0,0,0,0,16,1,NA,NA,353,20,0,0,NA,NA,NA,NA,NA,NA,4,0,0,0,2,0,0,0,605,49
"1076",1997,55,"WI",2,"Wisconsin",5200235,87,5,0,0,22,5,NA,NA,1182,65,3238,353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,142,20,4693,448
"1077",1997,56,"WY",4,"Wyoming",480031,231,25,0,0,0,0,112,12,0,0,175,32,0,0,NA,NA,NA,NA,NA,NA,0,0,30,0,3,0,0,0,553,69
"1078",1997,60,"ST",7,"State prison total",NA,74966,7347,89,8,4578,614,27154,3804,176229,18126,124096,13998,18318,1906,NA,NA,0,0,0,0,7361,749,2914,213,657,95,12789,2268,451902,49249
"1079",1997,70,"US",5,"US prison total (state+federal)",NA,94925,9436,303,40,4578,614,27219,3810,177128,18151,125493,14051,18318,1906,NA,NA,0,0,0,0,7361,749,3093,213,657,95,14987,2611,477042,51806
"1080",1997,99,"FE",6,"Federal BOP",NA,19959,2089,214,32,NA,NA,65,6,899,25,1397,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,0,NA,NA,2198,343,25140,2557
"1081",1998,1,"AL",3,"Alabama",4350594,2170,198,0,0,5,2,1513,131,NA,NA,2405,283,84,4,NA,NA,NA,NA,NA,NA,183,38,35,8,72,14,50,9,6591,689
"1082",1998,2,"AK",4,"Alaska",615205,568,103,0,0,72,3,1001,155,302,25,71,9,265,34,NA,NA,NA,NA,NA,NA,36,5,16,5,2,1,0,0,2336,341
"1083",1998,4,"AZ",4,"Arizona",4667277,1131,91,0,0,45,1,28,2,64,1,533,67,5656,566,NA,NA,NA,NA,NA,NA,3,7,4,0,0,0,283,29,7805,768
"1084",1998,5,"AR",3,"Arkansas",2538202,543,41,0,0,0,0,NA,NA,NA,NA,4005,423,388,38,NA,NA,NA,NA,NA,NA,13,0,40,2,36,4,10,1,5070,509
"1085",1998,6,"CA",4,"California",32682794,2444,159,NA,NA,NA,NA,NA,NA,110008,12086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,35,29,3,NA,NA,4109,359,117144,12656
"1086",1998,8,"CO",4,"Colorado",3968967,1020,83,0,0,0,0,189,26,1086,75,2683,328,0,0,NA,NA,NA,NA,NA,NA,290,57,0,0,13,1,141,12,5447,583
"1087",1998,9,"CT",1,"Connecticut",3272563,217,16,1,0,4,0,NA,NA,NA,NA,207,4,774,119,NA,NA,NA,NA,NA,NA,81,13,50,2,1,0,66,72,1430,230
"1088",1998,10,"DE",3,"Delaware",744066,191,18,0,0,605,97,NA,NA,405,23,25,1,0,0,NA,NA,NA,NA,NA,NA,0,0,355,1,0,0,156,55,1746,195
"1089",1998,11,"DC",3,"District of Columbia",521426,3779,115,0,0,NA,NA,NA,NA,168,1,2305,127,622,61,NA,NA,NA,NA,NA,NA,268,1,1829,138,NA,NA,NA,NA,8991,443
"1090",1998,12,"FL",3,"Florida",14908230,11727,1237,87,23,379,51,3625,273,NA,NA,154,6,4413,203,NA,NA,NA,NA,NA,NA,133,11,93,4,1,0,242,36,21047,1858
"1091",1998,13,"GA",3,"Georgia",7636522,3074,247,93,17,0,0,37,5,NA,NA,6431,764,1086,279,NA,NA,NA,NA,NA,NA,46,1,377,52,NA,NA,0,0,11238,1369
"1092",1998,15,"HI",4,"Hawaii",1190472,171,31,0,0,3,0,947,239,NA,NA,727,125,4,0,NA,NA,NA,NA,NA,NA,25,2,7,0,103,22,651,191,2648,611
"1093",1998,16,"ID",4,"Idaho",1230923,323,8,NA,NA,NA,NA,901,238,NA,NA,899,89,NA,NA,NA,NA,NA,NA,NA,NA,12,5,0,0,0,0,0,0,2145,341
"1094",1998,17,"IL",2,"Illinois",12069774,1329,36,0,1,38,5,NA,NA,20372,2258,31,1,0,0,NA,NA,NA,NA,NA,NA,781,113,NA,NA,10,1,24,0,22680,2419
"1095",1998,18,"IN",2,"Indiana",5907617,0,0,0,0,545,69,3829,461,3925,388,0,0,0,0,NA,NA,NA,NA,NA,NA,15,2,0,0,NA,NA,0,0,8360,920
"1096",1998,19,"IA",2,"Iowa",2861025,610,31,0,0,90,17,556,138,NA,NA,1494,235,848,95,NA,NA,NA,NA,NA,NA,3,0,0,100,49,7,60,2,3717,625
"1097",1998,20,"KS",2,"Kansas",2638667,281,20,0,0,0,0,53,6,NA,NA,3269,422,156,4,NA,NA,NA,NA,NA,NA,6,0,NA,NA,7,0,0,0,3793,452
"1098",1998,21,"KY",3,"Kentucky",3934310,3288,341,0,0,NA,NA,942,186,NA,NA,2283,328,NA,NA,NA,NA,NA,NA,NA,NA,86,7,3,1,NA,NA,96,11,6727,875
"1099",1998,22,"LA",3,"Louisiana",4362758,505,60,0,0,100,6,40,3,10938,1220,853,125,0,0,NA,NA,NA,NA,NA,NA,101,2,68,8,NA,NA,6,1,12688,1428
"1100",1998,23,"ME",1,"Maine",1247554,200,12,2,0,15,0,299,12,0,0,3,0,37,1,NA,NA,NA,NA,NA,NA,6,0,12,0,4,0,1,0,581,25
"1101",1998,24,"MD",3,"Maryland",5130072,676,24,1,0,461,63,NA,NA,5509,336,2879,473,8,0,NA,NA,NA,NA,NA,NA,115,3,14,2,NA,NA,16,0,9722,904
"1102",1998,25,"MA",1,"Massachusetts",6144407,1679,172,0,0,60,12,NA,NA,NA,NA,858,95,0,0,NA,NA,NA,NA,NA,NA,13,3,391,23,0,0,0,0,3025,305
"1103",1998,26,"MI",2,"Michigan",9820231,1104,69,1,0,0,0,NA,NA,NA,NA,9624,876,0,0,NA,NA,NA,NA,NA,NA,1116,133,10,0,90,15,192,1,12231,1096
"1104",1998,27,"MN",2,"Minnesota",4726411,456,27,NA,NA,19,2,NA,NA,2552,186,10,0,696,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3741,315
"1105",1998,28,"MS",3,"Mississippi",2751335,1529,124,0,0,442,75,992,117,NA,NA,965,119,0,0,NA,NA,NA,NA,NA,NA,64,9,0,0,NA,NA,5,1,4043,448
"1106",1998,29,"MO",2,"Missouri",5437562,945,68,0,0,23,0,3142,505,0,0,4321,507,1884,277,NA,NA,NA,NA,NA,NA,546,76,16,0,19,1,0,2,10934,1440
"1107",1998,30,"MT",4,"Montana",879533,196,20,0,0,0,0,188,17,0,0,577,57,0,0,NA,NA,NA,NA,NA,NA,17,3,10,0,1,3,0,0,996,100
"1108",1998,31,"NE",2,"Nebraska",1660772,742,67,0,0,0,0,NA,NA,NA,NA,612,90,0,0,NA,NA,NA,NA,NA,NA,14,2,0,0,NA,NA,0,0,1373,159
"1109",1998,32,"NV",4,"Nevada",1743772,1353,162,0,0,328,19,NA,NA,NA,NA,1966,289,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,3675,471
"1110",1998,33,"NH",1,"New Hampshire",1185823,188,6,0,0,11,1,83,6,NA,NA,588,48,42,1,NA,NA,NA,NA,NA,NA,12,1,0,0,0,0,4,0,936,63
"1111",1998,34,"NJ",1,"New Jersey",8095542,3807,309,0,0,0,0,NA,NA,NA,NA,8038,783,742,91,NA,NA,NA,NA,NA,NA,0,0,0,0,94,8,92,8,12839,1202
"1112",1998,35,"NM",4,"New Mexico",1733535,664,48,0,0,0,0,1,0,NA,NA,1266,154,0,0,NA,NA,NA,NA,NA,NA,1,0,11,0,1,0,89,27,2035,229
"1113",1998,36,"NY",1,"New York",18159175,1559,89,0,0,0,0,0,0,5594,236,16642,1725,0,0,NA,NA,NA,NA,NA,NA,1009,108,621,55,96,9,20,2,25742,2236
"1114",1998,37,"NC",3,"North Carolina",7545828,4591,380,2,1,33,0,0,0,NA,NA,6029,531,0,0,NA,NA,NA,NA,NA,NA,103,8,0,0,0,0,0,0,10804,922
"1115",1998,38,"ND",2,"North Dakota",637808,130,10,0,0,0,0,194,12,NA,NA,243,42,8,0,NA,NA,NA,NA,NA,NA,1,0,0,0,4,1,0,0,581,65
"1116",1998,39,"OH",2,"Ohio",11237752,7090,1274,0,0,8,0,1615,375,3694,303,5313,343,0,0,NA,NA,NA,NA,NA,NA,4,0,1,0,38,5,0,0,17896,2307
"1117",1998,40,"OK",3,"Oklahoma",3339478,2603,423,0,0,573,86,2085,447,0,0,237,80,215,40,NA,NA,NA,NA,NA,NA,81,20,0,0,0,0,0,0,5848,1099
"1118",1998,41,"OR",4,"Oregon",3282055,0,0,0,0,4,0,NA,NA,NA,NA,2204,182,184,14,NA,NA,NA,NA,NA,NA,61,3,NA,NA,7,0,3,2,2475,202
"1119",1998,42,"PA",1,"Pennsylvania",12002329,1523,66,0,0,17,2,NA,NA,NA,NA,6804,481,0,0,NA,NA,NA,NA,NA,NA,69,3,31,8,4,0,132,3,8703,567
"1120",1998,44,"RI",1,"Rhode Island",987704,4,0,2,0,0,0,423,21,NA,NA,401,26,3,3,NA,NA,NA,NA,NA,NA,5,1,17,0,3,0,1,0,865,51
"1121",1998,45,"SC",3,"South Carolina",3839578,3130,332,0,0,21,5,1276,148,0,0,2494,193,21,2,NA,NA,NA,NA,NA,NA,34,5,0,0,9,2,198,2,7251,691
"1122",1998,46,"SD",2,"South Dakota",730789,313,43,NA,NA,NA,NA,0,0,97,8,577,111,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,1,0,0,0,998,164
"1123",1998,47,"TN",3,"Tennessee",5432679,2011,156,0,1,0,0,1582,209,NA,NA,2363,263,660,211,NA,NA,NA,NA,NA,NA,61,2,116,8,NA,NA,0,0,6839,852
"1124",1998,48,"TX",3,"Texas",19712389,10501,2421,NA,NA,NA,NA,6290,1359,18009,1855,10650,2387,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1123,213,46927,8254
"1125",1998,49,"UT",4,"Utah",2100562,53,1,0,0,180,19,0,0,0,0,2419,254,0,0,NA,NA,NA,NA,NA,NA,7,0,2,0,16,0,0,0,2680,274
"1126",1998,50,"VT",1,"Vermont",590579,79,2,0,0,0,0,31,1,NA,NA,206,25,303,42,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5,620,75
"1127",1998,51,"VA",3,"Virginia",6789225,4038,558,NA,NA,117,30,NA,NA,2667,170,1154,202,0,0,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,0,8041,963
"1128",1998,53,"WA",4,"Washington",5687832,1822,195,0,0,19,1,NA,NA,3375,545,61,2,0,0,NA,NA,NA,NA,NA,NA,111,12,0,0,14,1,0,5,5440,764
"1129",1998,54,"WV",3,"West Virginia",1811688,367,43,0,0,0,0,21,1,NA,NA,617,47,0,0,NA,NA,NA,NA,NA,NA,11,0,0,0,2,0,0,0,1023,91
"1130",1998,55,"WI",2,"Wisconsin",5222124,152,7,0,0,33,3,NA,NA,1801,112,2332,277,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1560,152,5913,551
"1131",1998,56,"WY",4,"Wyoming",480045,242,30,1,0,4,0,99,10,0,0,273,38,0,0,NA,NA,NA,NA,NA,NA,0,3,28,0,3,0,0,0,654,81
"1132",1998,60,"ST",7,"State prison total",NA,87118,9973,190,43,4254,569,31982,5103,190566,19828,121101,14037,19100,2185,NA,NA,0,0,0,0,5835,695,4189,421,702,95,9330,1201,477034,54278
"1133",1998,70,"US",5,"US prison total (state+federal)",NA,108450,12409,333,71,4254,569,32050,5114,191277,19858,122372,14094,19100,2185,NA,NA,0,0,0,0,5835,695,4431,425,702,95,11992,1691,503675,57345
"1134",1998,99,"FE",6,"Federal BOP",NA,21332,2436,143,28,NA,NA,68,11,711,30,1271,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,4,NA,NA,2662,490,26641,3067
"1135",1999,1,"AL",3,"Alabama",4369224,3084,NA,NA,NA,NA,NA,2592,NA,NA,NA,1796,NA,NA,NA,53,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,669,NA,8417,NA
"1136",1999,2,"AK",4,"Alaska",619500,551,88,0,0,43,4,943,143,367,25,68,6,216,43,4,2,30,2,1,0,NA,NA,22,6,1,0,0,0,2246,319
"1137",1999,4,"AZ",4,"Arizona",4778332,1395,103,1,0,28,1,34,2,67,0,332,44,6148,612,66,1,0,5,4,1,NA,NA,7,1,0,0,140,8,8222,778
"1138",1999,5,"AR",3,"Arkansas",2551373,533,46,0,0,1,0,NA,NA,NA,NA,3909,453,346,45,26,1,6,0,4,0,NA,NA,30,2,11,2,27,3,4893,552
"1139",1999,6,"CA",4,"California",33145121,2766,187,NA,NA,NA,NA,NA,NA,110071,12488,NA,NA,NA,NA,289,15,NA,NA,367,20,NA,NA,246,19,NA,NA,3370,342,117109,13071
"1140",1999,8,"CO",4,"Colorado",4056133,1115,69,0,1,0,0,149,28,1481,117,1947,270,0,0,36,0,45,5,260,50,NA,NA,0,0,10,0,115,8,5158,548
"1141",1999,9,"CT",1,"Connecticut",3282031,2493,253,4,0,0,0,NA,NA,1283,225,913,71,15,0,21,1,222,21,0,0,NA,NA,136,10,4,0,0,0,5091,581
"1142",1999,10,"DE",3,"Delaware",753538,242,21,0,0,966,123,27,0,385,29,0,0,0,0,13,0,0,0,0,0,NA,NA,32,0,0,0,271,103,1936,276
"1143",1999,11,"DC",3,"District of Columbia",519000,812,61,NA,NA,NA,NA,NA,NA,NA,NA,613,47,NA,NA,26,1,NA,NA,184,10,NA,NA,NA,NA,NA,NA,3817,121,5426,239
"1144",1999,12,"FL",3,"Florida",15111244,11784,1204,55,16,277,39,3553,270,NA,NA,129,8,4322,187,166,11,NA,NA,127,10,NA,NA,40,5,13,3,7276,576,27742,2329
"1145",1999,13,"GA",3,"Georgia",7788240,4438,307,NA,NA,NA,NA,49,13,NA,NA,10750,1534,NA,NA,77,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15314,1859
"1146",1999,15,"HI",4,"Hawaii",1185497,97,1,NA,NA,2,0,12,3,NA,NA,943,149,2,0,14,0,3,8,39,0,NA,NA,0,1,2,0,89,18,1203,180
"1147",1999,16,"ID",4,"Idaho",1251700,10,0,NA,NA,NA,NA,792,237,NA,NA,605,65,NA,NA,16,0,NA,NA,15,2,NA,NA,18,0,NA,NA,NA,NA,1455,304
"1148",1999,17,"IL",2,"Illinois",12128370,1640,109,3,0,35,1,NA,NA,21486,2511,28,0,0,0,92,1,595,92,NA,NA,NA,NA,NA,NA,8,2,77,2,23964,2718
"1149",1999,18,"IN",2,"Indiana",5942901,0,0,0,0,868,103,4257,515,4112,415,0,0,0,0,45,2,10,2,1,0,NA,NA,0,0,NA,NA,0,0,9293,1037
"1150",1999,19,"IA",2,"Iowa",2869413,812,47,0,0,65,30,470,124,NA,NA,1638,285,1006,91,14,1,0,0,4,0,NA,NA,2,1,34,4,89,5,4134,588
"1151",1999,20,"KS",2,"Kansas",2654052,282,16,0,0,0,0,77,1,NA,NA,3496,498,110,6,14,0,NA,NA,8,1,NA,NA,NA,NA,2,1,0,0,3989,523
"1152",1999,21,"KY",3,"Kentucky",3960825,1665,218,0,0,NA,NA,1462,235,NA,NA,2482,319,NA,NA,33,1,NA,NA,129,8,NA,NA,1,0,NA,NA,77,17,5849,798
"1153",1999,22,"LA",3,"Louisiana",4372035,571,63,2,0,50,10,37,0,11884,1353,1007,170,0,0,76,6,NA,NA,107,2,NA,NA,36,1,NA,NA,11,1,13781,1606
"1154",1999,23,"ME",1,"Maine",1253040,230,12,0,0,0,0,362,33,2,0,0,1,27,0,6,0,0,0,0,0,NA,NA,25,2,8,0,16,1,676,49
"1155",1999,24,"MD",3,"Maryland",5171634,587,87,0,0,348,47,NA,NA,5716,359,2657,462,0,0,49,1,NA,NA,97,8,NA,NA,7,1,NA,NA,13,1,9474,966
"1156",1999,25,"MA",1,"Massachusetts",6175169,1771,143,0,0,72,14,NA,NA,NA,NA,819,75,0,0,20,1,NA,NA,14,0,NA,NA,320,26,0,0,0,0,3016,258
"1157",1999,26,"MI",2,"Michigan",9863775,1229,67,0,0,NA,NA,NA,NA,540,34,8349,759,NA,NA,112,2,NA,NA,912,104,NA,NA,18,0,28,4,116,3,11304,973
"1158",1999,27,"MN",2,"Minnesota",4775508,429,42,NA,NA,17,1,0,0,2943,234,0,0,703,97,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4101,374
"1159",1999,28,"MS",3,"Mississippi",2768619,1518,121,0,0,568,101,1008,103,0,0,595,75,0,5,31,0,NA,NA,75,5,NA,NA,0,0,NA,NA,0,11,3764,450
"1160",1999,29,"MO",2,"Missouri",5468338,1065,82,0,0,22,2,3291,591,1124,90,3930,608,1203,172,52,3,526,69,15,0,NA,NA,15,2,9,0,22,1,11274,1620
"1161",1999,30,"MT",4,"Montana",882779,216,23,0,0,2,0,307,37,0,0,377,70,0,0,5,0,27,1,8,0,NA,NA,8,3,0,1,5,1,955,136
"1162",1999,31,"NE",2,"Nebraska",1666028,805,58,0,0,0,0,NA,NA,NA,NA,594,91,0,0,10,0,NA,NA,19,3,NA,NA,1,0,NA,NA,0,0,1429,152
"1163",1999,32,"NV",4,"Nevada",1809253,1379,146,0,0,297,6,NA,NA,NA,NA,2307,363,0,0,36,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,4019,517
"1164",1999,33,"NH",1,"New Hampshire",1201134,169,8,12,3,13,3,NA,NA,719,64,NA,NA,NA,NA,1,0,10,1,3,2,NA,NA,0,0,1,3,NA,NA,914,81
"1165",1999,34,"NJ",1,"New Jersey",8143412,4856,291,0,0,0,0,NA,NA,NA,NA,7693,825,654,106,89,3,NA,NA,0,0,NA,NA,0,0,103,13,91,10,13486,1248
"1166",1999,35,"NM",4,"New Mexico",1739844,693,71,0,0,0,0,0,0,1090,136,NA,NA,0,0,7,0,0,0,1,0,NA,NA,10,0,0,0,0,0,1801,207
"1167",1999,36,"NY",1,"New York",18196601,1980,114,0,0,0,0,0,0,7174,339,15083,1642,0,0,184,10,649,72,5,1,NA,NA,628,27,87,5,30,4,25820,2214
"1168",1999,37,"NC",3,"North Carolina",7650789,4908,407,3,0,0,0,0,0,NA,NA,4918,378,0,0,54,0,NA,NA,101,0,NA,NA,0,0,0,0,39,3,10023,788
"1169",1999,38,"ND",2,"North Dakota",633666,178,20,0,0,0,0,142,12,0,0,258,31,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,19,1,608,64
"1170",1999,39,"OH",2,"Ohio",11256654,7111,1272,0,0,27,1,1795,389,5273,415,6106,352,0,0,128,1,NA,NA,6,0,NA,NA,2,0,31,9,0,0,20479,2439
"1171",1999,40,"OK",3,"Oklahoma",3358044,2475,355,0,0,0,0,2125,492,0,0,463,147,0,0,79,4,48,5,0,0,NA,NA,0,0,0,0,0,0,5190,1003
"1172",1999,41,"OR",4,"Oregon",3316154,6,0,0,0,3,0,4,1,NA,NA,2627,248,61,3,20,0,NA,NA,46,3,NA,NA,NA,NA,195,9,8,0,2970,264
"1173",1999,42,"PA",1,"Pennsylvania",11994016,2568,98,0,0,102,7,NA,NA,NA,NA,6515,444,0,0,110,5,71,0,3,0,NA,NA,55,8,16,0,153,10,9593,572
"1174",1999,44,"RI",1,"Rhode Island",990819,920,122,6,7,0,0,0,0,0,0,222,15,52,0,0,0,0,0,0,2,NA,NA,25,0,3,0,0,0,1228,146
"1175",1999,45,"SC",3,"South Carolina",3885736,3236,382,0,0,11,1,1302,130,52,4,2375,170,0,0,51,4,NA,NA,19,0,NA,NA,NA,NA,8,2,211,3,7265,696
"1176",1999,46,"SD",2,"South Dakota",733133,389,27,NA,NA,NA,NA,0,0,65,2,667,158,NA,NA,2,0,5,0,0,0,NA,NA,5,1,1,0,NA,NA,1134,188
"1177",1999,47,"TN",3,"Tennessee",5483535,3714,298,1,0,0,0,3509,557,NA,NA,2854,404,748,204,72,0,NA,NA,78,10,NA,NA,164,12,NA,NA,0,0,11140,1485
"1178",1999,48,"TX",3,"Texas",20044141,6119,863,0,0,0,0,922,76,16826,1735,9362,1647,12210,2114,395,14,0,0,5,0,NA,NA,14,0,0,0,34,1,45887,6450
"1179",1999,49,"UT",4,"Utah",2129836,48,0,0,0,0,0,0,0,0,0,1965,284,0,0,7,0,9,0,0,0,NA,NA,0,0,13,0,0,0,2263,300
"1180",1999,50,"VT",1,"Vermont",593740,149,11,0,0,0,0,37,3,NA,NA,224,26,351,33,5,0,0,0,0,0,NA,NA,1,1,0,0,0,0,767,74
"1181",1999,51,"VA",3,"Virginia",6872912,3650,506,0,0,72,8,0,0,2385,159,754,86,0,0,83,2,0,0,0,0,NA,NA,0,0,0,0,NA,NA,6924,761
"1182",1999,53,"WA",4,"Washington",5756361,1963,198,0,0,13,1,NA,NA,3485,569,50,2,0,0,31,0,NA,NA,174,3,NA,NA,0,0,15,2,15,0,5746,785
"1183",1999,54,"WV",3,"West Virginia",1806928,329,18,3,0,67,0,64,0,NA,NA,726,19,0,0,7,0,NA,NA,9,0,NA,NA,5,0,7,0,0,0,1217,37
"1184",1999,55,"WI",2,"Wisconsin",5250446,303,13,0,0,24,0,974,27,3270,239,1821,183,19,1,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6430,465
"1185",1999,56,"WY",4,"Wyoming",479602,267,20,0,0,3,0,90,17,0,0,219,38,0,0,3,0,0,0,0,2,NA,NA,2,0,2,0,0,0,586,77
"1186",1999,60,"ST",7,"State prison total",NA,89550,8668,90,27,3996,503,30386,4039,201800,21542,115186,13522,28193,3719,2758,102,2256,283,3064,247,NA,NA,1875,129,613,60,16800,1254,496705,54145
"1187",1999,70,"US",5,"US prison total (state+federal)",NA,112712,11416,242,54,3996,503,30468,4056,202476,21568,116230,13596,28193,3719,3004,113,2256,283,3064,247,NA,NA,2138,213,613,60,19836,1769,525366,57647
"1188",1999,99,"FE",6,"Federal BOP",NA,23162,2748,152,27,0,0,82,17,676,26,1044,74,0,0,246,11,0,0,0,0,NA,NA,263,84,0,0,3036,515,28661,3502
"1189",2000,1,"AL",3,"Alabama",4385739,2908,291,0,0,10,1,1700,196,0,0,1510,210,63,8,64,2,0,0,135,23,NA,NA,33,4,49,10,100,14,6572,759
"1190",2000,2,"AK",4,"Alaska",622091,645,93,0,0,38,7,1086,155,279,26,44,12,181,23,8,1,42,2,2,0,NA,NA,13,5,1,0,0,0,2339,324
"1191",2000,4,"AZ",4,"Arizona",4882966,1819,167,2,0,42,5,33,0,32,0,194,24,6047,610,63,1,1,5,7,0,NA,NA,7,0,0,0,59,2,8306,814
"1192",2000,5,"AR",3,"Arkansas",2576476,609,45,0,0,1,0,0,0,0,0,4554,588,392,45,26,3,2,0,2,0,NA,NA,12,0,16,8,16,5,5630,694
"1193",2000,6,"CA",4,"California",33634154,2926,219,0,0,0,0,0,0,110131,12262,0,0,0,0,167,9,0,0,285,12,NA,NA,330,23,0,0,3597,310,117436,12835
"1194",2000,8,"CO",4,"Colorado",4136998,1322,96,0,0,0,0,151,25,1811,168,1858,284,0,0,29,3,39,7,231,52,NA,NA,0,0,5,1,113,15,5559,651
"1195",2000,9,"CT",1,"Connecticut",3297615,2845,281,2,0,0,0,0,0,1195,231,1138,105,0,0,24,1,202,12,0,0,NA,NA,156,4,7,0,89,0,5658,634
"1196",2000,10,"DE",3,"Delaware",762269,252,27,1,0,1131,144,25,0,396,28,0,0,0,0,4,0,0,0,0,0,NA,NA,27,0,0,0,188,64,2024,263
"1197",2000,11,"DC",3,"District of Columbia",518342,597,31,0,0,0,0,0,0,0,0,433,11,0,0,0,0,0,0,109,3,NA,NA,0,0,0,0,2127,39,3266,84
"1198",2000,12,"FL",3,"Florida",15332382,12503,1367,16,3,280,40,3572,302,0,0,100,7,4248,193,186,11,0,0,79,5,NA,NA,47,2,10,0,10214,942,31255,2872
"1199",2000,13,"GA",3,"Georgia",7942706,4161,322,40,4,0,0,1004,52,0,0,7798,1313,0,0,101,2,0,0,0,0,NA,NA,220,31,0,0,0,0,13324,1724
"1200",2000,15,"HI",4,"Hawaii",1178955,87,5,0,0,2,0,12,5,0,0,569,113,3,1,5,0,10,1,0,1,NA,NA,0,0,2,1,414,160,1104,287
