"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITEM","WHITEF","BLACKM","BLACKF","HISPM","HISPF","AIANM","AIANF","ASIANM","ASIANF","NHPIM","NHPIF","APIM","APIF","TWORACEM","TWORACEF","ADDRACEM","ADDRACEF","UNKRACEM","UNKRACEF","TOTRACEM","TOTRACEF","NOTHISPM","NOTHISPF","UNKHISPM","UNKHISPF","TOTHCATM","TOTHCATF"
"946",1995,31,"NE",2,"Nebraska",1635142,1860,113,896,83,252,5,103,12,NA,NA,NA,NA,4,1,NA,NA,NA,NA,0,2,2863,211,2611,205,0,1,2863,211
"947",1995,32,"NV",4,"Nevada",1525777,4043,321,1954,163,876,19,101,16,NA,NA,NA,NA,79,9,NA,NA,NA,NA,1006,21,7183,530,6300,511,7,0,7183,530
"948",1995,33,"NH",1,"New Hampshire",1145604,1773,99,121,8,111,5,1,0,NA,NA,NA,NA,11,0,NA,NA,NA,NA,1,0,1907,107,919,68,877,34,1907,107
"949",1995,34,"NJ",1,"New Jersey",7965523,7229,419,16668,877,4628,157,5,0,NA,NA,NA,NA,65,2,NA,NA,NA,NA,1792,9,25759,1307,21129,1150,2,0,25759,1307
"950",1995,35,"NM",4,"New Mexico",1682417,3078,181,444,46,2093,116,142,10,NA,NA,NA,NA,5,0,NA,NA,NA,NA,131,41,3800,278,1576,121,131,41,3800,278
"951",1995,36,"NY",1,"New York",18150928,27867,1631,34953,1958,21214,1225,177,9,NA,NA,NA,NA,310,3,NA,NA,NA,NA,1567,14,64874,3615,43368,2383,292,7,64874,3615
"952",1995,37,"NC",3,"North Carolina",7185403,8554,643,18104,1062,NA,NA,500,34,NA,NA,NA,NA,26,1,NA,NA,NA,NA,317,12,27501,1752,NA,NA,27501,1752,27501,1752
"953",1995,38,"ND",2,"North Dakota",641548,451,22,18,0,17,1,110,7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,579,29,562,28,0,0,579,29
"954",1995,39,"OH",2,"Ohio",11155493,18583,1173,22739,1617,684,49,40,0,NA,NA,NA,NA,29,1,NA,NA,NA,NA,479,2,41870,2793,40707,2742,479,2,41870,2793
"955",1995,40,"OK",3,"Oklahoma",3265547,8853,916,5796,750,585,25,1043,123,NA,NA,NA,NA,9,0,NA,NA,NA,NA,635,26,16336,1815,15751,1790,0,0,16336,1815
"956",1995,41,"OR",4,"Oregon",3141421,5600,374,938,61,674,11,143,18,NA,NA,NA,NA,65,1,NA,NA,NA,NA,675,11,7421,465,6746,454,1,0,7421,465
"957",1995,42,"PA",1,"Pennsylvania",12044780,10260,560,17563,796,2951,124,63,3,NA,NA,NA,NA,73,1,NA,NA,NA,NA,2966,125,30925,1485,27974,1361,NA,NA,30925,1485
"958",1995,44,"RI",1,"Rhode Island",989203,1739,110,964,45,418,20,8,2,NA,NA,NA,NA,34,0,NA,NA,NA,NA,0,0,2745,157,2327,137,0,0,2745,157
"959",1995,45,"SC",3,"South Carolina",3699943,5537,328,12931,710,65,5,17,3,NA,NA,NA,NA,9,0,NA,NA,NA,NA,72,4,18566,1045,18430,846,71,194,18566,1045
"960",1995,46,"SD",2,"South Dakota",728251,1275,80,63,6,NA,NA,371,46,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1709,132,NA,NA,1709,132,1709,132
"961",1995,47,"TN",3,"Tennessee",5241168,6967,375,7537,261,46,0,13,1,NA,NA,NA,NA,6,0,NA,NA,NA,NA,46,0,14569,637,14523,637,0,0,14569,637
"962",1995,48,"TX",3,"Texas",18679706,32594,2396,55602,4404,31156,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31635,1135,119831,7935,88675,6824,0,0,119831,7935
"963",1995,49,"UT",4,"Utah",1976774,2826,132,278,17,583,24,108,6,NA,NA,NA,NA,58,3,NA,NA,NA,NA,21,3,3291,161,2687,134,21,3,3291,161
"964",1995,50,"VT",1,"Vermont",582827,1220,44,15,0,5,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1235,44,1230,44,0,0,1235,44
"965",1995,51,"VA",3,"Virginia",6601392,8165,540,17403,1113,102,3,4,1,NA,NA,NA,NA,73,2,NA,NA,NA,NA,111,3,25756,1659,0,0,25654,1656,25756,1659
"966",1995,53,"WA",4,"Washington",5431024,7699,503,2500,203,1695,64,298,43,NA,NA,NA,NA,266,10,NA,NA,NA,NA,52,34,10815,793,9041,711,79,18,10815,793
"967",1995,54,"WV",3,"West Virginia",1820560,1975,107,405,22,6,0,2,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,2383,129,2377,129,0,0,2383,129
"968",1995,55,"WI",2,"Wisconsin",5137004,5296,202,5094,277,739,16,218,11,NA,NA,NA,NA,60,2,NA,NA,NA,NA,29,10,10697,502,9922,483,36,3,10697,502
"969",1995,56,"WY",4,"Wyoming",478447,989,82,65,8,147,12,80,3,NA,NA,NA,NA,4,0,NA,NA,NA,NA,151,13,1289,106,1138,93,4,1,1289,106
"970",1995,60,"ST",7,"State prison total",NA,369822,24938,476590,30360,140460,6275,7923,777,NA,NA,NA,NA,4814,211,NA,NA,0,0,105809,4793,964958,61079,687608,46115,136890,8689,964958,61079
"971",1995,70,"US",5,"US prison total (state+federal)",NA,425796,29225,510760,33245,166221,8073,9302,874,NA,NA,NA,NA,6143,340,NA,NA,0,0,105809,4793,1057810,68477,754699,51715,136890,8689,1057810,68477
"972",1995,99,"FE",6,"Federal BOP",NA,55974,4287,34170,2885,25761,1798,1379,97,NA,NA,NA,NA,1329,129,NA,NA,NA,NA,0,0,92852,7398,67091,5600,0,0,92852,7398
"973",1996,1,"AL",3,"Alabama",4290678,6940,515,13397,839,2,0,3,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,61,3,20403,1357,20401,1357,0,0,20403,1357
"974",1996,2,"AK",4,"Alaska",604918,1651,139,486,43,108,7,1138,78,NA,NA,NA,NA,62,3,NA,NA,NA,NA,109,7,3446,270,3337,263,1,0,3446,270
"975",1996,4,"AZ",4,"Arizona",4432308,16682,1149,3172,260,6901,379,857,93,NA,NA,NA,NA,55,3,NA,NA,NA,NA,212,10,20978,1515,14075,1136,2,0,20978,1515
"976",1996,5,"AR",3,"Arkansas",2504858,3898,267,4873,274,49,3,7,2,NA,NA,NA,NA,22,2,NA,NA,NA,NA,59,3,8859,548,8810,545,0,0,8859,548
"977",1996,6,"CA",4,"California",31780829,39702,3634,42300,3453,48053,2386,996,129,NA,NA,NA,NA,1444,22,NA,NA,NA,NA,51500,2869,135942,10107,84442,7238,3447,483,135942,10107
"978",1996,8,"CO",4,"Colorado",3812716,8137,548,2747,275,3184,160,226,17,NA,NA,NA,NA,61,1,NA,NA,NA,NA,422,4,11593,845,7987,681,422,4,11593,845
"979",1996,9,"CT",1,"Connecticut",3267030,3635,375,6396,486,3774,270,22,1,NA,NA,NA,NA,47,1,NA,NA,NA,NA,3774,270,13874,1133,10100,863,0,0,13874,1133
"980",1996,10,"DE",3,"Delaware",727090,1586,149,3060,220,187,16,0,0,NA,NA,NA,NA,2,3,NA,NA,NA,NA,83,7,4731,379,4389,361,155,2,4731,379
"981",1996,11,"DC",3,"District of Columbia",538273,124,20,8617,437,4,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,174,4,8915,461,8737,457,174,4,8915,461
"982",1996,12,"FL",3,"Florida",14426911,25551,1458,33643,1818,5178,144,74,4,NA,NA,NA,NA,48,1,NA,NA,NA,NA,1145,21,60461,3302,55283,3158,0,0,60461,3302
"983",1996,13,"GA",3,"Georgia",7332225,10560,822,22206,1412,261,7,53,2,NA,NA,NA,NA,34,2,NA,NA,NA,NA,47,1,32900,2239,0,0,32639,2232,32900,2239
"984",1996,15,"HI",4,"Hawaii",1184434,768,98,187,18,178,12,44,6,NA,NA,NA,NA,1972,197,NA,NA,NA,NA,655,66,3626,385,3353,369,95,4,3626,385
"985",1996,16,"ID",4,"Idaho",1187706,2863,245,57,6,463,38,146,12,NA,NA,NA,NA,18,0,NA,NA,NA,NA,477,8,3561,271,2493,160,605,73,3561,271
"986",1996,17,"IL",2,"Illinois",11953003,8930,531,23751,1570,3813,129,47,13,NA,NA,NA,NA,61,6,NA,NA,NA,NA,3814,129,36603,2249,32789,2120,1,0,36603,2249
"987",1996,18,"IN",2,"Indiana",5834908,9117,613,6769,390,379,16,45,4,NA,NA,NA,NA,21,1,NA,NA,NA,NA,0,0,15952,1008,15573,992,0,0,15952,1008
"988",1996,19,"IA",2,"Iowa",2848473,4052,335,1457,111,221,8,99,16,NA,NA,NA,NA,39,0,NA,NA,NA,NA,225,8,5872,470,5651,462,0,0,5872,470
"989",1996,20,"KS",2,"Kansas",2598266,4276,255,2771,203,472,17,112,10,NA,NA,NA,NA,63,2,NA,NA,NA,NA,58,6,7280,476,6750,453,58,6,7280,476
"990",1996,21,"KY",3,"Kentucky",3881051,7609,481,4451,339,60,2,3,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,20,0,12090,820,12030,818,0,0,12090,820
"991",1996,22,"LA",3,"Louisiana",4338763,5603,452,19561,1106,NA,NA,3,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,49,3,25218,1561,NA,NA,25218,1561,25218,1561
"992",1996,23,"ME",1,"Maine",1241436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378,48,NA,NA,NA,NA,1378,48
"993",1996,24,"MD",3,"Maryland",5057142,4605,288,16349,765,NA,NA,1,1,NA,NA,NA,NA,8,0,NA,NA,NA,NA,32,1,20995,1055,NA,NA,NA,NA,NA,NA
"994",1996,25,"MA",1,"Massachusetts",6085393,5174,404,3328,153,2350,180,23,2,NA,NA,NA,NA,101,2,NA,NA,NA,NA,2420,189,11046,750,8514,560,182,10,11046,750
"995",1996,26,"MI",2,"Michigan",9739184,16599,763,22493,1093,825,28,183,12,NA,NA,NA,NA,51,1,NA,NA,NA,NA,1103,51,40429,1920,39443,1874,161,18,40429,1920
"996",1996,27,"MN",2,"Minnesota",4647723,2461,127,1758,83,282,10,334,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,11,4924,234,4642,224,0,0,4924,234
"997",1996,28,"MS",3,"Mississippi",2709925,3177,286,9726,601,42,2,10,2,NA,NA,NA,NA,11,0,NA,NA,NA,NA,44,2,12968,891,12924,889,2,0,12968,891
"998",1996,29,"MO",2,"Missouri",5367888,10776,801,9665,657,255,10,69,5,NA,NA,NA,NA,27,1,NA,NA,NA,NA,2,0,20539,1464,20258,1451,26,3,20539,1464
"999",1996,30,"MT",4,"Montana",876656,1692,95,51,0,43,6,317,45,NA,NA,NA,NA,0,0,NA,NA,NA,NA,82,11,2142,151,2088,145,11,0,2142,151
"1000",1996,31,"NE",2,"Nebraska",1647657,2004,120,931,86,264,8,115,15,NA,NA,NA,NA,12,1,NA,NA,NA,NA,0,3,3062,225,2798,215,0,2,3062,225
"1001",1996,32,"NV",4,"Nevada",1596476,4332,369,2127,165,1146,37,113,17,NA,NA,NA,NA,100,7,NA,NA,NA,NA,1169,40,7841,598,6694,561,1,0,7841,598
"1002",1996,33,"NH",1,"New Hampshire",1160768,1831,100,110,5,103,5,1,0,NA,NA,NA,NA,14,0,NA,NA,NA,NA,1,0,1957,105,1160,78,694,22,1957,105
"1003",1996,34,"NJ",1,"New Jersey",8009624,7022,383,16991,866,4769,173,4,0,NA,NA,NA,NA,73,2,NA,NA,NA,NA,2119,30,26209,1281,21440,1108,0,0,26209,1281
"1004",1996,35,"NM",4,"New Mexico",1706151,3639,290,495,65,2305,178,199,23,NA,NA,NA,NA,13,0,NA,NA,NA,NA,0,0,4346,378,2041,200,0,0,4346,378
"1005",1996,36,"NY",1,"New York",18143805,28451,1558,35501,2100,21531,1188,172,5,NA,NA,NA,NA,362,6,NA,NA,NA,NA,1495,59,65981,3728,44190,2486,260,54,65981,3728
"1006",1996,37,"NC",3,"North Carolina",7307658,8877,711,18919,1092,NA,NA,591,41,NA,NA,NA,NA,31,4,NA,NA,NA,NA,361,20,28779,1868,NA,NA,28779,1868,28779,1868
"1007",1996,38,"ND",2,"North Dakota",642858,496,34,22,1,44,1,156,10,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,0,677,45,633,44,0,0,677,45
"1008",1996,39,"OH",2,"Ohio",11187032,19535,1227,23516,1573,691,51,41,1,NA,NA,NA,NA,27,2,NA,NA,NA,NA,250,2,43369,2805,42428,2752,250,2,43369,2805
"1009",1996,40,"OK",3,"Oklahoma",3289634,9587,1001,6123,768,674,34,1204,133,NA,NA,NA,NA,21,4,NA,NA,NA,NA,718,34,17653,1940,16979,1906,0,0,17653,1940
"1010",1996,41,"OR",4,"Oregon",3195087,5988,450,981,82,875,16,150,20,NA,NA,NA,NA,95,3,NA,NA,NA,NA,876,16,8090,571,7214,555,1,0,8090,571
"1011",1996,42,"PA",1,"Pennsylvania",12038008,10922,560,18772,793,3174,116,78,3,NA,NA,NA,NA,100,1,NA,NA,NA,NA,3188,120,33060,1477,29886,1361,0,0,33060,1477
"1012",1996,44,"RI",1,"Rhode Island",987858,1901,155,1096,72,484,19,7,2,NA,NA,NA,NA,38,0,NA,NA,NA,NA,0,0,3042,229,2558,210,0,0,3042,229
"1013",1996,45,"SC",3,"South Carolina",3738974,5681,400,13464,795,159,4,20,2,NA,NA,NA,NA,7,0,NA,NA,NA,NA,72,5,19244,1202,19019,935,66,263,19244,1202
"1014",1996,46,"SD",2,"South Dakota",730699,1457,86,80,7,NA,NA,385,48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1922,141,NA,NA,1922,141,1922,141
"1015",1996,47,"TN",3,"Tennessee",5313576,7158,421,7711,262,46,4,11,1,NA,NA,NA,NA,12,0,NA,NA,NA,NA,46,4,14938,688,14892,684,0,0,14938,688
"1016",1996,48,"TX",3,"Texas",19006240,33676,3114,55810,5322,32464,1476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32964,1497,122450,9933,89986,8457,0,0,122450,9933
"1017",1996,49,"UT",4,"Utah",2022253,3213,186,311,17,687,33,118,5,NA,NA,NA,NA,80,1,NA,NA,NA,NA,39,2,3761,211,3035,176,39,2,3761,211
"1018",1996,50,"VT",1,"Vermont",586352,1000,32,14,0,5,0,7,0,NA,NA,NA,NA,6,0,NA,NA,NA,NA,60,0,1087,32,1082,32,0,0,1087,32
"1019",1996,51,"VA",3,"Virginia",6665491,8328,572,17436,1103,110,3,5,8,NA,NA,NA,NA,81,2,NA,NA,NA,NA,118,2,25968,1687,0,0,25858,1684,25968,1687
"1020",1996,53,"WA",4,"Washington",5509963,8229,608,2694,225,1812,77,321,52,NA,NA,NA,NA,297,8,NA,NA,NA,NA,66,27,11607,920,9701,831,94,12,11607,920
"1021",1996,54,"WV",3,"West Virginia",1818983,2181,125,416,24,6,0,2,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,2600,149,2594,149,0,0,2600,149
"1022",1996,55,"WI",2,"Wisconsin",5173828,5952,284,5989,333,865,35,271,18,NA,NA,NA,NA,72,3,NA,NA,NA,NA,62,7,12346,645,11429,609,52,1,12346,645
"1023",1996,56,"WY",4,"Wyoming",480085,1067,92,73,5,161,11,82,4,NA,NA,NA,NA,4,0,NA,NA,NA,NA,161,11,1387,112,1226,101,0,0,1387,112
"1024",1996,60,"ST",7,"State prison total",NA,388695,27728,492853,32373,149459,7299,8865,875,NA,NA,NA,NA,5607,292,NA,NA,0,0,110703,5563,1008101,66879,715054,50026,121215,8451,987106,65824
"1025",1996,70,"US",5,"US prison total (state+federal)",NA,446136,32172,530140,35409,177520,9241,10434,959,NA,NA,NA,NA,7154,428,NA,NA,0,0,110703,5563,1105945,74579,784837,55784,121215,8451,1084950,73524
"1026",1996,99,"FE",6,"Federal BOP",NA,57441,4444,37287,3036,28061,1942,1569,84,NA,NA,NA,NA,1547,136,NA,NA,NA,NA,0,0,97844,7700,69783,5758,0,0,97844,7700
"1027",1997,1,"AL",3,"Alabama",4320692,7070,545,13784,810,1,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,72,5,20930,1360,20929,1360,0,0,20930,1360
"1028",1997,2,"AK",4,"Alaska",608846,1743,152,538,62,131,7,1370,81,75,2,NA,NA,NA,NA,NA,NA,NA,NA,135,7,3861,304,3726,297,4,0,3861,304
"1029",1997,4,"AZ",4,"Arizona",4552207,17490,1196,3255,268,7365,367,900,84,57,3,NA,NA,NA,NA,NA,NA,NA,NA,222,9,21924,1560,14559,1193,0,0,21924,1560
"1030",1997,5,"AR",3,"Arkansas",2524007,4160,288,5222,321,71,3,7,1,14,1,0,0,NA,NA,NA,NA,NA,NA,7,0,9410,611,9339,608,0,0,9410,611
"1031",1997,6,"CA",4,"California",32217708,42866,4091,44682,3649,50995,2585,1058,139,1280,31,77,3,NA,NA,NA,NA,NA,NA,54913,3001,144876,10914,89963,7913,3918,416,144876,10914
"1032",1997,8,"CO",4,"Colorado",3891293,8978,584,3030,290,3550,181,249,19,77,2,NA,NA,NA,NA,NA,NA,NA,NA,178,54,12512,949,8784,714,178,54,12512,949
"1033",1997,9,"CT",1,"Connecticut",3268514,4138,492,7456,603,4169,302,25,1,52,3,NA,NA,NA,NA,NA,NA,NA,NA,4169,302,15840,1401,11671,1099,0,0,15840,1401
"1034",1997,10,"DE",3,"Delaware",735024,1806,136,3237,244,199,13,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5052,383,4767,364,86,6,5052,383
"1035",1997,11,"DC",3,"District of Columbia",528752,76,15,8704,392,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,166,0,8946,407,8776,407,166,0,8946,407
"1036",1997,12,"FL",3,"Florida",14683350,25968,1477,33958,1813,5354,188,39,9,3,0,NA,NA,NA,NA,NA,NA,NA,NA,1239,120,61207,3419,55802,3216,51,15,61207,3419
"1037",1997,13,"GA",3,"Georgia",7486094,11103,880,22996,1396,290,10,53,4,37,2,NA,NA,NA,NA,NA,NA,NA,NA,34,0,34223,2282,0,0,33933,2272,34223,2282
"1038",1997,15,"HI",4,"Hawaii",1189322,890,144,208,24,221,17,32,6,710,44,1812,229,NA,NA,NA,NA,NA,NA,808,71,4460,518,4132,493,107,8,4460,518
"1039",1997,16,"ID",4,"Idaho",1210638,2927,238,59,6,476,37,150,12,18,0,NA,NA,NA,NA,NA,NA,NA,NA,494,7,3648,263,2561,155,611,71,3648,263
"1040",1997,17,"IL",2,"Illinois",12011509,9412,583,24841,1681,4001,148,43,13,59,5,NA,NA,NA,NA,NA,NA,NA,NA,4003,148,38358,2430,34355,2282,2,0,38358,2430
"1041",1997,18,"IN",2,"Indiana",5872370,9509,623,7262,445,394,19,42,3,19,0,0,0,NA,NA,NA,NA,NA,NA,0,0,16832,1071,16438,1052,0,0,16832,1071
"1042",1997,19,"IA",2,"Iowa",2854396,4428,372,1569,127,275,8,91,19,45,1,NA,NA,NA,NA,NA,NA,NA,NA,277,9,6410,528,6133,519,2,1,6410,528
"1043",1997,20,"KS",2,"Kansas",2616339,4339,269,2830,198,507,18,141,8,66,0,NA,NA,NA,NA,NA,NA,NA,NA,59,1,7435,476,6869,457,59,1,7435,476
"1044",1997,21,"KY",3,"Kentucky",3907816,8334,642,5176,410,62,2,6,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,25,0,13548,1052,13486,1050,0,0,13548,1052
"1045",1997,22,"LA",3,"Louisiana",4351390,6262,590,21085,1275,NA,NA,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43,3,27397,1868,NA,NA,27397,1868,27397,1868
"1046",1997,23,"ME",1,"Maine",1245215,1412,57,56,2,0,0,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,77,2,1558,62,1486,60,72,2,1558,62
"1047",1997,24,"MD",3,"Maryland",5092914,4665,333,16423,773,NA,NA,2,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,27,0,21124,1108,NA,NA,21124,1108,21124,1108
"1048",1997,25,"MA",1,"Massachusetts",6115476,5187,403,3290,158,2467,167,34,1,114,4,0,0,NA,NA,NA,NA,NA,NA,2589,167,11214,733,8552,564,195,2,11214,733
"1049",1997,26,"MI",2,"Michigan",9785450,17645,837,23763,1173,925,28,212,11,55,2,NA,NA,NA,NA,NA,NA,NA,NA,1040,33,42715,2056,41788,2028,2,0,42715,2056
"1050",1997,27,"MN",2,"Minnesota",4687726,2435,124,1858,106,320,10,366,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,11,5068,258,4748,248,0,0,5068,258
"1051",1997,28,"MS",3,"Mississippi",2731826,3320,240,9946,717,53,1,13,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,42,3,13334,962,13279,961,2,0,13334,962
"1052",1997,29,"MO",2,"Missouri",5407113,11981,936,10225,743,278,18,71,10,26,4,NA,NA,NA,NA,NA,NA,NA,NA,2,0,22305,1693,22003,1670,24,5,22305,1693
"1053",1997,30,"MT",4,"Montana",878706,1935,123,33,2,47,1,335,41,0,0,0,0,NA,NA,NA,NA,NA,NA,47,1,2350,167,2303,166,0,0,2350,167
"1054",1997,31,"NE",2,"Nebraska",1656042,2105,132,932,76,184,13,124,11,16,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3180,222,2996,209,0,0,3180,222
"1055",1997,32,"NV",4,"Nevada",1675581,4620,429,2208,199,1224,44,141,18,110,3,NA,NA,NA,NA,NA,NA,NA,NA,1250,46,8329,695,7102,651,3,0,8329,695
"1056",1997,33,"NH",1,"New Hampshire",1173239,1916,103,117,3,92,6,0,1,21,0,0,0,NA,NA,NA,NA,NA,NA,1,2,2055,109,1409,88,554,15,2055,109
"1057",1997,34,"NJ",1,"New Jersey",8054178,6881,435,17653,919,4844,185,5,0,73,2,NA,NA,NA,NA,NA,NA,NA,NA,2345,48,26957,1404,22113,1219,0,0,26957,1404
"1058",1997,35,"NM",4,"New Mexico",1722939,3595,297,488,57,2465,175,218,20,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4314,374,1849,199,0,0,4314,374
"1059",1997,36,"NY",1,"New York",18143184,28274,1381,35394,2094,21307,1114,199,5,386,5,NA,NA,NA,NA,NA,NA,NA,NA,1286,84,65539,3569,44014,2429,218,26,65539,3569
"1060",1997,37,"NC",3,"North Carolina",7428672,9318,726,19346,1072,NA,NA,626,40,40,3,NA,NA,NA,NA,NA,NA,NA,NA,422,19,29752,1860,NA,NA,29752,1860,29752,1860
"1061",1997,38,"ND",2,"North Dakota",640945,567,44,19,1,37,3,143,16,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,735,62,698,59,0,0,735,62
"1062",1997,39,"OH",2,"Ohio",11212498,20599,1247,24344,1594,816,48,48,0,47,1,NA,NA,NA,NA,NA,NA,NA,NA,136,0,45174,2842,44222,2794,136,0,45174,2842
"1063",1997,40,"OK",3,"Oklahoma",3314259,10102,1086,6310,787,726,36,1277,141,30,3,NA,NA,NA,NA,NA,NA,NA,NA,770,36,18489,2053,17763,2017,0,0,18489,2053
"1064",1997,41,"OR",4,"Oregon",3243254,5495,344,940,70,860,7,155,26,98,3,NA,NA,NA,NA,NA,NA,NA,NA,861,7,7549,450,6688,443,1,0,7549,450
"1065",1997,42,"PA",1,"Pennsylvania",12015888,11063,569,19108,739,3184,107,67,4,101,1,NA,NA,NA,NA,NA,NA,NA,NA,3201,111,33540,1424,30339,1313,17,4,33540,1424
"1066",1997,44,"RI",1,"Rhode Island",986966,2002,155,1119,56,485,19,5,0,32,2,0,0,NA,NA,NA,NA,NA,NA,0,0,3158,213,2673,194,0,0,3158,213
"1067",1997,45,"SC",3,"South Carolina",3790066,5858,424,13893,869,116,3,17,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,100,8,19871,1302,19700,979,55,320,19871,1302
"1068",1997,46,"SD",2,"South Dakota",730855,1599,106,93,6,NA,NA,381,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2073,169,NA,NA,2073,169,2073,169
"1069",1997,47,"TN",3,"Tennessee",5378433,7639,475,8121,316,70,5,15,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,70,5,15861,798,15791,793,0,0,15861,798
"1070",1997,48,"TX",3,"Texas",19355427,35504,3193,58393,5490,35567,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36154,1617,130051,10300,94484,8730,0,0,130051,10300
"1071",1997,49,"UT",4,"Utah",2065397,3519,190,318,10,800,36,131,4,93,6,NA,NA,NA,NA,NA,NA,NA,NA,27,3,4088,213,3261,174,27,3,4088,213
"1072",1997,50,"VT",1,"Vermont",588665,1146,47,35,1,22,0,8,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,23,5,1217,53,1177,48,18,5,1217,53
"1073",1997,51,"VA",3,"Virginia",6732878,8627,594,17859,1111,89,2,4,1,85,2,NA,NA,NA,NA,NA,NA,NA,NA,100,2,26675,1710,0,0,26586,1708,26675,1710
"1074",1997,53,"WA",4,"Washington",5604105,8757,619,2742,220,1775,83,382,45,306,14,NA,NA,NA,NA,NA,NA,NA,NA,103,26,12290,924,10382,804,133,37,12290,924
"1075",1997,54,"WV",3,"West Virginia",1815588,2487,156,472,30,3,0,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2962,186,2959,186,0,0,2962,186
"1076",1997,55,"WI",2,"Wisconsin",5200235,7458,452,7292,496,928,46,355,26,68,3,NA,NA,NA,NA,NA,NA,NA,NA,117,10,15290,987,14140,927,222,14,15290,987
"1077",1997,56,"WY",4,"Wyoming",480031,1077,113,74,8,169,13,88,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,169,13,1413,136,1244,123,0,0,1413,136
"1078",1997,60,"ST",7,"State prison total",NA,410287,29687,512756,33912,157918,7645,9653,903,4295,158,1889,232,NA,NA,NA,NA,0,0,118219,5998,1057099,70890,751453,53255,147728,9990,1057099,70890
"1079",1997,70,"US",5,"US prison total (state+federal)",NA,470946,34567,553370,37084,188827,9846,11367,1006,5975,309,1889,232,NA,NA,NA,NA,0,0,118219,5998,1161766,79196,825211,59360,147728,9990,1161766,79196
"1080",1997,99,"FE",6,"Federal BOP",NA,60659,4880,40614,3172,30909,2201,1714,103,1680,151,NA,NA,NA,NA,NA,NA,NA,NA,0,0,104667,8306,73758,6105,0,0,104667,8306
"1081",1998,1,"AL",3,"Alabama",4350594,7062,631,14080,825,5,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,69,5,21215,1461,21210,1461,0,0,21215,1461
"1082",1998,2,"AK",4,"Alaska",615205,1732,146,509,47,123,9,1363,96,68,4,NA,NA,NA,NA,NA,NA,NA,NA,123,9,3795,302,3672,293,0,0,3795,302
"1083",1998,4,"AZ",4,"Arizona",4667277,18752,1389,3444,295,7991,413,1018,81,53,8,NA,NA,NA,NA,NA,NA,NA,NA,264,7,23531,1780,15540,1367,0,0,23531,1780
"1084",1998,5,"AR",3,"Arkansas",2538202,4452,416,5421,278,76,1,7,2,9,0,0,0,NA,NA,NA,NA,NA,NA,53,0,9942,696,9866,695,0,0,9942,696
"1085",1998,6,"CA",4,"California",32682794,43229,4366,46235,3817,52358,2730,1157,162,1182,46,202,14,NA,NA,NA,NA,NA,NA,56595,3122,148600,11527,92005,8405,4237,392,148600,11527
"1086",1998,8,"CO",4,"Colorado",3968967,9770,722,3059,317,3770,212,263,23,90,4,NA,NA,NA,NA,NA,NA,NA,NA,60,4,13242,1070,9412,854,60,4,13242,1070
"1087",1998,9,"CT",1,"Connecticut",3272563,4245,446,7675,615,4255,285,18,2,54,9,NA,NA,NA,NA,NA,NA,NA,NA,4256,285,16248,1357,11992,1072,1,0,16248,1357
