"","YEAR","STATEID","STATE","REGION","state_name","Population","WHITEM","WHITEF","BLACKM","BLACKF","HISPM","HISPF","AIANM","AIANF","ASIANM","ASIANF","NHPIM","NHPIF","APIM","APIF","TWORACEM","TWORACEF","ADDRACEM","ADDRACEF","UNKRACEM","UNKRACEF","TOTRACEM","TOTRACEF","NOTHISPM","NOTHISPF","UNKHISPM","UNKHISPF","TOTHCATM","TOTHCATF"
"510",1987,27,"MN",2,"Minnesota",4296162,1572,68,576,38,65,1,200,8,NA,NA,NA,NA,3,0,NA,NA,NA,NA,80,1,2431,115,2363,114,3,0,2431,115
"511",1987,28,"MS",3,"Mississippi",2580353,1950,102,4542,220,14,0,9,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,52,0,6557,323,6491,323,52,0,6557,323
"512",1987,29,"MO",2,"Missouri",5081730,6359,328,4240,219,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,10599,547,0,0,10599,547,10599,547
"513",1987,30,"MT",4,"Montana",800194,922,33,22,0,41,0,192,14,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,0,1140,47,1099,47,0,0,1140,47
"514",1987,31,"NE",2,"Nebraska",1571464,1367,55,547,34,61,1,67,5,NA,NA,NA,NA,10,1,NA,NA,NA,NA,0,0,1991,95,1930,94,0,0,1991,95
"515",1987,32,"NV",4,"Nevada",1075027,2530,159,1245,104,208,11,42,0,NA,NA,NA,NA,33,6,NA,NA,NA,NA,303,12,4153,281,3945,270,0,0,4153,281
"516",1987,33,"NH",1,"New Hampshire",1082576,827,15,21,3,19,1,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,849,18,830,17,0,0,849,18
"517",1987,34,"NJ",1,"New Jersey",7712334,4481,165,8697,319,1977,44,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,13178,484,11201,440,0,0,13178,484
"518",1987,35,"NM",4,"New Mexico",1490329,2215,131,257,15,1424,80,81,5,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1,2558,152,1134,71,0,1,2558,152
"519",1987,36,"NY",1,"New York",17941310,19616,744,19576,735,11411,450,60,2,NA,NA,NA,NA,103,5,NA,NA,NA,NA,0,1,39355,1487,27944,1037,0,0,39355,1487
"520",1987,37,"NC",3,"North Carolina",6480598,6873,361,8983,428,0,0,418,17,NA,NA,NA,NA,12,2,NA,NA,NA,NA,124,0,16410,808,0,0,16410,808,16410,808
"521",1987,38,"ND",2,"North Dakota",655273,359,6,4,0,4,0,59,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,423,7,419,7,0,0,423,7
"522",1987,39,"OH",2,"Ohio",10798562,11585,479,10576,762,0,0,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,203,47,22365,1288,0,0,22365,1288,22365,1288
"523",1987,40,"OK",3,"Oklahoma",3167058,5559,381,2675,264,150,4,510,40,NA,NA,NA,NA,8,0,NA,NA,NA,NA,193,9,8945,694,8752,685,43,5,8945,694
"524",1987,41,"OR",4,"Oregon",2741307,4361,233,670,58,221,6,119,15,NA,NA,NA,NA,7,0,NA,NA,NA,NA,18,1,5175,307,4954,301,0,0,5175,307
"525",1987,42,"PA",1,"Pennsylvania",11845753,6753,288,8817,389,0,0,8,2,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,0,15588,679,0,0,15588,679,15588,679
"526",1987,44,"RI",1,"Rhode Island",996417,949,53,393,27,134,6,3,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,0,1348,80,1214,74,0,0,1348,80
"527",1987,45,"SC",3,"South Carolina",3412091,4723,273,7242,384,32,3,7,1,NA,NA,NA,NA,3,0,NA,NA,NA,NA,28,3,12003,661,10430,611,1541,47,12003,661
"528",1987,46,"SD",2,"South Dakota",698148,810,32,24,2,10,0,246,19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1080,53,1070,53,0,0,1080,53
"529",1987,47,"TN",3,"Tennessee",4822437,4052,254,3019,137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,9,7224,400,0,0,7224,400,7224,400
"530",1987,48,"TX",3,"Texas",16667025,13108,671,15780,652,8391,219,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8391,219,37279,1542,28888,1323,0,0,37279,1542
"531",1987,49,"UT",4,"Utah",1689366,1579,64,161,7,294,17,35,3,NA,NA,NA,NA,10,1,NA,NA,NA,NA,14,0,1799,75,1491,58,14,0,1799,75
"532",1987,50,"VT",1,"Vermont",549766,745,14,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,745,14,0,0,745,14,745,14
"533",1987,51,"VA",3,"Virginia",6036911,5283,211,7488,286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2,12822,499,0,0,12822,499,12822,499
"534",1987,53,"WA",4,"Washington",4639893,3996,143,1129,49,426,6,242,8,NA,NA,NA,NA,65,3,NA,NA,NA,NA,479,17,5911,220,5485,214,0,0,5911,220
"535",1987,54,"WV",3,"West Virginia",1830211,1190,48,200,21,1,0,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,0,1392,69,1391,69,0,0,1392,69
"536",1987,55,"WI",2,"Wisconsin",4822402,3395,145,2234,138,338,8,134,10,NA,NA,NA,NA,6,0,NA,NA,NA,NA,27,8,5796,301,5431,285,27,8,5796,301
"537",1987,56,"WY",4,"Wyoming",465098,710,31,30,8,91,5,37,2,NA,NA,NA,NA,2,0,NA,NA,NA,NA,91,5,870,46,779,41,0,0,870,46
"538",1987,60,"ST",7,"State prison total",NA,246579,12539,236239,12078,54512,2381,4291,328,NA,NA,NA,NA,1592,76,NA,NA,0,0,18159,839,506860,25860,256421,13374,195927,10105,506860,25860
"539",1987,70,"US",5,"US prison total (state+federal)",NA,277229,14377,249730,13228,66781,3029,5106,355,NA,NA,NA,NA,1909,88,NA,NA,0,0,18159,839,552133,28887,289425,15753,195927,10105,552133,28887
"540",1987,99,"FE",6,"Federal BOP",NA,30650,1838,13491,1150,12269,648,815,27,NA,NA,NA,NA,317,12,NA,NA,NA,NA,0,0,45273,3027,33004,2379,0,0,45273,3027
"541",1988,1,"AL",3,"Alabama",4030224,4605,273,7244,478,5,0,5,1,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,0,11858,752,11853,752,0,0,11858,752
"542",1988,2,"AK",4,"Alaska",547153,1380,68,271,20,49,2,789,34,NA,NA,NA,NA,25,1,NA,NA,NA,NA,0,0,2465,123,2416,121,0,0,2465,123
"543",1988,4,"AZ",4,"Arizona",3622176,9199,545,1775,132,3063,153,389,36,NA,NA,NA,NA,15,0,NA,NA,NA,NA,3,1,11381,714,8314,560,4,1,11381,714
"544",1988,5,"AR",3,"Arkansas",2346387,2547,152,2646,140,29,2,0,1,NA,NA,NA,NA,2,0,NA,NA,NA,NA,29,2,5224,295,0,293,5195,0,5224,295
"545",1988,6,"CA",4,"California",29218161,41741,2962,26438,1520,19808,1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3099,411,71278,4893,0,0,51470,3701,71278,4893
"546",1988,8,"CO",4,"Colorado",3275821,4138,176,1229,94,1438,49,60,2,NA,NA,NA,NA,12,0,NA,NA,NA,NA,49,5,5488,277,4001,223,49,5,5488,277
"547",1988,9,"CT",1,"Connecticut",3283409,2204,181,3541,253,1697,114,7,2,NA,NA,NA,NA,6,0,NA,NA,NA,NA,1697,114,7455,550,5758,436,0,0,7455,550
"548",1988,10,"DE",3,"Delaware",658233,1193,62,1823,114,92,6,2,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0,0,3020,177,2928,171,0,0,3020,177
"549",1988,11,"DC",3,"District of Columbia",624165,254,15,8205,357,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,8459,372,0,0,8459,372,8459,372
"550",1988,12,"FL",3,"Florida",12637709,14640,1142,17510,869,2499,70,15,0,NA,NA,NA,NA,13,0,NA,NA,NA,NA,543,0,32721,2011,30222,1941,0,0,32721,2011
"551",1988,13,"GA",3,"Georgia",6411085,6429,372,11429,557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17858,929,0,0,17858,929,17858,929
"552",1988,15,"HI",4,"Hawaii",1094584,632,70,140,4,85,1,14,0,NA,NA,NA,NA,1199,88,NA,NA,NA,NA,143,10,2128,172,2043,171,0,0,2128,172
"553",1988,16,"ID",4,"Idaho",994426,1419,77,23,1,168,6,41,5,NA,NA,NA,NA,10,1,NA,NA,NA,NA,4,0,1497,84,1319,78,10,0,1497,84
"554",1988,17,"IL",2,"Illinois",11409785,6338,303,11975,541,1780,40,20,9,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1846,43,20182,899,18336,856,66,3,20182,899
"555",1988,18,"IN",2,"Indiana",5523684,7524,281,3367,221,123,6,13,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,10904,502,10781,496,0,0,10904,502
"556",1988,19,"IA",2,"Iowa",2770585,2199,94,629,42,49,0,43,4,NA,NA,NA,NA,4,0,NA,NA,NA,NA,19,0,2894,140,2536,110,309,30,2894,140
"557",1988,20,"KS",2,"Kansas",2472847,3348,145,1857,120,246,6,70,3,NA,NA,NA,NA,19,3,NA,NA,NA,NA,246,6,5540,277,5294,271,0,0,5540,277
"558",1988,21,"KY",3,"Kentucky",3677312,4712,227,2058,121,0,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,6771,348,0,0,6771,348,6771,348
"559",1988,22,"LA",3,"Louisiana",4252906,4360,153,11213,516,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,15573,669,0,0,15573,669,15573,669
"560",1988,23,"ME",1,"Maine",1219944,1221,35,15,1,0,0,5,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1241,36,1241,36,0,0,1241,36
"561",1988,24,"MD",3,"Maryland",4727298,3701,160,10031,352,0,0,7,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,21,2,13760,516,0,0,13760,516,13760,516
"562",1988,25,"MA",1,"Massachusetts",6015479,3602,268,2215,110,972,86,9,1,NA,NA,NA,NA,22,0,NA,NA,NA,NA,462,68,6310,447,5338,361,0,0,6310,447
"563",1988,26,"MI",2,"Michigan",9253290,10787,431,14939,875,335,21,101,3,NA,NA,NA,NA,12,0,NA,NA,NA,NA,440,24,26279,1333,25944,1312,0,0,26279,1333
"564",1988,27,"MN",2,"Minnesota",4338045,1664,68,707,50,74,1,207,9,NA,NA,NA,NA,3,0,NA,NA,NA,NA,90,1,2671,128,2594,127,3,0,2671,128
"565",1988,28,"MS",3,"Mississippi",2574273,2095,112,4898,242,16,0,10,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,20,0,7030,354,6994,354,20,0,7030,354
"566",1988,29,"MO",2,"Missouri",5095819,6154,336,5369,292,85,5,16,1,NA,NA,NA,NA,6,1,NA,NA,NA,NA,1,0,11546,630,11461,625,0,0,11546,630
"567",1988,30,"MT",4,"Montana",799642,964,42,17,0,46,3,230,16,NA,NA,NA,NA,1,0,NA,NA,NA,NA,2,0,1214,58,1166,55,2,0,1214,58
"568",1988,31,"NE",2,"Nebraska",1574881,1396,52,593,38,68,1,62,7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,0,2059,97,1991,96,0,0,2059,97
"569",1988,32,"NV",4,"Nevada",1137369,2624,197,1421,118,372,18,59,3,NA,NA,NA,NA,36,5,NA,NA,NA,NA,399,19,4539,342,4167,324,0,0,4539,342
"570",1988,33,"NH",1,"New Hampshire",1104523,962,22,32,2,32,2,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,995,24,963,22,0,0,995,24
"571",1988,34,"NJ",1,"New Jersey",7726086,5587,224,9393,412,2454,74,4,0,NA,NA,NA,NA,8,0,NA,NA,NA,NA,1240,68,16232,704,13144,581,634,49,16232,704
"572",1988,35,"NM",4,"New Mexico",1503892,2310,131,284,13,1475,80,77,6,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,0,2675,150,1200,70,0,0,2675,150
"573",1988,36,"NY",1,"New York",17983088,21121,923,21495,825,12982,604,80,5,NA,NA,NA,NA,104,7,NA,NA,NA,NA,0,0,42800,1760,29818,1156,0,0,42800,1760
"574",1988,37,"NC",3,"North Carolina",6565467,6487,333,9256,424,0,0,409,20,NA,NA,NA,NA,8,2,NA,NA,NA,NA,135,4,16295,783,0,0,16295,783,16295,783
"575",1988,38,"ND",2,"North Dakota",646341,376,6,7,0,5,0,74,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,458,8,453,8,0,0,458,8
"576",1988,39,"OH",2,"Ohio",10829211,12689,637,12196,940,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,24885,1577,0,0,24885,1577,24885,1577
"577",1988,40,"OK",3,"Oklahoma",3150299,5791,385,3003,284,282,13,583,43,NA,NA,NA,NA,0,1,NA,NA,NA,NA,340,18,9717,731,9377,713,58,5,9717,731
"578",1988,41,"OR",4,"Oregon",2790568,4485,255,703,62,302,10,122,17,NA,NA,NA,NA,12,1,NA,NA,NA,NA,322,12,5644,347,5342,337,0,0,5644,347
"579",1988,42,"PA",1,"Pennsylvania",11866008,7318,306,9785,459,0,0,10,1,NA,NA,NA,NA,15,0,NA,NA,NA,NA,5,1,17133,767,0,0,17133,767,17133,767
"580",1988,44,"RI",1,"Rhode Island",1000665,1153,61,619,62,216,11,4,1,NA,NA,NA,NA,6,0,NA,NA,NA,NA,0,0,1782,124,1566,113,0,0,1782,124
"581",1988,45,"SC",3,"South Carolina",3456770,4918,307,8131,489,28,2,7,1,NA,NA,NA,NA,2,0,NA,NA,NA,NA,31,2,13089,799,11709,769,1352,28,13089,799
"582",1988,46,"SD",2,"South Dakota",696691,710,23,28,3,10,1,236,20,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,974,46,964,45,0,0,974,46
"583",1988,47,"TN",3,"Tennessee",4854461,4134,241,2972,156,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,5,7330,402,0,0,7330,402,7330,402
"584",1988,48,"TX",3,"Texas",16806734,13192,690,16956,722,8551,231,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8640,234,38789,1648,30238,1417,0,0,38789,1648
"585",1988,49,"UT",4,"Utah",1705867,1619,74,167,7,280,15,32,6,NA,NA,NA,NA,21,1,NA,NA,NA,NA,33,1,1872,89,1559,73,33,1,1872,89
"586",1988,50,"VT",1,"Vermont",557699,792,28,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,28,0,0,792,28,792,28
"587",1988,51,"VA",3,"Virginia",6120232,5302,241,8239,341,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,6,13596,588,0,0,13596,588,13596,588
"588",1988,53,"WA",4,"Washington",4746321,3529,168,1225,57,490,9,206,5,NA,NA,NA,NA,67,6,NA,NA,NA,NA,540,13,5567,249,5077,240,0,0,5567,249
"589",1988,54,"WV",3,"West Virginia",1806552,1188,50,199,16,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,1389,66,1388,66,0,0,1389,66
"590",1988,55,"WI",2,"Wisconsin",4856575,3637,148,2244,119,357,9,133,7,NA,NA,NA,NA,9,0,NA,NA,NA,NA,48,8,6071,282,5646,270,68,3,6071,282
"591",1988,56,"WY",4,"Wyoming",458377,698,45,52,11,82,5,46,4,NA,NA,NA,NA,2,0,NA,NA,NA,NA,82,5,880,65,798,60,0,0,880,65
"592",1988,60,"ST",7,"State prison total",NA,261068,14297,260564,13582,60646,2848,4200,278,NA,NA,NA,NA,1662,122,NA,NA,0,0,20816,1083,548310,29362,285939,15709,201725,10805,548310,29362
"593",1988,70,"US",5,"US prison total (state+federal)",NA,292534,16178,274570,14892,72784,3616,5040,310,NA,NA,NA,NA,2036,141,NA,NA,0,0,20816,1083,594996,32604,320487,18183,201725,10805,594996,32604
"594",1988,99,"FE",6,"Federal BOP",NA,31466,1881,14006,1310,12138,768,840,32,NA,NA,NA,NA,374,19,NA,NA,NA,NA,0,0,46686,3242,34548,2474,0,0,46686,3242
"595",1989,1,"AL",3,"Alabama",4040587,4998,326,8056,519,1,0,4,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,0,13062,845,13061,845,0,0,13062,845
"596",1989,2,"AK",4,"Alaska",550043,1420,88,310,19,65,4,827,51,NA,NA,NA,NA,26,3,NA,NA,NA,NA,0,0,2583,161,2518,157,0,0,2583,161
"597",1989,4,"AZ",4,"Arizona",3665228,10036,580,2033,164,3207,141,387,34,NA,NA,NA,NA,12,1,NA,NA,NA,NA,3,1,12471,780,9264,639,0,0,12471,780
"598",1989,5,"AR",3,"Arkansas",2350725,2877,183,3126,187,33,1,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,33,2,6036,373,5923,370,80,2,6036,373
"599",1989,6,"CA",4,"California",29760021,47496,3401,30066,2175,23137,1356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735,424,81297,6000,0,0,58160,4644,81297,6000
"600",1989,8,"CO",4,"Colorado",3294394,4779,249,1492,120,1687,63,66,3,NA,NA,NA,NA,18,4,NA,NA,NA,NA,158,19,6513,395,4703,317,123,15,6513,395
"601",1989,9,"CT",1,"Connecticut",3287116,2447,214,4172,286,2020,145,7,1,NA,NA,NA,NA,8,1,NA,NA,NA,NA,2020,145,8654,647,6634,502,0,0,8654,647
"602",1989,10,"DE",3,"Delaware",666168,1141,69,2045,153,116,7,2,0,NA,NA,NA,NA,3,1,NA,NA,NA,NA,43,1,3234,224,3041,215,77,2,3234,224
"603",1989,11,"DC",3,"District of Columbia",606900,120,32,9320,552,11,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,11,4,9451,588,0,0,9440,587,9451,588
"604",1989,12,"FL",3,"Florida",12937926,15883,1026,20750,1520,2842,56,11,0,NA,NA,NA,NA,11,5,NA,NA,NA,NA,793,0,37448,2551,34606,2495,0,0,37448,2551
"605",1989,13,"GA",3,"Georgia",6478216,6696,414,13001,693,209,6,13,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,64,2,19775,1110,0,0,19566,1104,19775,1110
"606",1989,15,"HI",4,"Hawaii",1108229,599,66,137,10,69,6,14,4,NA,NA,NA,NA,1232,76,NA,NA,NA,NA,305,27,2287,183,2190,173,28,4,2287,183
"607",1989,16,"ID",4,"Idaho",1006749,1559,100,24,2,168,11,87,6,NA,NA,NA,NA,10,0,NA,NA,NA,NA,58,4,1738,112,1481,95,89,6,1738,112
"608",1989,17,"IL",2,"Illinois",11430602,7176,353,14276,605,2131,47,18,9,NA,NA,NA,NA,13,3,NA,NA,NA,NA,2210,49,23693,1019,21483,970,79,2,23693,1019
"609",1989,18,"IN",2,"Indiana",5544159,7206,406,4488,216,188,10,23,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,0,11717,624,11529,614,0,0,11717,624
"610",1989,19,"IA",2,"Iowa",2776755,2589,133,735,42,65,1,40,2,NA,NA,NA,NA,6,0,NA,NA,NA,NA,35,2,3405,179,3131,148,209,30,3405,179
"611",1989,20,"KS",2,"Kansas",2477574,3258,138,1757,99,267,7,67,2,NA,NA,NA,NA,21,0,NA,NA,NA,NA,267,7,5370,246,5103,239,0,0,5370,246
"612",1989,21,"KY",3,"Kentucky",3685296,5485,277,2356,170,0,0,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,7842,447,0,0,7842,447,7842,447
"613",1989,22,"LA",3,"Louisiana",4219973,4637,160,11922,538,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,16559,698,0,0,16559,698,16559,698
"614",1989,23,"ME",1,"Maine",1227928,1378,45,16,1,6,0,15,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1409,46,1403,46,0,0,1409,46
"615",1989,24,"MD",3,"Maryland",4781468,4087,189,11674,537,0,0,5,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,20,0,15786,728,0,0,15786,728,15786,728
"616",1989,25,"MA",1,"Massachusetts",6016425,3819,272,2657,113,1201,121,10,2,NA,NA,NA,NA,34,0,NA,NA,NA,NA,506,111,7026,498,5825,377,0,0,7026,498
"617",1989,26,"MI",2,"Michigan",9295297,12147,522,17290,1029,378,27,107,5,NA,NA,NA,NA,16,0,NA,NA,NA,NA,493,30,30053,1586,29675,1559,0,0,30053,1586
"618",1989,27,"MN",2,"Minnesota",4375099,1820,89,795,59,79,1,236,10,NA,NA,NA,NA,3,0,NA,NA,NA,NA,90,1,2944,159,2865,158,0,0,2944,159
"619",1989,28,"MS",3,"Mississippi",2573216,2252,141,5221,260,27,1,10,0,NA,NA,NA,NA,9,1,NA,NA,NA,NA,17,0,7509,402,7465,401,17,0,7509,402
"620",1989,29,"MO",2,"Missouri",5117073,7039,394,6129,324,121,9,26,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,2,0,13203,718,13075,709,7,0,13203,718
"621",1989,30,"MT",4,"Montana",799065,1011,48,24,1,38,3,228,14,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,0,1264,64,1226,61,0,0,1264,64
"622",1989,31,"NE",2,"Nebraska",1578385,1454,73,711,58,106,2,74,9,NA,NA,NA,NA,0,0,NA,NA,NA,NA,11,3,2250,143,2144,140,0,1,2250,143
"623",1989,32,"NV",4,"Nevada",1201833,2491,246,1351,159,678,18,47,5,NA,NA,NA,NA,37,8,NA,NA,NA,NA,748,20,4674,438,3961,418,35,2,4674,438
"624",1989,33,"NH",1,"New Hampshire",1109252,1079,37,46,1,41,3,0,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,0,1128,38,1087,35,0,0,1128,38
"625",1989,34,"NJ",1,"New Jersey",7730188,6274,261,11448,531,3021,152,6,0,NA,NA,NA,NA,13,0,NA,NA,NA,NA,812,94,18553,886,15301,696,231,38,18553,886
"626",1989,35,"NM",4,"New Mexico",1515069,2351,136,312,16,1490,71,100,6,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,6,2768,164,1278,87,0,6,2768,164
"627",1989,36,"NY",1,"New York",17990455,24102,1266,24112,1137,15618,922,125,12,NA,NA,NA,NA,118,6,NA,NA,NA,NA,305,44,48762,2465,32839,1499,305,44,48762,2465
"628",1989,37,"NC",3,"North Carolina",6628637,6366,355,9673,456,0,0,390,26,NA,NA,NA,NA,11,2,NA,NA,NA,NA,171,4,16611,843,0,0,16611,843,16611,843
"629",1989,38,"ND",2,"North Dakota",638800,359,19,4,0,12,0,66,2,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,430,21,418,21,0,0,430,21
"630",1989,39,"OH",2,"Ohio",10847115,13986,778,14557,1217,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,28543,1995,0,0,28543,1995,28543,1995
"631",1989,40,"OK",3,"Oklahoma",3145585,6230,512,3457,404,254,11,645,46,NA,NA,NA,NA,0,0,NA,NA,NA,NA,301,13,10633,975,10332,962,47,2,10633,975
"632",1989,41,"OR",4,"Oregon",2842321,4903,321,872,80,369,5,133,22,NA,NA,NA,NA,17,1,NA,NA,NA,NA,389,6,6314,430,5945,425,0,0,6314,430
"633",1989,42,"PA",1,"Pennsylvania",11881643,8507,390,10975,550,379,20,13,1,NA,NA,NA,NA,15,0,NA,NA,NA,NA,15,3,19525,944,1253,3,17893,921,19525,944
"634",1989,44,"RI",1,"Rhode Island",1003464,1501,122,761,82,318,28,4,1,NA,NA,NA,NA,8,0,NA,NA,NA,NA,0,0,2274,205,1956,177,0,0,2274,205
"635",1989,45,"SC",3,"South Carolina",3486703,5386,303,9361,625,32,1,9,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,33,1,14791,929,13554,903,1205,25,14791,929
"636",1989,46,"SD",2,"South Dakota",696004,847,51,32,2,9,1,290,30,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1169,83,1160,82,0,0,1169,83
"637",1989,47,"TN",3,"Tennessee",4877185,5365,289,4364,155,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,27,10159,471,0,0,10159,471,10159,471
"638",1989,48,"TX",3,"Texas",16986510,13383,837,19366,948,9088,279,1,3,NA,NA,NA,NA,115,2,NA,NA,NA,NA,9088,279,41953,2069,32865,1790,0,0,41953,2069
"639",1989,49,"UT",4,"Utah",1722850,1964,91,196,12,374,24,50,4,NA,NA,NA,NA,25,1,NA,NA,NA,NA,50,1,2285,109,1861,84,50,1,2285,109
"640",1989,50,"VT",1,"Vermont",562758,869,36,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,36,0,0,869,36,869,36
"641",1989,51,"VA",3,"Virginia",6187358,5848,264,9739,523,57,2,6,0,NA,NA,NA,NA,18,4,NA,NA,NA,NA,72,3,15683,794,0,0,15626,792,15683,794
"642",1989,53,"WA",4,"Washington",4866692,4211,228,1315,62,708,13,232,18,NA,NA,NA,NA,61,5,NA,NA,NA,NA,778,18,6597,331,870,27,5019,291,6597,331
"643",1989,54,"WV",3,"West Virginia",1793477,1250,63,211,10,2,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,1463,73,1461,73,0,0,1463,73
"644",1989,55,"WI",2,"Wisconsin",4891769,3837,152,2501,145,384,7,145,3,NA,NA,NA,NA,2,3,NA,NA,NA,NA,0,0,6485,303,6101,296,0,0,6485,303
"645",1989,56,"WY",4,"Wyoming",453588,736,68,51,6,97,5,48,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,97,5,933,83,836,78,0,0,933,83
"646",1989,60,"ST",7,"State prison total",NA,287254,16813,299287,17573,71103,3588,4589,340,NA,NA,NA,NA,1887,129,NA,NA,0,0,24164,1356,617181,36211,321423,18886,224655,13737,617181,36211
"647",1989,70,"US",5,"US prison total (state+federal)",NA,324124,19426,315683,19269,85798,4585,5598,396,NA,NA,NA,NA,2316,164,NA,NA,0,0,24196,1391,671917,40646,361432,22289,224687,13772,671917,40646
"648",1989,99,"FE",6,"Federal BOP",NA,36870,2613,16396,1696,14695,997,1009,56,NA,NA,NA,NA,429,35,NA,NA,NA,NA,32,35,54736,4435,40009,3403,32,35,54736,4435
"649",1990,1,"AL",3,"Alabama",4048526,5421,326,9282,519,1,0,4,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,0,14710,845,14709,955,0,0,14710,955
"650",1990,2,"AK",4,"Alaska",553120,1390,88,288,19,64,3,791,51,NA,NA,NA,NA,25,3,NA,NA,NA,NA,0,0,2494,161,2430,125,0,0,2494,128
"651",1990,4,"AZ",4,"Arizona",3679056,10702,580,2283,164,3656,163,430,34,NA,NA,NA,NA,10,1,NA,NA,NA,NA,1,1,13426,780,9770,672,0,0,13426,835
"652",1990,5,"AR",3,"Arkansas",2354343,3396,183,2948,187,36,2,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,36,2,6381,373,6345,383,0,0,6381,385
"653",1990,6,"CA",4,"California",29950111,54409,3401,32190,2175,27716,1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4208,424,90807,6000,58883,4593,4208,413,90807,6502
"654",1990,8,"CO",4,"Colorado",3303862,4807,249,1525,120,1717,74,62,3,NA,NA,NA,NA,16,4,NA,NA,NA,NA,176,19,6586,395,4739,346,130,12,6586,432
"655",1990,9,"CT",1,"Connecticut",3289056,2586,214,4818,286,2385,157,7,1,NA,NA,NA,NA,20,1,NA,NA,NA,NA,2386,145,9817,647,7431,526,1,0,9817,683
