"","YEAR","STATEID","STATE","REGION","state_name","Population","ADCRNEWM","ADCRNEWF","ADCRNOM","ADCRNOF","ADTRANSM","ADTRANSF","ADAWOLM","ADAWOLF","ADESCAPM","ADESCAPF","ADAWESM","ADAWESF","ADRETM","ADRETF","ADOTHM","ADOTHF","ADTOTM","ADTOTF"
"547",1988,9,"CT",1,"Connecticut",3283409,6,0,784,57,3,0,NA,NA,NA,NA,149,10,5,0,0,0,4352,364
"548",1988,10,"DE",3,"Delaware",658233,NA,NA,NA,NA,0,0,NA,NA,NA,NA,116,10,0,0,52,8,967,74
"549",1988,11,"DC",3,"District of Columbia",624165,239,NA,68,NA,816,34,NA,NA,NA,NA,953,19,NA,NA,0,0,5227,251
"550",1988,12,"FL",3,"Florida",12637709,27,4,223,21,97,5,NA,NA,NA,NA,1425,76,NA,NA,167,24,33571,3085
"551",1988,13,"GA",3,"Georgia",6411085,NA,NA,NA,NA,5,0,NA,NA,NA,NA,145,28,NA,NA,0,0,9866,769
"552",1988,15,"HI",4,"Hawaii",1094584,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,1,NA,NA,0,0,449,39
"553",1988,16,"ID",4,"Idaho",994426,20,1,62,4,2,0,NA,NA,NA,NA,3,NA,50,3,12,1,1003,56
"554",1988,17,"IL",2,"Illinois",11409785,1231,57,843,30,NA,NA,NA,NA,NA,NA,50,16,39,2,0,0,10238,714
"555",1988,18,"IN",2,"Indiana",5523684,252,20,NA,NA,0,0,NA,NA,NA,NA,61,12,NA,NA,0,0,4822,365
"556",1988,19,"IA",2,"Iowa",2770585,10,0,185,10,69,3,NA,NA,NA,NA,198,7,9,0,71,6,2543,213
"557",1988,20,"KS",2,"Kansas",2472847,89,3,270,13,26,2,NA,NA,NA,NA,49,NA,NA,NA,0,0,2725,241
"558",1988,21,"KY",3,"Kentucky",3677312,12,0,40,5,0,1,NA,NA,NA,NA,84,6,NA,NA,20,2,3654,339
"559",1988,22,"LA",3,"Louisiana",4252906,169,9,241,5,6,0,NA,NA,NA,NA,44,1,0,0,0,0,5329,333
"560",1988,23,"ME",1,"Maine",1219944,8,0,73,1,3,1,NA,NA,NA,NA,7,NA,5,0,14,2,607,24
"561",1988,24,"MD",3,"Maryland",4727298,1,0,11,0,14,1,NA,NA,NA,NA,82,3,NA,NA,22,0,5283,352
"562",1988,25,"MA",1,"Massachusetts",6015479,NA,NA,NA,NA,898,7,NA,NA,NA,NA,143,5,NA,NA,0,0,4103,264
"563",1988,26,"MI",2,"Michigan",9253290,0,0,0,0,118,4,NA,NA,NA,NA,544,37,544,2,0,0,10621,637
"564",1988,27,"MN",2,"Minnesota",4338045,NA,NA,NA,NA,0,0,NA,NA,NA,NA,29,8,0,0,0,0,2031,166
"565",1988,28,"MS",3,"Mississippi",2574273,1,0,2,0,6,1,NA,NA,NA,NA,63,NA,NA,NA,256,31,2940,236
"566",1988,29,"MO",2,"Missouri",5095819,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,346,125,6196,509
"567",1988,30,"MT",4,"Montana",799642,NA,0,139,0,6,0,NA,NA,NA,NA,22,7,0,0,0,0,516,52
"568",1988,31,"NE",2,"Nebraska",1574881,0,0,0,0,0,10,NA,NA,NA,NA,26,NA,NA,1,0,1,976,102
"569",1988,32,"NV",4,"Nevada",1137369,0,0,0,0,0,0,NA,NA,NA,NA,29,7,NA,NA,0,0,2284,257
"570",1988,33,"NH",1,"New Hampshire",1104523,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,0,NA,NA,0,0,495,17
"571",1988,34,"NJ",1,"New Jersey",7726086,NA,NA,110,14,NA,NA,NA,NA,NA,NA,120,9,17,7,256,66,7190,517
"572",1988,35,"NM",4,"New Mexico",1503892,69,9,0,0,5,0,NA,NA,NA,NA,27,4,1,0,333,33,1909,151
"573",1988,36,"NY",1,"New York",17983088,NA,NA,526,13,950,31,NA,NA,NA,NA,389,12,65,7,16,1,22450,1177
"574",1988,37,"NC",3,"North Carolina",6565467,NA,NA,NA,NA,0,0,NA,NA,NA,NA,459,10,0,0,0,0,11775,826
"575",1988,38,"ND",2,"North Dakota",646341,0,0,26,0,0,0,NA,NA,NA,NA,1,NA,2,0,0,0,295,10
"576",1988,39,"OH",2,"Ohio",10829211,NA,NA,283,66,169,6,NA,NA,NA,NA,23,2,9,2,0,0,12572,1406
"577",1988,40,"OK",3,"Oklahoma",3150299,NA,NA,NA,NA,5,1,NA,NA,NA,NA,317,39,NA,1,4,1,5507,523
"578",1988,41,"OR",4,"Oregon",2790568,0,0,0,0,NA,NA,NA,NA,NA,NA,1110,246,0,0,1,0,4889,585
"579",1988,42,"PA",1,"Pennsylvania",11866008,0,0,0,0,317,10,NA,NA,NA,NA,42,0,17,1,0,0,6675,424
"580",1988,44,"RI",1,"Rhode Island",1000665,46,6,26,1,9,0,NA,NA,NA,NA,27,6,7,0,1,0,635,38
"581",1988,45,"SC",3,"South Carolina",3456770,264,12,395,25,NA,NA,NA,NA,NA,NA,161,7,14,1,0,0,5357,473
"582",1988,46,"SD",2,"South Dakota",696691,3,0,18,2,0,0,NA,NA,NA,NA,8,0,1,1,0,0,602,51
"583",1988,47,"TN",3,"Tennessee",4854461,NA,NA,NA,NA,0,0,NA,NA,NA,NA,132,8,0,0,0,0,2052,270
"584",1988,48,"TX",3,"Texas",16806734,4403,272,NA,NA,0,0,NA,NA,NA,NA,282,11,NA,NA,0,0,32148,2591
"585",1988,49,"UT",4,"Utah",1705867,0,0,0,0,0,0,NA,NA,NA,NA,31,1,1,0,0,0,1005,88
"586",1988,50,"VT",1,"Vermont",557699,NA,NA,NA,NA,0,0,NA,NA,NA,NA,35,0,NA,NA,0,0,485,12
"587",1988,51,"VA",3,"Virginia",6120232,86,4,0,0,63,2,NA,NA,NA,NA,80,2,NA,NA,69,6,6496,595
"588",1988,53,"WA",4,"Washington",4746321,0,0,0,0,0,0,NA,NA,NA,NA,231,25,13,1,0,0,3011,222
"589",1988,54,"WV",3,"West Virginia",1806552,NA,0,0,0,0,0,NA,NA,NA,NA,58,2,NA,0,0,0,667,39
"590",1988,55,"WI",2,"Wisconsin",4856575,160,4,348,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2602,173
"591",1988,56,"WY",4,"Wyoming",458377,0,0,0,0,7,14,NA,NA,NA,NA,10,NA,0,0,0,0,332,35
"592",1988,60,"ST",7,"State prison total",NA,15130,903,36894,2667,3680,140,0,0,0,0,8926,736,889,39,1872,308,333993,26517
"593",1988,70,"US",5,"US prison total (state+federal)",NA,15130,903,37061,2673,3927,157,0,0,0,0,9186,748,909,39,1872,308,351539,28203
"594",1988,99,"FE",6,"Federal BOP",NA,0,0,167,6,247,17,NA,NA,NA,NA,260,12,20,0,0,0,17546,1686
"595",1989,1,"AL",3,"Alabama",4040587,NA,NA,NA,NA,47,4,NA,NA,NA,NA,202,38,105,16,48,4,6130,671
"596",1989,2,"AK",4,"Alaska",550043,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,0,0,0,0,0,986,79
"597",1989,4,"AZ",4,"Arizona",3665228,13,4,314,21,5,0,NA,NA,NA,NA,100,1,2,0,0,0,5651,510
"598",1989,5,"AR",3,"Arkansas",2350725,25,3,67,4,2,0,NA,NA,NA,NA,23,1,3,8,0,0,3293,250
"599",1989,6,"CA",4,"California",29760021,10341,699,37378,2922,NA,NA,NA,NA,NA,NA,677,86,NA,NA,297,0,79989,7066
"600",1989,8,"CO",4,"Colorado",3294394,0,0,0,0,5,0,NA,NA,NA,NA,227,13,0,0,0,0,3222,276
"601",1989,9,"CT",1,"Connecticut",3287116,84,6,2797,253,1,0,NA,NA,NA,NA,419,31,6,0,0,0,9009,693
"602",1989,10,"DE",3,"Delaware",666168,42,10,NA,NA,0,0,NA,NA,NA,NA,31,3,0,0,120,6,1020,89
"603",1989,11,"DC",3,"District of Columbia",606900,248,NA,70,NA,805,35,NA,NA,NA,NA,1114,22,NA,NA,0,0,5271,267
"604",1989,12,"FL",3,"Florida",12937926,163,18,231,24,45,2,NA,NA,NA,NA,1270,88,NA,NA,870,99,41377,4234
"605",1989,13,"GA",3,"Georgia",6478216,NA,NA,NA,NA,5,0,NA,NA,NA,NA,102,16,NA,NA,0,0,13970,1100
"606",1989,15,"HI",4,"Hawaii",1108229,19,1,10,5,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,426,29
"607",1989,16,"ID",4,"Idaho",1006749,36,3,93,13,33,0,NA,NA,NA,NA,11,1,5,0,6,0,1097,106
"608",1989,17,"IL",2,"Illinois",11430602,1548,46,2034,65,NA,NA,NA,NA,NA,NA,68,34,37,3,0,0,13740,827
"609",1989,18,"IN",2,"Indiana",5544159,321,25,NA,NA,0,0,NA,NA,NA,NA,52,7,NA,NA,0,0,4863,441
"610",1989,19,"IA",2,"Iowa",2776755,25,1,141,11,68,5,NA,NA,NA,NA,169,7,11,0,86,3,2825,242
"611",1989,20,"KS",2,"Kansas",2477574,82,5,194,16,0,0,NA,NA,NA,NA,68,2,NA,NA,26,0,3043,303
"612",1989,21,"KY",3,"Kentucky",3685296,14,1,62,8,0,2,NA,NA,NA,NA,105,7,NA,NA,24,3,4068,397
"613",1989,22,"LA",3,"Louisiana",4219973,224,8,338,9,2,0,NA,NA,NA,NA,61,1,0,0,702,77,6294,425
"614",1989,23,"ME",1,"Maine",1227928,0,0,196,7,3,1,NA,NA,NA,NA,6,0,0,0,3,0,924,41
"615",1989,24,"MD",3,"Maryland",4781468,0,0,3,0,20,2,NA,NA,NA,NA,85,5,NA,NA,0,0,6905,496
"616",1989,25,"MA",1,"Massachusetts",6016425,NA,NA,NA,NA,928,7,NA,NA,NA,NA,116,8,NA,NA,0,0,4644,358
"617",1989,26,"MI",2,"Michigan",9295297,0,0,0,0,78,6,NA,NA,NA,NA,598,40,465,0,0,0,12567,838
"618",1989,27,"MN",2,"Minnesota",4375099,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7,2,0,0,0,0,2199,194
"619",1989,28,"MS",3,"Mississippi",2573216,1,1,1,1,11,0,NA,NA,NA,NA,60,1,NA,NA,169,23,3367,259
"620",1989,29,"MO",2,"Missouri",5117073,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,398,121,8124,603
"621",1989,30,"MT",4,"Montana",799065,24,1,144,16,5,0,NA,NA,NA,NA,22,2,0,0,0,0,581,51
"622",1989,31,"NE",2,"Nebraska",1578385,0,0,0,0,0,0,NA,NA,NA,NA,24,4,0,0,0,0,1154,105
"623",1989,32,"NV",4,"Nevada",1201833,0,0,0,0,0,0,NA,NA,NA,NA,28,6,NA,NA,0,0,2717,340
"624",1989,33,"NH",1,"New Hampshire",1109252,NA,NA,NA,NA,0,0,NA,NA,NA,NA,9,1,NA,NA,0,0,546,31
"625",1989,34,"NJ",1,"New Jersey",7730188,NA,NA,145,18,NA,NA,NA,NA,NA,NA,91,4,2,13,485,71,9037,659
"626",1989,35,"NM",4,"New Mexico",1515069,0,0,35,0,17,1,NA,NA,NA,NA,25,2,0,0,0,0,1876,150
"627",1989,36,"NY",1,"New York",17990455,NA,NA,437,10,995,35,NA,NA,NA,NA,497,3,72,4,30,1,26600,1898
"628",1989,37,"NC",3,"North Carolina",6628637,NA,NA,NA,NA,0,0,NA,NA,NA,NA,386,16,0,0,44,8,14465,1244
"629",1989,38,"ND",2,"North Dakota",638800,0,0,31,4,0,0,NA,NA,NA,NA,1,0,0,0,0,0,307,30
"630",1989,39,"OH",2,"Ohio",10847115,NA,NA,451,71,233,1,NA,NA,NA,NA,11,0,14,3,0,0,16378,1947
"631",1989,40,"OK",3,"Oklahoma",3145585,NA,NA,NA,NA,2,0,NA,NA,NA,NA,370,42,0,0,0,0,6112,885
"632",1989,41,"OR",4,"Oregon",2842321,0,0,0,0,NA,NA,NA,NA,NA,NA,910,214,0,0,0,0,5180,649
"633",1989,42,"PA",1,"Pennsylvania",11881643,0,0,0,0,255,12,NA,NA,NA,NA,68,4,31,3,0,0,8217,596
"634",1989,44,"RI",1,"Rhode Island",1003464,19,1,20,1,7,1,NA,NA,NA,NA,56,1,5,0,2,0,764,36
"635",1989,45,"SC",3,"South Carolina",3486703,327,17,471,27,NA,NA,NA,NA,NA,NA,136,3,16,3,0,0,6126,525
"636",1989,46,"SD",2,"South Dakota",696004,3,0,0,0,0,0,NA,NA,NA,NA,5,0,3,0,0,0,738,75
"637",1989,47,"TN",3,"Tennessee",4877185,NA,NA,NA,NA,0,0,NA,NA,NA,NA,139,6,0,0,0,0,4331,377
"638",1989,48,"TX",3,"Texas",16986510,3407,213,NA,NA,0,0,NA,NA,NA,NA,226,4,NA,NA,0,0,33949,2979
"639",1989,49,"UT",4,"Utah",1722850,0,0,0,0,0,0,NA,NA,NA,NA,38,6,8,0,0,0,1292,100
"640",1989,50,"VT",1,"Vermont",562758,NA,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,NA,0,0,499,17
"641",1989,51,"VA",3,"Virginia",6187358,86,4,18,0,0,0,NA,NA,NA,NA,45,5,NA,NA,877,69,8501,689
"642",1989,53,"WA",4,"Washington",4866692,0,0,0,0,0,0,NA,NA,NA,NA,171,28,9,3,0,0,3871,284
"643",1989,54,"WV",3,"West Virginia",1793477,NA,0,0,0,0,0,NA,NA,NA,NA,62,12,NA,NA,0,0,845,80
"644",1989,55,"WI",2,"Wisconsin",4891769,133,4,355,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3061,193
"645",1989,56,"WY",4,"Wyoming",453588,0,0,0,0,5,15,NA,NA,NA,NA,8,0,2,0,0,0,359,63
"646",1989,60,"ST",7,"State prison total",NA,17185,1071,46036,3513,3579,129,0,0,0,0,8925,777,796,56,4188,485,402510,34797
"647",1989,70,"US",5,"US prison total (state+federal)",NA,17403,1081,46036,3513,3579,129,0,0,0,0,8925,777,796,56,7580,585,423840,36958
"648",1989,99,"FE",6,"Federal BOP",NA,218,10,0,0,0,0,NA,NA,NA,NA,0,0,0,0,3392,100,21330,2161
"649",1990,1,"AL",3,"Alabama",4048526,NA,NA,NA,NA,48,3,NA,NA,NA,NA,187,22,127,18,52,2,6781,510
"650",1990,2,"AK",4,"Alaska",553120,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1264,125
"651",1990,4,"AZ",4,"Arizona",3679056,0,0,344,50,32,2,NA,NA,NA,NA,89,16,0,0,0,0,6086,571
"652",1990,5,"AR",3,"Arkansas",2354343,36,2,43,8,5,1,NA,NA,NA,NA,12,0,0,0,0,0,3877,396
"653",1990,6,"CA",4,"California",29950111,13294,880,37736,3123,428,19,NA,NA,NA,NA,607,58,NA,NA,93,29,88039,7723
"654",1990,8,"CO",4,"Colorado",3303862,0,0,2,0,3,0,NA,NA,NA,NA,391,44,0,0,0,0,3147,292
"655",1990,9,"CT",1,"Connecticut",3289056,187,29,4340,320,2,0,NA,NA,NA,NA,613,57,10,0,0,0,11254,853
"656",1990,10,"DE",3,"Delaware",669063,41,0,NA,NA,0,0,NA,NA,NA,NA,57,9,0,0,104,7,983,91
"657",1990,11,"DC",3,"District of Columbia",603814,241,NA,62,0,787,34,NA,NA,NA,NA,1746,34,NA,NA,0,0,5848,258
"658",1990,12,"FL",3,"Florida",13018365,345,32,1318,202,29,2,NA,NA,NA,NA,703,46,NA,NA,324,67,39351,4218
"659",1990,13,"GA",3,"Georgia",6506531,NA,NA,NA,NA,2,1,NA,NA,NA,NA,86,10,NA,NA,0,0,15730,1425
"660",1990,15,"HI",4,"Hawaii",1112703,14,1,37,4,0,0,NA,NA,NA,NA,7,0,NA,NA,0,0,749,77
"661",1990,16,"ID",4,"Idaho",1011882,46,5,65,8,8,0,NA,NA,NA,NA,4,0,0,0,5,0,1013,116
"662",1990,17,"IL",2,"Illinois",11446979,1716,81,2701,116,NA,NA,NA,NA,NA,NA,155,16,33,3,0,0,17188,1121
"663",1990,18,"IN",2,"Indiana",5555097,243,32,NA,NA,0,0,NA,NA,NA,NA,20,1,0,NA,0,0,4783,465
"664",1990,19,"IA",2,"Iowa",2779769,38,1,274,14,56,3,NA,NA,NA,NA,180,7,20,2,67,14,2826,275
"665",1990,20,"KS",2,"Kansas",2480683,75,12,220,71,0,0,NA,NA,NA,NA,39,2,0,NA,57,3,3269,340
"666",1990,21,"KY",3,"Kentucky",3692584,12,1,68,8,0,0,NA,NA,NA,NA,80,2,NA,NA,32,2,4291,407
"667",1990,22,"LA",3,"Louisiana",4219179,249,10,374,11,2,0,NA,NA,NA,NA,68,0,0,0,780,94,6986,516
"668",1990,23,"ME",1,"Maine",1231296,8,0,169,7,0,0,NA,NA,NA,NA,7,0,0,0,4,3,844,44
"669",1990,24,"MD",3,"Maryland",4797431,0,0,3,0,8,0,NA,NA,NA,NA,124,0,NA,NA,3,1,7592,601
"670",1990,25,"MA",1,"Massachusetts",6018664,NA,NA,NA,NA,963,7,NA,NA,NA,NA,112,5,NA,NA,0,0,4925,386
"671",1990,26,"MI",2,"Michigan",9310462,NA,NA,NA,NA,80,11,NA,NA,NA,NA,798,42,298,0,0,0,12507,855
"672",1990,27,"MN",2,"Minnesota",4387283,NA,NA,NA,NA,0,0,NA,NA,NA,NA,42,1,0,0,0,0,2223,183
"673",1990,28,"MS",3,"Mississippi",2577426,3,0,2,0,3,0,NA,NA,NA,NA,57,0,NA,NA,96,4,3484,301
"674",1990,29,"MO",2,"Missouri",5126370,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,172,105,7506,646
"675",1990,30,"MT",4,"Montana",799824,0,0,0,0,8,0,NA,NA,NA,NA,19,2,2,0,0,0,608,54
"676",1990,31,"NE",2,"Nebraska",1580664,0,0,0,0,0,0,NA,NA,NA,NA,15,3,0,0,0,0,1142,111
"677",1990,32,"NV",4,"Nevada",1218629,0,0,0,0,0,0,NA,NA,NA,NA,33,6,NA,NA,0,0,2818,303
"678",1990,33,"NH",1,"New Hampshire",1111831,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,0,NA,NA,0,0,654,27
"679",1990,34,"NJ",1,"New Jersey",7757158,NA,NA,34,8,NA,NA,NA,NA,NA,NA,108,3,0,0,0,0,9966,668
"680",1990,35,"NM",4,"New Mexico",1519933,0,0,4,4,10,3,NA,NA,NA,NA,14,2,0,0,17,0,1733,181
"681",1990,36,"NY",1,"New York",18002855,NA,NA,472,6,974,42,NA,NA,NA,NA,712,4,81,2,110,2,28244,1935
"682",1990,37,"NC",3,"North Carolina",6656987,NA,NA,NA,NA,0,0,NA,NA,NA,NA,380,14,0,0,28,2,16916,1473
"683",1990,38,"ND",2,"North Dakota",637364,0,0,25,1,0,0,NA,NA,NA,NA,2,0,3,0,0,0,341,23
"684",1990,39,"OH",2,"Ohio",10861837,NA,NA,513,81,184,5,NA,NA,NA,NA,13,0,12,3,0,0,17090,2101
"685",1990,40,"OK",3,"Oklahoma",3147105,NA,NA,NA,NA,1,0,NA,NA,NA,NA,330,32,0,0,0,0,5701,731
"686",1990,41,"OR",4,"Oregon",2858547,28,0,256,0,NA,NA,NA,NA,NA,NA,141,35,0,0,80,26,5455,595
"687",1990,42,"PA",1,"Pennsylvania",11895604,0,0,0,0,248,16,NA,NA,NA,NA,74,4,24,2,0,0,8511,556
"688",1990,44,"RI",1,"Rhode Island",1004649,35,0,57,0,12,0,NA,NA,NA,NA,46,2,4,0,2,0,820,44
"689",1990,45,"SC",3,"South Carolina",3499064,281,25,439,51,NA,NA,NA,NA,NA,NA,108,11,14,5,0,0,6256,583
"690",1990,46,"SD",2,"South Dakota",696667,1,2,21,2,0,0,NA,NA,NA,NA,9,1,0,0,0,0,770,82
"691",1990,47,"TN",3,"Tennessee",4890626,33,4,NA,NA,0,0,NA,NA,NA,NA,105,3,13,1,13,0,4475,358
"692",1990,48,"TX",3,"Texas",17044714,3081,132,NA,NA,1,0,NA,NA,NA,NA,151,4,NA,NA,0,0,42478,3351
"693",1990,49,"UT",4,"Utah",1729722,0,0,0,0,0,0,NA,NA,NA,NA,34,3,9,1,0,0,1363,124
"694",1990,50,"VT",1,"Vermont",564526,NA,NA,NA,NA,7,2,NA,NA,NA,NA,36,1,NA,NA,0,0,654,25
"695",1990,51,"VA",3,"Virginia",6213526,104,5,24,2,0,0,NA,NA,NA,NA,42,4,NA,NA,680,21,9120,961
"696",1990,53,"WA",4,"Washington",4900780,0,1,86,19,0,0,NA,NA,NA,NA,134,17,10,0,0,0,4211,386
"697",1990,54,"WV",3,"West Virginia",1792481,1,0,0,0,0,0,NA,NA,NA,NA,87,0,NA,NA,0,0,832,41
"698",1990,55,"WI",2,"Wisconsin",4902265,141,6,300,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3208,232
"699",1990,56,"WY",4,"Wyoming",453401,0,0,0,0,9,0,NA,NA,NA,NA,10,0,0,0,0,0,429,47
"700",1990,60,"ST",7,"State prison total",NA,20253,1261,49989,4131,3914,151,0,0,0,0,8801,523,660,37,2721,382,436341,37787
"701",1990,70,"US",5,"US prison total (state+federal)",NA,20253,1261,49989,4131,3914,151,0,0,0,0,8801,523,660,37,2721,382,436341,37787
"702",1990,99,"FE",6,"Federal BOP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",1991,1,"AL",3,"Alabama",4091397,282,11,NA,NA,48,3,NA,NA,NA,NA,137,37,149,32,43,4,7197,711
"704",1991,2,"AK",4,"Alaska",569273,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,4,0,0,0,1252,89
"705",1991,4,"AZ",4,"Arizona",3762394,98,2,925,108,36,6,NA,NA,NA,NA,275,46,0,0,0,0,7059,731
"706",1991,5,"AR",3,"Arkansas",2370666,59,5,36,2,6,0,NA,NA,NA,NA,15,0,124,30,0,0,4156,418
"707",1991,6,"CA",4,"California",30414114,14994,1016,38408,3319,367,14,NA,NA,NA,NA,464,30,NA,NA,0,0,89019,7846
"708",1991,8,"CO",4,"Colorado",3367567,0,0,32,2,3,0,NA,NA,NA,NA,335,26,6,0,71,10,3720,317
"709",1991,9,"CT",1,"Connecticut",3288640,159,23,4098,361,0,0,NA,NA,NA,NA,637,76,6,1,0,0,10789,1043
"710",1991,10,"DE",3,"Delaware",680495,15,1,NA,NA,NA,NA,NA,NA,NA,NA,68,16,0,0,266,28,1086,120
"711",1991,11,"DC",3,"District of Columbia",593239,238,NA,61,NA,844,36,NA,NA,NA,NA,2155,42,NA,NA,0,0,6214,261
"712",1991,12,"FL",3,"Florida",13289497,790,68,1625,252,76,2,NA,NA,NA,NA,328,24,NA,NA,871,64,33792,3648
"713",1991,13,"GA",3,"Georgia",6621279,NA,NA,NA,NA,0,0,NA,NA,NA,NA,79,13,NA,NA,0,0,14469,1343
"714",1991,15,"HI",4,"Hawaii",1131412,3,0,367,49,0,0,NA,NA,NA,NA,1,2,0,0,0,0,1544,206
"715",1991,16,"ID",4,"Idaho",1038915,72,2,76,9,11,0,NA,NA,NA,NA,9,0,0,0,1,0,1289,113
"716",1991,17,"IL",2,"Illinois",11535973,2282,94,1551,68,NA,NA,NA,NA,NA,NA,159,21,49,6,0,0,17730,1150
"717",1991,18,"IN",2,"Indiana",5602062,381,28,NA,NA,6,2,NA,NA,NA,NA,5,2,NA,NA,0,0,5437,490
"718",1991,19,"IA",2,"Iowa",2791227,51,4,116,6,65,4,NA,NA,NA,NA,200,8,28,1,62,3,2751,234
"719",1991,20,"KS",2,"Kansas",2495209,49,13,205,40,0,0,NA,NA,NA,NA,44,4,NA,NA,4,2,3204,273
"720",1991,21,"KY",3,"Kentucky",3714686,10,2,90,9,0,0,NA,NA,NA,NA,88,2,NA,NA,16,1,4655,461
"721",1991,22,"LA",3,"Louisiana",4240950,74,8,415,32,0,0,NA,NA,NA,NA,90,10,64,8,772,63,7767,614
"722",1991,23,"ME",1,"Maine",1235439,10,0,192,11,0,0,NA,NA,NA,NA,6,0,5,1,8,2,850,59
"723",1991,24,"MD",3,"Maryland",4856176,0,0,0,0,3,0,NA,NA,NA,NA,127,1,NA,NA,0,0,7991,570
"724",1991,25,"MA",1,"Massachusetts",5998652,NA,NA,NA,NA,1093,20,NA,NA,NA,NA,112,19,NA,NA,0,0,5051,434
"725",1991,26,"MI",2,"Michigan",9395022,0,0,0,0,92,3,NA,NA,NA,NA,706,42,175,0,0,0,12582,871
"726",1991,27,"MN",2,"Minnesota",4427429,NA,NA,NA,NA,0,0,NA,NA,NA,NA,14,3,0,0,0,0,2366,202
"727",1991,28,"MS",3,"Mississippi",2591230,1,0,3,0,0,0,NA,NA,NA,NA,56,0,NA,NA,80,6,3559,351
"728",1991,29,"MO",2,"Missouri",5157770,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,243,68,8084,672
"729",1991,30,"MT",4,"Montana",807837,NA,NA,NA,NA,1,0,NA,NA,NA,NA,31,2,0,0,0,0,600,43
"730",1991,31,"NE",2,"Nebraska",1590805,0,0,0,0,0,0,NA,NA,NA,NA,10,2,NA,NA,0,0,1282,122
"731",1991,32,"NV",4,"Nevada",1285046,0,0,0,0,0,0,NA,NA,NA,NA,42,1,NA,NA,0,0,2844,319
"732",1991,33,"NH",1,"New Hampshire",1107055,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,3,NA,NA,0,0,775,53
"733",1991,34,"NJ",1,"New Jersey",7784269,NA,NA,31,1,NA,NA,NA,NA,NA,NA,297,10,NA,NA,752,0,11402,732
"734",1991,35,"NM",4,"New Mexico",1547115,NA,NA,5,10,13,0,NA,NA,NA,NA,22,1,NA,NA,0,0,1519,113
"735",1991,36,"NY",1,"New York",18029532,NA,NA,213,13,814,39,NA,NA,NA,NA,1238,38,103,5,81,22,27162,2581
"736",1991,37,"NC",3,"North Carolina",6748135,NA,NA,NA,NA,0,0,NA,NA,NA,NA,271,9,0,0,23,17,19789,1907
"737",1991,38,"ND",2,"North Dakota",634199,NA,NA,17,0,0,0,NA,NA,NA,NA,4,0,0,0,0,0,314,26
"738",1991,39,"OH",2,"Ohio",10933683,NA,NA,585,99,246,11,NA,NA,NA,NA,8,0,15,5,0,0,19748,2390
"739",1991,40,"OK",3,"Oklahoma",3166471,NA,NA,NA,NA,2,0,NA,NA,NA,NA,275,19,0,0,0,0,5458,785
"740",1991,41,"OR",4,"Oregon",2918745,0,0,0,0,NA,NA,NA,NA,NA,NA,122,34,0,0,63,26,5623,624
"741",1991,42,"PA",1,"Pennsylvania",11943160,0,0,0,0,249,9,NA,NA,NA,NA,52,2,24,2,1088,60,9018,593
"742",1991,44,"RI",1,"Rhode Island",1003990,57,3,49,1,12,0,NA,NA,NA,NA,44,1,6,1,0,0,801,39
"743",1991,45,"SC",3,"South Carolina",3559470,338,16,454,43,NA,NA,NA,NA,NA,NA,118,8,22,1,0,0,6488,521
"744",1991,46,"SD",2,"South Dakota",701445,2,0,21,3,4,0,NA,NA,NA,NA,9,0,2,0,0,0,687,77
"745",1991,47,"TN",3,"Tennessee",4946886,283,47,NA,NA,0,0,NA,NA,NA,NA,87,1,24,3,0,0,5858,492
"746",1991,48,"TX",3,"Texas",17339904,2176,85,NA,NA,0,0,NA,NA,NA,NA,24,1,NA,NA,0,0,34543,3277
"747",1991,49,"UT",4,"Utah",1771941,0,0,0,0,0,0,NA,NA,NA,NA,23,2,3,0,0,0,1493,130
"748",1991,50,"VT",1,"Vermont",567141,NA,NA,NA,NA,28,0,NA,NA,NA,NA,53,2,NA,NA,0,0,455,15
"749",1991,51,"VA",3,"Virginia",6283853,122,6,32,1,NA,NA,NA,NA,NA,NA,18,1,NA,NA,1050,79,11382,1131
"750",1991,53,"WA",4,"Washington",5013443,0,1,248,32,0,0,NA,NA,NA,NA,129,18,15,2,62,3,4509,396
