"","YEAR","STATEID","STATE","REGION","state_name","Population","ADCRNEWM","ADCRNEWF","ADCRNOM","ADCRNOF","ADTRANSM","ADTRANSF","ADAWOLM","ADAWOLF","ADESCAPM","ADESCAPF","ADAWESM","ADAWESF","ADRETM","ADRETF","ADOTHM","ADOTHF","ADTOTM","ADTOTF"
"1052",1997,29,"MO",2,"Missouri",5407113,35,0,1461,184,0,0,NA,NA,NA,NA,820,88,11,0,958,104,11994,1490
"1053",1997,30,"MT",4,"Montana",878706,NA,NA,212,1,4,0,NA,NA,NA,NA,35,0,NA,NA,0,0,1081,122
"1054",1997,31,"NE",2,"Nebraska",1656042,0,0,0,0,0,0,NA,NA,NA,NA,12,3,NA,NA,0,0,1470,177
"1055",1997,32,"NV",4,"Nevada",1675581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,37,4069,464
"1056",1997,33,"NH",1,"New Hampshire",1173239,NA,NA,NA,NA,0,0,NA,NA,NA,NA,15,0,NA,NA,0,0,965,74
"1057",1997,34,"NJ",1,"New Jersey",8054178,NA,NA,277,29,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,14796,1416
"1058",1997,35,"NM",4,"New Mexico",1722939,NA,NA,345,3,47,1,NA,NA,NA,NA,9,0,0,0,0,0,2699,334
"1059",1997,36,"NY",1,"New York",18143184,NA,NA,999,21,522,41,NA,NA,NA,NA,1416,152,64,6,28,1,27639,2229
"1060",1997,37,"NC",3,"North Carolina",7428672,NA,NA,NA,NA,0,0,NA,NA,NA,NA,140,4,0,0,163,19,11238,1078
"1061",1997,38,"ND",2,"North Dakota",640945,NA,NA,60,2,0,0,NA,NA,NA,NA,7,0,0,0,0,0,535,56
"1062",1997,39,"OH",2,"Ohio",11212498,NA,NA,801,130,14,0,NA,NA,NA,NA,4,0,13,6,0,0,17948,2203
"1063",1997,40,"OK",3,"Oklahoma",3314259,NA,NA,NA,NA,0,0,NA,NA,NA,NA,177,34,0,0,0,0,6491,1113
"1064",1997,41,"OR",4,"Oregon",3243254,0,0,0,0,NA,NA,NA,NA,NA,NA,58,4,30,0,0,0,2997,267
"1065",1997,42,"PA",1,"Pennsylvania",12015888,NA,NA,1736,65,122,6,NA,NA,NA,NA,95,2,17,2,138,20,9002,582
"1066",1997,44,"RI",1,"Rhode Island",986966,56,2,26,1,5,0,NA,NA,NA,NA,6,2,1,1,2,0,929,55
"1067",1997,45,"SC",3,"South Carolina",3790066,277,14,545,49,NA,NA,NA,NA,NA,NA,36,1,6,1,128,3,7521,689
"1068",1997,46,"SD",2,"South Dakota",730855,1,0,40,5,1,0,NA,NA,NA,NA,1,0,0,0,38,3,1022,139
"1069",1997,47,"TN",3,"Tennessee",5378433,1520,165,NA,NA,34,6,NA,NA,NA,NA,68,3,NA,NA,0,0,8446,866
"1070",1997,48,"TX",3,"Texas",19355427,3827,267,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7330,1590,38961,5456
"1071",1997,49,"UT",4,"Utah",2065397,0,0,0,0,0,0,NA,NA,NA,NA,4,0,2,0,0,0,2573,262
"1072",1997,50,"VT",1,"Vermont",588665,NA,NA,NA,NA,5,0,NA,NA,NA,NA,98,2,NA,NA,454,43,991,66
"1073",1997,51,"VA",3,"Virginia",6732878,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9792,1136
"1074",1997,53,"WA",4,"Washington",5604105,39,2,584,117,0,0,NA,NA,NA,NA,137,19,14,2,0,0,5990,771
"1075",1997,54,"WV",3,"West Virginia",1815588,0,2,0,2,6,2,NA,NA,NA,NA,4,0,6,0,0,0,987,90
"1076",1997,55,"WI",2,"Wisconsin",5200235,127,8,200,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1308,104,6877,594
"1077",1997,56,"WY",4,"Wyoming",480031,0,0,174,0,1,0,NA,NA,NA,NA,9,0,0,0,0,0,601,92
"1078",1997,60,"ST",7,"State prison total",NA,30614,2564,82656,7986,2424,125,0,0,0,0,7883,926,788,137,14082,2184,496934,52799
"1079",1997,70,"US",5,"US prison total (state+federal)",NA,30614,2564,84370,8117,2840,247,0,0,0,0,7883,926,788,137,14311,2195,528124,56053
"1080",1997,99,"FE",6,"Federal BOP",NA,NA,NA,1714,131,416,122,NA,NA,NA,NA,NA,NA,NA,NA,229,11,31190,3254
"1081",1998,1,"AL",3,"Alabama",4350594,NA,NA,NA,NA,34,7,NA,NA,NA,NA,179,38,54,10,60,4,6996,754
"1082",1998,2,"AK",4,"Alaska",615205,63,3,581,89,2,0,NA,NA,NA,NA,35,5,0,0,0,0,2304,343
"1083",1998,4,"AZ",4,"Arizona",4667277,291,15,1411,167,48,4,NA,NA,NA,NA,7,8,1,0,0,0,9241,934
"1084",1998,5,"AR",3,"Arkansas",2538202,70,1,66,11,1,0,NA,NA,NA,NA,14,0,14,5,673,71,5606,598
"1085",1998,6,"CA",4,"California",32682794,15745,1549,63908,6337,199,9,NA,NA,NA,NA,192,17,NA,NA,0,0,121235,13250
"1086",1998,8,"CO",4,"Colorado",3968967,34,3,72,9,17,1,NA,NA,NA,NA,262,60,3,2,0,0,6177,704
"1087",1998,9,"CT",1,"Connecticut",3272563,4,1,519,65,0,0,NA,NA,NA,NA,112,19,5,1,0,0,1766,167
"1088",1998,10,"DE",3,"Delaware",744066,462,26,NA,NA,2,0,NA,NA,NA,NA,28,5,0,0,190,32,1657,231
"1089",1998,11,"DC",3,"District of Columbia",521426,NA,NA,110,54,1849,29,NA,NA,NA,NA,308,39,0,0,4,0,7306,307
"1090",1998,12,"FL",3,"Florida",14908230,509,24,1638,65,45,4,NA,NA,NA,NA,157,10,15,0,904,90,23557,1967
"1091",1998,13,"GA",3,"Georgia",7636522,NA,NA,NA,NA,10,1,NA,NA,NA,NA,50,1,1,1,0,0,13894,1577
"1092",1998,15,"HI",4,"Hawaii",1190472,265,86,495,119,NA,NA,NA,NA,NA,NA,26,0,NA,NA,44,0,2879,602
"1093",1998,16,"ID",4,"Idaho",1230923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,259,2242,379
"1094",1998,17,"IL",2,"Illinois",12069774,4498,336,1891,77,NA,NA,NA,NA,NA,NA,769,123,10,3,0,0,24727,2635
"1095",1998,18,"IN",2,"Indiana",5907617,NA,NA,NA,NA,2,0,NA,NA,NA,NA,17,0,NA,NA,0,0,9519,1047
"1096",1998,19,"IA",2,"Iowa",2861025,105,23,112,6,92,9,NA,NA,NA,NA,503,115,36,5,63,3,4210,588
"1097",1998,20,"KS",2,"Kansas",2638667,11,1,71,6,NA,NA,NA,NA,NA,NA,8,0,NA,NA,28,0,4018,499
"1098",1998,21,"KY",3,"Kentucky",3934310,21,4,506,55,0,0,NA,NA,NA,NA,84,4,NA,NA,29,1,7120,869
"1099",1998,22,"LA",3,"Louisiana",4362758,1021,78,6274,814,33,1,NA,NA,NA,NA,95,2,392,48,256,32,15339,1740
"1100",1998,23,"ME",1,"Maine",1247554,149,11,130,13,5,20,NA,NA,NA,NA,8,0,9,1,0,0,732,63
"1101",1998,24,"MD",3,"Maryland",5130072,0,0,3,1,4,5,NA,NA,NA,NA,101,1,NA,NA,7,0,10135,943
"1102",1998,25,"MA",1,"Massachusetts",6144407,76,16,NA,NA,371,4,NA,NA,NA,NA,13,3,NA,NA,0,0,2936,291
"1103",1998,26,"MI",2,"Michigan",9820231,0,0,0,0,10,0,NA,NA,NA,NA,944,123,0,0,817,64,13343,1092
"1104",1998,27,"MN",2,"Minnesota",4726411,134,5,1099,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3963,344
"1105",1998,28,"MS",3,"Mississippi",2751335,271,36,2,0,0,0,NA,NA,NA,NA,41,3,NA,NA,734,137,6004,666
"1106",1998,29,"MO",2,"Missouri",5437562,714,101,1634,189,0,0,NA,NA,NA,NA,671,89,14,1,962,136,12003,1657
"1107",1998,30,"MT",4,"Montana",879533,NA,NA,399,73,1,1,NA,NA,NA,NA,32,1,NA,NA,0,0,1132,157
"1108",1998,31,"NE",2,"Nebraska",1660772,0,0,0,0,0,0,NA,NA,NA,NA,19,1,NA,NA,0,0,1612,179
"1109",1998,32,"NV",4,"Nevada",1743772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,9,4254,519
"1110",1998,33,"NH",1,"New Hampshire",1185823,NA,NA,NA,NA,0,0,NA,NA,NA,NA,12,1,NA,NA,0,0,930,70
"1111",1998,34,"NJ",1,"New Jersey",8095542,NA,NA,311,33,NA,NA,NA,NA,NA,NA,0,0,37,4,0,0,15350,1451
"1112",1998,35,"NM",4,"New Mexico",1733535,NA,NA,196,0,34,0,NA,NA,NA,NA,10,0,1,0,0,0,2194,153
"1113",1998,36,"NY",1,"New York",18159175,NA,NA,1218,29,516,52,NA,NA,NA,NA,995,97,77,6,15,3,26702,2169
"1114",1998,37,"NC",3,"North Carolina",7545828,NA,NA,NA,NA,0,0,NA,NA,NA,NA,103,8,0,0,24,5,10492,911
"1115",1998,38,"ND",2,"North Dakota",637808,NA,NA,81,3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,690,75
"1116",1998,39,"OH",2,"Ohio",11237752,NA,NA,707,130,1,0,NA,NA,NA,NA,6,0,15,2,0,0,18260,2377
"1117",1998,40,"OK",3,"Oklahoma",3339478,389,51,242,35,0,0,NA,NA,NA,NA,100,16,0,0,0,0,6160,1137
"1118",1998,41,"OR",4,"Oregon",3282055,0,0,4,0,NA,NA,NA,NA,NA,NA,45,6,28,0,65,6,3403,285
"1119",1998,42,"PA",1,"Pennsylvania",12002329,125,0,2708,107,101,1,NA,NA,NA,NA,70,2,13,1,156,20,10021,658
"1120",1998,44,"RI",1,"Rhode Island",987704,67,3,27,0,10,0,NA,NA,NA,NA,9,1,0,0,1,0,924,67
"1121",1998,45,"SC",3,"South Carolina",3839578,296,26,600,56,NA,NA,NA,NA,NA,NA,44,4,5,2,194,4,8123,791
"1122",1998,46,"SD",2,"South Dakota",730789,3,0,42,9,4,0,NA,NA,NA,NA,4,1,0,0,33,0,1139,198
"1123",1998,47,"TN",3,"Tennessee",5432679,1417,190,NA,NA,23,3,NA,NA,NA,NA,47,6,NA,NA,0,0,7830,940
"1124",1998,48,"TX",3,"Texas",19712389,5667,316,8554,2122,NA,NA,NA,NA,NA,NA,0,0,0,0,542,138,51054,8286
"1125",1998,49,"UT",4,"Utah",2100562,0,0,0,0,0,0,NA,NA,NA,NA,7,0,8,0,0,0,2734,342
"1126",1998,50,"VT",1,"Vermont",590579,NA,NA,NA,NA,2,0,NA,NA,NA,NA,86,8,NA,NA,362,33,759,65
"1127",1998,51,"VA",3,"Virginia",6789225,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9015,1137
"1128",1998,53,"WA",4,"Washington",5687832,36,3,581,129,0,0,NA,NA,NA,NA,127,12,11,0,2,0,6293,858
"1129",1998,54,"WV",3,"West Virginia",1811688,0,0,0,0,2,0,NA,NA,NA,NA,2,0,0,0,0,0,1328,116
"1130",1998,55,"WI",2,"Wisconsin",5222124,93,8,283,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2263,165,8028,757
"1131",1998,56,"WY",4,"Wyoming",480045,0,0,227,0,3,0,NA,NA,NA,NA,2,1,3,0,0,0,681,76
"1132",1998,60,"ST",7,"State prison total",NA,32536,2916,96702,10879,3421,151,0,0,0,0,6345,830,752,93,9812,1212,518017,58021
"1133",1998,70,"US",5,"US prison total (state+federal)",NA,32536,2916,98845,11045,4106,435,0,0,0,0,6345,830,752,93,10012,1225,553241,61985
"1134",1998,99,"FE",6,"Federal BOP",NA,NA,NA,2143,166,685,284,NA,NA,NA,NA,NA,NA,NA,NA,200,13,35224,3964
"1135",1999,1,"AL",3,"Alabama",4369224,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,7583,915
"1136",1999,2,"AK",4,"Alaska",619500,157,18,524,98,0,0,28,2,1,0,NA,NA,0,0,0,0,2121,315
"1137",1999,4,"AZ",4,"Arizona",4778332,91,3,1412,119,76,8,282,26,28,3,NA,NA,0,0,0,0,8617,827
"1138",1999,5,"AR",3,"Arkansas",2551373,57,1,63,25,36,13,6,0,6,0,NA,NA,11,1,704,122,5474,632
"1139",1999,6,"CA",4,"California",33145121,15479,1592,64544,6425,190,17,NA,NA,374,31,NA,NA,NA,NA,0,0,118745,12843
"1140",1999,8,"CO",4,"Colorado",4056133,39,3,59,8,14,1,45,5,254,43,NA,NA,7,0,0,0,6373,691
"1141",1999,9,"CT",1,"Connecticut",3282031,19,0,695,93,59,2,36,4,96,8,NA,NA,1,0,3,0,5846,665
"1142",1999,10,"DE",3,"Delaware",753538,595,37,NA,NA,3,0,45,17,0,0,NA,NA,0,0,585,48,2394,295
"1143",1999,11,"DC",3,"District of Columbia",519000,NA,NA,NA,NA,NA,NA,NA,NA,222,13,NA,NA,NA,NA,3656,29,5774,194
"1144",1999,12,"FL",3,"Florida",15111244,402,8,1659,68,76,4,NA,NA,127,11,NA,NA,16,2,5694,467,29820,2623
"1145",1999,13,"GA",3,"Georgia",7788240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17982,1979
"1146",1999,15,"HI",4,"Hawaii",1185497,142,27,0,0,NA,NA,30,5,19,5,NA,NA,NA,NA,0,0,1322,270
"1147",1999,16,"ID",4,"Idaho",1251700,NA,NA,NA,NA,18,0,NA,NA,10,2,NA,NA,NA,NA,74,98,1972,365
"1148",1999,17,"IL",2,"Illinois",12128370,NA,NA,NA,NA,NA,NA,NA,NA,689,103,NA,NA,15,0,0,0,25417,2874
"1149",1999,18,"IN",2,"Indiana",5942901,NA,NA,NA,NA,0,0,6,3,1,0,NA,NA,NA,NA,0,0,9502,1072
"1150",1999,19,"IA",2,"Iowa",2869413,102,18,134,15,79,121,NA,NA,403,99,NA,NA,49,6,97,4,3924,636
"1151",1999,20,"KS",2,"Kansas",2654052,9,0,81,4,NA,NA,NA,NA,6,0,NA,NA,0,0,65,9,4326,570
"1152",1999,21,"KY",3,"Kentucky",3960825,42,9,383,69,0,0,NA,NA,103,7,NA,NA,NA,NA,60,4,6128,849
"1153",1999,22,"LA",3,"Louisiana",4372035,936,76,6203,796,16,1,NA,NA,101,3,NA,NA,NA,NA,237,38,14444,1658
"1154",1999,23,"ME",1,"Maine",1253040,0,0,147,13,12,1,0,0,2,0,NA,NA,4,0,7,1,706,40
"1155",1999,24,"MD",3,"Maryland",5171634,0,0,0,0,5,4,NA,NA,84,4,NA,NA,NA,NA,8,1,10150,934
"1156",1999,25,"MA",1,"Massachusetts",6175169,47,9,NA,NA,323,1,NA,NA,14,1,NA,NA,NA,NA,0,0,2474,238
"1157",1999,26,"MI",2,"Michigan",9863775,NA,NA,NA,NA,8,1,NA,NA,826,105,NA,NA,0,0,148,16,12067,948
"1158",1999,27,"MN",2,"Minnesota",4775508,161,5,1208,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,4151,406
"1159",1999,28,"MS",3,"Mississippi",2768619,377,49,4,1,30,2,NA,NA,28,2,NA,NA,NA,NA,30,27,5280,607
"1160",1999,29,"MO",2,"Missouri",5468338,526,65,1207,171,13,1,475,63,97,13,NA,NA,24,0,1,1,12461,1727
"1161",1999,30,"MT",4,"Montana",882779,38,10,439,66,1,1,25,1,5,1,NA,NA,0,0,0,0,1161,150
"1162",1999,31,"NE",2,"Nebraska",1666028,0,0,0,0,0,0,0,0,16,3,NA,NA,NA,NA,0,0,1469,153
"1163",1999,32,"NV",4,"Nevada",1809253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,8,3970,509
"1164",1999,33,"NH",1,"New Hampshire",1201134,NA,NA,NA,NA,0,0,11,1,3,1,NA,NA,NA,NA,0,0,1001,82
"1165",1999,34,"NJ",1,"New Jersey",8143412,NA,NA,322,47,NA,NA,NA,NA,0,0,NA,NA,43,6,0,0,13649,1472
"1166",1999,35,"NM",4,"New Mexico",1739844,NA,NA,233,0,128,0,0,0,4,0,NA,NA,0,0,77,0,1814,144
"1167",1999,36,"NY",1,"New York",18196601,NA,NA,1607,0,546,16,678,77,6,1,NA,NA,55,5,81,9,27285,2220
"1168",1999,37,"NC",3,"North Carolina",7650789,NA,NA,NA,NA,0,0,NA,NA,108,1,NA,NA,0,0,0,0,9532,775
"1169",1999,38,"ND",2,"North Dakota",633666,62,7,0,0,0,0,9,0,0,0,NA,NA,0,0,0,0,656,68
"1170",1999,39,"OH",2,"Ohio",11256654,99,2,1530,114,2,0,NA,NA,6,0,NA,NA,12,4,0,0,18942,2368
"1171",1999,40,"OK",3,"Oklahoma",3358044,455,79,350,50,0,0,45,11,3,0,NA,NA,0,0,0,0,6466,1228
"1172",1999,41,"OR",4,"Oregon",3316154,0,0,0,0,NA,NA,NA,NA,61,12,NA,NA,194,9,0,2,3758,330
"1173",1999,42,"PA",1,"Pennsylvania",11994016,NA,NA,NA,NA,108,3,64,0,3,0,NA,NA,10,2,147,25,10565,695
"1174",1999,44,"RI",1,"Rhode Island",990819,47,12,70,19,21,0,0,0,5,3,NA,NA,3,0,0,0,1170,158
"1175",1999,45,"SC",3,"South Carolina",3885736,267,17,561,53,NA,NA,NA,NA,17,1,NA,NA,7,0,214,4,7511,768
"1176",1999,46,"SD",2,"South Dakota",733133,1,0,50,6,2,0,6,0,0,0,NA,NA,0,0,43,0,1229,174
"1177",1999,47,"TN",3,"Tennessee",5483535,2589,366,NA,NA,30,3,NA,NA,52,7,NA,NA,NA,NA,0,0,12096,1593
"1178",1999,48,"TX",3,"Texas",20044141,3781,238,2170,96,10,0,0,0,5,0,NA,NA,0,0,12397,2021,49802,6574
"1179",1999,49,"UT",4,"Utah",2129836,0,0,0,0,0,0,5,0,0,0,NA,NA,2,0,0,0,2686,354
"1180",1999,50,"VT",1,"Vermont",593740,0,0,0,0,2,1,0,0,87,8,NA,NA,NA,NA,391,32,817,88
"1181",1999,51,"VA",3,"Virginia",6872912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7366,874
"1182",1999,53,"WA",4,"Washington",5756361,33,6,555,101,0,0,NA,NA,150,15,NA,NA,15,0,0,17,6082,878
"1183",1999,54,"WV",3,"West Virginia",1806928,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,1243,65
"1184",1999,55,"WI",2,"Wisconsin",5250446,152,11,1020,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,8193,675
"1185",1999,56,"WY",4,"Wyoming",479602,0,0,214,0,3,0,NA,NA,3,1,NA,NA,0,0,0,0,717,88
"1186",1999,60,"ST",7,"State prison total",NA,26705,2668,87444,8578,1811,201,1796,215,4196,507,NA,NA,468,35,25057,2984,524233,57656
"1187",1999,70,"US",5,"US prison total (state+federal)",NA,28993,2824,87444,8578,3569,389,1796,215,4196,507,NA,NA,468,35,25270,2996,564001,61806
"1188",1999,99,"FE",6,"Federal BOP",NA,2288,156,NA,NA,1758,188,0,0,0,0,NA,NA,0,0,213,12,39768,4150
"1189",2000,1,"AL",3,"Alabama",4385739,0,0,0,0,42,3,0,0,138,23,NA,NA,74,9,41,3,5812,690
"1190",2000,2,"AK",4,"Alaska",622091,279,28,645,95,2,0,35,1,1,0,NA,NA,3,0,0,0,2178,288
"1191",2000,4,"AZ",4,"Arizona",4882966,111,4,2041,174,57,1,40,8,20,2,NA,NA,0,0,0,0,8771,917
"1192",2000,5,"AR",3,"Arkansas",2576476,73,1,113,7,60,11,2,0,3,0,NA,NA,10,2,832,214,6321,696
"1193",2000,6,"CA",4,"California",33634154,14568,1443,66753,6599,203,13,0,0,313,11,NA,NA,0,0,0,0,117571,12609
"1194",2000,8,"CO",4,"Colorado",4136998,33,0,86,12,26,2,39,7,213,50,NA,NA,4,1,0,0,6602,771
"1195",2000,9,"CT",1,"Connecticut",3297615,9,1,657,110,75,1,77,3,70,4,NA,NA,1,0,1,102,5804,611
"1196",2000,10,"DE",3,"Delaware",762269,727,117,0,0,1,0,41,9,0,0,NA,NA,0,0,382,1,2454,306
"1197",2000,11,"DC",3,"District of Columbia",518342,0,0,0,0,0,0,0,0,131,11,NA,NA,0,0,1608,45,3079,219
"1198",2000,12,"FL",3,"Florida",15332382,347,10,1682,61,73,3,0,0,83,7,NA,NA,10,0,7618,717,32692,3157
"1199",2000,13,"GA",3,"Georgia",7942706,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,15495,1878
"1200",2000,15,"HI",4,"Hawaii",1178955,0,0,0,0,0,0,12,0,2,1,NA,NA,0,0,0,0,1311,298
"1201",2000,16,"ID",4,"Idaho",1273338,139,20,0,0,0,0,0,0,19,2,NA,NA,0,0,407,119,2908,499
"1202",2000,17,"IL",2,"Illinois",12185213,0,0,0,0,0,0,0,0,562,79,NA,NA,5,0,0,0,26905,3080
"1203",2000,18,"IN",2,"Indiana",5976510,0,0,0,0,0,0,12,1,1,0,NA,NA,0,0,0,0,10517,1373
"1204",2000,19,"IA",2,"Iowa",2877770,99,18,164,23,58,3,0,0,343,57,NA,NA,42,3,534,11,4604,513
"1205",2000,20,"KS",2,"Kansas",2666127,5,1,83,2,0,0,0,0,10,1,NA,NA,0,0,81,2,4470,543
"1206",2000,21,"KY",3,"Kentucky",3985794,0,0,24,2,3,0,0,0,118,6,NA,NA,32,7,413,84,7259,984
"1207",2000,22,"LA",3,"Louisiana",4375055,1398,145,6248,679,21,2,0,0,67,0,NA,NA,0,0,132,13,14335,1490
"1208",2000,23,"ME",1,"Maine",1258725,0,0,181,17,0,0,0,0,7,0,NA,NA,3,0,0,0,712,46
"1209",2000,24,"MD",3,"Maryland",5223866,0,0,0,0,15,2,0,0,105,8,NA,NA,0,0,8,1,9556,901
"1210",2000,25,"MA",1,"Massachusetts",6204260,43,2,0,0,340,0,0,0,5,1,NA,NA,0,0,0,0,2220,188
"1211",2000,26,"MI",2,"Michigan",9918208,0,0,0,0,10,0,0,0,789,94,NA,NA,0,0,212,3,12058,1004
"1212",2000,27,"MN",2,"Minnesota",4828097,151,2,1129,92,0,0,0,0,0,0,NA,NA,0,0,9,0,4008,398
"1213",2000,28,"MS",3,"Mississippi",2787021,NA,NA,NA,NA,NA,NA,0,0,121,15,NA,NA,0,0,0,0,5328,604
"1214",2000,29,"MO",2,"Missouri",5502695,539,58,1385,212,21,1,634,82,12,0,NA,NA,7,0,0,0,13399,1805
"1215",2000,30,"MT",4,"Montana",887885,166,25,280,54,3,0,0,0,18,5,NA,NA,0,0,0,0,1069,159
"1216",2000,31,"NE",2,"Nebraska",1670458,0,0,0,0,0,0,0,0,19,2,NA,NA,0,0,0,0,1529,180
"1217",2000,32,"NV",4,"Nevada",1879800,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,286,2,4320,609
"1218",2000,33,"NH",1,"New Hampshire",1215986,0,0,0,0,0,0,0,0,12,3,NA,NA,0,0,0,0,977,89
"1219",2000,34,"NJ",1,"New Jersey",8204412,0,0,315,37,0,0,0,0,0,0,NA,NA,37,5,0,0,12370,1283
"1220",2000,35,"NM",4,"New Mexico",1746843,NA,NA,NA,NA,23,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,2786,399
"1221",2000,36,"NY",1,"New York",18279410,0,0,1774,17,428,30,561,48,6,0,NA,NA,46,2,3,5,26622,2052
"1222",2000,37,"NC",3,"North Carolina",7747707,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,9105,743
"1223",2000,38,"ND",2,"North Dakota",629316,0,0,66,6,0,0,6,0,1,0,NA,NA,0,0,0,0,560,52
"1224",2000,39,"OH",2,"Ohio",11270877,247,7,2295,158,5,0,0,0,2,0,NA,NA,11,2,0,0,21192,2595
"1225",2000,40,"OK",3,"Oklahoma",3379999,0,0,0,0,0,0,56,10,4,0,NA,NA,0,0,0,0,6461,1035
"1226",2000,41,"OR",4,"Oregon",3341584,0,0,0,0,0,0,0,0,51,5,NA,NA,176,12,0,1,3832,283
"1227",2000,42,"PA",1,"Pennsylvania",11984572,0,0,0,0,121,1,55,1,1,0,NA,NA,10,1,197,18,11221,735
"1228",2000,44,"RI",1,"Rhode Island",996110,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,17,11,3235,466
"1229",2000,45,"SC",3,"South Carolina",3923807,221,14,682,65,0,0,0,0,20,1,NA,NA,2,2,190,4,7696,785
"1230",2000,46,"SD",2,"South Dakota",737333,3,0,53,8,3,1,0,0,1,0,NA,NA,0,0,61,1,1230,175
"1231",2000,47,"TN",3,"Tennessee",5533756,2723,354,0,0,31,4,0,0,71,11,NA,NA,0,0,0,0,12110,1682
"1232",2000,48,"TX",3,"Texas",20393784,1775,121,4220,245,0,0,0,0,2,0,NA,NA,0,0,35933,4953,74513,9845
"1233",2000,49,"UT",4,"Utah",2164765,0,0,0,0,0,0,4,0,1,0,NA,NA,2,0,0,0,2890,385
"1234",2000,50,"VT",1,"Vermont",597921,0,0,0,0,3,0,0,0,87,10,NA,NA,0,0,394,33,993,91
"1235",2000,51,"VA",3,"Virginia",6970263,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,8695,1096
"1236",2000,53,"WA",4,"Washington",5811180,29,4,460,86,0,0,0,0,120,16,NA,NA,7,0,208,58,6399,831
"1237",2000,54,"WV",3,"West Virginia",1802555,0,0,0,0,14,0,0,0,3,0,NA,NA,0,0,245,29,1416,178
"1238",2000,55,"WI",2,"Wisconsin",5280411,202,10,1248,71,0,0,0,0,0,0,NA,NA,0,0,2,0,7701,695
"1239",2000,56,"WY",4,"Wyoming",480893,0,0,121,0,3,0,0,0,27,1,NA,NA,0,0,0,0,584,85
"1240",2000,60,"ST",7,"State prison total",NA,23888,2385,92705,8832,1641,78,1574,170,3580,426,NA,NA,482,46,49843,6431,555875,62396
"1241",2000,70,"US",5,"US prison total (state+federal)",NA,23888,2385,95188,9025,5601,192,1574,170,3580,426,NA,NA,482,46,50072,6445,599551,66526
"1242",2000,99,"FE",6,"Federal BOP",NA,0,0,2483,193,3960,114,0,0,0,0,NA,NA,0,0,229,14,43676,4130
"1243",2001,1,"AL",3,"Alabama",4463343,0,0,0,0,28,3,0,0,143,18,NA,NA,62,12,52,9,6860,760
"1244",2001,2,"AK",4,"Alaska",633538,152,16,507,83,0,0,8,2,0,0,NA,NA,0,0,0,0,1882,270
"1245",2001,4,"AZ",4,"Arizona",5303869,77,4,1946,150,51,2,48,4,12,1,NA,NA,0,0,0,0,9152,966
"1246",2001,5,"AR",3,"Arkansas",2690743,29,2,174,16,32,10,0,0,8,1,NA,NA,6,2,0,0,6299,729
"1247",2001,6,"CA",4,"California",34481753,0,0,0,0,192,8,0,0,222,11,NA,NA,0,0,0,0,115708,11620
"1248",2001,8,"CO",4,"Colorado",4432779,36,3,81,11,20,1,52,7,244,39,NA,NA,8,0,0,0,6815,800
"1249",2001,9,"CT",1,"Connecticut",3428043,11,1,515,95,67,6,74,4,57,6,NA,NA,2,1,3,94,6126,664
"1250",2001,10,"DE",3,"Delaware",794954,NA,NA,721,98,3,0,38,7,0,0,NA,NA,0,0,158,33,2135,330
"1251",2001,11,"DC",3,"District of Columbia",578228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",2001,12,"FL",3,"Florida",16350988,326,7,1613,72,60,5,0,0,73,3,NA,NA,10,3,7288,743,31966,3239
"1253",2001,13,"GA",3,"Georgia",8418687,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,15578,1764
