"","YEAR","STATE","REGION","state_name","Population","CAPDES","CAPOP","CAPRATE"
"490",1987,"AR",3,"Arkansas",2342638,0,0,0
"491",1987,"CA",4,"California",28464253,0,0,0
"492",1987,"CO",4,"Colorado",3262281,0,0,0
"493",1987,"CT",1,"Connecticut",3271958,0,0,0
"494",1987,"DE",3,"Delaware",647585,0,0,0
"495",1987,"DC",3,"District of Columbia",630430,0,0,0
"496",1987,"FL",3,"Florida",12306396,0,0,0
"497",1987,"GA",3,"Georgia",6316153,0,0,0
"498",1987,"HI",4,"Hawaii",1079823,0,0,0
"499",1987,"ID",4,"Idaho",985669,0,0,0
"500",1987,"IL",2,"Illinois",11390176,0,0,0
"501",1987,"IN",2,"Indiana",5491734,0,0,0
"502",1987,"IA",2,"Iowa",2768392,0,0,0
"503",1987,"KS",2,"Kansas",2461987,0,0,0
"504",1987,"KY",3,"Kentucky",3680003,0,0,0
"505",1987,"LA",3,"Louisiana",4288835,0,0,0
"506",1987,"ME",1,"Maine",1203830,0,0,0
"507",1987,"MD",3,"Maryland",4657908,0,0,0
"508",1987,"MA",1,"Massachusetts",5979981,0,0,0
"509",1987,"MI",2,"Michigan",9218000,0,0,0
"510",1987,"MN",2,"Minnesota",4296162,0,0,0
"511",1987,"MS",3,"Mississippi",2580353,0,0,0
"512",1987,"MO",2,"Missouri",5081730,0,0,0
"513",1987,"MT",4,"Montana",800194,0,0,0
"514",1987,"NE",2,"Nebraska",1571464,0,0,0
"515",1987,"NV",4,"Nevada",1075027,0,0,0
"516",1987,"NH",1,"New Hampshire",1082576,0,0,0
"517",1987,"NJ",1,"New Jersey",7712334,0,0,0
"518",1987,"NM",4,"New Mexico",1490329,0,0,0
"519",1987,"NY",1,"New York",17941310,0,0,0
"520",1987,"NC",3,"North Carolina",6480598,0,0,0
"521",1987,"ND",2,"North Dakota",655273,0,0,0
"522",1987,"OH",2,"Ohio",10798562,0,0,0
"523",1987,"OK",3,"Oklahoma",3167058,0,0,0
"524",1987,"OR",4,"Oregon",2741307,0,0,0
"525",1987,"PA",1,"Pennsylvania",11845753,0,0,0
"526",1987,"RI",1,"Rhode Island",996417,0,0,0
"527",1987,"SC",3,"South Carolina",3412091,0,0,0
"528",1987,"SD",2,"South Dakota",698148,0,0,0
"529",1987,"TN",3,"Tennessee",4822437,0,0,0
"530",1987,"TX",3,"Texas",16667025,0,0,0
"531",1987,"UT",4,"Utah",1689366,0,0,0
"532",1987,"VT",1,"Vermont",549766,0,0,0
"533",1987,"VA",3,"Virginia",6036911,0,0,0
"534",1987,"WA",4,"Washington",4639893,0,0,0
"535",1987,"WV",3,"West Virginia",1830211,0,0,0
"536",1987,"WI",2,"Wisconsin",4822402,0,0,0
"537",1987,"WY",4,"Wyoming",465098,0,0,0
"538",1987,"ST",7,"State prison total",NA,0,0,0
"539",1987,"US",5,"US prison total (state+federal)",NA,0,0,0
"540",1987,"FE",6,"Federal BOP",NA,0,0,0
"541",1988,"AL",3,"Alabama",4030224,0,0,0
"542",1988,"AK",4,"Alaska",547153,0,0,0
"543",1988,"AZ",4,"Arizona",3622176,0,0,0
"544",1988,"AR",3,"Arkansas",2346387,0,0,0
"545",1988,"CA",4,"California",29218161,0,0,0
"546",1988,"CO",4,"Colorado",3275821,0,0,0
"547",1988,"CT",1,"Connecticut",3283409,0,0,0
"548",1988,"DE",3,"Delaware",658233,0,0,0
"549",1988,"DC",3,"District of Columbia",624165,0,0,0
"550",1988,"FL",3,"Florida",12637709,0,0,0
"551",1988,"GA",3,"Georgia",6411085,0,0,0
"552",1988,"HI",4,"Hawaii",1094584,0,0,0
"553",1988,"ID",4,"Idaho",994426,0,0,0
"554",1988,"IL",2,"Illinois",11409785,0,0,0
"555",1988,"IN",2,"Indiana",5523684,0,0,0
"556",1988,"IA",2,"Iowa",2770585,0,0,0
"557",1988,"KS",2,"Kansas",2472847,0,0,0
"558",1988,"KY",3,"Kentucky",3677312,0,0,0
"559",1988,"LA",3,"Louisiana",4252906,0,0,0
"560",1988,"ME",1,"Maine",1219944,0,0,0
"561",1988,"MD",3,"Maryland",4727298,0,0,0
"562",1988,"MA",1,"Massachusetts",6015479,0,0,0
"563",1988,"MI",2,"Michigan",9253290,0,0,0
"564",1988,"MN",2,"Minnesota",4338045,0,0,0
"565",1988,"MS",3,"Mississippi",2574273,0,0,0
"566",1988,"MO",2,"Missouri",5095819,0,0,0
"567",1988,"MT",4,"Montana",799642,0,0,0
"568",1988,"NE",2,"Nebraska",1574881,0,0,0
"569",1988,"NV",4,"Nevada",1137369,0,0,0
"570",1988,"NH",1,"New Hampshire",1104523,0,0,0
"571",1988,"NJ",1,"New Jersey",7726086,0,0,0
"572",1988,"NM",4,"New Mexico",1503892,0,0,0
"573",1988,"NY",1,"New York",17983088,0,0,0
"574",1988,"NC",3,"North Carolina",6565467,0,0,0
"575",1988,"ND",2,"North Dakota",646341,0,0,0
"576",1988,"OH",2,"Ohio",10829211,0,0,0
"577",1988,"OK",3,"Oklahoma",3150299,0,0,0
"578",1988,"OR",4,"Oregon",2790568,0,0,0
"579",1988,"PA",1,"Pennsylvania",11866008,0,0,0
"580",1988,"RI",1,"Rhode Island",1000665,0,0,0
"581",1988,"SC",3,"South Carolina",3456770,0,0,0
"582",1988,"SD",2,"South Dakota",696691,0,0,0
"583",1988,"TN",3,"Tennessee",4854461,0,0,0
"584",1988,"TX",3,"Texas",16806734,0,0,0
"585",1988,"UT",4,"Utah",1705867,0,0,0
"586",1988,"VT",1,"Vermont",557699,0,0,0
"587",1988,"VA",3,"Virginia",6120232,0,0,0
"588",1988,"WA",4,"Washington",4746321,0,0,0
"589",1988,"WV",3,"West Virginia",1806552,0,0,0
"590",1988,"WI",2,"Wisconsin",4856575,0,0,0
"591",1988,"WY",4,"Wyoming",458377,0,0,0
"592",1988,"ST",7,"State prison total",NA,0,0,0
"593",1988,"US",5,"US prison total (state+federal)",NA,0,0,0
"594",1988,"FE",6,"Federal BOP",NA,0,0,0
"595",1989,"AL",3,"Alabama",4040587,0,0,0
"596",1989,"AK",4,"Alaska",550043,0,0,0
"597",1989,"AZ",4,"Arizona",3665228,0,0,0
"598",1989,"AR",3,"Arkansas",2350725,0,0,0
"599",1989,"CA",4,"California",29760021,0,0,0
"600",1989,"CO",4,"Colorado",3294394,0,0,0
"601",1989,"CT",1,"Connecticut",3287116,0,0,0
"602",1989,"DE",3,"Delaware",666168,0,0,0
"603",1989,"DC",3,"District of Columbia",606900,0,0,0
"604",1989,"FL",3,"Florida",12937926,0,0,0
"605",1989,"GA",3,"Georgia",6478216,0,0,0
"606",1989,"HI",4,"Hawaii",1108229,0,0,0
"607",1989,"ID",4,"Idaho",1006749,0,0,0
"608",1989,"IL",2,"Illinois",11430602,0,0,0
"609",1989,"IN",2,"Indiana",5544159,0,0,0
"610",1989,"IA",2,"Iowa",2776755,0,0,0
"611",1989,"KS",2,"Kansas",2477574,0,0,0
"612",1989,"KY",3,"Kentucky",3685296,0,0,0
"613",1989,"LA",3,"Louisiana",4219973,0,0,0
"614",1989,"ME",1,"Maine",1227928,0,0,0
"615",1989,"MD",3,"Maryland",4781468,0,0,0
"616",1989,"MA",1,"Massachusetts",6016425,0,0,0
"617",1989,"MI",2,"Michigan",9295297,0,0,0
"618",1989,"MN",2,"Minnesota",4375099,0,0,0
"619",1989,"MS",3,"Mississippi",2573216,0,0,0
"620",1989,"MO",2,"Missouri",5117073,0,0,0
"621",1989,"MT",4,"Montana",799065,0,0,0
"622",1989,"NE",2,"Nebraska",1578385,0,0,0
"623",1989,"NV",4,"Nevada",1201833,0,0,0
"624",1989,"NH",1,"New Hampshire",1109252,0,0,0
"625",1989,"NJ",1,"New Jersey",7730188,0,0,0
"626",1989,"NM",4,"New Mexico",1515069,0,0,0
"627",1989,"NY",1,"New York",17990455,0,0,0
"628",1989,"NC",3,"North Carolina",6628637,0,0,0
"629",1989,"ND",2,"North Dakota",638800,0,0,0
"630",1989,"OH",2,"Ohio",10847115,0,0,0
"631",1989,"OK",3,"Oklahoma",3145585,0,0,0
"632",1989,"OR",4,"Oregon",2842321,0,0,0
"633",1989,"PA",1,"Pennsylvania",11881643,0,0,0
"634",1989,"RI",1,"Rhode Island",1003464,0,0,0
"635",1989,"SC",3,"South Carolina",3486703,0,0,0
"636",1989,"SD",2,"South Dakota",696004,0,0,0
"637",1989,"TN",3,"Tennessee",4877185,0,0,0
"638",1989,"TX",3,"Texas",16986510,0,0,0
"639",1989,"UT",4,"Utah",1722850,0,0,0
"640",1989,"VT",1,"Vermont",562758,0,0,0
"641",1989,"VA",3,"Virginia",6187358,0,0,0
"642",1989,"WA",4,"Washington",4866692,0,0,0
"643",1989,"WV",3,"West Virginia",1793477,0,0,0
"644",1989,"WI",2,"Wisconsin",4891769,0,0,0
"645",1989,"WY",4,"Wyoming",453588,0,0,0
"646",1989,"ST",7,"State prison total",NA,0,0,0
"647",1989,"US",5,"US prison total (state+federal)",NA,0,0,0
"648",1989,"FE",6,"Federal BOP",NA,0,0,0
"649",1990,"AL",3,"Alabama",4048526,0,0,0
"650",1990,"AK",4,"Alaska",553120,0,0,0
"651",1990,"AZ",4,"Arizona",3679056,0,0,0
"652",1990,"AR",3,"Arkansas",2354343,0,0,0
"653",1990,"CA",4,"California",29950111,0,0,0
"654",1990,"CO",4,"Colorado",3303862,0,0,0
"655",1990,"CT",1,"Connecticut",3289056,0,0,0
"656",1990,"DE",3,"Delaware",669063,0,0,0
"657",1990,"DC",3,"District of Columbia",603814,0,0,0
"658",1990,"FL",3,"Florida",13018365,0,0,0
"659",1990,"GA",3,"Georgia",6506531,0,0,0
"660",1990,"HI",4,"Hawaii",1112703,0,0,0
"661",1990,"ID",4,"Idaho",1011882,0,0,0
"662",1990,"IL",2,"Illinois",11446979,0,0,0
"663",1990,"IN",2,"Indiana",5555097,0,0,0
"664",1990,"IA",2,"Iowa",2779769,0,0,0
"665",1990,"KS",2,"Kansas",2480683,0,0,0
"666",1990,"KY",3,"Kentucky",3692584,0,0,0
"667",1990,"LA",3,"Louisiana",4219179,0,0,0
"668",1990,"ME",1,"Maine",1231296,0,0,0
"669",1990,"MD",3,"Maryland",4797431,0,0,0
"670",1990,"MA",1,"Massachusetts",6018664,0,0,0
"671",1990,"MI",2,"Michigan",9310462,0,0,0
"672",1990,"MN",2,"Minnesota",4387283,0,0,0
"673",1990,"MS",3,"Mississippi",2577426,0,0,0
"674",1990,"MO",2,"Missouri",5126370,0,0,0
"675",1990,"MT",4,"Montana",799824,0,0,0
"676",1990,"NE",2,"Nebraska",1580664,0,0,0
"677",1990,"NV",4,"Nevada",1218629,0,0,0
"678",1990,"NH",1,"New Hampshire",1111831,0,0,0
"679",1990,"NJ",1,"New Jersey",7757158,0,0,0
"680",1990,"NM",4,"New Mexico",1519933,0,0,0
"681",1990,"NY",1,"New York",18002855,0,0,0
"682",1990,"NC",3,"North Carolina",6656987,0,0,0
"683",1990,"ND",2,"North Dakota",637364,0,0,0
"684",1990,"OH",2,"Ohio",10861837,0,0,0
"685",1990,"OK",3,"Oklahoma",3147105,0,0,0
"686",1990,"OR",4,"Oregon",2858547,0,0,0
"687",1990,"PA",1,"Pennsylvania",11895604,0,0,0
"688",1990,"RI",1,"Rhode Island",1004649,0,0,0
"689",1990,"SC",3,"South Carolina",3499064,0,0,0
"690",1990,"SD",2,"South Dakota",696667,0,0,0
"691",1990,"TN",3,"Tennessee",4890626,0,0,0
"692",1990,"TX",3,"Texas",17044714,0,0,0
"693",1990,"UT",4,"Utah",1729722,0,0,0
"694",1990,"VT",1,"Vermont",564526,0,0,0
"695",1990,"VA",3,"Virginia",6213526,0,0,0
"696",1990,"WA",4,"Washington",4900780,0,0,0
"697",1990,"WV",3,"West Virginia",1792481,0,0,0
"698",1990,"WI",2,"Wisconsin",4902265,0,0,0
"699",1990,"WY",4,"Wyoming",453401,0,0,0
"700",1990,"ST",7,"State prison total",NA,0,0,0
"701",1990,"US",5,"US prison total (state+federal)",NA,0,0,0
"702",1990,"FE",6,"Federal BOP",NA,0,0,0
"703",1991,"AL",3,"Alabama",4091397,0,0,0
"704",1991,"AK",4,"Alaska",569273,0,0,0
"705",1991,"AZ",4,"Arizona",3762394,0,0,0
"706",1991,"AR",3,"Arkansas",2370666,0,0,0
"707",1991,"CA",4,"California",30414114,0,0,0
"708",1991,"CO",4,"Colorado",3367567,0,0,0
"709",1991,"CT",1,"Connecticut",3288640,0,0,0
"710",1991,"DE",3,"Delaware",680495,0,0,0
"711",1991,"DC",3,"District of Columbia",593239,0,0,0
"712",1991,"FL",3,"Florida",13289497,0,0,0
"713",1991,"GA",3,"Georgia",6621279,0,0,0
"714",1991,"HI",4,"Hawaii",1131412,0,0,0
"715",1991,"ID",4,"Idaho",1038915,0,0,0
"716",1991,"IL",2,"Illinois",11535973,0,0,0
"717",1991,"IN",2,"Indiana",5602062,0,0,0
"718",1991,"IA",2,"Iowa",2791227,0,0,0
"719",1991,"KS",2,"Kansas",2495209,0,0,0
"720",1991,"KY",3,"Kentucky",3714686,0,0,0
"721",1991,"LA",3,"Louisiana",4240950,0,0,0
"722",1991,"ME",1,"Maine",1235439,0,0,0
"723",1991,"MD",3,"Maryland",4856176,0,0,0
"724",1991,"MA",1,"Massachusetts",5998652,0,0,0
"725",1991,"MI",2,"Michigan",9395022,0,0,0
"726",1991,"MN",2,"Minnesota",4427429,0,0,0
"727",1991,"MS",3,"Mississippi",2591230,0,0,0
"728",1991,"MO",2,"Missouri",5157770,0,0,0
"729",1991,"MT",4,"Montana",807837,0,0,0
"730",1991,"NE",2,"Nebraska",1590805,0,0,0
"731",1991,"NV",4,"Nevada",1285046,0,0,0
"732",1991,"NH",1,"New Hampshire",1107055,0,0,0
"733",1991,"NJ",1,"New Jersey",7784269,0,0,0
"734",1991,"NM",4,"New Mexico",1547115,0,0,0
"735",1991,"NY",1,"New York",18029532,0,0,0
"736",1991,"NC",3,"North Carolina",6748135,0,0,0
"737",1991,"ND",2,"North Dakota",634199,0,0,0
"738",1991,"OH",2,"Ohio",10933683,0,0,0
"739",1991,"OK",3,"Oklahoma",3166471,0,0,0
"740",1991,"OR",4,"Oregon",2918745,0,0,0
"741",1991,"PA",1,"Pennsylvania",11943160,0,0,0
"742",1991,"RI",1,"Rhode Island",1003990,0,0,0
"743",1991,"SC",3,"South Carolina",3559470,0,0,0
"744",1991,"SD",2,"South Dakota",701445,0,0,0
"745",1991,"TN",3,"Tennessee",4946886,0,0,0
"746",1991,"TX",3,"Texas",17339904,0,0,0
"747",1991,"UT",4,"Utah",1771941,0,0,0
"748",1991,"VT",1,"Vermont",567141,0,0,0
"749",1991,"VA",3,"Virginia",6283853,0,0,0
"750",1991,"WA",4,"Washington",5013443,0,0,0
"751",1991,"WV",3,"West Virginia",1798212,0,0,0
"752",1991,"WI",2,"Wisconsin",4952675,0,0,0
"753",1991,"WY",4,"Wyoming",457739,0,0,0
"754",1991,"ST",7,"State prison total",NA,0,0,0
"755",1991,"US",5,"US prison total (state+federal)",NA,0,0,0
"756",1991,"FE",6,"Federal BOP",NA,0,0,0
"757",1992,"AL",3,"Alabama",4139880,0,0,0
"758",1992,"AK",4,"Alaska",587073,0,0,0
"759",1992,"AZ",4,"Arizona",3867333,0,0,0
"760",1992,"AR",3,"Arkansas",2394098,0,0,0
"761",1992,"CA",4,"California",30875920,0,0,0
"762",1992,"CO",4,"Colorado",3459995,0,0,0
"763",1992,"CT",1,"Connecticut",3274997,0,0,0
"764",1992,"DE",3,"Delaware",690158,0,0,0
"765",1992,"DC",3,"District of Columbia",584183,0,0,0
"766",1992,"FL",3,"Florida",13504775,0,0,0
"767",1992,"GA",3,"Georgia",6759474,0,0,0
"768",1992,"HI",4,"Hawaii",1149926,0,0,0
"769",1992,"ID",4,"Idaho",1066490,0,0,0
"770",1992,"IL",2,"Illinois",11635197,0,0,0
"771",1992,"IN",2,"Indiana",5648649,0,0,0
"772",1992,"IA",2,"Iowa",2806923,0,0,0
"773",1992,"KS",2,"Kansas",2526042,0,0,0
"774",1992,"KY",3,"Kentucky",3756358,0,0,0
"775",1992,"LA",3,"Louisiana",4270849,0,0,0
"776",1992,"ME",1,"Maine",1235748,0,0,0
"777",1992,"MD",3,"Maryland",4902545,0,0,0
"778",1992,"MA",1,"Massachusetts",5993474,0,0,0
"779",1992,"MI",2,"Michigan",9470323,0,0,0
"780",1992,"MN",2,"Minnesota",4471503,0,0,0
"781",1992,"MS",3,"Mississippi",2610193,0,0,0
"782",1992,"MO",2,"Missouri",5193686,0,0,0
"783",1992,"MT",4,"Montana",822436,0,0,0
"784",1992,"NE",2,"Nebraska",1602406,0,0,0
"785",1992,"NV",4,"Nevada",1330694,0,0,0
"786",1992,"NH",1,"New Hampshire",1112766,0,0,0
"787",1992,"NJ",1,"New Jersey",7827770,0,0,0
"788",1992,"NM",4,"New Mexico",1580750,0,0,0
"789",1992,"NY",1,"New York",18082032,0,0,0
"790",1992,"NC",3,"North Carolina",6831850,0,0,0
"791",1992,"ND",2,"North Dakota",635427,0,0,0
"792",1992,"OH",2,"Ohio",11007609,0,0,0
"793",1992,"OK",3,"Oklahoma",3204174,0,0,0
"794",1992,"OR",4,"Oregon",2973934,0,0,0
"795",1992,"PA",1,"Pennsylvania",11980819,0,0,0
"796",1992,"RI",1,"Rhode Island",1000571,0,0,0
"797",1992,"SC",3,"South Carolina",3600576,0,0,0
"798",1992,"SD",2,"South Dakota",708698,0,0,0
"799",1992,"TN",3,"Tennessee",5013999,0,0,0
"800",1992,"TX",3,"Texas",17650479,0,0,0
"801",1992,"UT",4,"Utah",1821498,0,0,0
"802",1992,"VT",1,"Vermont",570115,0,0,0
"803",1992,"VA",3,"Virginia",6383315,0,0,0
"804",1992,"WA",4,"Washington",5139011,0,0,0
"805",1992,"WV",3,"West Virginia",1805462,0,0,0
"806",1992,"WI",2,"Wisconsin",5004636,0,0,0
"807",1992,"WY",4,"Wyoming",463491,0,0,0
"808",1992,"ST",7,"State prison total",NA,0,0,0
"809",1992,"US",5,"US prison total (state+federal)",NA,0,0,0
"810",1992,"FE",6,"Federal BOP",NA,0,0,0
"811",1993,"AL",3,"Alabama",4193639,0,0,0
"812",1993,"AK",4,"Alaska",596993,0,0,0
"813",1993,"AZ",4,"Arizona",3993390,0,0,0
"814",1993,"AR",3,"Arkansas",2423743,0,0,0
"815",1993,"CA",4,"California",31147208,0,0,0
"816",1993,"CO",4,"Colorado",3560884,0,0,0
"817",1993,"CT",1,"Connecticut",3272325,0,0,0
"818",1993,"DE",3,"Delaware",699475,0,0,0
"819",1993,"DC",3,"District of Columbia",576358,0,0,0
"820",1993,"FL",3,"Florida",13713593,0,0,0
"821",1993,"GA",3,"Georgia",6894092,0,0,0
"822",1993,"HI",4,"Hawaii",1161508,0,0,0
"823",1993,"ID",4,"Idaho",1101204,0,0,0
"824",1993,"IL",2,"Illinois",11725984,0,0,0
"825",1993,"IN",2,"Indiana",5701965,0,0,0
"826",1993,"IA",2,"Iowa",2820525,0,0,0
"827",1993,"KS",2,"Kansas",2547605,0,0,0
"828",1993,"KY",3,"Kentucky",3792288,0,0,0
"829",1993,"LA",3,"Louisiana",4284749,0,0,0
"830",1993,"ME",1,"Maine",1238256,0,0,0
"831",1993,"MD",3,"Maryland",4942504,0,0,0
"832",1993,"MA",1,"Massachusetts",6010884,0,0,0
"833",1993,"MI",2,"Michigan",9529240,0,0,0
"834",1993,"MN",2,"Minnesota",4521709,0,0,0
"835",1993,"MS",3,"Mississippi",2635574,0,0,0
"836",1993,"MO",2,"Missouri",5237757,0,0,0
"837",1993,"MT",4,"Montana",839876,0,0,0
"838",1993,"NE",2,"Nebraska",1612149,0,0,0
"839",1993,"NV",4,"Nevada",1380197,0,0,0
"840",1993,"NH",1,"New Hampshire",1122191,0,0,0
"841",1993,"NJ",1,"New Jersey",7874891,0,0,0
"842",1993,"NM",4,"New Mexico",1614937,0,0,0
"843",1993,"NY",1,"New York",18140894,0,0,0
"844",1993,"NC",3,"North Carolina",6947412,0,0,0
"845",1993,"ND",2,"North Dakota",637229,0,0,0
"846",1993,"OH",2,"Ohio",11070385,0,0,0
"847",1993,"OK",3,"Oklahoma",3228829,0,0,0
"848",1993,"OR",4,"Oregon",3034490,0,0,0
"849",1993,"PA",1,"Pennsylvania",12022128,0,0,0
"850",1993,"RI",1,"Rhode Island",997852,0,0,0
"851",1993,"SC",3,"South Carolina",3634507,0,0,0
"852",1993,"SD",2,"South Dakota",716258,0,0,0
"853",1993,"TN",3,"Tennessee",5085666,0,0,0
"854",1993,"TX",3,"Texas",17996764,0,0,0
"855",1993,"UT",4,"Utah",1875993,0,0,0
"856",1993,"VT",1,"Vermont",574004,0,0,0
"857",1993,"VA",3,"Virginia",6464795,0,0,0
"858",1993,"WA",4,"Washington",5247704,0,0,0
"859",1993,"WV",3,"West Virginia",1816179,0,0,0
"860",1993,"WI",2,"Wisconsin",5055318,0,0,0
"861",1993,"WY",4,"Wyoming",469033,0,0,0
"862",1993,"ST",7,"State prison total",NA,0,0,0
"863",1993,"US",5,"US prison total (state+federal)",NA,0,0,0
"864",1993,"FE",6,"Federal BOP",NA,0,0,0
"865",1994,"AL",3,"Alabama",4233214,0,0,0
"866",1994,"AK",4,"Alaska",600624,0,0,0
"867",1994,"AZ",4,"Arizona",4147561,0,0,0
"868",1994,"AR",3,"Arkansas",2450605,0,0,0
"869",1994,"CA",4,"California",31317179,0,0,0
"870",1994,"CO",4,"Colorado",3653910,0,0,0
"871",1994,"CT",1,"Connecticut",3268346,0,0,0
"872",1994,"DE",3,"Delaware",708416,0,0,0
"873",1994,"DC",3,"District of Columbia",564982,0,0,0
"874",1994,"FL",3,"Florida",13961798,0,0,0
"875",1994,"GA",3,"Georgia",7045900,0,0,0
"876",1994,"HI",4,"Hawaii",1173903,0,0,0
"877",1994,"ID",4,"Idaho",1135459,0,0,0
"878",1994,"IL",2,"Illinois",11804986,0,0,0
"879",1994,"IN",2,"Indiana",5745626,0,0,0
"880",1994,"IA",2,"Iowa",2829422,0,0,0
"881",1994,"KS",2,"Kansas",2569118,0,0,0
"882",1994,"KY",3,"Kentucky",3823215,0,0,0
"883",1994,"LA",3,"Louisiana",4306500,0,0,0
"884",1994,"ME",1,"Maine",1237687,0,0,0
"885",1994,"MD",3,"Maryland",4985411,0,0,0
"886",1994,"MA",1,"Massachusetts",6031352,0,0,0
"887",1994,"MI",2,"Michigan",9584481,0,0,0
"888",1994,"MN",2,"Minnesota",4566028,0,0,0
"889",1994,"MS",3,"Mississippi",2663450,0,0,0
"890",1994,"MO",2,"Missouri",5281206,0,0,0
"891",1994,"MT",4,"Montana",854923,0,0,0
"892",1994,"NE",2,"Nebraska",1621551,0,0,0
"893",1994,"NV",4,"Nevada",1456388,0,0,0
"894",1994,"NH",1,"New Hampshire",1133054,0,0,0
"895",1994,"NJ",1,"New Jersey",7918796,0,0,0
"896",1994,"NM",4,"New Mexico",1653329,0,0,0
"897",1994,"NY",1,"New York",18156652,0,0,0
"898",1994,"NC",3,"North Carolina",7060959,0,0,0
"899",1994,"ND",2,"North Dakota",639762,0,0,0
"900",1994,"OH",2,"Ohio",11111451,0,0,0
"901",1994,"OK",3,"Oklahoma",3246119,0,0,0
"902",1994,"OR",4,"Oregon",3087142,0,0,0
"903",1994,"PA",1,"Pennsylvania",12042545,0,0,0
"904",1994,"RI",1,"Rhode Island",993412,0,0,0
"905",1994,"SC",3,"South Carolina",3666456,0,0,0
"906",1994,"SD",2,"South Dakota",723038,0,0,0
"907",1994,"TN",3,"Tennessee",5163016,0,0,0
"908",1994,"TX",3,"Texas",18338319,0,0,0
"909",1994,"UT",4,"Utah",1930436,0,0,0
"910",1994,"VT",1,"Vermont",578900,0,0,0
"911",1994,"VA",3,"Virginia",6536771,0,0,0
"912",1994,"WA",4,"Washington",5334896,0,0,0
"913",1994,"WV",3,"West Virginia",1818490,0,0,0
"914",1994,"WI",2,"Wisconsin",5095504,0,0,0
"915",1994,"WY",4,"Wyoming",474982,0,0,0
"916",1994,"ST",7,"State prison total",NA,0,0,0
"917",1994,"US",5,"US prison total (state+federal)",NA,0,0,0
"918",1994,"FE",6,"Federal BOP",NA,0,0,0
"919",1995,"AL",3,"Alabama",4263125,0,0,0
"920",1995,"AK",4,"Alaska",601345,0,0,0
"921",1995,"AZ",4,"Arizona",4306908,0,0,0
"922",1995,"AR",3,"Arkansas",2480121,0,0,0
"923",1995,"CA",4,"California",31493525,0,0,0
"924",1995,"CO",4,"Colorado",3738061,0,0,0
"925",1995,"CT",1,"Connecticut",3265293,0,0,0
"926",1995,"DE",3,"Delaware",718265,0,0,0
"927",1995,"DC",3,"District of Columbia",551273,0,0,0
"928",1995,"FL",3,"Florida",14185403,0,0,0
"929",1995,"GA",3,"Georgia",7188538,0,0,0
"930",1995,"HI",4,"Hawaii",1180490,0,0,0
"931",1995,"ID",4,"Idaho",1165000,0,0,0
"932",1995,"IL",2,"Illinois",11884935,0,0,0
"933",1995,"IN",2,"Indiana",5791819,0,0,0
"934",1995,"IA",2,"Iowa",2840860,0,0,0
"935",1995,"KS",2,"Kansas",2586942,0,0,0
"936",1995,"KY",3,"Kentucky",3855248,0,0,0
"937",1995,"LA",3,"Louisiana",4327978,0,0,0
"938",1995,"ME",1,"Maine",1237438,0,0,0
"939",1995,"MD",3,"Maryland",5023650,0,0,0
"940",1995,"MA",1,"Massachusetts",6062335,0,0,0
"941",1995,"MI",2,"Michigan",9659871,0,0,0
"942",1995,"MN",2,"Minnesota",4605445,0,0,0
"943",1995,"MS",3,"Mississippi",2690788,0,0,0
"944",1995,"MO",2,"Missouri",5324610,0,0,0
"945",1995,"MT",4,"Montana",868522,0,0,0
"946",1995,"NE",2,"Nebraska",1635142,0,0,0
"947",1995,"NV",4,"Nevada",1525777,0,0,0
"948",1995,"NH",1,"New Hampshire",1145604,0,0,0
"949",1995,"NJ",1,"New Jersey",7965523,0,0,0
"950",1995,"NM",4,"New Mexico",1682417,0,0,0
"951",1995,"NY",1,"New York",18150928,0,0,0
"952",1995,"NC",3,"North Carolina",7185403,0,0,0
"953",1995,"ND",2,"North Dakota",641548,0,0,0
"954",1995,"OH",2,"Ohio",11155493,0,0,0
"955",1995,"OK",3,"Oklahoma",3265547,0,0,0
"956",1995,"OR",4,"Oregon",3141421,0,0,0
"957",1995,"PA",1,"Pennsylvania",12044780,0,0,0
"958",1995,"RI",1,"Rhode Island",989203,0,0,0
"959",1995,"SC",3,"South Carolina",3699943,0,0,0
"960",1995,"SD",2,"South Dakota",728251,0,0,0
"961",1995,"TN",3,"Tennessee",5241168,0,0,0
"962",1995,"TX",3,"Texas",18679706,0,0,0
"963",1995,"UT",4,"Utah",1976774,0,0,0
"964",1995,"VT",1,"Vermont",582827,0,0,0
"965",1995,"VA",3,"Virginia",6601392,0,0,0
"966",1995,"WA",4,"Washington",5431024,0,0,0
"967",1995,"WV",3,"West Virginia",1820560,0,0,0
"968",1995,"WI",2,"Wisconsin",5137004,0,0,0
"969",1995,"WY",4,"Wyoming",478447,0,0,0
"970",1995,"ST",7,"State prison total",NA,0,0,0
"971",1995,"US",5,"US prison total (state+federal)",NA,0,0,0
"972",1995,"FE",6,"Federal BOP",NA,0,0,0
"973",1996,"AL",3,"Alabama",4290678,0,0,0
"974",1996,"AK",4,"Alaska",604918,0,0,0
"975",1996,"AZ",4,"Arizona",4432308,0,0,0
"976",1996,"AR",3,"Arkansas",2504858,0,0,0
"977",1996,"CA",4,"California",31780829,0,0,0
"978",1996,"CO",4,"Colorado",3812716,0,0,0
"979",1996,"CT",1,"Connecticut",3267030,0,0,0
"980",1996,"DE",3,"Delaware",727090,0,0,0
"981",1996,"DC",3,"District of Columbia",538273,0,0,0
